Date,Close/Last,Volume,Open,High,Low
02/11/2025,$123.59,34842680,$122.28,$125.95,$114.7002
02/10/2025,$119.90,13060700,$121.46,$123.4099,$119.14
02/07/2025,$117.41,5835751,$118.11,$119.6601,$116.52
02/06/2025,$118.58,7207142,$122.01,$122.81,$116.87
02/05/2025,$121.73,6058941,$119.27,$121.91,$118.55
02/04/2025,$119.20,7362333,$116.30,$120.48,$116.13
02/03/2025,$114.39,8572414,$111.87,$115.79,$110.55
01/31/2025,$116.80,7756296,$119.61,$122.00,$116.54
01/30/2025,$119.18,6284668,$116.59,$119.83,$115.80
01/29/2025,$116.59,9269327,$116.70,$118.40,$114.77
01/28/2025,$117.45,13963910,$109.00,$117.94,$109.00
01/27/2025,$107.38,5333133,$104.45,$108.39,$102.52
01/24/2025,$107.68,5950491,$106.45,$109.39,$106.16
01/23/2025,$106.10,4358492,$106.06,$106.4794,$105.04
01/22/2025,$106.37,3426758,$107.34,$107.79,$105.75
01/21/2025,$106.28,5068855,$104.14,$106.83,$103.80
01/17/2025,$103.35,5583556,$105.50,$105.80,$103.04
01/16/2025,$103.50,4105903,$104.39,$105.62,$103.135
01/15/2025,$104.24,6234944,$104.49,$104.83,$102.831
01/14/2025,$101.61,5096700,$103.11,$103.36,$100.75
01/13/2025,$101.76,8081430,$101.00,$102.1401,$99.05
01/10/2025,$103.71,8971655,$103.94,$104.495,$99.7906
01/08/2025,$107.64,5185504,$106.48,$108.03,$105.02
01/07/2025,$106.78,6152196,$114.90,$115.3699,$106.08
01/06/2025,$114.24,7073807,$112.24,$114.29,$111.50
01/03/2025,$109.25,2961632,$108.87,$109.69,$107.54
01/02/2025,$107.53,4437938,$107.50,$108.32,$104.91
12/31/2024,$106.33,3768738,$106.75,$107.31,$105.46
12/30/2024,$106.69,4096754,$105.07,$107.19,$104.54
12/27/2024,$108.18,3966354,$109.44,$109.80,$106.5201
12/26/2024,$109.96,2224617,$109.78,$110.62,$108.8875
12/24/2024,$109.96,1848451,$109.78,$110.62,$108.8875
12/23/2024,$109.25,4097194,$108.53,$110.0842,$107.47
12/20/2024,$108.95,6709471,$105.30,$109.96,$104.50
12/19/2024,$107.07,10550220,$111.30,$111.44,$105.71
12/18/2024,$109.70,8810375,$118.805,$120.0986,$109.5101
12/17/2024,$119.49,8038115,$115.14,$119.85,$114.95
12/16/2024,$115.94,5178858,$115.725,$117.00,$114.69
12/13/2024,$114.63,4667226,$115.52,$116.50,$113.44
12/12/2024,$115.31,6059288,$116.22,$118.32,$115.15
12/11/2024,$117.37,6458961,$115.36,$117.86,$114.16
12/10/2024,$113.45,5139768,$114.78,$116.65,$112.685
12/09/2024,$115.29,6325663,$118.59,$118.94,$114.08
12/06/2024,$118.37,10136360,$116.72,$120.72,$116.40
12/05/2024,$114.09,5290978,$113.43,$115.46,$112.94
12/04/2024,$113.43,7736747,$112.33,$115.79,$112.30
12/03/2024,$111.86,8263372,$112.75,$113.79,$111.04
12/02/2024,$112.98,9839620,$115.22,$115.993,$111.12
11/29/2024,$115.60,6178258,$113.16,$116.3502,$112.53
11/27/2024,$112.54,4665567,$111.44,$112.59,$110.9436
11/26/2024,$112.08,8028961,$109.70,$113.90,$109.08
11/25/2024,$111.00,10139260,$109.30,$112.45,$108.63
11/22/2024,$106.96,7059852,$107.01,$107.50,$105.33
11/21/2024,$106.48,10624690,$103.74,$108.21,$103.26
11/20/2024,$103.94,7632630,$104.83,$105.07,$102.58
11/19/2024,$104.59,9038094,$104.31,$105.38,$103.27
11/18/2024,$105.88,6689797,$108.90,$109.11,$105.76
11/15/2024,$108.49,10764170,$107.10,$108.7891,$105.25
11/14/2024,$109.08,13147950,$115.29,$115.29,$109.00
11/13/2024,$115.09,20641950,$107.50,$115.62,$106.18
11/12/2024,$108.92,63946170,$107.52,$114.51,$106.00
11/11/2024,$89.99,20014080,$88.95,$92.16,$88.71
11/08/2024,$87.12,7439028,$85.60,$87.26,$85.25
11/07/2024,$85.55,6623650,$82.16,$85.84,$82.10
11/06/2024,$81.92,5169845,$81.55,$82.12,$80.13
11/05/2024,$79.57,4652276,$78.55,$80.04,$78.23
11/04/2024,$78.44,3584492,$78.71,$79.06,$77.70
11/01/2024,$78.99,6189927,$79.05,$79.89,$77.94
10/31/2024,$78.21,4636963,$79.75,$80.39,$77.1201
10/30/2024,$80.01,3712258,$80.03,$80.515,$79.28
10/29/2024,$80.39,5131268,$79.395,$80.80,$79.21
10/28/2024,$79.87,3327688,$79.615,$80.18,$79.315
10/25/2024,$79.05,3834492,$80.10,$80.97,$78.78
10/24/2024,$79.82,3981439,$80.00,$80.39,$78.84
10/23/2024,$79.66,4832327,$81.23,$81.91,$79.12
10/22/2024,$81.61,4624769,$81.50,$82.545,$81.16
10/21/2024,$82.66,5437933,$82.03,$83.255,$81.29
10/18/2024,$82.68,3862207,$82.25,$82.949,$82.03
10/17/2024,$81.63,3519763,$82.89,$83.18,$81.14
10/16/2024,$81.85,4929334,$81.95,$82.27,$80.34
10/15/2024,$81.93,6484748,$83.60,$83.77,$80.46
10/14/2024,$83.68,3759774,$83.84,$84.37,$82.66
10/11/2024,$83.24,3775014,$81.97,$84.20,$81.89
10/10/2024,$82.71,3937217,$82.36,$83.655,$82.2956
10/09/2024,$83.41,4741398,$82.63,$84.1187,$82.63
10/08/2024,$82.58,5723830,$81.00,$83.1399,$80.60
10/07/2024,$80.86,5495824,$81.85,$82.10,$80.30
10/04/2024,$82.43,7746218,$79.81,$82.64,$79.50
10/03/2024,$78.14,4625390,$78.50,$79.32,$77.69
10/02/2024,$79.10,3110518,$78.51,$79.305,$77.93
10/01/2024,$78.45,5656186,$80.00,$80.24,$77.77
09/30/2024,$80.14,4464743,$79.07,$80.36,$78.50
09/27/2024,$79.21,3973550,$80.82,$81.15,$79.19
09/26/2024,$80.75,5729728,$80.44,$81.09,$78.77
09/25/2024,$79.26,5021866,$80.13,$80.91,$79.01
09/24/2024,$80.33,5398248,$80.77,$81.07,$78.78
09/23/2024,$80.11,7896241,$79.00,$80.80,$78.85
09/20/2024,$78.72,5612851,$78.61,$79.52,$77.31
09/19/2024,$78.68,9864276,$77.40,$79.31,$76.64
09/18/2024,$75.22,7039412,$74.83,$76.97,$74.59
09/17/2024,$74.45,8177379,$75.50,$75.76,$73.66
09/16/2024,$73.58,4184662,$72.10,$73.70,$71.47
09/13/2024,$72.45,5655578,$71.83,$73.44,$71.76
09/12/2024,$71.31,6187657,$70.72,$71.98,$69.63
09/11/2024,$71.52,7063324,$68.55,$71.76,$68.10
09/10/2024,$68.17,4530328,$68.79,$68.90,$66.95
09/09/2024,$68.13,4298599,$68.48,$69.49,$67.14
09/06/2024,$67.01,7380375,$70.38,$70.5588,$65.86
09/05/2024,$70.11,3296182,$70.00,$70.93,$69.305
09/04/2024,$70.22,4612763,$70.86,$71.75,$69.62
09/03/2024,$71.26,5773632,$73.15,$73.22,$70.82
08/30/2024,$74.07,3019334,$73.55,$74.33,$73.12
08/29/2024,$73.27,3620083,$72.90,$74.34,$72.87
08/28/2024,$72.53,5551651,$74.23,$74.37,$71.76
08/27/2024,$74.53,4389771,$74.47,$74.87,$72.86
08/26/2024,$74.95,4047032,$76.11,$76.83,$74.92
08/23/2024,$76.14,5405570,$75.00,$76.44,$74.69
08/22/2024,$74.30,4772884,$76.04,$76.30,$74.23
08/21/2024,$76.14,5760476,$75.00,$76.20,$74.87
08/20/2024,$74.87,8513028,$75.00,$75.68,$74.1601
08/19/2024,$75.16,6246672,$74.55,$75.17,$73.92
08/16/2024,$74.55,5403596,$74.33,$75.355,$74.105
08/15/2024,$74.85,10849740,$73.02,$74.91,$73.01
08/14/2024,$71.59,9032343,$70.34,$71.76,$69.94
08/13/2024,$69.90,10545520,$68.84,$70.07,$68.68
08/12/2024,$68.31,11134020,$69.09,$70.7329,$68.05
08/09/2024,$69.30,10931240,$68.16,$69.325,$67.415
08/08/2024,$68.55,19891540,$64.24,$68.78,$63.91
08/07/2024,$63.89,49976630,$64.50,$67.78,$63.55
08/06/2024,$54.22,18567200,$53.14,$54.89,$52.34
08/05/2024,$52.26,16525150,$48.586,$53.36,$48.56
08/02/2024,$54.43,18357850,$54.61,$55.18,$52.545
08/01/2024,$58.17,9598272,$61.60,$62.00,$57.25
07/31/2024,$61.20,8649437,$60.32,$61.88,$60.13
07/30/2024,$59.20,6669821,$59.83,$61.02,$58.93
07/29/2024,$59.87,5046001,$60.15,$60.57,$59.52
07/26/2024,$59.94,5256449,$61.42,$61.52,$59.81
07/25/2024,$59.44,6873349,$59.27,$60.975,$58.04
07/24/2024,$59.27,8255632,$62.10,$62.52,$59.16
07/23/2024,$62.66,5392678,$63.00,$63.64,$62.65
07/22/2024,$62.69,9143762,$63.46,$63.78,$61.44
07/19/2024,$63.16,6686108,$62.51,$64.18,$62.45
07/18/2024,$63.11,7904809,$65.90,$66.09,$62.72
07/17/2024,$64.81,14176030,$68.17,$68.40,$63.70
07/16/2024,$69.72,21416780,$67.26,$70.04,$66.83
07/15/2024,$64.21,7073314,$65.03,$65.23,$63.93
07/12/2024,$64.89,7778507,$65.85,$65.985,$64.63
07/11/2024,$65.31,7238471,$65.65,$66.17,$64.79
07/10/2024,$65.61,7120981,$66.30,$66.33,$64.61
07/09/2024,$66.13,6528412,$67.04,$67.52,$65.7216
07/08/2024,$67.34,4605982,$67.53,$67.7929,$66.94
07/05/2024,$67.63,6441542,$66.945,$68.0426,$66.36
07/03/2024,$66.73,3930953,$66.26,$67.2195,$66.26
07/02/2024,$66.06,6762944,$64.88,$66.13,$64.34
07/01/2024,$64.63,8395432,$65.96,$65.97,$63.05
06/28/2024,$66.05,6650603,$66.60,$67.18,$65.46
06/27/2024,$66.37,7716305,$65.29,$66.84,$65.16
06/26/2024,$65.45,6978934,$65.20,$65.53,$64.44
06/25/2024,$64.78,6484648,$64.48,$65.49,$64.06
06/24/2024,$64.31,10464460,$65.62,$65.82,$63.41
06/21/2024,$65.03,8199691,$63.81,$65.19,$63.41
06/20/2024,$63.88,7405092,$64.38,$64.8701,$63.15
06/18/2024,$64.25,11280560,$65.90,$66.11,$63.97
06/17/2024,$66.52,12112110,$67.25,$67.33,$64.75
06/14/2024,$67.66,17915790,$65.86,$68.21,$65.43
06/13/2024,$64.69,9163372,$65.60,$65.79,$64.13
06/12/2024,$65.47,13945160,$64.62,$66.51,$64.22
06/11/2024,$63.82,11760150,$63.87,$64.69,$63.23
06/10/2024,$63.01,10629080,$61.38,$63.74,$61.27
06/07/2024,$61.59,7099220,$61.275,$61.9399,$60.66
06/06/2024,$61.46,7391326,$60.15,$61.48,$60.15
06/05/2024,$61.25,11092510,$61.18,$61.70,$60.28
06/04/2024,$60.68,11589720,$59.46,$60.685,$59.21
06/03/2024,$59.70,8640326,$59.41,$59.9399,$58.38
05/31/2024,$59.15,12261100,$58.80,$59.23,$57.75
05/30/2024,$58.54,9829808,$58.41,$58.7799,$57.91
05/29/2024,$58.37,7783999,$57.55,$58.57,$57.26
05/28/2024,$58.19,10785180,$57.01,$58.22,$56.31
05/24/2024,$56.97,8537230,$57.11,$58.06,$56.91
05/23/2024,$57.64,11415470,$58.61,$59.08,$57.48
05/22/2024,$58.70,18624540,$58.88,$60.11,$58.21
05/21/2024,$57.02,13778740,$58.50,$58.62,$57.01
05/20/2024,$58.91,7786148,$58.87,$59.21,$58.30
05/17/2024,$58.53,12303950,$57.95,$58.59,$57.04
05/16/2024,$57.81,9636023,$58.65,$58.99,$57.78
05/15/2024,$58.77,11174310,$59.17,$59.67,$58.35
05/14/2024,$58.03,20334780,$58.66,$58.77,$56.92
05/13/2024,$58.78,12847560,$59.07,$59.48,$58.26
05/10/2024,$58.94,30675580,$62.72,$62.74,$58.65
05/09/2024,$62.45,19819720,$63.57,$63.80,$61.61
05/08/2024,$62.73,58311570,$63.67,$64.20,$60.6401
05/07/2024,$77.05,11383810,$76.53,$77.825,$75.295
05/06/2024,$77.37,11042610,$75.00,$77.80,$74.42
05/03/2024,$74.46,7346442,$73.78,$74.88,$73.06
05/02/2024,$72.00,5387070,$71.99,$72.72,$70.23
05/01/2024,$70.40,7436748,$70.21,$72.08,$68.88
04/30/2024,$70.20,8246161,$72.40,$74.48,$70.18
04/29/2024,$72.48,10108810,$73.81,$74.04,$71.38
04/26/2024,$71.33,4611766,$71.32,$71.83,$70.735
04/25/2024,$70.55,6770470,$70.43,$71.36,$69.5692
04/24/2024,$72.26,6086539,$74.40,$74.716,$71.65
04/23/2024,$74.01,9517493,$71.28,$74.59,$71.22
04/22/2024,$70.55,5908214,$70.05,$71.27,$69.32
04/19/2024,$69.67,11077730,$71.00,$71.63,$68.79
04/18/2024,$69.51,7360491,$69.33,$70.95,$68.15
04/17/2024,$69.41,8373238,$69.50,$71.00,$68.97
04/16/2024,$68.70,9249204,$68.47,$69.34,$68.015
04/15/2024,$68.57,8733162,$70.00,$70.41,$68.39
04/12/2024,$70.00,11042550,$70.89,$71.19,$69.19
04/11/2024,$71.57,11728030,$71.98,$72.27,$70.49
04/10/2024,$71.98,8018265,$72.80,$73.12,$71.59
04/09/2024,$74.92,4362285,$74.36,$75.08,$73.50
04/08/2024,$74.38,7051893,$75.21,$75.46,$73.32
04/05/2024,$75.28,6588203,$74.60,$75.9916,$73.69
04/04/2024,$74.81,8530737,$75.61,$77.07,$74.56
04/03/2024,$75.64,9874103,$78.28,$79.29,$75.13
04/02/2024,$78.12,6692435,$76.61,$78.60,$75.95
04/01/2024,$78.19,6588373,$77.35,$78.63,$76.28
03/28/2024,$77.17,4260950,$78.80,$79.195,$77.00
03/27/2024,$78.62,4399727,$79.35,$79.38,$77.46
03/26/2024,$78.53,4442210,$79.04,$79.75,$77.75
03/25/2024,$78.42,4596006,$78.10,$79.56,$77.735
03/22/2024,$78.72,4561270,$78.89,$80.37,$78.38
03/21/2024,$79.59,11345850,$81.66,$83.39,$79.56
03/20/2024,$81.33,6793695,$77.53,$81.62,$77.285
03/19/2024,$77.53,5736507,$76.73,$78.53,$75.30
03/18/2024,$77.52,5440735,$78.00,$78.00,$76.26
03/15/2024,$77.15,5821640,$78.23,$79.07,$76.76
03/14/2024,$78.42,7244176,$78.53,$79.80,$77.36
03/13/2024,$78.68,10975310,$76.19,$79.40,$76.10
03/12/2024,$76.36,5667076,$75.95,$76.69,$74.581
03/11/2024,$74.97,5191226,$75.60,$76.29,$74.44
03/08/2024,$76.16,10444350,$76.08,$79.58,$76.08
03/07/2024,$75.33,7592502,$74.26,$75.96,$73.20
03/06/2024,$74.01,5757307,$74.18,$74.85,$72.915
03/05/2024,$73.47,8691164,$74.80,$74.93,$72.64
03/04/2024,$75.77,7394983,$76.47,$76.53,$73.99
03/01/2024,$76.59,7800949,$77.11,$78.66,$76.3101
02/29/2024,$76.37,6693422,$76.27,$77.14,$75.03
02/28/2024,$75.56,5208536,$75.56,$76.19,$74.727
02/27/2024,$76.63,7449297,$77.56,$77.63,$75.90
02/26/2024,$77.56,8935157,$76.31,$78.25,$76.21
02/23/2024,$76.24,10235570,$75.05,$76.80,$73.85
02/22/2024,$75.03,11326770,$78.28,$78.83,$74.87
02/21/2024,$75.59,10553400,$77.00,$78.06,$74.6702
02/20/2024,$78.62,10349290,$79.95,$80.58,$77.72
02/16/2024,$81.29,13711900,$82.25,$83.67,$80.35
02/15/2024,$84.00,15483180,$80.24,$84.05,$79.60
02/14/2024,$80.67,18016710,$79.11,$80.70,$77.48
02/13/2024,$77.18,40164860,$77.80,$83.49,$77.01
02/12/2024,$89.12,17188820,$91.40,$91.57,$88.98
02/09/2024,$90.72,11356930,$90.00,$91.21,$88.92
02/08/2024,$87.87,20834830,$85.03,$91.44,$84.90
02/07/2024,$85.17,13242630,$82.10,$85.46,$81.80
02/06/2024,$81.56,5563356,$81.40,$82.038,$79.77
02/05/2024,$81.40,8558325,$82.44,$82.80,$80.03
02/02/2024,$82.93,17659230,$81.00,$83.03,$79.33
02/01/2024,$76.72,14190040,$79.37,$79.58,$75.82
01/31/2024,$80.07,6749734,$81.30,$82.22,$79.96
01/30/2024,$82.33,5528977,$82.78,$83.2496,$81.68
01/29/2024,$83.54,6478990,$81.74,$83.575,$81.47
01/26/2024,$81.55,6839166,$80.51,$82.84,$80.475
01/25/2024,$80.49,6926814,$81.27,$81.70,$79.14
01/24/2024,$80.73,7675839,$82.28,$83.36,$80.67
01/23/2024,$81.14,5700500,$80.70,$81.62,$79.53
01/22/2024,$80.26,9011689,$80.91,$82.83,$79.69
01/19/2024,$80.01,10263810,$77.31,$80.178,$76.31
01/18/2024,$77.52,11221150,$80.00,$81.01,$77.21
01/17/2024,$80.32,15898410,$80.03,$80.44,$77.53
01/16/2024,$81.32,11659680,$80.28,$82.14,$79.62
01/12/2024,$81.40,9264908,$81.11,$83.19,$81.00
01/11/2024,$81.30,10641160,$81.15,$82.65,$79.13
01/10/2024,$81.10,9866725,$80.69,$81.30,$79.371
01/09/2024,$80.11,10835010,$77.25,$80.24,$76.92
01/08/2024,$77.69,8231984,$74.78,$77.90,$74.72
01/05/2024,$74.51,9834419,$73.32,$75.9467,$73.00
01/04/2024,$73.42,11927380,$71.63,$74.02,$70.615
01/03/2024,$71.82,9649943,$72.08,$72.9899,$71.18
01/02/2024,$73.83,13134770,$76.44,$76.63,$72.9101
12/29/2023,$77.90,9527249,$79.12,$79.7296,$77.25
12/28/2023,$79.11,7608364,$78.29,$79.20,$77.48
12/27/2023,$78.34,6050168,$78.19,$78.68,$77.34
12/26/2023,$78.21,5251790,$76.83,$78.465,$76.44
12/22/2023,$76.83,6078077,$76.45,$77.17,$76.155
12/21/2023,$76.14,7496327,$76.70,$77.30,$75.50
12/20/2023,$75.42,9983333,$78.10,$78.70,$75.15
12/19/2023,$78.35,12464510,$77.20,$79.99,$77.18
12/18/2023,$77.13,9501628,$75.75,$77.47,$75.63
12/15/2023,$76.82,10430260,$77.71,$77.95,$76.35
12/14/2023,$77.54,13242150,$75.31,$77.64,$74.85
12/13/2023,$73.86,10910200,$72.53,$74.09,$71.15
12/12/2023,$72.50,6415940,$72.00,$72.625,$71.07
12/11/2023,$72.81,7101383,$72.43,$73.625,$72.18
12/08/2023,$72.52,7457627,$71.26,$73.02,$71.24
12/07/2023,$71.86,8471153,$70.86,$72.28,$70.04
12/06/2023,$71.14,13428630,$73.77,$74.18,$71.065
12/05/2023,$74.72,15767960,$71.80,$75.47,$71.15
12/04/2023,$72.52,9569214,$73.00,$73.66,$71.37
12/01/2023,$73.86,8853656,$72.50,$73.99,$71.74
11/30/2023,$72.82,7322282,$73.36,$73.84,$72.12
11/29/2023,$73.33,9815598,$74.34,$75.06,$73.00
11/28/2023,$73.51,12631960,$72.42,$74.22,$72.20
11/27/2023,$73.79,24288930,$71.81,$74.47,$71.079
11/24/2023,$70.35,5062840,$70.50,$71.2099,$70.23
11/22/2023,$70.96,10226470,$70.26,$71.58,$69.15
11/21/2023,$69.73,8209063,$69.00,$69.91,$68.1617
11/20/2023,$69.51,10306400,$67.73,$70.16,$67.73
11/17/2023,$68.34,9335485,$66.93,$68.89,$66.80
11/16/2023,$67.28,9160914,$67.06,$68.2548,$66.69
11/15/2023,$67.85,13514510,$65.82,$68.35,$65.76
11/14/2023,$65.52,13168380,$64.26,$66.1699,$63.98
11/13/2023,$62.34,8784130,$61.23,$62.41,$60.24
11/10/2023,$61.34,9329707,$60.27,$61.63,$59.89
11/09/2023,$60.37,13118330,$62.52,$63.34,$60.335
11/08/2023,$62.74,11987630,$61.87,$63.09,$60.704
11/07/2023,$61.69,11180400,$60.70,$62.34,$60.025
11/06/2023,$60.43,13284930,$61.59,$61.78,$59.71
11/03/2023,$61.47,22381240,$59.86,$61.84,$58.95
11/02/2023,$59.70,43602930,$57.64,$60.15,$55.507
11/01/2023,$48.79,19173660,$47.55,$48.86,$47.16
10/31/2023,$47.19,12046900,$46.65,$47.625,$45.50
10/30/2023,$46.92,10496250,$47.09,$47.85,$46.25
10/27/2023,$46.40,12207690,$48.13,$48.18,$46.06
10/26/2023,$46.69,17931340,$48.84,$49.36,$45.81
10/25/2023,$48.49,12658840,$50.85,$51.08,$48.35
10/24/2023,$52.35,7618789,$51.50,$52.8799,$51.255
10/23/2023,$51.00,8851654,$50.53,$51.98,$49.64
10/20/2023,$51.14,8475761,$51.57,$52.45,$50.62
10/19/2023,$51.83,10438100,$53.13,$53.3175,$51.54
10/18/2023,$52.84,15420810,$54.58,$56.1962,$52.4299
10/17/2023,$54.17,7962014,$52.59,$54.46,$52.49
10/16/2023,$53.28,10339530,$51.92,$53.59,$51.05
10/13/2023,$51.55,14377900,$53.40,$54.19,$50.69
10/12/2023,$53.33,10730840,$54.50,$55.03,$52.92
10/11/2023,$54.24,8505693,$55.51,$55.6383,$53.71
10/10/2023,$55.08,9833977,$53.73,$55.5891,$53.56
10/09/2023,$53.51,9709353,$52.45,$53.93,$52.06
10/06/2023,$53.65,12447570,$51.43,$53.91,$51.20
10/05/2023,$52.19,9268604,$52.01,$52.55,$51.1116
10/04/2023,$52.58,10956680,$52.16,$52.75,$51.15
10/03/2023,$51.38,11280180,$53.00,$53.678,$51.02
10/02/2023,$54.00,8265299,$54.22,$55.21,$53.51
09/29/2023,$54.57,13705280,$54.26,$55.59,$54.1018
09/28/2023,$53.20,13608000,$51.25,$53.88,$50.59
09/27/2023,$51.85,9041749,$51.88,$52.495,$51.03
09/26/2023,$51.51,10456040,$52.90,$53.63,$51.37
09/25/2023,$53.58,8314676,$52.71,$53.625,$52.30
09/22/2023,$53.08,9869963,$54.74,$55.27,$52.89
09/21/2023,$53.70,11314390,$55.37,$55.99,$53.68
09/20/2023,$56.97,8228621,$58.62,$58.70,$56.835
09/19/2023,$58.33,13478310,$59.17,$59.23,$56.88
09/18/2023,$59.50,11516420,$62.04,$62.42,$59.3714
09/15/2023,$62.38,8627234,$63.31,$63.49,$61.92
09/14/2023,$63.40,7116761,$63.08,$63.8381,$62.65
09/13/2023,$62.62,6920345,$62.34,$63.26,$61.7217
09/12/2023,$62.93,7179871,$63.73,$64.92,$62.91
09/11/2023,$64.56,7924293,$63.39,$64.76,$62.81
09/08/2023,$63.01,9048897,$64.34,$64.825,$62.785
09/07/2023,$64.78,8711870,$64.76,$65.71,$63.5707
09/06/2023,$65.82,8222686,$65.04,$66.26,$65.00
09/05/2023,$65.80,8858447,$66.24,$66.49,$65.27
09/01/2023,$66.71,13850350,$66.68,$67.60,$65.89
08/31/2023,$66.49,30505800,$64.71,$66.85,$63.28
08/30/2023,$60.01,7972443,$58.59,$60.0292,$58.37
08/29/2023,$58.80,9897837,$56.28,$59.1492,$56.01
08/28/2023,$56.31,7511929,$56.24,$56.725,$55.75
08/25/2023,$55.54,8956003,$55.43,$56.64,$54.0679
08/24/2023,$55.46,8956230,$57.10,$57.17,$54.932
08/23/2023,$56.73,13232030,$54.19,$57.005,$54.11
08/22/2023,$53.96,6627535,$54.70,$55.085,$53.84
08/21/2023,$53.93,7606799,$53.41,$54.27,$52.8994
08/18/2023,$53.14,12153780,$51.47,$53.25,$51.20
08/17/2023,$53.22,13873190,$55.69,$55.97,$52.775
08/16/2023,$55.34,8530659,$55.16,$55.945,$54.3501
08/15/2023,$55.34,9740963,$55.69,$56.20,$54.77
08/14/2023,$55.98,6531008,$54.54,$55.99,$54.3771
08/11/2023,$55.27,8678083,$55.59,$55.9424,$54.71
08/10/2023,$56.47,11696450,$56.30,$57.20,$55.38
08/09/2023,$55.20,9708970,$56.10,$57.065,$55.09
08/08/2023,$56.19,12202270,$56.45,$57.31,$55.73
08/07/2023,$57.57,10887410,$57.61,$58.059,$56.51
08/04/2023,$57.93,17069440,$60.25,$61.18,$57.67
08/03/2023,$59.04,35509310,$61.88,$64.25,$58.33
08/02/2023,$62.43,25987420,$65.64,$66.1814,$61.99
08/01/2023,$67.45,9974924,$66.77,$67.64,$65.59
07/31/2023,$67.58,9078958,$66.95,$68.31,$66.76
07/28/2023,$66.04,7783158,$65.01,$66.26,$64.87
07/27/2023,$63.96,12823850,$66.32,$67.79,$63.525
07/26/2023,$64.68,8662987,$64.50,$65.8999,$63.91
07/25/2023,$64.99,8531194,$65.91,$66.48,$64.8538
07/24/2023,$66.17,10457340,$67.00,$67.6996,$65.51
07/21/2023,$65.57,7400892,$66.26,$66.635,$65.19
07/20/2023,$65.44,10732330,$67.27,$68.2678,$65.025
07/19/2023,$68.23,9139301,$67.88,$69.13,$67.41
07/18/2023,$67.26,14982040,$68.46,$68.46,$65.25
07/17/2023,$68.68,9671281,$68.60,$69.89,$67.87
07/14/2023,$68.45,12111350,$70.61,$71.43,$68.42
07/13/2023,$70.37,22978270,$67.02,$70.50,$66.81
07/12/2023,$65.94,14865550,$64.37,$65.95,$63.70
07/11/2023,$63.15,8330056,$62.25,$63.28,$62.11
07/10/2023,$61.89,8457553,$61.25,$62.04,$60.5099
07/07/2023,$61.67,7984149,$62.11,$63.33,$61.60
07/06/2023,$61.83,13317160,$63.05,$63.30,$61.44
07/05/2023,$64.44,12541050,$64.63,$64.73,$63.07
07/03/2023,$64.85,7509473,$65.04,$66.42,$64.37
06/30/2023,$64.60,10880450,$64.47,$65.35,$64.20
06/29/2023,$63.76,8527854,$64.78,$64.81,$63.17
06/28/2023,$64.62,10721740,$63.80,$66.305,$63.29
06/27/2023,$63.80,9592531,$63.45,$64.54,$62.78
06/26/2023,$63.25,8599349,$63.37,$64.94,$63.12
06/23/2023,$63.79,8620856,$62.03,$63.92,$61.58
06/22/2023,$63.48,11143060,$62.65,$64.0599,$62.05
06/21/2023,$63.17,12508580,$64.16,$64.85,$61.85
06/20/2023,$64.26,12889840,$65.00,$66.57,$63.32
06/16/2023,$64.71,13567830,$66.99,$67.36,$64.51
06/15/2023,$66.10,11963300,$65.33,$66.34,$63.82
06/14/2023,$65.88,16711900,$63.98,$66.56,$63.85
06/13/2023,$63.84,16201950,$66.00,$66.50,$63.30
06/12/2023,$65.01,23203690,$62.10,$65.62,$61.93
06/09/2023,$61.36,12947270,$59.80,$62.30,$59.60
06/08/2023,$59.28,13235120,$59.28,$61.1199,$58.076
06/07/2023,$59.56,18023920,$64.01,$64.82,$59.325
06/06/2023,$63.66,29210990,$61.90,$64.06,$60.72
06/05/2023,$59.92,14562450,$58.04,$60.85,$57.94
06/02/2023,$58.29,12246520,$59.03,$59.78,$57.93
06/01/2023,$57.94,17356560,$56.42,$58.59,$55.42
05/31/2023,$57.19,13151580,$58.16,$59.11,$56.73
05/30/2023,$58.19,12758580,$60.60,$61.49,$57.74
05/26/2023,$59.26,13645000,$58.00,$59.92,$57.795
05/25/2023,$57.71,11529550,$59.47,$59.58,$57.43
05/24/2023,$58.97,17906440,$57.75,$59.84,$57.01
05/23/2023,$58.33,20317560,$61.28,$62.04,$57.975
05/22/2023,$62.06,17253590,$60.21,$64.0455,$60.17
05/19/2023,$62.06,11266480,$60.21,$64.0455,$60.17
05/18/2023,$60.85,12967340,$60.79,$61.98,$60.01
05/17/2023,$60.76,10665600,$60.48,$61.08,$59.42
05/16/2023,$60.12,11094920,$61.20,$62.00,$60.12
05/15/2023,$61.58,10652920,$60.76,$62.32,$60.7001
05/12/2023,$61.33,13662740,$62.40,$62.71,$61.01
05/11/2023,$62.90,15715100,$62.40,$63.0889,$61.58
05/10/2023,$63.17,17461240,$64.31,$65.54,$63.16
05/09/2023,$63.89,20442830,$63.48,$63.93,$62.36
05/08/2023,$64.38,37097560,$61.60,$65.1299,$61.29
05/05/2023,$62.03,43103980,$57.30,$62.5394,$57.02
05/04/2023,$57.30,88927300,$54.87,$59.82,$53.88
05/03/2023,$46.27,15472680,$46.80,$47.97,$46.19
05/02/2023,$46.78,11254970,$46.87,$47.63,$46.08
05/01/2023,$47.28,9577260,$48.13,$48.92,$47.135
