ACCESSION_NUMBER	OTHERINCLUDEDMANAGERSCOUNT	TABLEENTRYTOTAL	TABLEVALUETOTAL	ISCONFIDENTIALOMITTED
0001844895-21-000001	0	94	162192	N
0001376474-21-000071	0	18	133697	N
0001580642-21-000809	0	161	1471301	
0001420506-21-000358	0	530	203568	N
0001730546-21-000002	0	109	134526	N
0000723204-21-000002	0	161	890164	N
0001095449-21-000024	0	76	139843	N
0000936936-21-000002	0	98	143879	N
0001734565-21-000001	0	208	493860	N
0001095449-21-000023	0	76	139843	N
0001616328-21-000001	0	251	821271	N
0001085146-21-001057	0	49	124931	N
0001085146-21-001055	0	35	129545	
0001085146-21-001054	0	14	421175	N
0000950123-21-003144	0	17	94702	N
0001569638-21-000002	1	183	783553	N
0001847956-21-000001	0	79	212116	N
0000354204-21-000648	3	3342	278099675	
0001594492-21-000002	0	217	134374	N
0001729254-21-000004	0	931	195141	N
0001802387-21-000002	0	165	230893	N
0001708828-21-000003	0	542	1187	N
0001667731-21-000065	0	206	421275	
0000919574-21-002006	3	227	500865	
0000919574-21-002002	3	208	468003	
0000931097-21-000002	0	67	690364	N
0000873630-21-000002	14	7105	74576485	N
0001214659-21-002320	0	68	110147	
0001387131-21-002804	0	222	2382806	
0000950123-21-003117	0	13	569379	N
0001785199-21-000004	0	58	110751	N
0001533964-21-000002	3	1392	927713	N
0001282189-21-000001	0	32	156645	N
0001567738-21-000002	0	43	268267	N
0001847772-21-000001	0	100	131237	N
0001172661-21-000884	2	6	238043	
0001172661-21-000883	2	3	42077	
0001172661-21-000882	2	2	38535	
0001172661-21-000881	3	1	7439	
0001794467-21-000003	0	60	126617	N
0001567619-21-004749	12	3158	70813625	N
0001768302-21-000001	0	88	242947	N
0000950123-21-003097	0	67	253320	N
0001654954-21-002029	0	374	2069787	
0001544599-21-000004	2	801	12182188	Y
0001839826-21-000004	0	63	117187	N
0001839826-21-000005	0	69	140220	N
0001839826-21-000003	0	81	124621	N
0001839826-21-000006	0	84	155486	N
0001719203-21-000002	0	27	100957	N
0001764968-21-000001	0	103	201701	N
0001654954-21-001998	0	374	2069787	
0001725547-21-000029	0	193	36780236	N
0001580642-21-000763	0	89	265581	
0001846677-21-000001	0	21	116887669	N
0001104659-21-026600	1	187	310385	
0001085146-21-001049	0	1	12810	N
0001085146-21-001048	0	81	316509	N
0001085146-21-001047	0	26	1491000	N
0001085146-21-001046	0	73	112149	
0000902664-21-001572	10	36	1178127	
0001126328-21-000092	4	3801	135012521	N
0001727588-21-000002	0	81	194202	N
0000883933-21-000011	0	103201	20	N
0000950123-21-003071	0	117	248179	N
0001214659-21-002251	0	265	954217	
0001095449-21-000022	0	298	135178	N
0001847343-21-000001	0	88	100272	Y
0001420506-21-000352	0	11	301601	N
0001846789-21-000001	0	27	133990	N
0001786767-21-000003	0	7	569991	N
0001740491-21-000002	0	718	217763	N
0001847258-21-000007	0	1	183000	N
0001398344-21-003881	2	176	40264314	
0001398344-21-003879	0	135	4220259	
0001737888-21-000002	0	153	250719	N
0001420506-21-000348	0	10	246351	N
0001697765-21-000002	2	478	2767513	N
0000870156-21-000017	0	153	282215	N
0001764970-21-000003	0	64	122144	N
0001732539-21-000002	0	34	929637	
0001178913-21-000711	2	53	874838	
0001398344-21-003852	0	53	76465	
0001132716-21-000005	0	2	3903	
0001315863-21-000201	0	14	135765	N
0001688382-21-000002	0	54	259298	
0001387131-21-002704	0	27	112788	
0001104659-21-025741	0	85	2842672	
0001805758-21-000002	0	25	237	N
0001567619-21-004498	0	107	203845	N
0001846991-21-000001	0	55	109200	N
0001668155-21-000001	0	132	299760	N
0001694283-21-000001	0	65	105130	N
0001505791-21-000001	0	35	37257	N
0001795173-21-000002	0	141	293816	N
0001013234-21-000001	0	76	139066	N
0000019617-21-000235	19	22648	680630126	N
0001598379-21-000001	0	29	328	N
0001085146-21-001043	0	109	80720	
0001608046-21-000003	0	484	43861521	N
0001172661-21-000874	0	87	546644	
0001633037-21-000001	0	483	885757188	N
0001054677-21-000001	0	510	1020403	N
0001536262-21-000001	0	24	419264	N
0000950123-21-003010	0	52	366147	N
0001094584-21-000002	0	424	121508	N
0001085146-21-001042	0	253	416096	
0000909012-21-000047	0	2177	417731	
0001603328-21-000003	0	527	4841152	N
0000909012-21-000046	0	187	206069413	N
0001104659-21-025519	0	352	131646	N
0001104659-21-025453	1	156	2217510	
0001109228-21-000002	0	354	2074590	N
0001846786-21-000001	0	90	215464	N
0000950123-21-003001	0	75	191149	N
0001845859-21-000001	0	134	220746	N
0001172661-21-000873	0	1	31607	
0001846333-21-000001	0	101	145072	N
0001214659-21-002072	0	5	53106	
0001104659-21-025252	0	1	234850	
0001801507-21-000002	0	125	285021	N
0000849854-21-000003	1	68	162823	N
0001398344-21-003707	0	542	238431	
0001606587-21-000351	0	812	112829	N
0001398344-21-003702	0	456	2844335	
0001697493-21-000001	0	593	1288668	N
0001286478-21-000002	0	307	668613	Y
0001178913-21-000681	2	53	874838	
0001640420-21-000002	0	130	331559	N
0000909012-21-000045	0	109	191725	N
0001720777-21-000001	0	180	238375	N
0000036644-21-000003	0	580	1844240	N
0001731191-21-000002	0	4	623082	N
0001677253-21-000002	0	238	334163	N
0001809043-21-000001	0	1004	445214	N
0001398344-21-003661	0	337	270124	
0001740871-21-000001	0	130	247528	N
0000092230-21-000028	4	9776	53844114	N
0001578242-21-000001	0	223	698130	N
0001387131-21-002623	0	43	448776	
0001846639-21-000001	0	3	47042	N
0001840501-21-000001	0	111	149184	N
0001705819-21-000017	0	95	103607	
0001398344-21-003650	0	85	254099	
0001085146-21-001041	0	1	7982	N
0001846462-21-000001	0	113	115816	N
0001803988-21-000001	0	43	191224	N
0001480916-21-000002	0	240	580339	N
0000950123-21-002979	6	2	306934	N
0001782491-21-000001	0	57	168693	N
0001376474-21-000065	0	6	167687	N
0001376474-21-000064	0	6	153196	N
0000923338-21-000003	0	3	140522	N
0001732371-21-000001	0	56	176142	N
0001172661-21-000870	0	5	113991	
0001426748-21-000005	0	87	3134617	N
0001387131-21-002613	0	52	568267	
0001214659-21-002016	0	4	888	
0001172661-21-000869	0	1	1529345	
0001315863-21-000195	0	1	0	Y
0001315863-21-000194	0	1	0	Y
0001752148-21-000004	0	1	17114	
0001525109-21-000001	0	55	200667	N
0001420506-21-000345	0	826	1518009	N
0001531809-21-000003	0	98	839047	Y
0001172661-21-000868	0	1	3349	
0001764403-21-000001	0	12	414488	N
0001819955-21-000007	0	91	446085	N
0001846493-21-000002	0	80	223633	
0001080132-21-000001	0	79	201808	N
0001567619-21-004192	1	133	114210	N
0001840268-21-000006	0	23	54274	N
0001085146-21-001022	0	95	465108	N
0001824516-21-000002	0	56	245625	N
0001580642-21-000721	0	115	306171	
0000919574-21-001753	0	200	129365	
0001625959-21-000001	0	216	1609678	N
0000950123-21-002971	0	8	5444907	N
0001085146-21-001020	0	299	540606	N
0001085146-21-001019	0	1	0	N
0001085146-21-001018	0	128	7397179	N
0001085146-21-001017	0	115	611740	N
0001085146-21-001016	0	29	143264	N
0001567619-21-004186	1	78	52685035	N
0001567619-21-004182	0	59	613538	N
0001714678-21-000001	0	127	135436	N
0001062993-21-001578	0	285	307900	N
0001387131-21-002581	0	25	142468	
0001398344-21-003616	0	487	111369	
0001178913-21-000650	2	53	874838	
0001172661-21-000867	0	1	173824	
0001845521-21-000001	0	108	107000	N
0001420506-21-000337	0	142	392312	N
0001104659-21-024665	0	11	544097	N
0000861177-21-000006	5	15010	213426057	N
0001214659-21-002006	2	234	2966321	
0001104659-21-024624	0	35	428989	
0001463217-21-000001	3	1188	16596670	N
0001469589-21-000008	2	27	142011	N
0001699092-21-000001	0	6	177750	N
0001456114-21-000002	0	756	1330562	N
0001420506-21-000335	0	27	132547	N
0001172661-21-000865	0	1	0	
0001398344-21-003593	0	236	1468326	
0001469589-21-000010	0	4	29063	N
0001469589-21-000006	2	1	0	N
0001085146-21-001015	0	1568	5052857	N
0001398344-21-003585	1	182	229226	
0001172661-21-000864	0	4	81536	
0000732847-21-000001	0	80	248377	N
0001106832-21-000002	0	328	2671420	N
0001706511-21-000001	0	150	137152	N
0001540866-21-000002	0	10	434479	N
0001545545-21-000015	2	26	110873	N
0001085146-21-001013	0	1346	4319181	N
0001566887-21-000003	0	113	856306	N
0001567619-21-004120	0	31	8602735	N
0001469026-21-000004	0	12	2485410	N
0001846287-21-000001	0	191	151928	N
0001730083-21-000001	1	8	12226	N
0001513137-21-000002	0	9	307524	N
0001696778-21-000001	2	101	126406	N
0001807878-21-000002	0	1	240563	N
0001828822-21-000001	0	28	127116	N
0001387131-21-002541	0	49	501800	
0001104659-21-024569	0	747	1202996	
0000950123-21-002966	1	64	568924	N
0001772715-21-000002	4	1350	364821	N
0001172661-21-000863	0	19	1728468	
0001698926-21-000001	0	106	158471	N
0000919574-21-001751	0	17	358794	
0001214659-21-002002	0	65	376089	
0001420506-21-000336	0	263	364737	N
0001387131-21-002540	0	24	240973	
0001085146-21-001012	0	25	3926398	N
0001010911-21-000009	1	199	556482	N
0001332811-21-000002	0	50	204252	N
0001675088-21-000001	0	4	1575367	N
0001085146-21-001014	0	1034	3120436	N
0001131181-21-000001	0	93	271083	N
0001595888-21-000009	4	9642	199248771	N
0001626494-21-000003	0	102	136406	N
0001132716-21-000004	0	568	3244733	Y
0001104659-21-024499	0	5	1666289	
0000950123-21-002962	1	2	157697	N
0001349353-21-000001	0	24	354384	N
0000902664-21-001459	0	1	215139	
0001803386-21-000002	0	108	120272	N
0001809125-21-000002	0	90	485627	N
0001628896-21-000002	0	106	335538	N
0001600327-21-000003	1	250	396476	N
0001609251-21-000001	0	12	342426	N
0001104659-21-024479	0	44	492611	N
0001104659-21-024475	0	1394	66856030	
0001452861-21-000001	0	1068	379100672	N
0001555829-21-000001	0	248	1698836	N
0001750405-21-000001	0	721	144123	N
0001700286-21-000003	0	33	326260	N
0001431146-21-000002	0	509	1622378	N
0001172661-21-000866	0	13	519212	
0001138486-21-000002	0	461	750238	N
0001372130-21-000002	0	210	471173	N
0001398344-21-003580	1	2658	18182534	
0001741129-21-000004	0	30	475084	N
0001803648-21-000002	0	135	144707	N
0001221073-21-000021	0	82	193905	
0001776090-21-000003	0	15	802078	N
0001104659-21-024420	0	54	98516	
0001172661-21-000859	0	61	1706152	
0001104659-21-024411	0	4	431545	
0001405086-21-000045	1	27	468018	N
0000944733-21-000001	0	43	143628	N
0001104659-21-024407	0	4	736408	
0001635925-21-000001	0	0	0	N
0001104659-21-024405	0	5	2526533	
0001085146-21-001010	0	57	167889	N
0001104659-21-024404	0	2	1340637	
0001172661-21-000855	1	35	85934	
0000919574-21-001721	0	13	267978	
0001172661-21-000854	2	484	6600116	Y
0001085146-21-001009	3	155	4666434	N
0001832521-21-000001	0	62	92588	N
0001172661-21-000852	1	4535	22946433	
0001172661-21-000851	0	910	1496862	
0001606587-21-000348	0	221	177453	N
0001172661-21-000850	0	162	326422	
0001213900-21-009718	0	82	335516	
0001172661-21-000849	0	7	636235	
0001606587-21-000346	0	133	5006110	N
0001447387-21-000002	0	58	351205	
0001172661-21-000847	0	88	719134	
0001172661-21-000846	0	22	101580	
0001172661-21-000845	0	21	455912	
0000902664-21-001441	10	36	1178127	
0000919574-21-001708	0	200	129365	
0001172661-21-000844	0	13	2477946	
0001172661-21-000843	0	134	2403627	
0001744073-21-000002	0	239	1149982	N
0001172661-21-000842	0	515	5418573	
0001531612-21-000010	0	114	565268	
0001172661-21-000841	0	12	15357	
0001172661-21-000838	1	344	917048	
0001567619-21-004102	2	2	136592	N
0001172661-21-000837	1	1	342	
0001172661-21-000836	1	25	2294298	
0001085146-21-001007	0	0	0	N
0000905718-21-000298	0	126	4830219	
0001493152-21-004028	0	119	49824	
0000950123-21-002948	7	30	5493282	N
0001599793-21-000002	0	47	92562	N
0001172661-21-000833	1	35	7378948	
0001420506-21-000331	1	85	172124	N
0000950123-21-002945	0	5	2924933	N
0001172661-21-000831	0	27	149407	
0001567619-21-004101	2	2	130576	N
0001172661-21-000830	1	55	466785	
0001420506-21-000330	0	112	202376	N
0001642274-21-000001	0	21	119968	N
0000950123-21-002943	0	1	1156163	N
0001814214-21-000002	0	700	129668	N
0001172661-21-000829	0	10	141443	
0001719087-21-000003	1	161	125697	N
0001172661-21-000828	1	75	901113	
0001172661-21-000827	1	2855	13400011	
0001729939-21-000003	0	107	220631	N
0001420506-21-000329	0	12	358395	N
0001519964-21-000002	2	253	5566381	N
0001701879-21-000001	0	18	3699290	N
0001567619-21-004098	0	5	4002985	N
0001493152-21-004021	0	380	3557171	
0001567619-21-004097	2	1	39204	N
0000950123-21-002935	0	1	432809	N
0001172661-21-000824	0	21	19217	
0001172661-21-000822	0	24	4377870	
0001567619-21-004095	0	2	3487050	N
0001172661-21-000821	2	54	2135443	
0001085146-21-001004	0	278	355200	
0001172661-21-000820	0	222	283086	
0001172661-21-000818	0	15	1448970	
0001085146-21-001003	0	27	689359	
0000950123-21-002927	0	1	102502	N
0001567619-21-004093	1	1	46800	N
0001085146-21-001002	0	11	447628	N
0001172661-21-000817	0	18	199546	
0001172661-21-000816	0	117	156572	
0001085146-21-001000	0	0	0	N
0001524493-21-000004	0	13	497860	N
0001826434-21-000002	0	65	275353	N
0000950123-21-002924	2	9	363496	N
0001567619-21-004092	2	60	19711494	N
0001172661-21-000815	0	15	1942914	
0001085146-21-000999	2	163	4935361	N
0000919574-21-001671	2	207	1995358	
0001104659-21-024340	0	8	1948206	N
0000950123-21-002918	10	4284	68476810	N
0001172661-21-000814	0	7	10002979	
0001172661-21-000812	0	30	5078576	
0001717479-21-000001	0	243	601971	N
0001172661-21-000811	0	1	537612	
0001750183-21-000002	0	33	481991	N
0001056823-21-000012	0	347	3002880	N
0001221073-21-000020	0	93	100036	
0001318757-21-000002	2	2244	18472324	N
0001221073-21-000019	0	65	149363	
0001771673-21-000001	0	20	554871	N
0000950123-21-002909	1	3	200030	N
0001172661-21-000809	1	10	861039	
0000902664-21-001434	1	146	5295069	
0001786767-21-000002	0	7	569991	N
0001172661-21-000808	0	25	11638609	
0001398344-21-003569	0	21	103791	
0001172661-21-000807	0	30	1847869	
0001420506-21-000325	0	0	0	N
0001221073-21-000018	0	141	503424	
0001420506-21-000323	0	60	251630	N
0001172661-21-000806	0	84	2247332	
0001062993-21-001553	3	4	15952360	N
0001221073-21-000017	0	91	1302443	
0001567619-21-004086	0	235	8277125	N
0001172661-21-000805	1	8	227252	
0001104659-21-024302	0	253	407697	
0001012975-21-000095	4	68	5733632	N
0001104659-21-024301	1	85	222167	
0001172661-21-000804	0	33	134513	
0001104659-21-024297	2	105	568688	
0001172661-21-000803	0	1	1529264	
0001172661-21-000802	0	54	1109721	
0001325091-21-000002	2	2401	20187985	N
0001315863-21-000192	0	14	421007	N
0001172661-21-000801	0	397	3523098	
0001567619-21-004081	0	157	407588	N
0000919574-21-001649	2	3	822364	
0001536630-21-000002	0	73	790319	N
0001172661-21-000800	0	50	167886	
0000919574-21-001648	1	30	292526	
0000950123-21-002891	4	5	2828565	N
0001050442-21-000003	0	83	5184967	N
0001104659-21-024282	0	8	147817	
0001172661-21-000799	0	25	204443	
0001567619-21-004080	0	1	0	Y
0000919574-21-001646	0	0	0	Y
0001766357-21-000004	0	31	403272	N
0000950123-21-002890	0	1	132908	N
0001398344-21-003564	0	3	300035	
0001085146-21-000998	0	74	12971188	N
0001172661-21-000791	0	67	834190	
0001567619-21-004079	0	70	52335171	N
0000950123-21-002888	8	259	28726578	N
0001567619-21-004078	0	7	1132978	N
0001172661-21-000790	1	15	17292	
0001104659-21-024277	0	10	2402001	
0001172661-21-000789	0	296	502016	
0001600136-21-000002	0	70	448315	N
0001012975-21-000091	3	34	1456879	N
0001172661-21-000786	1	149	11428040	
0001172661-21-000785	1	26	3322001	
0001085146-21-000997	2	1072	2848649	N
0001560717-21-000002	1	91	87857	N
0001704720-21-000011	0	2	3397993	N
0001104659-21-024267	0	1115	314790	
0001085146-21-000996	0	0	0	N
0001665590-21-000001	0	34	212183	N
0001695459-21-000002	0	1	104090	N
0001012975-21-000090	0	5	927154	N
0001172661-21-000780	0	9	2463523	
0001085146-21-000995	3	2529	56406801	N
0001132236-21-000001	0	1	6683	N
0001567619-21-004073	0	56	192193	N
0001172661-21-000779	0	450	1710688	
0001172661-21-000778	0	16	425018	
0001085146-21-000994	0	17	266051	N
0001172661-21-000777	0	215	3177552	
0000919574-21-001633	1	11	885581	
0001398344-21-003555	0	20	232336	
0001567619-21-004069	0	2	742163	N
0001172661-21-000776	0	7	223578	
0001567619-21-004067	1	2537	7273018	Y
0001387131-21-002511	0	74	1351655	
0001567619-21-004065	1	97	342706	N
0001104659-21-024216	0	29	10808179	
0000950123-21-002877	0	39	598327	N
0001567619-21-004064	1	28	165292	N
0001567619-21-004063	3	43	2936648	N
0001172661-21-000774	0	107	1326726	
0001646247-21-000002	0	580	3360017	N
0001567619-21-004062	0	3	174493	N
0001214659-21-001987	0	295	490301	
0000950123-21-002873	1	3	254677	N
0001567619-21-004059	1	36	3852621	N
0001398344-21-003552	0	59	787423	
0001172661-21-000771	0	1400	20894499	
0001667731-21-000055	0	519	827774	
0001567619-21-004058	1	1682	2214827	N
0001172661-21-000770	3	105	1662953	
0001172661-21-000769	0	14	3542544	
0001398344-21-003550	0	151	277645	
0001172661-21-000768	0	59	1166506	
0001567619-21-004055	0	878	20499557	N
0001567619-21-004054	0	3	207540	N
0000950123-21-002871	0	3	54354	Y
0001398344-21-003547	0	355	1684272	
0001172661-21-000766	0	58	404945	
0001062993-21-001545	0	17	75662	N
0000902664-21-001433	0	7	103364	
0001602189-21-000003	0	40	6682137	N
0001178913-21-000634	2	53	874838	
0001172661-21-000763	0	37	1201036	
0001306923-21-000016	0	41	1907616	N
0001172661-21-000762	0	29	9246107	
0001172661-21-000761	0	13	631881	
0000950123-21-002868	0	17	2012564	N
0001172661-21-000760	0	751	4640795	
0000950123-21-002867	0	3	156042	N
0001398344-21-003543	0	219	1300549	
0001418812-21-000008	1	11	8621482	N
0001777813-21-000002	0	41	2279736	N
0001012975-21-000086	0	139	9318287	N
0001172661-21-000759	0	53	744649	
0001591986-21-000007	0	22	242337	N
0001012975-21-000085	3	17	1698711	N
0001104659-21-024161	0	82	7153595	
0001062993-21-001543	0	167	2441013	N
0001104659-21-024158	1	10	5840145	N
0001104186-21-000003	0	77	1707570	N
0001085146-21-000993	1	374	1221796	N
0000950123-21-002862	0	78	3110957	N
0000919574-21-001619	1	20	1235770	
0001172661-21-000749	0	4	642447	
0001104659-21-024152	4	760	714608	N
0001172661-21-000748	0	54	4245934	
0000950123-21-002860	2	10	1218655	N
0001214659-21-001981	0	7	1381944	
0001845849-21-000001	1	29	110970	N
0001172661-21-000746	0	36	822701	
0001567619-21-004038	4	29	924707	N
0001353316-21-000002	4	124	1577572	N
0001172661-21-000744	3	106	5699669	
0001567619-21-004036	0	360	4507032	N
0001567619-21-004035	1	56	286750	N
0000950123-21-002854	0	2	380658	N
0001595082-21-000020	0	1	51650	N
0001595082-21-000019	0	1	45211	N
0001567619-21-004034	1	1	116310	Y
0001172661-21-000743	0	154	304017	
0001085146-21-000992	0	19	420091	N
0001567619-21-004032	0	22	1965307	N
0001085146-21-000991	0	22	310842	N
0001085146-21-000990	0	23	341754	N
0001085146-21-000989	0	23	253260	N
0001790688-21-000002	0	66	213592	N
0001591986-21-000006	0	17	481161	N
0001062993-21-001536	0	228	394730	N
0001085146-21-000988	0	31	456071	N
0001566887-21-000002	0	113	856306	N
0001085146-21-000987	0	28	442562	N
0001172661-21-000740	0	98	4269693	
0001085146-21-000986	0	26	429246	N
0001567619-21-004031	0	17	649199	N
0001085146-21-000985	0	14	421175	N
0000950123-21-002848	0	5	210673	N
0001172661-21-000739	0	81	544342	
0001564702-21-000002	0	672	1479677	N
0001172661-21-000737	0	20	273456	
0000950159-21-000090	1	129	5059781	
0001085146-21-000984	0	241	3825806	N
0001172661-21-000736	0	15	890109	
0000905718-21-000279	0	0	0	Y
0001567619-21-004030	0	62	442185	N
0001628280-21-002258	1	1	0	Y
0001172661-21-000735	0	166	2061418	
0001085146-21-000983	0	42	112264	N
