ACCESSION_NUMBER	OTHERINCLUDEDMANAGERSCOUNT	TABLEENTRYTOTAL	TABLEVALUETOTAL	ISCONFIDENTIALOMITTED
0001994434-24-000003	0	251	168558624	N
0000908834-24-000159	1	167	22051993149	Y
0001085146-24-002673	0	3696	42396376375	N
0001085146-24-002672	0	1	0	N
0001085146-24-002671	0	1	0	N
0000905148-24-001623	1	2	163711	
0000905148-24-001622	1	2297	8792756686	
0000905148-24-001621	1	2	254102	
0000905148-24-001620	1	2296	9126755344	
0000905148-24-001619	1	3	395409467	
0000905148-24-001618	1	2269	10175613956	
0001973728-24-000002	0	57	245954253	N
0001867587-24-000002	0	248	843542950	N
0001472190-24-000004	0	365	6897700	N
0001936193-24-000004	0	193	108809361	N
0001112520-24-000012	1	21	12089164350	
0001172779-24-000002	0	47	668999198	N
0000950123-24-005991	1	52	233716393	N
0001213900-24-046296	0	143	451527525	
0001213900-24-046292	0	131	417912985	
0001213900-24-046289	0	134	416121904	
0001213900-24-046286	0	133	374072722	
0000950123-24-005985	1	38	176488883	N
0001213900-24-046282	0	137	390625902	
0001213900-24-046280	0	151	451342309	
0000950123-24-005982	1	7	7242200	N
0000950123-24-005968	1	34	642310104	N
0000950123-24-005967	1	9	6349738	N
0000950123-24-005957	1	34	514341766	N
0000950123-24-005953	1	14	935731782	N
0000950123-24-005947	1	35	614667351	N
0000950123-24-005946	1	41	747604493	N
0000950123-24-005943	1	17	1271992882	N
0000950123-24-005942	1	46	198125803	N
0000950123-24-005939	1	35	322080891	N
0000950123-24-005932	1	38	556698661	N
0000950123-24-005931	1	35	597241779	N
0001047142-24-000003	0	170	1421245160	N
0000950123-24-005928	1	37	831300154	N
0000950123-24-005927	1	8	6288272	N
0000950123-24-005923	1	40	566610482	N
0000950123-24-005922	1	36	218583737	N
0001062993-24-011039	0	103	175528529	N
0000950123-24-005917	1	6	7468389	N
0000950123-24-005915	1	61	193023154	N
0001062993-24-011037	0	97	164207875	N
0000950123-24-005908	1	37	440559142	N
0000950123-24-005905	1	11	20072289	N
0000950123-24-005901	1	12	347317239	N
0000950123-24-005899	1	37	392422279	N
0001506073-24-000003	0	304	298348065	
0001506073-24-000002	0	293	271063003	N
0000914973-24-000006	0	87	204805699	N
0001905627-24-000003	0	134	93344173	
0001085146-24-002667	0	94	230257614	N
0001085146-24-002666	0	27	321042130	N
0001140361-24-027250	0	159	1208773770	
0001506073-24-000001	0	293	271063003	N
0001062993-24-011031	0	4	257655416	N
0001085146-24-002664	0	115	403923216	N
0001891185-24-000003	0	2	144806888	N
0001905627-24-000002	0	120	80768713	
0000940445-24-000010	1	693	2624513341	N
0001420506-24-001026	0	108	489571936	N
0001172661-24-002541	0	54	131728893	
0002024338-24-000002	0	1	2337983	N
0001992879-24-000002	0	114	308321223	N
0001963421-24-000002	0	226806	155733261	N
0001427350-24-000003	0	167	180576012	N
0001013234-24-000002	0	75	152303975	N
0001906594-24-000004	0	391	248736507	N
0001906594-24-000005	0	447	295476905	N
0001906594-24-000008	0	425	513974520	N
0001906594-24-000007	0	446	344976676	N
0001906594-24-000006	0	452	323966243	N
0002015721-24-000002	0	15	8448918	N
0001398344-24-009947	0	150	319130903	
0001856405-24-000004	1	70	2987489440	N
0001535865-24-000011	25	963	7265515848	
0001966297-24-000002	0	31	108195985	N
0000717538-24-000079	2	703	1007317299	N
0001104659-24-063732	0	8	4653506114	
0002023325-24-000001	0	1009	395966893	N
0001651023-24-000002	0	630	2936752616	N
0000767684-24-000003	0	84	128913	N
0001291318-24-000005	5	525	2846402354	N
0001906594-24-000003	0	440	786550509	N
0001843111-24-000003	0	12	197863798	N
0001690010-24-000006	0	3384	3002036927	N
0001690010-24-000005	0	3385	3105809094	N
0001690010-24-000004	0	3547	2965838601	N
0001533964-24-000006	3	1364	1308892	N
0001803084-24-000003	0	102	410159931	N
0000919574-24-003277	0	20	186186294	
0000919574-24-003276	0	11	127479110	
0000919574-24-003275	0	10	135874060	
0000919574-24-003274	0	10	140532406	
0000919574-24-003273	0	12	155814027	
0000919574-24-003272	0	14	135792017	
0000919574-24-003271	0	19	146968707	
0000919574-24-003270	0	19	137049299	
0000919574-24-003269	0	13	112979923	
0001891240-24-000003	0	223	213406838	N
0000919574-24-003268	0	11	104894200	
0000767684-24-000002	0	81	108795	N
0001519113-24-000002	0	955	292262115	N
0001398344-24-009897	1	502	350705332	
0001376474-24-000250	0	69	172104729	N
0001085146-24-002662	0	97	761979403	N
0001085146-24-002661	0	94	702878414	N
0001085146-24-002660	0	97	727238851	N
0001085146-24-002659	0	94	641241596	N
0001085146-24-002658	0	93	551235903	N
0001847772-24-000002	0	279	167183	N
0001700286-24-000008	0	43	225270101	
0001085146-24-002657	0	139	644669015	N
0001966482-24-000002	0	63	176873119	N
0001364725-24-000006	0	153	660858854	N
0001720777-24-000005	0	275	811365789	N
0001720777-24-000004	0	278	936759871	N
0001720777-24-000002	0	284	784355816	N
0001720777-24-000001	0	285	773092751	N
0001420506-24-001016	0	0	0	N
0000950123-24-005758	0	1	150217591	N
0002012155-24-000004	0	5328	86563578	N
0000759944-24-000113	2	578	2994600857	
0001104659-24-063050	0	1	61347309	
0001985284-24-000006	0	630	126746533	N
0001493152-24-020417	0	231	438522855	
0001866040-24-000004	0	175	172049	N
0001096783-24-000004	0	155	721886109	
0000905148-24-001526	1	3	374660801	
0000905148-24-001525	1	2312	10550375358	
0000905148-24-001524	1	4	359013641	
0000905148-24-001523	1	2436	11042190992	
0000905148-24-001522	1	4	355298028	
0000905148-24-001521	1	2565	10801572026	
0000905148-24-001520	1	5	354794558	
0000905148-24-001519	1	2497	11828930901	
0001096783-24-000003	0	144	658746842	
0001364725-24-000005	0	144	524930359	N
0001364725-24-000004	0	154	535319702	N
0000905148-24-001518	7	2206	66661035405	
0001364725-24-000003	0	146	504701052	N
0000905148-24-001517	9	2264	60755864374	
0000905148-24-001514	9	2203	57435395723	
0002011081-24-000020	0	25	316836763	N
0002011081-24-000019	0	27	344540884	N
0002011081-24-000018	0	25	283036648	N
0002011081-24-000017	0	20	230104353	N
0002011081-24-000016	0	21	211976853	N
0002011081-24-000015	0	13	164687905	N
0002011081-24-000014	0	13	229875292	N
0002011081-24-000013	0	19	331521340	N
0002011081-24-000012	0	21	348786532	N
0002011081-24-000011	0	20	356548379	N
0002011081-24-000010	0	20	334120803	N
0002011081-24-000009	0	10	222979753	N
0001764968-24-000002	0	158	435811518	N
0002011081-24-000008	0	10	183994615	N
0002011081-24-000007	0	15	169830256	N
0002011081-24-000006	0	8	90959306	N
0002011081-24-000005	0	8	114591346	N
0001977723-24-000002	0	133	128529841	N
0001764970-24-000003	0	444	371916552	N
0002012155-24-000003	0	410	67000000	N
0001481669-24-000005	0	1	335425983	
0000931097-24-000002	0	75	836160339	N
0001172661-24-002536	0	362	8882503036	
0001172661-24-002535	0	116	182341502	
0000902664-24-003690	0	18	437750410	
0001053906-24-000007	5	113	3925032388	
0001666335-24-000009	1	114	18987033237	N
0001964116-24-000002	1	38	344369013	
0001095449-24-000046	0	102	119861213	N
0001095449-24-000045	0	30	43765247	N
0001984475-24-000006	0	489	967239859	N
0001095449-24-000044	0	44	85848101	N
0002011652-24-000002	0	156	74597304	N
0001940660-24-000001	0	57	102019	N
0001095449-24-000042	0	55	276348728	N
0001420506-24-001013	0	137	912049481	N
0001398344-24-009785	0	419	100039576	
0001095449-24-000043	0	36	67492065	N
0001213900-24-044405	0	1445	3697476209	
0001569833-24-000003	0	2	30427335	
0001999371-24-006211	0	628	229803885	
0001493152-24-020277	0	88	1184257474	
0001849457-24-000003	0	15	708982131	
0000900440-24-000055	1	46	138625	N
0001354821-24-000006	0	236	1002179292	N
0001214659-24-009402	0	51	817296085	
0001765380-24-000230	0	60	109879867	N
0001095449-24-000041	0	25	65526536	
0001986152-24-000022	0	53	265252502	N
0001950118-24-000005	0	63	387049937	N
0001771673-24-000004	0	11	61136740	N
0001681372-24-000003	0	54	145016769	N
0001602476-24-000002	0	71	205542821	N
0001929986-24-000002	0	195	655459408	N
0001085146-24-002655	0	19	25527830458	N
0001714093-24-000002	0	158	202998	N
0001166620-24-000003	0	162	778822064	N
0000859804-24-000004	1	19	499793858	Y
0001912970-24-000003	0	102	318212283	N
0001123292-24-000137	0	3	72784577	
0001085146-24-002654	0	1	79596000	N
0002023386-24-000002	0	149	293995748	
0001965546-24-000002	0	10	67537699	N
0001725547-24-002173	0	315	2509766267	N
0000873759-24-000003	0	109	176279586	N
0001513189-24-000008	0	282	2196061673	N
0001062993-24-010387	0	362	1115256364	N
0001912699-24-000007	0	2	614209	N
0000104889-24-000023	0	5	794306	N
0001921487-24-000004	0	2609	487916894	N
0001594591-24-000002	0	9	120266336	N
0001437749-24-017202	0	406	303929527	N
0002012421-24-000003	0	924	284309036	N
0001544599-24-000005	1	217	4610506508	
0001544599-24-000004	1	512	19056191530	N
0000950123-24-005749	0	1390	2896242569	N
0001549408-24-000003	0	32	123110698	N
0001569137-24-000003	0	121	1259257245	N
0001979556-24-000001	0	110	225840722	N
0001085146-24-002650	0	123	397435338	N
0001081019-24-000008	0	3045	79148512529	N
0001595888-24-000039	5	14073	478360224338	N
0002023568-24-000012	0	653	173629132	N
0001888831-24-000003	0	3197	63836477	N
0000950123-24-005745	0	6376	2320531343756	N
0001106832-24-000005	0	278	2403800269	N
0001600064-24-000004	3	2195	6059505804	N
0001727599-24-000003	0	254	3135765586	N
0002023568-24-000018	0	714	232589117	N
0002023568-24-000003	0	515	114922188	N
0002023568-24-000010	0	654	206798831	N
0001104659-24-062109	0	220	1546118593	
0001770525-24-000007	0	34	156709409	N
0002023568-24-000004	0	469	115190368	N
0001085146-24-002653	0	114	184306668	N
0002007959-24-000001	1	65	300847487	N
0002007959-24-000002	0	23	135172226	N
0002010474-24-000003	0	577	121603239	N
0002023568-24-000013	0	680	178669014	N
0001717479-24-000003	0	310	1049397	N
0002023568-24-000005	0	564	125954846	N
0001974403-24-000003	0	88	137792354	N
0002013091-24-000002	0	1563	292279109	N
0002010474-24-000002	0	555	113184135	N
0001420506-24-001009	0	108	236734553	N
0001888831-24-000002	0	75	129474178	N
0001839498-24-000002	0	76	242520580	N
0001642274-24-000002	0	17	123242	N
0001535264-24-000041	0	126	763579402	N
0002023568-24-000009	0	647	206966470	N
0001632813-24-000003	2	247	7366569	N
0001953154-24-000002	0	22	293422830	N
0001512805-24-000011	0	347	139881249	N
0001754960-24-000217	0	51	103669000	N
0000950123-24-005741	0	260	4718770602	N
0001848237-24-000003	0	354	540573	N
0002023568-24-000007	0	604	179077690	N
0001600151-24-000002	0	376	1081886045	N
0001062993-24-010355	0	267	530534864	N
0001095449-24-000040	0	25	65526536	N
0002023568-24-000016	0	682	193534796	N
0001033475-24-000005	0	66	1168321174	N
0000895345-24-000191	0	94	143889235	
0002023568-24-000006	0	575	139428426	N
0001542153-24-000006	0	981	12316589	
0001698926-24-000003	0	127	181064998	N
0001845849-24-000001	1	21	10675582	N
0001846311-24-000002	0	67	839024	N
0002023568-24-000011	0	657	177151002	N
0002023568-24-000008	0	600	194459782	N
0001085146-24-002651	0	29	3009508618	N
0002023568-24-000015	0	672	203295730	N
0001446114-24-000016	3	2393	4401036703	
0002023568-24-000014	0	686	193940960	N
0002023568-24-000017	0	687	213669092	N
0000950123-24-005732	0	9	61312184	Y
0001907054-24-000002	0	160	179419638	N
0001493152-24-020051	0	69	966773572	
0001050442-24-000011	0	68	5481714979	N
0002023568-24-000002	0	537	94468367	N
0001085146-24-002649	0	972	8552341990	N
0001104659-24-062078	0	6	727827655	
0001398344-24-009726	0	131	252236486	
0000769993-24-000259	6	12337	564153283036	N
0001104659-24-062071	0	64	3119686733	
0002010327-24-000002	0	55	131423930	N
0001941040-24-000261	0	263	2910443666	
0001172661-24-002534	0	629	9377242886	
0001062993-24-010345	0	51	86148425	N
0001104659-24-062064	9	9	268143913	
0001104659-24-062062	0	75	7798795162	
0001512805-24-000010	0	114	28295027	N
0001104659-24-062060	0	124	1750507881	
0001062993-24-010343	0	394	698858368	N
0001791827-24-000004	0	90	3101466678	N
0001398344-24-009724	0	163	292753814	
0001632118-24-000003	0	34	205006530	N
0001085146-24-002648	0	603	3459035928	N
0001893327-24-000002	0	376	509737410	N
0001420506-24-001007	0	80	171335605	N
0001084683-24-000005	0	101	1025218928	N
0000950103-24-006716	0	1	130725535	Y
0001770525-24-000006	0	35	158924108	N
0001076809-24-000089	0	132	960852	
0001912128-24-000002	0	44	126705922	N
0001013594-24-000487	1	18	1447946467	
0001450701-24-000004	0	6	10319502642	N
0002010145-24-000002	0	18	52671499	N
0001493152-24-019993	0	91	1262938843	
0000929638-24-001834	0	197	392676996	
0001904326-24-000002	0	143	130848809	N
0001909654-24-000001	0	963	138493321	N
0001512805-24-000009	2	439	3662076036	N
0002010204-24-000003	0	23	176916241	N
0001493152-24-019986	0	6	4228033	
0001104659-24-062032	1	5	122712518	
0001600136-24-000004	0	120	2048868395	N
0001904677-24-000002	0	73	96245546	N
0000950123-24-005723	3	2	6764112682	N
0000902664-24-003649	1	193	6015386149	
0000902664-24-003648	0	15	1212817545	
0000902664-24-003646	2	2	1344584085	
0001104659-24-062027	0	29	219765459	
0001214659-24-009364	0	118	682439965	
0002023386-24-000001	0	142	272862552	
0001911348-24-000002	0	10	95085258	N
0001512805-24-000008	0	422	188232623	N
0000950123-24-005721	0	198	8982618415	N
0000899140-24-000617	0	3	1558736644	
0001172661-24-002533	0	5	80611409	
0001892688-24-000067	0	36	802812805	N
0000899140-24-000616	0	3	650778517	
0001172661-24-002532	0	8	371169688	
0001006378-24-000009	1	301	5335791898	N
0001398344-24-009717	7	989	4248338111	
0001449434-24-000004	1	64	7505040214	N
0000899140-24-000615	0	12	128654654	
0001818557-24-000004	0	74	194564487	N
0000950123-24-005719	0	1037	15606624295	N
0000899140-24-000614	0	26	908751005	
0001062993-24-010340	0	2135	27215512261	N
0000897070-24-000006	0	91	739289295	N
0000899140-24-000613	1	240	10939519130	
0000872573-24-000014	0	448	1784251806	N
0000899140-24-000612	0	155	1804258454	
0001960657-24-000002	0	55	235666099	N
0001104659-24-062013	0	77	2724553242	
0000899140-24-000610	0	0	224872263	
0001420506-24-001004	0	80	171335605	N
0001140361-24-026270	1	79	736932144	
0000899140-24-000609	0	4	142351491	
0001659718-24-000002	0	83	161053935	N
0001800641-24-000005	0	37	596741678	N
0001633870-24-000003	4	1058	1894486137	N
0001133521-24-000008	0	46	1903850041	
0001466697-24-000009	0	813	1870284	N
0000902664-24-003645	0	3	330291307	
0001756870-24-000003	0	133	103600717	N
0001012975-24-000231	0	44	1610693171	N
0000899140-24-000608	0	10	571629246	
0001744349-24-000003	0	532	1303508146	N
0001904432-24-000002	0	120	135064901	N
0000897069-24-001087	0	330	185194245	
0001908938-24-000002	0	659	1025817625	N
0001104186-24-000004	0	79	2786944014	N
0000950103-24-006712	1	1	21526344	
0000950103-24-006711	3	4	3405560670	
0001965005-24-000003	0	16	246116369	N
0001962685-24-000002	0	91	79545445	N
0000897069-24-001085	0	45	68210217	
0001104659-24-061996	0	87	7971707022	
0001172661-24-002531	0	8	106316114	
0001447228-24-000013	0	25	1804349275	
0001257391-24-000004	0	340	4027483031	N
0001776936-24-000006	1	289	6783608	N
0001172661-24-002530	0	13	740707530	
0000905148-24-001442	0	5	281883912	
0001221073-24-000049	0	496	1135254217	
0001387322-24-000004	0	33	6729052892	
0001102578-24-000079	0	285	21841700629	N
0001493152-24-019936	0	32	381337966	
0001626116-24-000004	3	1873	4485423905	N
0001085146-24-002647	0	19	740544952	N
0001904388-24-000002	0	44	103039670	N
0001777234-24-000006	0	10	88407208	N
0001085146-24-002646	0	27	150492951	N
0001974312-24-000003	0	257	1562388050	N
0001693838-24-000004	0	23	48744607	
0001892688-24-000066	0	12	751167507	N
0001999371-24-006153	0	50	1306113979	
0001085146-24-002645	0	40	7847317221	N
0001420506-24-001001	0	6	102923788	N
0000905148-24-001441	0	19	5279670231	
0001718858-24-000003	0	36	587657034	
0001524493-24-000006	0	10	327720934	N
0001012975-24-000230	0	8	80276945	N
0002013703-24-000002	0	394	172145539	
0000902664-24-003644	0	23	916230152	
0001172661-24-002529	0	31	1804227323	
0001214659-24-009350	3	131	2588675120	
0000902664-24-003643	0	1	0	
0001731530-24-000003	0	46	373919276	N
0000902664-24-003642	0	11	79578065	
0001308555-24-000002	0	21	96440133	
0000902664-24-003641	0	18	437750410	
0000902664-24-003640	0	6	92321020	
0000919574-24-003206	1	11	1120173668	
0000902664-24-003639	0	22	7239252253	
0001172661-24-002528	1	234	174673549	
0001104659-24-061981	1	7	1810195163	
0000902664-24-003638	0	26	12671430440	
0000902664-24-003637	0	3	1922710499	
0000902664-24-003636	0	16	310171957	
0001140361-24-026253	0	96	9760417151	
0001214659-24-009347	0	43	1407439488	
0000902664-24-003635	0	123	1487268956	
0001178913-24-001747	2	59	1582269735	
0001999371-24-006149	0	618	3363679876	
0000950123-24-005712	0	2	378162331	N
0000895345-24-000186	0	0	143889235	
0001892688-24-000065	0	83	826956677	N
0001854440-24-000004	0	13	1742502142	N
0000905148-24-001439	0	1	0	Y
0001843543-24-000002	0	12	204140791	
0001904323-24-000002	0	94	127319234	N
0002022299-24-000003	6	3850	13847513846	N
0001560207-24-000004	0	13	431887144	
0001104659-24-061973	0	26	446626737	
0000919574-24-003203	2	48	1032168779	
0000905148-24-001438	0	7	459863646	
0001085146-24-002644	0	207	353512460	N
0001688382-24-000011	0	74	734526069	
0002023568-24-000001	0	540	119429207	N
0001920938-24-000004	0	70	3102773641	N
0001172661-24-002525	0	96	158896247	
0000905148-24-001437	0	7	119557856	
0001965542-24-000003	0	26	129863551	N
0001104659-24-061972	0	13	1382426674	
0001420506-24-001000	0	138	959325123	N
0001085146-24-002642	0	0	0	N
0001892688-24-000064	0	11	190460074	N
0000905148-24-001436	0	8	1267213154	
0001777813-24-000006	0	38	4405391073	N
0001169883-24-000003	0	43	117918546	
0000950123-24-005709	0	6	245154757	N
0001085146-24-002641	0	0	0	N
0001172661-24-002523	2	35	641637881	
0000950123-24-005708	0	3	317309219	N
0001085146-24-002640	5	3514	39663239353	N
0001657733-24-000002	0	185	324023746	N
0001012975-24-000225	4	51	5053806583	N
0001085146-24-002639	0	0	0	N
0000905148-24-001435	0	45	5719116938	
0001609251-24-000005	0	12	225525	N
0001085146-24-002638	0	0	0	N
0001104659-24-061970	0	16	1624578585	
0000905148-24-001434	0	4	114664509	
0001104659-24-061969	0	2	9371893	
0001591986-24-000005	0	10	133418069	N
0000905148-24-001432	0	20	603565446	
0000950123-24-005704	0	38	621981029	N
0001398344-24-009714	1	1353	5375662629	
0001781882-24-000003	0	31	261625703	N
0001085146-24-002637	0	0	0	N
0001493152-24-019891	1	11	1390747781	
0000905148-24-001430	0	3	275546615	
0001892688-24-000063	0	14	127588268	N
0001085146-24-002636	0	0	0	N
0001104659-24-061963	0	12	630799711	
0001085146-24-002635	0	0	0	N
0001599863-24-000006	0	289	2037594656	N
0000947871-24-000483	0	9	614827692	
0000905148-24-001428	3	987	11097710771	
0001085146-24-002634	2	1	137517912	N
0001085146-24-002633	0	0	0	N
0001085146-24-002632	1	34	62592978	N
0000921895-24-001239	2	4	346202637	
0001085146-24-002631	0	0	0	N
0001085146-24-002630	2	207	2819239906	N
0001085146-24-002629	0	0	0	N
0001512404-24-000003	0	132	570059963	N
0001085146-24-002628	0	0	0	N
0001172661-24-002521	0	20	592782865	
0001172661-24-002522	0	97	4834036216	
0001085146-24-002627	0	11	27562830	N
0001166309-24-000013	0	31	221834395	N
0001999371-24-006145	0	34	5224544456	
0000950123-24-005685	0	7	160538969	N
0001085146-24-002626	0	11	212488867	N
0000905148-24-001426	1	2	194452700	
0001911286-24-000002	0	0	0	N
0001104659-24-061953	0	5	194156699	
0000947871-24-000482	0	4	64889807	
0001420506-24-000998	0	44	1878663450	N
0001085146-24-002625	0	66	1744773016	N
0001104659-24-061952	0	2	86076194	
0001353316-24-000003	2	15	335488562	N
0001013594-24-000485	0	19	164174903	
0000905148-24-001425	0	13	151592370	
0000905148-24-001424	0	20	136630466	
0001085146-24-002624	0	38	116173226	N
0001104659-24-061950	0	7	142747092	
0000929638-24-001828	3	286	423860315	
0000902664-24-003629	0	1	0	
0001104659-24-061949	0	24	45859445374	
0001085146-24-002623	0	1	0	N
0001172661-24-002519	0	7	10761092093	
0000902664-24-003628	0	2113	41259345417	
0001012975-24-000223	0	2	2574017	N
0001104659-24-061948	0	38	2102200301	
0000947871-24-000481	0	405	5321475033	
0001172661-24-002518	0	12	677852981	
0001085146-24-002622	0	1	0	N
0001172661-24-002517	0	692	27231538385	
0001011438-24-000372	2	3	96311550	
0001104659-24-061946	0	39	646373019	
0000902664-24-003627	0	1	0	
0001062993-24-010323	0	138	146166748	N
0001539497-24-001052	10	20	11917788479	Y
0001012975-24-000221	1	5	234617914	N
0000902664-24-003626	1	1420	3167727136	
0000950123-24-005674	0	6	802207656	N
0000950123-24-005675	0	18	1247689634	N
0001104659-24-061943	0	4	102625277	
0000950123-24-005664	2	1	4542600000	N
0000950123-24-005667	8	14	551697886	N
0001085146-24-002621	0	1	0	N
0000935836-24-000403	0	25	292900077	
0000861177-24-000014	5	16251	281288543912	N
0001777141-24-000008	0	43	229122315	N
0001493152-24-019867	0	1	527286	Y
0001493152-24-019869	0	51	436932852	
0000902664-24-003625	1	1033	384366432	
0001213900-24-043622	0	2	61475698	
0001172661-24-002515	1	11	3918670348	
0001013594-24-000484	0	10	504383904	
0001104659-24-061936	0	1	79066590	
0001398344-24-009710	0	464	2069195858	
0001085146-24-002620	0	4	1093141	N
0001172661-24-002514	0	27	1433031307	
0000902664-24-003624	1	24	243757576	
0001172661-24-002513	0	34	632787927	
0001085146-24-002619	0	3	264157	N
0001564702-24-000004	0	615	1057813681	N
0001012975-24-000219	7	8	2661715855	N
0000902664-24-003623	1	100	1120931443	
0001578621-24-000006	0	18	456666132	N
0001172661-24-002511	0	101	2692637005	
0001172661-24-002510	1	34	3737825408	
0001085146-24-002618	0	3	62670851	N
0001011438-24-000369	2	4	85504038	
0000902664-24-003622	1	514	2005364998	
0001345471-24-000018	3	12	8021489229	N
0000905148-24-001423	0	206	2025370309	
0001012975-24-000218	0	112	5757958145	N
0001085146-24-002617	0	2	19414373	N
0001172661-24-002508	0	73	377726844	
0000902664-24-003619	1	3624	17606045116	
0001172661-24-002506	1	115	5459959793	
0001085146-24-002616	0	0	0	N
0001085146-24-002615	1	135	1366587197	N
0001085146-24-002614	0	156	606531718	N
0000921895-24-001233	5	23	4840291173	
0000921895-24-001232	0	5	2334281324	
0001693745-24-000002	0	8	323673914	N
0000905148-24-001421	0	9	384259488	
0001569667-24-000002	0	240	418584101	N
0001172661-24-002504	0	25	3707433491	
0001909393-24-000003	0	13	47585975	N
0000902664-24-003613	0	7	67080683	
0000950123-24-005653	2	1	1695320075	N
0001493152-24-019856	0	349	6266945561	
0001697868-24-000005	0	8	3666608140	N
0001172661-24-002503	0	57	1235544487	
0001306923-24-000008	0	38	886726077	N
0001172661-24-002502	0	130	2149108354	
0001085146-24-002613	0	20	224755041	N
0001172661-24-002500	0	1	264697727	
0000902664-24-003609	0	3	3468752869	
0000902664-24-003610	0	5	133962829	
0000902664-24-003608	3	32	441453939	
0001698055-24-000003	0	50	1052790	N
0001319691-24-000003	0	93	1555077520	N
0001398344-24-009709	0	5	399972918	
0001745981-24-000003	1	346	8105261501	N
0001418812-24-000011	1	12	4543025298	N
0001085146-24-002612	0	10	1204231681	N
0000950123-24-005652	0	11	6823151477	N
0001067926-24-000004	0	43	1518800	N
0001172661-24-002497	1	26	185539044	
0000929638-24-001827	0	148	310327042	
0001410833-24-000003	0	29	658718047	N
0001911286-24-000001	0	2	121973	N
0000945621-24-000438	0	6	44677005	
0001172661-24-002496	3	57	1843206906	
0001085146-24-002611	0	10	281874952	N
0001012975-24-000215	0	13	779979880	N
0001085146-24-002610	0	28	1870007509	N
0001172661-24-002495	1	3944	58120609179	
0001172661-24-002493	0	7	1478441436	
0001172661-24-002494	0	61	948952922	
0001104659-24-061920	0	3	299115144	
0000905148-24-001420	1	12	216179050	
0001011438-24-000366	2	4	157805563	
0001085146-24-002609	0	91	645514191	N
0000902664-24-003605	7	20	623391662	
0001645721-24-000012	0	34	520508014	N
0001879202-24-000033	1	20	448229210	
0001521951-24-000044	0	165	932543995	
0001172661-24-002492	0	36	546723684	
0000893838-24-000049	1	1	130681	Y
0000919574-24-003201	1	7	1511309262	
0000950123-24-005649	1	4	1074871897	N
0001104659-24-061917	0	7	1801801573	
0001085146-24-002607	0	19	526522467	N
0001085146-24-002608	15	6260	183325041005	
0001104659-24-061915	0	23	251678180	
0001013594-24-000480	2	55	16121624498	
0001045810-24-000108	0	4	332688337	N
0000905148-24-001419	0	53	315068605	
0000950123-24-005647	8	121	16930187104	N
0001172661-24-002490	0	11	5493155994	
0001172661-24-002489	2	84	2184702238	
0001012975-24-000213	3	46	2280662145	N
0001172661-24-002488	0	29	4780192097	
0001879202-24-000032	0	38	224766195	
0001085146-24-002606	0	28	164982426	N
0001420506-24-000997	0	703	572206394	N
0000919574-24-003200	0	331	1676125862	
0000919574-24-003199	0	24	6615855867	
0001420506-24-000996	0	44	359452762	N
0001085146-24-002605	0	0	0	N
0001273087-24-000071	2	6138	234095874779	N
0000929638-24-001821	2	46	929802402	
0001415889-24-013209	1	192	61819593902	N
0001085146-24-002603	0	0	0	N
0001104659-24-061904	0	34	160736263	
0001085146-24-002602	0	19	771184812	N
0001172661-24-002486	1	53	2561702532	
0001085146-24-002601	0	0	0	N
0001214659-24-009336	0	13	116076811	
