REPORTCALENDARORQUARTER,FILINGMANAGER_NAME,VALUE,YearMonth,Consumer_Confidence,CPI,GDP,USYC2Y10,PMI,Unemployment,US10YRBond,QuarterLabel,Total Current Assets,Cash and Short Term Investments,Cash & Equivalents,Short Term Investments,Receivables,Inventory_x,Other Current Assets,Total Assets,Total Non-Current Assets,"Property, Plant and Equipment",Goodwill and Intangible Assets,Goodwill,Intangible Assets,Long Term Investments,Deferred Tax Assets,Other Long Term Assets,Total Current Liabilities,Accounts Payable_x,Notes Payable/Short Term Debt,Tax Payables,Deferred Revenue_x,Other Current Liabilities,Total Liabilities,Total Non-Current Liabilities,Total Long Term Debt,Deferred Tax Liabilities Non-Current,Deferred Revenue Non-Current,Capital Lease Obligations,Other Long Term Liabilities,Total Equity,Non-Controlling Interest,Total Stockholders' Equity,Retained Earnings,Accumulated Other Earnings,Common Stock,Preferred Stock,Additional Paid in Capital,Total Liabilities & Total Equity,Total Liabilities & Shareholders' Equity,Total Investments,Total Debt,Net Debt,Net Income/Starting Line,Cash From Operating Activities,Depreciation and Amortization_x,Deferred Income Tax,Stock Based Compensation,Other Non-Cash Items,Changes in Working Capital,Accounts Receivable,Inventory_y,Accounts Payable_y,Deferred Revenue_y,Other Working Capital,Cash From Investing Activities,Investments in Property Plant and Equipment,Payments for Acquisitions,Purchases of Securities,Sales and Maturities of Investments,Other Investing Activities,Cash From Financing Activities,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activities,Effect of Forex Changes on Cash,Net Change in Cash,Cash at Beginning of Period,Cash at End of Period,Free Cash Flow,Operating Cash Flow,Capital Expenditure,Revenue,Cost of Revenue,Gross Profit, Operating Expenses ,Research & Development,"Selling, General and Administrative",Other Operating Expenses,Operating Income,Net Non-Operating Interest,Interest Income,Interest Expense,Equity & Other Income/(Expense),Income Before Tax,Income Tax Expense,Income Attributable to Non-Controlling Interest,Net Income,Depreciation and Amortization_y,EBITDA,Earnings Per Share (EPS),Diluted Earnings Per Share,Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding
2022-12-31,"Grace & Mercy Foundation, Inc.",33755370,2022-12-01,109.0,6.5,3.4,55.723,48.0,3.6,3.8748,2022(Q4),"59,549","40,738","14,681","26,057","13,466",0,"5,345","185,727","126,178","92,191","21,203","20,306",897,"6,201",0,"6,583","27,026","4,990","1,367","2,339","15,763","2,567","60,014","32,988","25,224","5,490","-5,490","16,668","-8,904","125,713",0,"125,713","64,799","-3,530",0,0,"64,444","185,727","185,727","32,258","26,591","11,910","4,652","14,511","2,376","-1,173","3,008","3,718","1,930","-1,698",0,876,"2,752",0,"-7,531","-9,043",-62,-741,"2,263",52,"-7,059",15,0,"-6,863",0,-212,424,345,"15,251","15,596","5,468","14,511","-9,043","32,165","8,336","23,829","12,819","9,771","7,659","-4,611","11,010",0,32,32,"-4,861","6,149","1,496",0,"4,653","2,376","13,386",1.76,1.76,"2,638","2,640"
2023-03-31,"Grace & Mercy Foundation, Inc.",54256640,2023-03-01,104.0,5.0,2.8,-56.174,46.3,3.5,3.4676,2023(Q1),"52,483","37,439","11,551","25,888","11,044",0,"4,000","184,491","132,008","97,055","21,598","20,649",949,"6,167",0,"7,188","25,381","3,672","1,593","3,589","15,901",626,"59,696","34,315","26,096","5,720","-5,720","17,764","-9,545","124,795",0,"124,795","61,241","-2,981",0,0,"66,535","184,491","184,491","32,055","27,575","16,024","5,709","13,998","2,524",-620,"3,051",763,"2,571","2,546",0,"-1,104","1,129",0,"-6,743","-6,842",-444,-85,534,94,"-10,516",-264,0,"-9,365",0,-887,85,"-3,176","15,596","12,420","7,156","13,998","-6,842","28,645","6,108","22,537","14,689","9,381","5,929",-621,"7,848",138,193,55,-679,"7,307","1,598",0,"5,709","2,524","10,372",2.21,2.2,"2,587","2,596"
2023-06-30,"Grace & Mercy Foundation, Inc.",58944257,2023-06-01,110.1,3.0,2.4,-106.297,46.3,3.6,3.8367,2023(Q2),"69,560","53,446","28,785","24,661","12,511",0,"3,603","206,688","137,128","100,904","21,515","20,659",856,"6,208",0,"8,501","29,921","3,093","1,577","5,837","20,709","-1,295","72,655","42,734","34,822","6,010","-6,010","18,017","-10,105","134,033",0,"134,033","67,980","-3,106",0,0,"69,159","206,688","206,688","30,869","36,218","7,433","7,788","17,309","2,623","-1,137","4,060",444,"3,531","-1,424",0,-51,"5,006",0,"-5,203","-6,216",-83,-717,"1,816",-3,"5,292","8,235",0,-898,0,"-2,045",-14,"17,384","12,420","29,804","11,093","17,309","-6,216","31,999","5,945","26,054","16,478","9,344","7,318",-184,"9,576",207,323,116,-490,"9,293","1,505",0,"7,788","2,623","12,199",3.03,2.98,"2,568","2,612"
2023-09-30,"Grace & Mercy Foundation, Inc.",58653529,2023-09-01,104.3,3.7,4.4,-47.662,48.9,3.7,4.5711,2023(Q3),"78,378","61,123","36,890","24,233","12,944",0,"4,311","216,274","137,896","104,805","21,481","20,668",813,"6,142",0,"5,468","30,531","4,372","1,460","4,608","19,768",323,"73,401","42,870","34,757","6,270","-6,270","17,834","-9,721","142,873",0,"142,873","75,205","-3,556",0,0,"71,224","216,274","216,274","30,375","36,217",-673,"11,583","20,402","2,859","3,049","3,492",414,-995,-678,0,612,-929,0,"-6,077","-6,543",-38,"-1,007","1,474",37,"-5,875",-267,0,"-3,569",0,"-2,039",-354,"8,096","29,804","37,900","13,859","20,402","-6,543","34,146","6,210","27,936","13,808","9,241","4,947",-380,"14,128",395,534,139,-503,"14,020","2,437",0,"11,583","2,859","16,987",4.5,4.39,"2,576","2,641"
2023-12-31,"Grace & Mercy Foundation, Inc.",63633159,2023-12-01,108.0,3.4,3.2,-37.288,46.9,3.8,3.8791,2023(Q4),"85,365","65,403","41,862","23,541","16,169",0,"3,793","229,623","144,258","109,881","21,442","20,654",788,"6,141",0,"6,794","31,960","4,849","1,623","3,655","19,982","1,851","76,455","44,495","35,611","6,950","-6,950","18,849","-9,965","153,168",0,"153,168","82,070","-2,155",0,0,"73,253","229,623","229,623","29,682","37,234","-4,628","14,017","19,404","3,172","-1,161","3,424","1,223","-1,271","-2,843","-1,270",594,"2,248",0,"-6,472","-7,665",-64,"-1,172","2,359",70,"-8,401",-307,0,"-5,942",0,"-2,152",396,"4,927","37,900","42,827","11,739","19,404","-7,665","40,111","7,695","32,416","14,883","10,517","5,515","-1,149","17,533",452,588,136,"-1,178","16,807","2,790",0,"14,017","3,172","20,705",5.46,5.33,"2,566","2,630"
2024-03-31,"Grace & Mercy Foundation, Inc.",62700518,2024-03-01,103.1,3.5,1.6,-42.173,49.8,3.8,4.2003,2024(Q1),"75,330","58,120","32,307","25,813","13,430",0,"3,780","222,844","147,514","112,463","20,654","20,654",829,"6,218",0,"8,179","28,101","3,785","1,676","4,863",0,"17,777","73,315","45,214","35,957",0,0,"19,246","-9,989","149,529",0,"149,529","76,793","-2,655",0,0,"75,391","222,844","222,844","32,031","37,633","5,326","12,369","19,246","3,374",-456,"3,562","9,076",223,"2,520",0,"-1,112","-1,185",0,"-8,734","-6,400",-72,"-6,887","4,625",-72,"-19,767",-315,0,"-15,008","-1,273","-3,171",-288,"-9,570","41,961","32,391","12,846","19,246","-6,400","36,455","6,640","29,815","15,997","9,978","6,019",0,"13,818",458,585,127,-93,"14,183","1,814",0,"12,369","3,374","17,192",4.86,4.71,"2,545","2,625"
2024-06-30,"Grace & Mercy Foundation, Inc.",62687152,2024-06-01,97.8,3.0,3,-35.946,48.3,4.0,4.3961,2024(Q2),"76,431","58,080","32,045","26,035","14,505",0,"3,846","230,238","153,807","117,017","20,654","20,654",984,"6,207",0,"9,929","27,004","3,173","1,917","2,244",0,"19,670","73,475","46,471","36,074",0,0,"19,602","-9,205","156,763",0,"156,763","81,188","-2,695",0,0,"78,270","230,238","230,238","32,242","37,991","5,946","13,465","19,370","3,637","-1,642","4,616",35,-741,"-1,170",0,250,179,0,"-8,298","-8,173",-57,"-3,289","3,233",-12,"-11,178",-299,0,"-6,299","-1,266","-3,314",-152,-258,"33,284","33,026","11,197","19,370","-8,173","39,071","7,308","31,763","16,916","10,537","6,379",0,"14,847",412,540,128,-153,"15,106","1,641",0,"13,465","3,637","18,484",5.31,5.16,"2,534","2,610"
2024-09-30,"Grace & Mercy Foundation, Inc.",66073887,2024-09-01,99.2,2.4,3.1,13.779,47.5,4.2,3.7809,2024(Q3),"91,067","70,900","43,852","27,048","14,700",0,"5,467","256,408","165,341","126,974","20,654","20,654",973,"6,071",0,"11,642","33,330","7,656","2,016","2,703",0,"20,955","91,879","58,549","47,031",0,0,"20,224","-8,706","164,529",0,"164,529","84,972","-1,192",0,0,"80,749","256,408","256,408","33,119","49,047","5,195","15,688","24,724","4,027","-1,308","4,250",-3,"2,070",143,0,667,"1,260",0,"-8,620","-8,258",-132,"-4,468","4,114",124,"-4,371","9,488",0,"-8,818","-1,263","-3,778",368,"12,982","32,145","45,127","16,466","24,724","-8,258","40,589","7,375","33,214","15,864","11,177","4,687",0,"17,350",453,661,208,19,"17,822","2,134",0,"15,688","4,027","21,377",6.2,6.03,"2,529","2,600"
2024-12-31,"Grace & Mercy Foundation, Inc.",61903045,2024-12-01,109.5,2.9,2.4,32.529,49.2,4.2,4.569,2024(Q4),"100,045","77,815","43,889","33,926","16,994",0,"5,236","276,054","176,009","136,268","21,569","20,654",915,"6,070",0,"12,102","33,596","7,687","1,942","9,987",0,"13,980","93,417","59,821","47,118",0,0,"20,234","-7,531","182,637",0,"182,637","102,506","-3,097",0,0,"83,228","276,054","276,054","39,996","49,060","5,171","20,838","27,988","4,460","-1,332","4,262",264,-504,"-2,978",0,568,"1,906",0,"-21,498","-14,425",-9,"-10,898","3,817",17,"-5,465",-411,0,0,"-1,270","-3,784",-714,311,"45,127","45,438","13,563","27,988","-14,425","48,385","8,839","39,546","16,182","12,180","4,002",0,"23,364",480,731,251,-292,"23,552","2,714",0,"20,838","4,460","27,824",8.22,7.97,"2,534","2,614"
