fund,ticker,r2,alpha
"Garde Capital, Inc.",palo_alto,0.545701686401739,14.649713983072864
Generali Powszechne Towarzystwo Emerytalne,microsoft,0.8733904221000415,100000.0
Generali Powszechne Towarzystwo Emerytalne,salesforce,0.6354150920307275,100000.0
Gifford Fong Associates,advanced_micro,0.22140740813457138,373.9937302478794
Gifford Fong Associates,amazon,0.8075833297019122,988.4959046625586
Gifford Fong Associates,apple,0.6797738320465105,659.3188271333541
Gifford Fong Associates,microsoft,0.7003481720872826,405.54607358408276
Gifford Fong Associates,nvidia,0.0,100000.0
Gifford Fong Associates,salesforce,0.0,100000.0
Gifford Fong Associates,shopify,0.6472047132748358,439.7603609302721
"Glen Eagle Advisors, LLC",amazon,0.3564039870342389,100000.0
"Glen Eagle Advisors, LLC",apple,0.5433303461473393,14314.589375234786
"Glen Eagle Advisors, LLC",meta,0.04477633772898426,100000.0
"Glen Eagle Advisors, LLC",microsoft,0.581117032092964,34891.012134067736
"Glen Eagle Advisors, LLC",salesforce,0.02897942664099329,100000.0
"Glen Eagle Advisors, LLC",snowflake,0.0,100000.0
"Global Financial Private Client, LLC",amazon,0.528908464684545,2049.074689815846
"Global Financial Private Client, LLC",apple,0.822420911776153,34891.012134067736
"Global Financial Private Client, LLC",microsoft,0.5960491544010489,714.9428986597577
Grandview Asset Management LLC,advanced_micro,0.0,100000.0
Grandview Asset Management LLC,apple,0.0,100000.0
Grandview Asset Management LLC,meta,0.9578924329014231,21.96385372416547
Grandview Asset Management LLC,salesforce,0.9083164833387336,17.225859653987857
Grandview Asset Management LLC,shopify,0.8955217866497742,0.01
Grassi Investment Management,advanced_micro,0.17342167227690142,4247.571552536894
Grassi Investment Management,amazon,0.0,100000.0
Grassi Investment Management,meta,0.9039702398801556,9.771241535346501
Grassi Investment Management,microsoft,0.0,100000.0
Grassi Investment Management,salesforce,0.0,100000.0
Greenwich Wealth Management LLC,amazon,0.0,100000.0
Greenwich Wealth Management LLC,apple,0.5469760230316437,2612.6752255633264
Greenwich Wealth Management LLC,microsoft,0.13689096346107787,2612.6752255633264
Greenwich Wealth Management LLC,tesla,0.0,100000.0
Gulf International Bank (UK) Ltd,advanced_micro,0.1626937157815881,1366.7163564620073
Gulf International Bank (UK) Ltd,amazon,0.9259852082511472,1742.6333860096508
Gulf International Bank (UK) Ltd,microsoft,0.8191545323457149,5872.786613189477
Gulf International Bank (UK) Ltd,nvidia,0.0,100000.0
Gulf International Bank (UK) Ltd,salesforce,0.7725337587765267,1260.3829296797273
HALL LAURIE J TRUSTEE,amazon,0.8006289582480519,13.509935211980265
HALL LAURIE J TRUSTEE,meta,0.95252587717085,0.3827494478516313
HALL LAURIE J TRUSTEE,microsoft,0.6750241564982957,2409.403560239527
HALL LAURIE J TRUSTEE,nvidia,0.0,100000.0
HALL LAURIE J TRUSTEE,palo_alto,0.48952148927889705,21.96385372416547
"HANTZ FINANCIAL SERVICES, INC.",apple,0.22304044840126336,6905.513520162331
"HANTZ FINANCIAL SERVICES, INC.",meta,0.882773509822855,911.5888299750818
"HANTZ FINANCIAL SERVICES, INC.",microsoft,0.39800220671452224,11226.677735108136
"HANTZ FINANCIAL SERVICES, INC.",nvidia,0.24103686975850436,8119.844993184009
"HANTZ FINANCIAL SERVICES, INC.",palo_alto,0.4116203124860328,1162.322468679852
"HANTZ FINANCIAL SERVICES, INC.",salesforce,0.0,100000.0
HBW Advisory Services LLC,amazon,0.760896750986595,10.59560179277616
HBW Advisory Services LLC,apple,0.0,100000.0
HBW Advisory Services LLC,microsoft,0.0,100000.0
HBW Advisory Services LLC,salesforce,0.0,100000.0
HENDLEY & CO INC,amazon,0.6844950402302847,840.6652885618316
HENDLEY & CO INC,apple,0.0,100000.0
HENDLEY & CO INC,microsoft,0.0,100000.0
HENDLEY & CO INC,nvidia,0.7358945970612629,45.52935074866948
HERITAGE INVESTORS MANAGEMENT CORP,amazon,0.0,100000.0
HERITAGE INVESTORS MANAGEMENT CORP,apple,0.2682090189155133,8804.883581643464
HERITAGE INVESTORS MANAGEMENT CORP,meta,0.948504734020952,87.03591361485165
HERITAGE INVESTORS MANAGEMENT CORP,microsoft,0.2705097944846184,12173.82727739662
HERITAGE INVESTORS MANAGEMENT CORP,palo_alto,0.47571619209697125,11226.677735108136
HERITAGE INVESTORS MANAGEMENT CORP,salesforce,0.0,100000.0
HERITAGE INVESTORS MANAGEMENT CORP,shopify,0.4561112437287599,53.53566677410724
HGK ASSET MANAGEMENT INC,apple,0.0,100000.0
HUNTER ASSOCIATES INVESTMENT MANAGEMENT LLC,amazon,0.0,100000.0
HUNTER ASSOCIATES INVESTMENT MANAGEMENT LLC,microsoft,0.0,100000.0
"Halpern Financial, Inc.",microsoft,0.3981500503251544,32176.417502507353
Handelsbanken Fonder AB,advanced_micro,0.2890385270636904,25235.391704347658
Handelsbanken Fonder AB,palo_alto,0.0,100000.0
Handelsbanken Fonder AB,snowflake,0.3418551011844799,560.7169938205458
Hanson & Doremus Investment Management,apple,0.24160989099731678,373.9937302478794
Hanson & Doremus Investment Management,microsoft,0.26484968656111996,2049.074689815846
Hanson & Doremus Investment Management,salesforce,0.0,100000.0
Hayek Kallen Investment Management,amazon,0.0,100000.0
Hayek Kallen Investment Management,apple,0.1780992064223641,2221.946860939524
Hayek Kallen Investment Management,microsoft,0.0,100000.0
Hayek Kallen Investment Management,nvidia,0.0,100000.0
Hemington Wealth Management,amazon,0.0,100000.0
Hemington Wealth Management,apple,0.2858544593578991,4247.571552536894
Hemington Wealth Management,microsoft,0.31392563148954633,775.2597488629465
Hemington Wealth Management,tesla,0.10337461811049997,53.53566677410724
"High Probability Advisors, LLC",apple,0.20314845243535173,100000.0
"High Probability Advisors, LLC",microsoft,0.0694617366976037,100000.0
"Hobart Private Capital, LLC",apple,0.9242336199531117,19791.668678535574
"Horrell Capital Management, Inc.",apple,0.3093330641454254,102.34114021054528
"Horrell Capital Management, Inc.",microsoft,0.0,100000.0
Hudson Canyon Capital Management,advanced_micro,0.31939085105449627,85044.89341802686
Hudson Canyon Capital Management,amazon,0.3024830269615335,100000.0
Hudson Canyon Capital Management,apple,0.28165803727475247,100000.0
Hudson Canyon Capital Management,meta,0.9217679687999456,21461.41197858406
Hudson Canyon Capital Management,microsoft,0.7256481165985814,100000.0
Hudson Canyon Capital Management,nvidia,0.49744813139505406,100000.0
Hudson Canyon Capital Management,salesforce,0.2457304732023089,100000.0
Hudson Canyon Capital Management,tesla,0.0,100000.0
"Hunter Perkins Capital Management, LLC",apple,0.8022519709385356,714.9428986597577
Ilmarinen Mutual Pension Insurance Co,microsoft,0.0,100000.0
Ilmarinen Mutual Pension Insurance Co,nvidia,0.0,100000.0
Ilmarinen Mutual Pension Insurance Co,salesforce,0.0,100000.0
"Independent Solutions Wealth Management, LLC",advanced_micro,0.8379561792009655,3072.112998861759
"Independent Solutions Wealth Management, LLC",amazon,0.4138856866928048,100000.0
"Independent Solutions Wealth Management, LLC",apple,0.3614719361131451,23272.024789604075
"Independent Solutions Wealth Management, LLC",microsoft,0.28894449171497427,48241.08704165374
Intermede Investment Partners Ltd,amazon,0.30875131034130143,25235.391704347658
"Iyo Bank, Ltd.",amazon,0.8747089223875338,74.01959996915645
"Iyo Bank, Ltd.",apple,0.8330289535415067,130.49019780144016
"Iyo Bank, Ltd.",microsoft,0.8378348222342655,659.3188271333541
"Iyo Bank, Ltd.",salesforce,0.762543650435554,249.45081352303166
JACOBS & CO/CA,amazon,0.0,100000.0
JACOBS & CO/CA,apple,0.27558821353890406,2833.096101839324
JACOBS & CO/CA,meta,0.9557877066816118,120.33778407775905
JACOBS & CO/CA,microsoft,0.0,100000.0
JACOBS & CO/CA,nvidia,0.0,100000.0
JACOBS & CO/CA,palantir,0.4088627473096702,53.53566677410724
JTC Employer Solutions Trustee Ltd,advanced_micro,0.3380854278228336,21.96385372416547
JTC Employer Solutions Trustee Ltd,apple,0.0,100000.0
Janney Capital Management LLC,meta,0.9611651667923752,32.929712550971516
Janney Capital Management LLC,microsoft,0.0,100000.0
Janney Capital Management LLC,salesforce,0.800217660869901,249.45081352303166
Janney Montgomery Scott LLC,advanced_micro,0.8746363675998999,80.26433522257175
Janney Montgomery Scott LLC,amazon,0.682082854582819,2049.074689815846
Janney Montgomery Scott LLC,apple,0.7769341325398638,18251.834943190424
Janney Montgomery Scott LLC,asml,0.2374443885232087,11226.677735108136
Janney Montgomery Scott LLC,salesforce,0.0,100000.0
"Jarislowsky, Fraser Ltd",amazon,0.0,100000.0
"Jarislowsky, Fraser Ltd",apple,0.0,100000.0
"Jarislowsky, Fraser Ltd",asml,0.0,100000.0
"Jarislowsky, Fraser Ltd",microsoft,0.0,100000.0
"Kaydan Wealth Management, Inc.",apple,0.8476469924674077,2833.096101839324
"Kaydan Wealth Management, Inc.",microsoft,0.9278565055377699,4994.50511585514
Kelly Financial Services LLC,meta,0.9563289955527741,911.5888299750818
KilterHowling LLC,amazon,0.8566135935754225,8119.844993184009
KilterHowling LLC,apple,0.8304676783160977,32176.417502507353
KilterHowling LLC,microsoft,0.8617532168278321,34891.012134067736
King Wealth,amazon,0.8303098070291046,1260.3829296797273
King Wealth,apple,0.0,100000.0
King Wealth,microsoft,0.0,100000.0
King Wealth,salesforce,0.957137661881407,8.309941949353396
LATHROP INVESTMENT MANAGEMENT CORP,amazon,0.07023789784167667,166.38168860761274
LATHROP INVESTMENT MANAGEMENT CORP,microsoft,0.0,100000.0
LAZARD ASSET MANAGEMENT LLC,microsoft,0.19062447675247718,100000.0
LAZARD ASSET MANAGEMENT LLC,salesforce,0.0,100000.0
LEDERER & ASSOCIATES INVESTMENT COUNSEL/CA,amazon,0.4618470875430093,100000.0
LEDERER & ASSOCIATES INVESTMENT COUNSEL/CA,apple,0.4901330365887797,100000.0
LEDERER & ASSOCIATES INVESTMENT COUNSEL/CA,meta,0.9494089151692752,17.225859653987857
LEDERER & ASSOCIATES INVESTMENT COUNSEL/CA,microsoft,0.48826308015352504,100000.0
LEDERER & ASSOCIATES INVESTMENT COUNSEL/CA,nvidia,0.3207646793575447,100000.0
LINCLUDEN MANAGEMENT LTD,microsoft,0.6327122902371516,5.111433483440165
"LORD, ABBETT & CO. LLC",microsoft,0.3282643320481836,100000.0
LSV ASSET MANAGEMENT,apple,0.34073412140991366,10353.218432956615
LSV ASSET MANAGEMENT,microsoft,0.0,100000.0
LVM CAPITAL MANAGEMENT LTD/MI,amazon,0.0,100000.0
LVM CAPITAL MANAGEMENT LTD/MI,microsoft,0.28168885918070685,8804.883581643464
Lakehouse Capital Pty Ltd,amazon,0.0,100000.0
Lakehouse Capital Pty Ltd,meta,0.898111080629853,0.01
"Legacy Wealth Management, LLC / MS",apple,0.5536376759798561,11226.677735108136
"Legacy Wealth Management, LLC / MS",microsoft,0.6026872320806229,8804.883581643464
"Legacy Wealth Management, LLC / MS",palo_alto,0.627088212350615,1607.0528182616385
Lesa Sroufe & Co,amazon,0.2533413678529144,68.26071834272386
Lesa Sroufe & Co,apple,0.38876505531972805,130.49019780144016
Lesa Sroufe & Co,microsoft,0.0,100000.0
Lester Murray Antman dba SimplyRich,amazon,0.0,100000.0
Lester Murray Antman dba SimplyRich,apple,0.3033006444521087,1889.6523396912078
Lester Murray Antman dba SimplyRich,asml,0.0,100000.0
Lester Murray Antman dba SimplyRich,microsoft,0.12544715772354653,1742.6333860096508
Liontrust Investment Partners LLP,amazon,0.9415076464463512,0.01
Liontrust Investment Partners LLP,palo_alto,0.9191252483063065,0.01
Lipe & Dalton,amazon,0.8891710904941253,0.01
Lipe & Dalton,apple,0.2503074914000356,988.4959046625586
Lipe & Dalton,meta,0.9547561356678329,7.663410868007454
Lipe & Dalton,microsoft,0.0,100000.0
Lipe & Dalton,nvidia,0.0,100000.0
"Long Road Investment Counsel, LLC",microsoft,0.3426826962634262,141.4991297434576
Lumina Fund Management LLC,apple,0.0,100000.0
MAGNOLIA CAPITAL MANAGEMENT LTD,apple,0.39971673088505744,405.54607358408276
MAGNOLIA CAPITAL MANAGEMENT LTD,microsoft,0.0,100000.0
MCDANIEL TERRY & CO,advanced_micro,0.0,100000.0
MCDANIEL TERRY & CO,amazon,0.0,100000.0
MCDANIEL TERRY & CO,microsoft,0.25759683449340987,13200.884008314168
MCDANIEL TERRY & CO,salesforce,0.0,100000.0
MENLO ADVISORS LLC,apple,0.17346278542895388,840.6652885618316
MENLO ADVISORS LLC,microsoft,0.0,100000.0
MOUNT VERNON ASSOCIATES INC /MD/,amazon,0.0,100000.0
MOUNT VERNON ASSOCIATES INC /MD/,apple,0.0,100000.0
MOUNT VERNON ASSOCIATES INC /MD/,meta,0.8525892691618474,293.31662783900424
MOUNT VERNON ASSOCIATES INC /MD/,microsoft,0.0,100000.0
MSH Capital Advisors LLC,amazon,0.6525715197270523,12173.82727739662
MSH Capital Advisors LLC,apple,0.6219120008061381,100000.0
MSH Capital Advisors LLC,meta,0.9316885791663356,2833.096101839324
MSH Capital Advisors LLC,microsoft,0.8931222431263794,92219.78823334322
"Madrona Venture Group, LLC",snowflake,0.9257137834112874,2833.096101839324
Marotta Asset Management,amazon,0.8442995496059237,29673.024081888667
Marotta Asset Management,microsoft,0.48274158612508344,100000.0
Martel Wealth Advisors Inc,amazon,0.44024881640090907,100000.0
Martel Wealth Advisors Inc,apple,0.14533554284243522,100000.0
"Martin Capital Partners, LLC",microsoft,0.2832718645274601,293.31662783900424
"Mason Investment Advisory Services, Inc.",amazon,0.8538690096661457,2612.6752255633264
"Mason Investment Advisory Services, Inc.",apple,0.5585723260931323,37834.62617131925
"Mason Investment Advisory Services, Inc.",microsoft,0.7175459690902624,100000.0
"Mathes Company, Inc.",amazon,0.0,100000.0
"Mathes Company, Inc.",apple,0.0,100000.0
"Mathes Company, Inc.",microsoft,0.0,100000.0
"Mathes Company, Inc.",salesforce,0.9367872253119068,62.94988990221888
"McCarthy Grittinger Financial Group, LLC",advanced_micro,0.0,100000.0
"McCarthy Grittinger Financial Group, LLC",apple,0.31936659855001004,25235.391704347658
"McCarthy Grittinger Financial Group, LLC",microsoft,0.0,100000.0
"McCarthy Grittinger Financial Group, LLC",salesforce,0.0,100000.0
"McClarren Financial Advisors, Inc.",apple,0.39211946404889386,212.14517849106278
Meridian Financial Partners LLC,amazon,0.6565982382046529,20.255019392306664
Meridian Financial Partners LLC,apple,0.7961067748159907,25.826187606826746
Meridian Financial Partners LLC,microsoft,0.8431330039173772,32.929712550971516
Meridian Financial Partners LLC,salesforce,0.41367408044196474,230.04301197729168
"Meridian Financial, LLC",amazon,0.8940140357459117,4994.50511585514
"Meridian Financial, LLC",apple,0.8265252408229721,61509.857885805046
"Meridian Financial, LLC",microsoft,0.83352684335765,72326.33896483533
Mn Services Vermogensbeheer B.V.,apple,0.0,100000.0
Mn Services Vermogensbeheer B.V.,microsoft,0.0,100000.0
Mn Services Vermogensbeheer B.V.,salesforce,0.7197727994660019,1260.3829296797273
Morningstar Investment Services LLC,microsoft,0.0,100000.0
Morton Capital Management LLC/CA,amazon,0.9101744131082493,9547.716114208066
Morton Capital Management LLC/CA,apple,0.91289204124144,61509.857885805046
Morton Capital Management LLC/CA,microsoft,0.9358911329483592,32176.417502507353
NEVILLE RODIE & SHAW INC,amazon,0.0,100000.0
NEVILLE RODIE & SHAW INC,apple,0.23698623050953815,7488.103857590015
NEVILLE RODIE & SHAW INC,microsoft,0.0,100000.0
NEVILLE RODIE & SHAW INC,palo_alto,0.7344081391962809,38.72038781812553
NEVILLE RODIE & SHAW INC,salesforce,0.0,100000.0
NEW MEXICO EDUCATIONAL RETIREMENT BOARD,amazon,0.0,100000.0
NEW MEXICO EDUCATIONAL RETIREMENT BOARD,apple,0.0,100000.0
NEW MEXICO EDUCATIONAL RETIREMENT BOARD,microsoft,0.0,100000.0
NEW YORK STATE COMMON RETIREMENT FUND,amazon,0.18112753316542374,100000.0
NEW YORK STATE COMMON RETIREMENT FUND,apple,0.25170677538160124,100000.0
NEW YORK STATE COMMON RETIREMENT FUND,microsoft,0.2561395469967179,100000.0
NEW YORK STATE COMMON RETIREMENT FUND,palo_alto,0.24495443166677167,8119.844993184009
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,advanced_micro,0.3149045249217671,25235.391704347658
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,amazon,0.288207933067989,100000.0
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,apple,0.06338147143780903,100000.0
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,microsoft,0.13986121571559385,100000.0
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,nvidia,0.5736395147479989,1071.8913192051286
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,salesforce,0.0,100000.0
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,tesla,0.0,100000.0
"NFC Investments, LLC",apple,0.0,100000.0
"NFC Investments, LLC",microsoft,0.0,100000.0
"NFP Retirement, Inc.",apple,0.6209182470868937,44487.82831127585
"NFP Retirement, Inc.",shopify,0.6595494002334754,9547.716114208066
NKCFO LLC,amazon,0.0,100000.0
NKCFO LLC,apple,0.0,100000.0
NKCFO LLC,microsoft,0.2107987289679475,2221.946860939524
NOESIS CAPITAL MANGEMENT CORP,amazon,0.0,100000.0
NOESIS CAPITAL MANGEMENT CORP,apple,0.15389788170936314,100000.0
NORTHSTAR ASSET MANAGEMENT INC,amazon,0.8432134607201418,23272.024789604075
NORTHSTAR ASSET MANAGEMENT INC,apple,0.3299826637652563,100000.0
NORTHSTAR ASSET MANAGEMENT INC,microsoft,0.28318405331549446,100000.0
NORTHSTAR ASSET MANAGEMENT INC,salesforce,0.1690258975675415,100000.0
NORTHSTAR ASSET MANAGEMENT INC,tesla,0.06630886701615035,85044.89341802686
"NSI Retail Advisors, LLC",apple,0.5096959014555352,4247.571552536894
"NSI Retail Advisors, LLC",microsoft,0.504843734425302,4605.922041145103
NWI MANAGEMENT LP,palo_alto,0.26738069893918526,2221.946860939524
"Narus Financial Partners, LLC",amazon,0.06221340214498272,100000.0
"Narus Financial Partners, LLC",apple,0.16967256394743435,100000.0
"Narus Financial Partners, LLC",microsoft,0.31245066976718106,100000.0
"National Wealth Management Group, LLC",apple,0.5586958483319407,66699.19663030114
"National Wealth Management Group, LLC",microsoft,0.9140201259895088,44487.82831127585
"New England Research & Management, Inc.",microsoft,0.49453564877852985,373.9937302478794
"Nicollet Investment Management, Inc.",amazon,0.0,100000.0
"Nicollet Investment Management, Inc.",meta,0.9505292928185501,68.26071834272386
"Nicollet Investment Management, Inc.",microsoft,0.0,100000.0
"Nicollet Investment Management, Inc.",palo_alto,0.4305135582720101,714.9428986597577
"Nicollet Investment Management, Inc.",tesla,0.6942224247459827,58.05225516094896
"Norman Fields, Gottscho Capital Management, LLC",amazon,0.0,100000.0
"Norman Fields, Gottscho Capital Management, LLC",apple,0.21674973426152,2049.074689815846
"Norman Fields, Gottscho Capital Management, LLC",microsoft,0.17000156810355949,318.0625692794119
North Growth Management Ltd.,microsoft,0.0,100000.0
North Growth Management Ltd.,nvidia,0.5204041784659958,911.5888299750818
OGOREK ANTHONY JOSEPH /NY/ /ADV,asml,0.5198854346321236,3.6969127071950285
"Old North State Trust, LLC",amazon,0.0,100000.0
"Old North State Trust, LLC",apple,0.318937153384682,659.3188271333541
"Old North State Trust, LLC",microsoft,0.47965466502959275,560.7169938205458
"Old North State Wealth Management, LLC",amazon,0.894005277788636,32176.417502507353
"Old North State Wealth Management, LLC",apple,0.6576114589479627,100000.0
"Old North State Wealth Management, LLC",microsoft,0.8743632461554351,48241.08704165374
"Olstein Capital Management, L.P.",apple,0.6904240254313017,9.771241535346501
"Olstein Capital Management, L.P.",microsoft,0.40070426336162235,249.45081352303166
OneAscent Financial Services LLC,asml,0.897265278113662,5.5426645206631076
OneAscent Financial Services LLC,palo_alto,0.0,100000.0
OneAscent Wealth Management LLC,apple,0.8752858604782513,0.010843659686896103
"Opus Capital Group, LLC",advanced_micro,0.0,100000.0
"Opus Capital Group, LLC",apple,0.28258508163529017,180.41864093920717
"Opus Capital Group, LLC",microsoft,0.0,100000.0
PARADIGM ASSET MANAGEMENT CO LLC,asml,0.06645795692107281,100000.0
PARADIGM ASSET MANAGEMENT CO LLC,microsoft,0.6650033072990558,100000.0
PAYDEN & RYGEL,microsoft,0.0,100000.0
PEAPACK GLADSTONE FINANCIAL CORP,advanced_micro,0.26463091487477997,166.38168860761274
PEAPACK GLADSTONE FINANCIAL CORP,apple,0.5833682810916752,29673.024081888667
PENOBSCOT WEALTH MANAGEMENT,amazon,0.2688579121098401,25.826187606826746
PENOBSCOT WEALTH MANAGEMENT,apple,0.21786822374147718,318.0625692794119
PENOBSCOT WEALTH MANAGEMENT,microsoft,0.0,100000.0
PFS INVESTMENTS INC.,microsoft,0.5819402099488387,2612.6752255633264
"PFS Partners, LLC",amazon,0.6168938006665605,4605.922041145103
"PFS Partners, LLC",apple,0.833203906646767,6368.249944718586
"PFS Partners, LLC",meta,0.8582460559996872,373.9937302478794
"PFS Partners, LLC",microsoft,0.9318413465762618,6905.513520162331
"PFS Partners, LLC",palo_alto,0.8051984746333551,1742.6333860096508
PGGM Investments,apple,0.876674815858781,775.2597488629465
PGGM Investments,microsoft,0.7958585213016118,16831.80353330955
PHILADELPHIA TRUST CO,amazon,0.8054705254525366,2221.946860939524
PHILADELPHIA TRUST CO,apple,0.0,100000.0
PHILADELPHIA TRUST CO,meta,0.8888580234231893,35.707859649004625
PHILADELPHIA TRUST CO,microsoft,0.0,100000.0
PHILADELPHIA TRUST CO,nvidia,0.0,100000.0
"PHYSICIANS FINANCIAL SERVICES, INC.",amazon,0.0,100000.0
"PHYSICIANS FINANCIAL SERVICES, INC.",microsoft,0.2640782500413906,2049.074689815846
PIN OAK INVESTMENT ADVISORS INC,amazon,0.0,100000.0
PIN OAK INVESTMENT ADVISORS INC,microsoft,0.7057583218560184,7.067181273927491
PIN OAK INVESTMENT ADVISORS INC,palantir,0.7178935685331549,6.010276782070382
PRICE T ROWE ASSOCIATES INC /MD/,amazon,0.5221289416233891,100000.0
PRICE T ROWE ASSOCIATES INC /MD/,apple,0.3317626580718356,21461.41197858406
PRICE T ROWE ASSOCIATES INC /MD/,asml,0.5308868527083275,100000.0
PRICE T ROWE ASSOCIATES INC /MD/,microsoft,0.11685614205040329,100000.0
PRICE T ROWE ASSOCIATES INC /MD/,salesforce,0.8757775474517122,6905.513520162331
PROFESSIONAL ADVISORY SERVICES INC,amazon,0.4939862665860726,1162.322468679852
PROFESSIONAL ADVISORY SERVICES INC,microsoft,0.0,100000.0
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,advanced_micro,0.0,100000.0
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,amazon,0.0,100000.0
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,apple,0.10883848003083985,100000.0
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,microsoft,0.40189580853565754,7488.103857590015
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,palo_alto,0.5882384644256076,1742.6333860096508
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,salesforce,0.0,100000.0
"Palisades Hudson Asset Management, L.P.",apple,0.2835296681448507,49.37047852839004
"Palisades Hudson Asset Management, L.P.",microsoft,0.23608056354361817,153.43684089300132
Peloton Wealth Strategists,apple,0.3392996996215416,30.367711180354576
Peloton Wealth Strategists,microsoft,0.0,100000.0
Peloton Wealth Strategists,salesforce,0.0,100000.0
Pensionfund Sabic,apple,0.0,100000.0
Pensionfund Sabic,microsoft,0.0,100000.0
"Pinnacle Holdings, LLC",microsoft,0.14541606434644727,100000.0
"Pinnacle Holdings, LLC",salesforce,0.08266042943501362,100000.0
"Plotkin Financial Advisors, LLC",amazon,0.5460419180568039,41026.581058271906
"Plotkin Financial Advisors, LLC",apple,0.36202055984954196,100000.0
"Plotkin Financial Advisors, LLC",microsoft,0.14838834474920004,100000.0
"PrairieView Partners, LLC",advanced_micro,0.10011873530870119,11.489510001873086
"PrairieView Partners, LLC",amazon,0.0,100000.0
"PrairieView Partners, LLC",apple,0.0,100000.0
"PrairieView Partners, LLC",microsoft,0.26394377882022146,439.7603609302721
"PrairieView Partners, LLC",salesforce,0.660291092910853,0.04297004704320839
"PrairieView Partners, LLC",snowflake,0.0,100000.0
"R. W. Roge & Company, Inc.",amazon,0.0,100000.0
"R. W. Roge & Company, Inc.",apple,0.6351033093432228,230.04301197729168
"R. W. Roge & Company, Inc.",microsoft,0.256701000779438,120.33778407775905
REAVES W H & CO INC,apple,0.31159831743483335,87.03591361485165
ROANOKE ASSET MANAGEMENT CORP/ NY,amazon,0.0,100000.0
ROANOKE ASSET MANAGEMENT CORP/ NY,apple,0.3307370503775301,405.54607358408276
ROANOKE ASSET MANAGEMENT CORP/ NY,meta,0.9469169403182439,53.53566677410724
ROANOKE ASSET MANAGEMENT CORP/ NY,microsoft,0.0,100000.0
ROVIN CAPITAL /UT/ /ADV,apple,0.30806090862547675,1162.322468679852
ROVIN CAPITAL /UT/ /ADV,salesforce,0.0,100000.0
ROWLAND & CO INVESTMENT COUNSEL/ADV,apple,0.4037427544061164,100000.0
ROWLAND & CO INVESTMENT COUNSEL/ADV,microsoft,0.2739914588859189,100000.0
"Radnor Capital Management, LLC",apple,0.39891293242895887,2833.096101839324
"Radnor Capital Management, LLC",microsoft,0.38722149581993115,608.0224261649427
"Rappaport Reiches Capital Management, LLC",microsoft,0.7455533492539193,48241.08704165374
Ratio Wealth Group,apple,0.6200699438101327,100000.0
Ratio Wealth Group,microsoft,0.5729966989252168,78428.22061337682
Rehmann Capital Advisory Group,advanced_micro,0.28768602028444856,100000.0
Rehmann Capital Advisory Group,asml,0.2444657789093262,100000.0
Rehmann Capital Advisory Group,microsoft,0.5149093219838258,100000.0
Rehmann Capital Advisory Group,salesforce,0.26378356793155733,100000.0
"Reynders McVeigh Capital Management, LLC",amazon,0.0,100000.0
"Reynders McVeigh Capital Management, LLC",apple,0.0,100000.0
"Reynders McVeigh Capital Management, LLC",microsoft,0.3016356806253462,8119.844993184009
"Reynders McVeigh Capital Management, LLC",nvidia,0.0,100000.0
"Reynders McVeigh Capital Management, LLC",palo_alto,0.0,100000.0
Rheos Capital Works Inc.,asml,0.8485695438537804,0.01
"Riverview Capital Advisers, LLC",amazon,0.9211742623359234,100000.0
"Riverview Capital Advisers, LLC",apple,0.8479606518918446,100000.0
"Riverview Capital Advisers, LLC",microsoft,0.9535421681093862,100000.0
"Riverview Capital Advisers, LLC",nvidia,0.9405905977154218,16831.80353330955
"Riverview Capital Advisers, LLC",salesforce,0.11506354481727088,100000.0
"Roble, Belko & Company, Inc",amazon,0.0,100000.0
"Roble, Belko & Company, Inc",apple,0.8692667815445989,11.489510001873086
"Roble, Belko & Company, Inc",microsoft,0.0,100000.0
"Roble, Belko & Company, Inc",salesforce,0.3698741936819189,0.3827494478516313
S&CO INC,amazon,0.0,100000.0
S&CO INC,apple,0.08676653679483348,6368.249944718586
S&CO INC,meta,0.8838477081531368,32.929712550971516
S&CO INC,microsoft,0.1117552208008612,11226.677735108136
S&CO INC,palo_alto,0.4664866431173368,1607.0528182616385
S&CO INC,salesforce,0.0,100000.0
SAYBROOK CAPITAL /NC,amazon,0.7924905148091105,58.05225516094896
SENTINEL TRUST CO LBA,meta,0.8841637800379826,195.63983435170647
SENTRY INVESTMENT MANAGEMENT LLC,amazon,0.0,100000.0
SENTRY INVESTMENT MANAGEMENT LLC,apple,0.0,100000.0
SENTRY INVESTMENT MANAGEMENT LLC,microsoft,0.0,100000.0
SENTRY INVESTMENT MANAGEMENT LLC,nvidia,0.6145457248160113,1162.322468679852
