ACCESSION_NUMBER	OTHERINCLUDEDMANAGERSCOUNT	TABLEENTRYTOTAL	TABLEVALUETOTAL	ISCONFIDENTIALOMITTED
0001376474-20-000208	0	187	167659	N
0001567619-20-016079	6	2	71037	N
0001536262-20-000004	0	54	388853	N
0001821407-20-000002	0	82	110118	
0000950123-20-009370	0	3	172126	N
0000950123-20-009368	0	6	1013577	N
0000950123-20-009364	0	7	694381	N
0000944317-20-000005	0	131	139602	N
0001085146-20-002395	0	41	5377	N
0001085146-20-002394	0	82	9683	N
0001085146-20-002393	0	29	3680	N
0001085146-20-002392	0	23	3218	N
0001085146-20-002391	0	11	1319	N
0001085146-20-002390	0	28	3487	N
0001085146-20-002389	0	22	2946	N
0001085146-20-002388	0	26	3539	N
0001085146-20-002387	0	21	2841	N
0001085146-20-002386	0	20	2535	N
0001085146-20-002385	0	22	2511	N
0001085146-20-002384	0	19	2962	N
0001085146-20-002383	0	20	3052	N
0001085146-20-002382	0	30	4454	N
0001085146-20-002381	0	7	1101	N
0001085146-20-002380	0	21	2941	N
0001085146-20-002379	0	8	1234	N
0001085146-20-002378	0	11	1801	N
0001085146-20-002377	0	11	1672	N
0001085146-20-002376	0	4	541	N
0001409362-20-000004	0	1869	1240976	N
0000849854-20-000004	1	58	108044	N
0001214659-20-007481	2	218	1476621	
0001387131-20-007893	0	40	126317	
0001817494-20-000003	0	60	113555	
0001817494-20-000002	0	52	93622	
0001817494-20-000001	0	68	103721	
0001398318-20-000010	0	1432	11929767	
0001085146-20-002373	0	367	1690810	
0001567619-20-015964	0	37	120207	N
0000950123-20-009331	6	7396	245731612	N
0001772937-20-000005	2	60	227889	N
0001772937-20-000004	2	65	206569	N
0000950123-20-009315	0	12	442589	N
0001633037-20-000005	0	179	189309800	N
0001062993-20-004150	0	116	105277	N
0001580642-20-003101	0	74	165950	
0001633037-20-000004	0	174	179257515	N
0001792851-20-000003	0	34	45439	N
0000902664-20-003171	0	2	56651	
0000757657-20-000028	0	167	5518802	
0000757657-20-000026	0	1146	4651658	
0001356783-20-000004	0	193	563639	N
0001172661-20-001887	0	3	76383	
0001420506-20-001000	0	40	82377304	N
0001475896-20-000004	0	665	367066	N
0000315066-20-001702	10	9223	909483027	N
0001730083-20-000003	1	14	10880	N
0001625959-20-000004	0	197	1350943	N
0001701879-20-000004	0	13	2590367	N
0001569638-20-000003	1	164	558979	N
0001387131-20-007711	0	3	175749	
0001387131-20-007713	0	8	155682	
0001085146-20-002371	0	85	112621	
0001085146-20-002370	0	64	225921	
0001172661-20-001885	1	37	137801	
0001085146-20-002369	0	11	224961	
0001085146-20-002368	0	8	202654	
0001085146-20-002367	0	2	72486	
0001085146-20-002366	0	2	27292	
0001085146-20-002365	1	3343	204154718	
0001105863-20-000003	0	147	453294	N
0001609251-20-000006	0	11	367575	N
0001567619-20-015793	1	56	583942	N
0001133219-20-000003	0	31	187705	N
0001821984-20-000001	0	646	385374	N
0001072613-20-000293	0	197	2638363	
0001058022-20-000003	0	81	219415	N
0001044797-20-000004	1	92	2815647	N
0001699506-20-000005	0	123	333596	N
0001689418-20-000007	0	3	12942	N
0001567619-20-015784	0	99	962647	N
0001398344-20-016676	2	174	23701022	
0001689418-20-000006	0	0	0	N
0001398344-20-016664	1	174	30426236	
0001785445-20-000004	0	957	691299	N
0001083340-20-000003	0	199	1249612	N
0001703301-20-000005	0	153	838765	
0001008868-20-000004	0	117	322454	
0001420506-20-000998	0	512	112179	N
0001085146-20-002364	2	2	117835	N
0001580642-20-003063	0	2453	1847975	
0001172661-20-001883	1	34	2011504	
0001285973-20-000004	0	86	470719	N
0001054257-20-000003	0	425	151149	N
0001800608-20-000004	0	183	191536	N
0001764968-20-000004	0	92	162197	N
0001085146-20-002360	0	82	96294	N
0001104659-20-096791	0	119	107452	
0001104659-20-096786	0	19	67072	
0001104659-20-096780	0	18	90950	
0001260468-20-000011	0	40	795721	N
0001580642-20-003052	0	465	965733	
0001062993-20-004080	0	63	22764223	N
0001317947-20-000010	0	18	290961	N
0001569863-20-000003	0	48	135443	Y
0000936936-20-000004	0	85	105818	N
0001604488-20-000014	1	85	315591	
0001172661-20-001882	0	6	60675	
0001172661-20-001881	0	66	1226409	
0001062993-20-004068	0	13	74149	N
0001604488-20-000012	1	46	194351	
0001821289-20-000001	0	55	152348	N
0001665590-20-000005	0	36	152101	N
0000905729-20-000193	0	47	106339	
0000883803-20-000004	0	198	625095	
0001294223-20-000003	0	3	15440	N
0001172661-20-001880	3	2	61289	
0001172661-20-001879	3	1	43948	
0001172661-20-001878	3	1	1930	
0001172661-20-001877	3	1	23650	
0001626982-20-000003	0	288	2453805	N
0001106565-20-000006	0	157	1378062	N
0001420506-20-000994	0	251	449442	N
0001085146-20-002354	0	96	4030313	N
0001812177-20-000004	0	358	119465	N
0001398344-20-015993	0	57	17916	
0001085146-20-002353	0	0	0	N
0001812178-20-000004	0	336	197973	N
0001821407-20-000001	0	234	317199	N
0001781948-20-000003	0	29	158993	
0001750183-20-000005	0	1	48461	
0001345576-20-000007	0	291	2016596	N
0001354821-20-000006	0	192	727775	N
0001738738-20-000003	0	112	66264000	N
0001214659-20-007293	0	12	128449	
0001214659-20-007292	0	14	128551	
0001214659-20-007294	0	6	51225	
0001793399-20-000005	0	59	104814	N
0001062993-20-004058	0	181	26062929	N
0000950123-20-009191	6	168	23659755	N
0000950123-20-009184	0	13	1923566	N
0001626494-20-000009	0	89	85129	N
0000033250-20-000003	0	314	1087379	N
0001072613-20-000291	0	197	2540861	
0001326918-20-000006	0	75	147117	N
0001737888-20-000006	0	138	211306	N
0001420506-20-000991	0	114	299421	N
0001315863-20-000733	0	1	0	Y
0001041062-20-000113	8	4583	32223296	N
0001085146-20-002352	0	566	1292692	N
0001727783-20-000006	0	440	87210	N
0001054677-20-000003	0	226	847394	N
0000049969-20-000007	5	765	1058443	
0001618832-20-000004	0	110	497131	N
0000909012-20-000126	0	154	128364	N
0001784093-20-000006	0	43	173972	N
0001708001-20-000003	0	163	118697	N
0001104659-20-096001	0	75	1037663	
0001606588-20-000007	0	175	696909	N
0000950123-20-009158	0	8	4359220	N
0000936936-20-000003	0	85	105818	N
0001567619-20-015602	0	56	256344	N
0001420506-20-000990	0	39	106214	N
0000909012-20-000125	0	14	366958	N
0001667731-20-000315	0	43	73047	
0000909012-20-000124	0	15	785796	
0001681372-20-000003	0	54	102162	N
0001104659-20-095968	2	332	736392	
0001683689-20-000004	0	5	185093	N
0001420506-20-000987	0	50	145799	N
0001085146-20-002351	1	122	91068	N
0001085146-20-002348	0	3992	7203822	
0001085146-20-002347	0	19	256252	
0001599273-20-000003	0	75	142475	N
0001525109-20-000003	0	51	160760	N
0001012975-20-000701	0	125	6171121	N
0001007280-20-000003	0	1912	17511832	N
0001398344-20-015921	0	199	215549	
0001214659-20-007231	0	9	3153925	
0001527488-20-000005	0	142	1553924	Y
0001599390-20-000002	0	115	125382	N
0001387818-20-000006	0	40	983270	N
0001802490-20-000004	0	77	84003	N
0001566475-20-000008	0	455	1810246	
0001519113-20-000003	0	595	201285	N
0001387131-20-007586	0	28	182501951	
0001104659-20-095821	7	23	193269	N
0001665751-20-000005	0	7	1058440	N
0001085146-20-002328	0	28	2991159	N
0001046192-20-000017	5	4161	43573506	N
0001774207-20-000003	0	74	199855	N
0001727783-20-000005	0	440	87207	Y
0001085146-20-002326	2	518	2248611	N
0001754960-20-000059	0	12	74366	N
0001085146-20-002333	0	36	7304601	N
0001085146-20-002339	0	1029	9233797	N
0001085146-20-002327	0	384	1187286	N
0001085146-20-002323	0	1658	1965264	N
0001080171-20-000006	0	96	1956708	N
0001085146-20-002338	0	14	170323	N
0001085146-20-002331	0	0	0	N
0001821219-20-000001	0	16	65511	N
0001085146-20-002343	0	59	870605	N
0001085146-20-002336	0	14	155727014	N
0001085146-20-002330	0	14	212433	N
0001085146-20-002342	0	108	491534	N
0001085146-20-002332	2	163	4065761	N
0000950123-20-009147	0	15	365746	N
0001353316-20-000008	3	51	1099834	N
0001172661-20-001876	0	242	393151	
0001709323-20-000004	0	4	1063751	N
0001085146-20-002340	0	0	0	N
0001420506-20-000985	0	166	239479	N
0001213900-20-022365	0	419	911405000	
0001085146-20-002341	0	37	236221	N
0001731509-20-000008	1	5	9259638	N
0001606587-20-000985	2	1007	1472040	N
0001138486-20-000003	0	453	631534	N
0001326918-20-000005	0	76	147117	N
0001729254-20-000003	0	1017	161266	N
0001085146-20-002337	0	14	155727	N
0001722053-20-000005	0	710	1480729	
0001420506-20-000986	0	25	101043	N
0001576151-20-000007	0	324	1154076	N
0001085146-20-002335	0	33	3209906	
0001085146-20-002334	0	20	583967	
0001706164-20-000003	0	71	369964	N
0001609251-20-000005	0	11	367575	N
0000816788-20-000003	0	53	32270	N
0001081019-20-000008	0	3017	56793195	N
0001085146-20-002324	0	0	0	N
0001085146-20-002322	0	36	119306	N
0001803988-20-000003	0	46	180578	N
0001062993-20-004032	2	27	17517924	N
0001801770-20-000003	24	160	486503	N
0001537455-20-000007	0	14	300249	N
0001085146-20-002325	2	2249	61822679	N
0001674623-20-000005	0	351	695250	N
0001671754-20-000009	0	201	1081900	
0001315863-20-000730	0	1	0	Y
0001568787-20-000003	0	154	771910	N
0001131181-20-000005	0	87	206056	N
0001595888-20-000019	4	9224	133199437	N
0001803386-20-000004	0	114	109004	N
0001085146-20-002329	0	73	10081610	N
0000897070-20-000009	0	98	772245	N
0001732371-20-000003	0	35	94535	N
0001802984-20-000008	0	230	656641	N
0001085146-20-002321	0	19	788151	N
0001642274-20-000003	0	19	70109	N
0001085146-20-002320	0	0	0	N
0001085146-20-002319	1	2	117835	N
0001085146-20-002318	1	85	3318441	N
0001578621-20-000005	1	238	2142975	N
0001172661-20-001874	0	193	216569	
0000950123-20-009145	0	257	835102	N
0001085146-20-002317	0	0	0	N
0001104659-20-095668	0	1	252552	
0001398344-20-015910	0	369	2341846	
0001104659-20-095666	0	1	169474	
0001104659-20-095665	0	1	0	
0001085146-20-002316	0	0	0	N
0001104659-20-095661	0	1	0	
0001104659-20-095662	0	99	151971	
0001706766-20-000005	0	894	3002179	N
0001104659-20-095660	0	120	183298	
0001085146-20-002315	4	2821	19830814	N
0001085146-20-002314	0	0	0	N
0001062993-20-004026	0	295	291057	N
0001567619-20-015547	9	20	19724532	Y
0001567619-20-015546	0	2	13837	N
0001567619-20-015545	1	2373	5787849	N
0001085146-20-002313	0	0	0	N
0001567619-20-015544	1	1114	897924	N
0001567619-20-015542	1	21	87121	N
0001486180-20-000005	0	152	1508147	N
0001567619-20-015541	0	778	15331618	N
0001214659-20-007219	0	3	156611	
0001172661-20-001873	0	96	1674146	
0001085146-20-002312	0	114	181463	N
0001398344-20-015908	1	4317	16359908	
0001398344-20-015907	0	56	526295	
0001352900-20-000009	0	38	221466	N
0000919574-20-005420	1	9	642381	
0001712575-20-000005	0	38	121694	N
0001567619-20-015540	0	121	661698	N
0001418812-20-000071	1	21	8735815	N
0000950123-20-009137	0	7	387428	N
0001172661-20-001871	0	53	174622	
0001398344-20-015905	0	109	213297	
0001085146-20-002311	0	67	76212	N
0001387131-20-007559	0	36	5662127	
0001387131-20-007557	4	2	3086022	
0001214659-20-007217	0	59	252952	
0000950123-20-009134	1	289	11729669	N
0001819955-20-000003	0	84	280945	N
0001469589-20-000009	2	64	65164	N
0001447228-20-000013	0	26	2006304	
0000860748-20-000134	2	46	471101	N
0000919574-20-005417	2	44	983215	
0001567619-20-015535	2	68	16386205	N
0001387322-20-000012	0	43	12538638	
0000944733-20-000003	0	39	118277	N
0001567619-20-015533	0	685	35535696	N
0001172661-20-001868	0	22	408280	
0001214659-20-007215	0	39	108032	
0001172661-20-001867	0	77	586863	
0001763921-20-000004	0	501	12890833	
0001214659-20-007214	0	30	144746	
0001172661-20-001863	1	34	2402677	
0001635999-20-000002	0	20	406535	
0001606587-20-000981	0	140	260344	N
0001172661-20-001861	2	36	1251009	
0000950123-20-009131	1	1	2437146	N
0001605826-20-000004	0	1	0	
0001012975-20-000697	3	31	912588	N
0001172661-20-001860	0	6	1153601	
0001172661-20-001859	1	135	7102993	
0001478982-20-000006	0	5	95306	N
0001062993-20-004019	0	3052	6071962	N
0000950123-20-009130	0	14	48209	N
0001765774-20-000007	0	36	777294	
0001567619-20-015523	0	6	196059	N
0001802696-20-000003	0	107	80409	N
0001172661-20-001856	1	12	296681	
0001567619-20-015522	1	0	0	N
0001567619-20-015521	0	2	3982	N
0001167376-20-000016	2	3	3694	N
0001387131-20-007548	0	60	858208	
0001104659-20-095616	0	32	98575	
0001562453-20-000006	0	10	96867	
0001172661-20-001854	0	40	612479	
0001567619-20-015519	0	125	2066205	N
0001104659-20-095615	0	128	267699	
0001172661-20-001853	0	1	116893	
0001567619-20-015518	1	30	3129243	N
0001567619-20-015517	0	4	120272	N
0001493152-20-015910	0	197	2212106	
0001387131-20-007547	0	11	776719	
0001688382-20-000006	0	24	125936	
0001104659-20-095608	0	1385	46846998	
0001493152-20-015902	0	48	495150	
0001172661-20-001852	0	42	873875	
0001567619-20-015514	0	1	3335	N
0001527641-20-000004	0	214	2182452	N
0001599793-20-000003	0	17	28545	N
0001172661-20-001851	2	38	750019	
0001586678-20-000003	0	941	1795446	N
0001172661-20-001850	2	212	443718	
0001185185-20-001190	0	225	1066891	N
0001591307-20-000009	0	17	59909	
0001567619-20-015510	0	25	484897	N
0001493152-20-015893	1	9	7457748	
0001567619-20-015508	0	5	26620	N
0001602189-20-000004	0	23	3018799	N
0001167376-20-000014	0	3	12091	N
0001172661-20-001848	0	10	168708	
0001713458-20-000003	0	705	569111	N
0000919574-20-005413	1	7	597582	
0001085146-20-002310	0	675	4055389	N
0001567619-20-015505	0	0	0	N
0001076809-20-000126	0	193	1414514	
0000950159-20-000206	1	93	3433887	
0001567619-20-015504	0	18	133882	N
0001567619-20-015503	0	102	747848	Y
0000905718-20-000866	0	5	3079841	
0001345471-20-000037	4	7	4824165	Y
0001534261-20-000012	0	42	1689747	
0000934999-20-000006	0	198	6626791	N
0001019056-20-000481	0	26	138947	
0001012975-20-000693	3	16	542853	N
0001479847-20-000008	0	10	238565	
0001566887-20-000009	0	42	299238	N
0001085146-20-002309	13	2774	15883471	N
0001340807-20-000009	0	25	4051834	N
0001665590-20-000004	0	32	174044	N
0001567619-20-015497	0	215	514645	N
0001567619-20-015496	3	37	3567419	N
0001567619-20-015495	0	13	249471	N
0001749611-20-000006	0	11	383343	
0001103882-20-000006	5	4350	5761240	N
0001591986-20-000012	0	14	495917	N
0001166309-20-000006	0	35	1079852	N
0001012975-20-000692	0	125	6156510	N
0000950123-20-009123	0	65	2274579	N
0001682475-20-000003	0	33	51020	N
0001104659-20-095584	2	43	2272384	N
0000950123-20-009122	1	3	127522	N
0001567619-20-015493	0	445	1145481	N
0001104659-20-095582	4	608	541543	N
0001666179-20-000003	0	375	546255	N
0001172661-20-001845	0	7	7752895	
0001104659-20-095579	0	7	1179264	N
0001213900-20-022294	0	10	36134	
0001567619-20-015492	0	159	5615135	N
0001567619-20-015491	0	3	738054	N
0001214659-20-007197	0	7	1024885	
0001214659-20-007198	0	69	2018273	
0001104659-20-095577	0	24	135681	
0001363829-20-000152	0	10	183570	N
0001405086-20-000261	1	16	75994	N
0001178913-20-002430	2	39	597140	
0001172661-20-001844	3	69	922283	
0001067926-20-000005	0	39	1695	N
0001172661-20-001842	0	94	1310775	
0001008868-20-000003	0	120	279462	
0001567619-20-015490	2	44	9191866	N
0001062993-20-004015	0	60	22175923	N
0001619083-20-000005	0	12	211796	
0001172661-20-001841	0	44	128056	
0001567619-20-015489	0	24	5177488	N
0001172661-20-001840	0	22	2976763	
0000921895-20-002259	0	2	6178	
0001719087-20-000007	1	158	130440	N
0001628280-20-012724	1	1	0	Y
0001567619-20-015488	0	28	132131	N
0001567619-20-015487	0	40	2403132	N
0001104659-20-095569	0	16	417632	
0001172661-20-001839	1	2178	6181755	
0001214659-20-007195	0	20	1111836	
0001214659-20-007194	0	20	203687	
0000950123-20-009118	2	6	642682	Y
0001791965-20-000016	0	668	1001703	N
0001172661-20-001838	0	11	261771	
0000902664-20-003072	1	141	4481502	
0001172661-20-001837	0	23	6414691	
0000903423-20-000066	0	36	289459	
0001632118-20-000004	0	33	141419	N
0001628280-20-012722	0	2399	5364127	N
0000950123-20-009115	1	0	0	N
0000950123-20-009114	1	2	259376	N
0001308555-20-000003	0	23	139002	
0001213900-20-022277	0	54	1394708	
0001104659-20-095562	0	57	5131829	
0001172661-20-001836	0	17	1538880	
0001632368-20-000004	0	19	164733	N
0001540866-20-000005	0	11	322077	N
0001493152-20-015864	0	46	346112	
0000921895-20-002258	3	14	426251	
0001172661-20-001835	0	25	499658	
0000905718-20-000864	0	44	459159	
0001567619-20-015480	0	25	147210	N
0000950123-20-009111	0	4	459272	N
0001695459-20-000005	0	1	61053	N
0001628280-20-012721	1	2196	16628264	N
0000905718-20-000863	0	7	688465	
0001570598-20-000003	0	64	49795	
0001398344-20-015894	0	264	1758579	
0001172661-20-001833	0	48	2554539	
0001172661-20-001832	0	61	358717	
0001033475-20-000008	0	66	877891	N
0001172661-20-001831	0	93	422992	
0000950123-20-009110	1	453	38663704	N
0001104659-20-095556	0	107	403480	
0001172661-20-001830	1	14	5543488	
0000092230-20-000103	4	7768	45056774	N
0000905718-20-000862	0	12	556768	
0000919185-20-000012	0	82	1175275	N
0001104659-20-095554	2	1	0	Y
0001012975-20-000687	4	59	4103854	N
0001567619-20-015477	0	29	19791953	N
0001567619-20-015478	0	16	1006193	N
0001786767-20-000005	0	8	313493	N
0001353316-20-000007	3	55	1109241	N
0000905718-20-000861	0	46	273295	
0001635236-20-000006	0	9	399637	N
0001567619-20-015475	0	29	119146	N
0001172661-20-001828	1	26	1999582	
0001567619-20-015474	0	9	708631	N
0001104659-20-095551	0	80	5416834	
0001104659-20-095550	1	7	1090329	N
0001567619-20-015473	4	27	782845	N
0000905718-20-000860	0	0	0	Y
0001012975-20-000686	0	0	0	N
0001172661-20-001827	0	71	1329380	
0001104659-20-095545	0	23	17864006	N
0001172661-20-001826	0	38	2035652	
0001104659-20-095543	0	75	862745	
0001306923-20-000015	0	41	1665451	N
0001764387-20-000005	0	765	181072	N
0000905718-20-000859	0	91	16919441	
0001085146-20-002308	0	144	298204	
0001567619-20-015471	0	12	3385224	N
0001420506-20-000983	0	50	734498	N
0001062993-20-004013	0	116	2287244	N
0001214822-20-000007	0	84	8754832	N
0000905718-20-000858	0	8	1811026	
0001600136-20-000007	0	66	306873	N
0000950123-20-009106	0	27	392269	N
0001172661-20-001825	0	36	1098315	
0001104659-20-095538	0	9	60679	
0000950123-20-009105	0	13	1927894	N
0001567619-20-015468	1	43	544925	N
0001567619-20-015467	0	245	1885374	N
0000936753-20-000074	1	153	6565825	N
0001172661-20-001824	0	11	295957	
0001652327-20-000006	0	22	296365	N
0001171843-20-005950	2	781	1211391	
0001633055-20-000003	0	56	1824008	
0001104659-20-095532	0	12	144056	
0000902664-20-003067	0	39	1280337	
0000905718-20-000857	0	29	119974	
0001567619-20-015465	0	4	1240812	N
0001667731-20-000312	0	124	326875	
0001062993-20-004012	0	39	61370	N
0000950123-20-009104	2	13	685564	N
0001645721-20-000013	0	30	345825	N
0001794293-20-000004	0	53	425830	N
0001062993-20-004011	0	489	6026766	N
0001567619-20-015464	0	12	2146433	N
0001104659-20-095529	0	12	1324340	
0001567619-20-015463	0	12	898918	N
0001104659-20-095528	0	19	173219	
0000905718-20-000856	0	38	82936	
0000950123-20-009101	0	54	690273	N
0001694620-20-000004	0	18	91229	
0001104659-20-095524	0	1	23151	N
0001072613-20-000285	0	191	2550263	
0001567619-20-015459	0	17	749049	N
0001410833-20-000003	0	28	419524	N
0001104659-20-095522	1	90	3587423	
0001635925-20-000004	0	33	134559	N
0001065349-20-000009	3	205	751910	N
0001172661-20-001823	0	10	1937977	
0000950123-20-009094	9	5	3037776	N
0000355429-20-000011	1	15	144485	N
0000905718-20-000855	0	31	253463	
0001104659-20-095518	0	114	22670991	
0001804329-20-000003	0	1208	188293	N
0001777813-20-000010	0	26	708221	N
0001104186-20-000005	0	57	885096	N
0001104659-20-095513	0	20	270902	
0001567619-20-015455	1	183	5891236	N
0000905718-20-000854	0	2	10320	
0000859804-20-000008	1	57	590177	Y
0001316580-20-000006	0	87	3908712	N
0001524493-20-000007	0	11	433381	N
0001542952-20-000003	0	1	418	
0001567619-20-015453	0	2	431550	N
0000950123-20-009085	0	4	163417	N
0001104659-20-095509	1	76	1927944	
0001387131-20-007538	0	25	19986	
0000919574-20-005405	0	10	98956	
0000902664-20-003064	0	9	1065433	
0001104659-20-095506	0	40	460116	
0000905718-20-000853	0	9	203657	
0001012975-20-000685	0	51	299309	N
0000950123-20-009081	0	3	39361	Y
0000950123-20-009082	0	2	371176	N
0001567619-20-015452	0	44	3627296	N
0001776090-20-000008	0	17	337825	N
0001133521-20-000012	0	40	814494	
0001398344-20-015884	0	476	178967	
0001567619-20-015450	0	1461	17303000	N
0001104659-20-095505	0	23	4726895	
0001706170-20-000009	0	250	2963938014	N
0001398344-20-015883	0	3	226683	
0001567619-20-015449	0	5	50073	N
0001085146-20-002307	0	1	0	N
0000950123-20-009080	2	6	251992	N
0000950123-20-009079	1	1	60729	N
0001214659-20-007183	0	77	404021	
0001567619-20-015446	0	39	203402	N
0001104659-20-095500	0	8	138353	
0001273087-20-000026	1	334	4345386	N
0001567619-20-015444	0	8	928026	N
0001315863-20-000725	0	12	291151	N
0000905718-20-000852	0	16	1935001	
0001798849-20-000008	0	43	8029868	
0000950123-20-009060	0	36	4767477	N
0000950123-20-009061	1	11802	280432841	N
0001172661-20-001822	0	0	0	
0001671754-20-000008	0	200	1080164	N
0000921895-20-002255	1	14	117686	
0001104659-20-095492	0	10	2324228	
0001104659-20-095489	0	189	3533218	
0001104659-20-095493	0	1	179451	
0001104659-20-095490	4	5189	83949014	
0001567619-20-015442	0	10	703598	N
0000919574-20-005403	0	79	124134	
0000902664-20-003063	0	27	5371052	
0001214659-20-007177	0	18	192570	
0001214659-20-007171	0	20	238812	
0001214659-20-007179	2	4	203970	
0001214659-20-007175	0	338	456262	
0001214659-20-007174	0	1221	8745257	
0001214659-20-007170	0	9	3329785	
0001214659-20-007168	0	63	184413	
0001214659-20-007173	0	45	164092	
0001214659-20-007172	0	11	196105	
0001214659-20-007176	0	37	134499	
0001214659-20-007169	0	29	126202	
0001214659-20-007178	4	35	216218	
0001567619-20-015441	0	29	1643818	N
0001104659-20-095488	0	32	311128	N
0000950123-20-009059	0	217	69307	N
0000950123-20-009058	14	138	202411166	N
0000905718-20-000851	0	10	47030	
0001621855-20-000005	0	27	682970	
0001091860-20-000006	0	394	109588	N
0001315863-20-000724	0	19	544655	N
0000807985-20-000021	2	55	4008568	N
0001622346-20-000006	3	99	1108462	N
0000950123-20-009057	0	18	459195	N
0001273087-20-000025	2	4114	72979328	N
0001567619-20-015440	0	252	635090	N
0001656456-20-000003	0	37	5758450	
0001387131-20-007535	0	143	1323411	
0000902664-20-003062	0	68	1675562	
0001214659-20-007164	0	126	633181	
0001214659-20-007159	0	19	660315	
0001214659-20-007165	1	8	145576	
0001214659-20-007162	0	9	276678	
0001214659-20-007163	0	169	190645	
0001214659-20-007158	0	12	947241	
0001214659-20-007160	0	2	1289	
0001214659-20-007161	1	21	1028604	
0001592643-20-000006	0	149	17409584	N
0001757617-20-000004	8	76	280240	N
0001085146-20-002306	0	1031	3874559	N
0001315863-20-000723	0	35	219328	N
0001452861-20-000003	0	919	281243906	N
0001315863-20-000722	1	37	91214	N
0001547927-20-000004	0	11	8483404	N
0001085146-20-002304	0	113	451658	N
0001578621-20-000004	1	584	4016608	N
0001315863-20-000720	0	22	61925	N
0001310929-20-000005	0	108	1289037	
0001315863-20-000719	0	28	189738	N
0001767313-20-000004	0	118	176485	N
0001420506-20-000979	0	63	101760	N
0001085146-20-002303	0	528	844562	N
0000701059-20-000011	0	747442	1508	N
0001569709-20-000009	8	50	1415265	N
0001567619-20-015431	0	2	109362	N
0001085146-20-002302	0	0	0	N
0001085146-20-002301	7	41	1044782	N
0000902664-20-003061	9	33	468100	
0001085146-20-002300	0	0	0	N
0001085146-20-002299	0	0	0	N
0001567619-20-015430	2	2	44053	N
0001085146-20-002298	0	0	0	N
0001085146-20-002297	0	0	0	N
0001085146-20-002296	0	0	0	N
0001697110-20-000002	0	96	810575	N
0000950123-20-009043	6	167	23585716	N
0001748814-20-000004	0	88	108542	N
0000891092-20-009520	0	21	908902	
0000919574-20-005396	0	15	94742	
0000945631-20-000019	0	55	27341391	N
0001172661-20-001821	0	3	17251	
0001567619-20-015418	2	3	13279	N
0001172661-20-001820	0	15	78545	
0000902664-20-003060	0	2	455006	
0001567619-20-015415	0	1348	28736533	N
0001019056-20-000478	0	26	91668	
0001420506-20-000975	0	32	199071	N
0001804256-20-000003	0	406	146980	N
0001056823-20-000124	1	473	2762921	N
0000919574-20-005392	0	40	24353	
0001608179-20-000003	0	102	212020	N
0001583825-20-000004	4	2	820256	N
0001567619-20-015410	2	1	2461	N
0001094584-20-000003	0	379	107695	N
