ACCESSION_NUMBER	OTHERINCLUDEDMANAGERSCOUNT	TABLEENTRYTOTAL	TABLEVALUETOTAL	ISCONFIDENTIALOMITTED
0001074272-21-000007	0	380	2300653	N
0001085146-21-003395	0	0	0	N
0001674581-21-000004	0	141	415688	N
0001398344-21-021625	0	33	106669	
0000950123-21-015647	8	519	24403796	Y
0001597857-21-000006	1	174	403425	N
0001636587-21-000036	0	108	192954	N
0001808361-21-000009	0	67	132157	N
0001105909-21-000005	0	152	132614	N
0001131181-21-000004	0	113	524224	N
0001783139-21-000005	0	177	1564549	N
0001420506-21-001731	0	12	395607	N
0001062993-21-010947	0	84	36533361	N
0001766150-21-000011	0	275	1475172	
0001415345-21-000005	1	58	698882	N
0001555829-21-000007	0	233	1961664	N
0001739728-21-000005	2	923	1702403	N
0001167376-21-000030	2	1	0	N
0001062993-21-010945	0	57	107990	N
0001569137-21-000005	0	113	2114961	N
0001727783-21-000006	0	440	87210	N
0001730573-21-000005	0	88	472191	N
0001615135-21-000004	0	95	317006	N
0000898417-21-000031	1	9	214390	N
0000949509-21-000022	2	2	178457	
0001740491-21-000010	0	694	217462	N
0001698055-21-000004	0	225	1364378	N
0001600327-21-000009	1	276	468331	N
0001698926-21-000004	0	120	180679	N
0001536336-21-000008	0	13	164024	N
0001840341-21-000004	0	117	107213	N
0001583092-21-000007	0	134	929625	N
0001420506-21-001733	0	14	1891077	N
0001859388-21-000008	0	21	837118	N
0000007773-21-000006	0	31	108040	N
0001567619-21-020519	0	30	401620	N
0000894309-21-000005	0	153	131796	N
0001085146-21-003387	0	25	4441938	N
0001677253-21-000005	0	275	413153	N
0001493152-21-028799	0	48	535386	
0001085146-21-003398	0	89	160921	N
0001740491-21-000009	0	696	178222	N
0001743413-21-000004	1	342	866100	N
0001104659-21-139493	0	1170	83636128	
0001688519-21-000005	12	813	1366698	N
0001716659-21-000004	1	128	241731	N
0001848704-21-000003	0	134	135501	N
0001062993-21-010932	0	4832	12036277	N
0001085146-21-003396	0	0	0	N
0001859677-21-000007	0	282	1113892	N
0001845849-21-000004	1	30	4347000	N
0001754960-21-000216	0	36	104549	N
0001541349-21-000006	1	159	971943	N
0001840561-21-000005	0	34	109602	N
0001085146-21-003391	1	3548	305867605	N
0001762068-21-000004	0	295	219040	N
0001085146-21-003388	0	1892	9402877	N
0001714346-21-000005	0	194	466450	N
0001085146-21-003393	0	0	0	N
0001085146-21-003399	0	78	123846	N
0001642274-21-000006	0	23	95167	N
0001085146-21-003390	0	869	3424089	N
0000950123-21-015631	8	633	44740631	N
0001609251-21-000006	0	13	318782	N
0001595888-21-000027	4	12016	283100446	N
0001728121-21-000005	0	675	829029	N
0001767730-21-000007	0	146	300114	N
0001085146-21-003389	0	2111	9684866	N
0001398344-21-021619	1	423	515512	
0001864910-21-000003	0	161	273190	N
0001213900-21-059609	0	133	1436223	
0001085146-21-003397	0	0	0	N
0001085146-21-003392	1	140	59860124	N
0001848237-21-000005	0	451	355730	N
0001682021-21-000009	0	335	461628	
0001213900-21-059664	0	60	954709	
0001085146-21-003394	0	0	0	N
0001698478-21-000004	0	265	1332532	N
0001174850-21-000080	0	215	387778	N
0001420506-21-001728	0	119	308133	N
0001630888-21-000006	0	952	3298793	N
0001842362-21-000004	0	376	133936	N
0001455969-21-000004	0	223	1633427	N
0001665590-21-000005	0	34	366165	N
0001493152-21-028771	0	1950	3614680	
0001398344-21-021607	0	174	362397	
0001762776-21-000004	0	448	951107	N
0001214659-21-011831	1	37	982954	
0001398344-21-021606	0	176	1063016	
0000947871-21-001201	1	2858	18477902	
0001766904-21-000009	0	135	283259	N
0001398344-21-021602	0	965	429308	
0001051359-21-000016	0	61	4168182	
0001567619-21-020515	0	42	116217	N
0001025835-21-000140	1	713	772585	N
0001172661-21-002403	1	55	587827	
0001405086-21-000305	1	57	1157941	N
0001569136-21-000005	0	1162	2728910	N
0001493152-21-028746	1	108	2138991	
0000897070-21-000009	0	113	1100517	N
0001104659-21-139340	0	130	3173168	
0001085146-21-003380	0	81	710231	N
0001580642-21-005469	0	114	451322	
0001567619-21-020514	1	63	670265	N
0001766228-21-000004	0	43	255751	N
0001067926-21-000006	0	44	1968	N
0001398344-21-021593	1	2706	19302013	
0001172661-21-002402	0	28	246831	
0001567619-21-020511	1	99	435881	N
0001398344-21-021588	0	242	1717216	
0001094584-21-000005	0	401	90645	N
0001104659-21-139318	0	1388	88290502	
0001172661-21-002401	0	28	246831	
0001564702-21-000008	0	751	1391917	N
0001279708-21-000007	0	42	189172	N
0001567619-21-020504	2	186	20050165	N
0001567619-21-020502	0	20	553886	N
0001085146-21-003379	0	46	2428811	N
0001138486-21-000005	0	479	820026	N
0001172661-21-002400	0	1	0	
0001567619-21-020498	0	16	3885771	N
0001420506-21-001727	0	122	252332	N
0001766806-21-000015	0	561	3289592	N
0001085146-21-003378	0	754	1008362	N
0001764387-21-000005	0	471	729671	N
0000902664-21-004975	10	108	855735	
0001104659-21-139303	0	67	3723584	
0001085146-21-003377	0	113	18319374	N
0000950123-21-015609	0	1	64274	N
0000950123-21-015610	0	5	351296	N
0001104659-21-139297	0	7	1415802	N
0001085146-21-003376	0	11	470486	N
0001104659-21-139296	0	81	1981120	
0001567619-21-020494	0	10	1273975	N
0001214659-21-011826	0	38	27095	
0001104659-21-139292	1	11	4002119	N
0001493152-21-028709	1	14	3860673	
0001085146-21-003375	0	0	0	N
0001085146-21-003374	0	0	0	N
0001085146-21-003373	0	0	0	N
0001085146-21-003372	0	0	0	N
0001085146-21-003371	0	0	0	N
0001085146-21-003370	0	0	0	N
0001085146-21-003369	7	625	1775700	N
0001466697-21-000018	0	972	2487576	N
0001567619-21-020492	0	1014	22767998	N
0000902664-21-004974	0	27	7112532	
0001340807-21-000009	0	35	5573855	N
0001172661-21-002397	0	15	1805725	
0001085146-21-003368	0	147	385252	N
0001567619-21-020491	1	1928	3076394	N
0001420506-21-001725	0	10	224232	N
0001172661-21-002396	0	40	2191478	
0001398344-21-021584	0	374	249292	
0001567619-21-020490	1	29	197856	N
0000950159-21-000326	1	133	5123921	
0001566887-21-000011	0	155	774021	N
0001085146-21-003367	2	182	5725519	N
0001567619-21-020489	0	4	200199	N
0001456227-21-000005	0	427	2743986	
0001085146-21-003366	0	0	0	N
0001172661-21-002395	0	17	100728	
0001879202-21-000008	0	13	8263	
0001597843-21-000004	0	139	280761	N
0001567619-21-020488	1	2930	7937042	N
0001420506-21-001723	0	41	227702	N
0001104659-21-139278	0	57	475549	
0001600136-21-000006	0	156	1060260	N
0001085146-21-003365	4	3521	28509198	N
0001567619-21-020486	0	4	80073	N
0001104659-21-139275	0	4	138461	
0001172661-21-002394	0	48	1126944	
0001766904-21-000008	0	242	305180	N
0001172661-21-002393	0	18	595503	
0001446114-21-000060	3	2304	3870648	
0001567619-21-020484	0	21	215786	N
0001172661-21-002392	0	28	246831	
0001085146-21-003364	0	15	248066	N
0000950123-21-015607	0	2	279245	N
0001081019-21-000009	0	3155	77890931	N
0001493152-21-028680	3	120	6630938	
0001493152-21-028678	0	765	4357850	
0001567619-21-020483	0	10	505798	N
0001560717-21-000007	1	491	3821724	N
0001315863-21-000913	0	183	4498951	N
0001567619-21-020482	0	958	11578121	N
0001420506-21-001721	0	39	1726778	N
0001062993-21-010917	0	1213	10131763	N
0001590144-21-000021	0	274	3286034	N
0000950123-21-015605	0	12	1964699	N
0001172661-21-002391	0	582	2213968	
0001398344-21-021580	0	570	1886934	
0001172661-21-002390	0	24	2855826	
0000950123-21-015604	0	2417	37789115	N
0000950123-21-015603	0	2	323059	N
0001645721-21-000012	0	30	292014	N
0001172661-21-002389	0	23	8786243	
0000940394-21-001460	0	2763	71916435	
0001172661-21-002388	0	153	4755966	
0001567619-21-020480	0	444	1487183	Y
0001172661-21-002387	0	21	2043296	
0000950123-21-015600	0	1	48533	N
0001214659-21-011818	0	126	1176148	
0001567619-21-020479	1	38	3510256	N
0001420506-21-001719	0	200	4634357	N
0001800502-21-000004	0	231	192395	
0001567619-21-020478	0	59	5458967	N
0001325091-21-000025	2	3395	24080759	N
0001172661-21-002386	0	26	3470108	
0001104659-21-139252	0	53	641594	
0001567619-21-020477	1	11	245469	N
0001398344-21-021578	0	1005	2465805	
0001085146-21-003363	0	40	803220	N
0001766564-21-000005	0	215	341079	N
0001801263-21-000005	2	295	1127138	N
0001567619-21-020475	0	5	3832472	N
0001172661-21-002384	0	29	1366169	
0001172661-21-002382	2	36	429472	
0001104659-21-139249	0	95	7216742	
0001809494-21-000009	0	66	344719	N
0001567619-21-020474	0	434	905027	N
0001709323-21-000005	0	7	2147971	N
0001316580-21-000008	0	207	11179942	N
0001325091-21-000024	2	200	4225811	N
0001602189-21-000008	0	72	7594920	N
0001085146-21-003362	0	31	796978	N
0001567619-21-020473	0	9	444135	N
0001085146-21-003361	0	1	0	N
0001567619-21-020472	0	24	1681491	N
0001085146-21-003360	0	22	713876	N
0001283072-21-000005	4	3915	16655214	N
0001132699-21-000004	0	237	958493	N
0000891092-21-007358	0	17	926188	
0001085146-21-003359	0	121	2843328	N
0001104659-21-139230	0	48	637339	N
0001315863-21-000912	0	58	247331	N
0001325091-21-000023	2	2204	23482337	N
0001085146-21-003358	3	2598	53940040	N
0001803988-21-000004	0	63	175152	N
0001104659-21-139220	4	905	912470	N
0001172661-21-002378	0	127	3186106	
0001085146-21-003357	0	0	0	N
0001172661-21-002377	1	2839	34809386	
0000950123-21-015596	1	2	154899	N
0000950123-21-015597	0	88	2863585	N
0000950123-21-015592	0	27	21569283	N
0000950123-21-015593	3	7	708744	Y
0001085146-21-003356	2	1167	3488801	N
0001172661-21-002376	2	49	1633498	
0000902664-21-004973	0	109	1713785	
0001315863-21-000911	0	30	215346	N
0001456114-21-000008	0	806	1481119	N
0001178913-21-003553	0	4	457602	
0001418812-21-000065	1	13	8633743	N
0000902664-21-004972	0	2	373427	
0000902664-21-004971	0	36	1740188	
0001214659-21-011816	0	162	4102428	
0001214659-21-011815	0	12	1421806	
0001567619-21-020468	1	224	8365344	N
0001104659-21-139214	1	103	4015698	
0001567619-21-020467	0	230	9843341	N
0001012975-21-000466	0	139	6887068	N
0000902664-21-004970	0	12	834374	
0001085146-21-003355	0	0	0	N
0001012975-21-000465	4	47	4684473	N
0001085146-21-003354	0	0	0	N
0001172661-21-002374	0	2	106871	
0001172661-21-002373	0	355	12687805	
0001257391-21-000007	0	645	4828431	N
0001567619-21-020466	0	7	24762	N
0001085146-21-003353	0	0	0	N
0001567619-21-020465	0	4	3867398	N
0001178913-21-003551	2	72	731370	
0001085146-21-003352	0	0	0	N
0001315863-21-000910	0	6	11612	Y
0001632368-21-000004	0	62	303006	N
0001567619-21-020463	0	12	2102965	N
0001172661-21-002370	3	173	1491303	
0001172661-21-002369	0	2	12889	
0001567619-21-020462	0	41	228786	N
0001449434-21-000011	2	165	20174656	N
0001420506-21-001717	0	12	543280	N
0001080171-21-000008	0	541	5383509	N
0001695459-21-000009	0	1	88888	N
0001172661-21-002368	1	123	432781	
0001085146-21-003350	0	79	99994	N
0001567619-21-020459	7	3419	39487961	N
0001315863-21-000909	0	21	138715	N
0001172661-21-002367	0	20	1186210	
0001085146-21-003349	2	45	665716	N
0001420506-21-001716	0	11	276248	N
0000919574-21-007134	0	32	94212	
0001398344-21-021571	0	14	238788	
0001567619-21-020457	0	9	688514	N
0001085146-21-003348	0	0	0	N
0001540866-21-000006	0	11	473103	N
0001085146-21-003347	0	0	0	N
0001315863-21-000908	0	24	1374153	N
0001591307-21-000009	0	17	30872	
0001085146-21-003346	0	19	391979	N
0001879202-21-000006	0	33	613149	
0001172661-21-002366	0	791	18402436	
0001172661-21-002365	1	10	4139227	
0001315863-21-000907	0	28	544251	N
0001398344-21-021570	0	26	105984	
0000884548-21-000006	0	163	945511	N
0001535457-21-000009	0	0	0	N
0001567619-21-020455	2	46	13939885	N
0001085146-21-003345	1	118	274325	N
0001420506-21-001714	0	986	834843	N
0001315863-21-000906	0	38	1620230	N
0001432539-21-000006	0	128	1266493	N
0001434819-21-000010	2	900	56264987	
0001085146-21-003344	0	620	1507733	N
0001507971-21-000005	1	150	226	N
0001398344-21-021568	0	87	251951	
0001172661-21-002364	0	15	723580	
0001085146-21-003343	0	106	252858	N
0001874761-21-000008	0	30	144410	N
0001802528-21-000008	0	20	274991	N
0001323953-21-000009	0	18	2039426	N
0000950123-21-015588	3	125	5721575	N
0001567619-21-020453	0	9	1003768	N
0001315863-21-000905	0	15	804040	N
0001050442-21-000016	0	79	5044772	N
0001172661-21-002362	0	19	167868	
0001606587-21-001632	0	74	514216	N
0000919574-21-007132	1	15	1242444	
0001420506-21-001713	0	133	411142	N
0000950123-21-015587	2	572	41940235	N
0000810121-21-000008	0	3979	3131152	N
0001172661-21-002361	0	544	1023827	
0001062993-21-010910	11	15	11643685	N
0000919574-21-007131	0	10	294870	
0001172661-21-002360	0	38	309476	
0001172661-21-002359	1	38	10348895	
0001420506-21-001711	0	83	571968	N
0001172661-21-002358	0	576	2963016	
0001567619-21-020449	0	21	496963	N
0000807985-21-000017	3	67	5269643	N
0001221073-21-000124	0	427	1513107	
0001641864-21-000008	0	59	1677160	
0001441843-21-000007	0	18	1134634	
0001507673-21-000022	1	4	214271	N
0001172661-21-002357	0	14	118425	
0001012975-21-000464	0	14	1903353	N
0001567619-21-020448	0	51	1994015	N
0001315863-21-000904	0	157	525606	N
0001221073-21-000123	0	45	224146	
0001567619-21-020447	4	37	1179717	N
0001172661-21-002356	0	95	2088723	
0001578621-21-000007	3	976	8868381	N
0001306923-21-000026	0	42	1656829	N
0001512601-21-000009	0	247	357774	N
0001221073-21-000122	0	60	237594	
0001777813-21-000013	0	41	4234679	N
0001221073-21-000121	0	367	739344	
0001387131-21-011133	0	51	10066239	
0001315863-21-000903	0	5	96628	N
0001172661-21-002355	0	6	9463494	
0001221073-21-000120	0	444	650631	
0001172661-21-002353	0	24	307374	
0001567619-21-020445	0	43	10777863	N
0001172661-21-002352	1	26	248921	
0001104659-21-139190	0	16	492476	N
0001221073-21-000119	0	115	213906	
0001315863-21-000902	0	2	87783	N
0001469026-21-000013	0	12	3334980	N
0001420506-21-001710	0	72	1135558	N
0001387131-21-011130	0	19	1555053	
0001221073-21-000118	0	135	268263	
0001104659-21-139188	0	22	23190042	N
0001172661-21-002351	0	22	239152	
0001398344-21-021565	0	3	385654	
0000919574-21-007130	1	13	1343076	
0001315863-21-000901	0	5	294133	N
0001104186-21-000007	0	78	2422141	N
0001104659-21-139186	0	75	5733591	N
0001315863-21-000900	0	0	0	N
0001172661-21-002350	0	123	1106416	
0001172661-21-002349	0	41	1631010	
0001776090-21-000009	0	16	1464838	N
0001879202-21-000005	0	30	869802	
0001104659-21-139181	0	5	2309341	
0001539497-21-001816	7	21	22521664	
0001437749-21-026730	4	5	377315	N
0001315863-21-000899	0	1	0	Y
0001420506-21-001709	0	97	615771	N
0000950123-21-015582	0	6	128116	Y
0000950123-21-015581	0	3	148557	N
0000950123-21-015579	0	3	80224	Y
0000950123-21-015580	0	111	1696999	N
0001315863-21-000898	0	1	435	N
0001542606-21-000007	0	42	805943	N
0001591986-21-000017	0	14	550587	N
0001447228-21-000012	0	30	2031416	
0001567619-21-020437	0	367	3707565	N
0000950123-21-015578	0	4	2986725	N
0001172661-21-002348	0	21	41016	
0001315863-21-000897	0	0	0	N
0001776033-21-000006	0	313	459825	N
0001012975-21-000460	0	64	691992	N
0001172661-21-002347	0	42	3659805	
0001833471-21-000007	0	0	0	N
0001567619-21-020436	3	30	2862232	N
0000919574-21-007127	1	29	1012192	
0001172661-21-002346	0	1	1351309	
0001012975-21-000459	3	13	1658963	N
0000921895-21-002675	0	6	160495	
0001315863-21-000896	0	41	358316	N
0001879202-21-000004	0	7	247478	
0001387131-21-011126	0	25	772332	
0001172661-21-002344	1	31	3632877	
0000921895-21-002674	0	4	12886	
0000732847-21-000007	0	86	301689	N
0001398344-21-021560	0	17	238034	
0001387322-21-000017	0	69	15234137	
0001172661-21-002343	0	3	235526	
0001315863-21-000895	0	27	58322	N
0001567619-21-020430	0	5	906821	N
0001103882-21-000008	5	1831	4083918	N
0001567619-21-020429	0	5	157650	N
0001172661-21-002342	0	1	12501	
0001567619-21-020427	0	10	341600	N
0001308555-21-000005	0	689	21582565	
0001697868-21-000005	0	9	2517150	N
0001353316-21-000006	2	211	1880177	N
0001012975-21-000458	0	10	205729	N
0001221073-21-000117	0	53	106421	
0000905718-21-001507	0	50	2166643	
0001172661-21-002341	0	117	5303484	
0001221073-21-000116	0	216	465234	
0000921895-21-002673	3	18	727271	
0001315863-21-000894	0	141	6354570	N
0001172661-21-002339	0	186	581415	
0001062993-21-010900	0	522	4090744	N
0001012975-21-000457	0	14	308085	N
0001567619-21-020424	1	5	270207	N
0001172661-21-002338	1	4	17870	
0001308555-21-000004	0	30	238717	
0000950123-21-015526	4	5	1590633	N
0001567619-21-020422	0	23	3861627	N
0000950123-21-015533	16	6	8479874	N
0000950123-21-015534	5	33	1612006	N
0001398344-21-021558	0	15	5740801	
0000905718-21-001506	0	2	1148369	
0000902664-21-004969	0	12	7450672	
0001221073-21-000114	0	379	1400107	
0001398344-21-021557	0	47	2034447	
0001363829-21-000196	1	9	219911	N
0001567619-21-020420	0	8	650800	N
0001104659-21-139155	0	26	778547	N
0001172661-21-002336	0	31	2293108	
0001315863-21-000892	1	74	98473	N
0000905718-21-001505	0	39	200746	
0001315863-21-000891	0	1	0	Y
0001104659-21-139153	0	2	145914	N
0001879202-21-000003	0	237	1447158	
0001172661-21-002335	0	75	576081	
0001166309-21-000008	0	46	854664	N
0001560207-21-000008	0	14	486152	
0001745981-21-000006	1	317	4571097	N
0001172661-21-002333	1	17	7965108	
0001481669-21-000022	0	42	12930807	N
0001012975-21-000454	2	28	312401	N
0000905718-21-001504	0	31	133750	
0000950123-21-015520	0	7	1070900	N
0000950123-21-015519	1	5	3563338	N
