ACCESSION_NUMBER	OTHERINCLUDEDMANAGERSCOUNT	TABLEENTRYTOTAL	TABLEVALUETOTAL	ISCONFIDENTIALOMITTED
0001420506-23-001256	0	0	0	N
0001420506-23-001254	0	0	0	N
0001979460-23-000004	0	3	11085	N
0001649910-23-000009	0	245	1465229289	
0001698091-23-000001	0	111	184434134	N
0001741024-23-000009	0	528	883265830	N
0001976435-23-000007	0	78	454495732	N
0001976435-23-000006	0	78	405847572	N
0001976435-23-000004	0	84	348544505	N
0001976435-23-000003	0	83	373985444	N
0001140361-23-031424	0	1	11399959	
0001140361-23-031423	0	6	9749394	
0001140361-23-031416	0	1	11867424	
0001140361-23-031414	0	6	9838140	
0001085146-23-002538	0	78	163070849	N
0001140361-23-031379	1	203	241814845	
0001140361-23-031375	1	101	273367271	
0001140361-23-031372	1	2384	6451875653	
0001140361-23-031369	1	2211	10274723236	
0001854440-23-000006	0	18	1330503718	N
0001976435-23-000002	0	81	356346186	N
0001140361-23-031351	1	141	171969439	
0001140361-23-031347	1	108	209776561	
0001140361-23-031343	1	2403	5464965789	
0001140361-23-031341	1	2189	8582072587	
0001140361-23-031338	1	139	176185810	
0001140361-23-031333	1	109	224334689	
0001140361-23-031331	1	2416	5722564661	
0001140361-23-031329	1	2187	8900998082	
0001085146-23-002537	0	4	81208530	N
0001642044-23-000003	0	9	6113	N
0001140361-23-030940	0	1	13121858	
0001140361-23-030939	0	6	11469847	
0000950123-23-005851	0	1	1226469218	N
0000950123-23-005854	0	107	3830299972	N
0000950123-23-005852	0	93	1620836077	N
0000950123-23-005853	0	83	1237388953	N
0000950123-23-005855	0	94	1847131724	N
0000950123-23-005850	0	122	3038705416	N
0000950123-23-005849	0	113	3299431505	N
0001140361-23-030898	1	130	194635393	
0001140361-23-030896	1	103	313530026	
0001140361-23-030894	1	2404	6488675809	
0001140361-23-030892	1	2166	9862083930	
0001213900-23-050627	0	164	338391616	
0001140361-23-030755	1	228	424021417	
0001140361-23-030751	1	176	512416529	
0001140361-23-030748	1	2481	6676853520	
0001140361-23-030745	1	2260	10527456117	
0001140361-23-030734	1	214	251380081	
0001140361-23-030730	1	106	285786583	
0001140361-23-030727	1	2627	6650228906	
0001140361-23-030725	1	2459	10513349350	
0001085146-23-002533	0	1	0	N
0001085146-23-002532	0	1	0	N
0001085146-23-002531	0	80	329150128	N
0001085146-23-002530	0	69	289621710	N
0001140361-23-030682	1	139	232418240	
0001140361-23-030678	1	106	298745515	
0001140361-23-030674	1	2643	7126323946	
0001140361-23-030671	1	2391	11511955325	
0000919574-23-003769	1	1	9044687	
0000919574-23-003767	1	3	21571784	
0000919574-23-003765	1	5	18987219	
0000919574-23-003763	1	5	39902630	
0000919574-23-003761	1	8	79601880	
0000919574-23-003759	1	4	70832000	
0000919574-23-003757	1	5	118759538	
0001140361-23-030439	1	106	93981160	
0000919574-23-003755	1	10	194079201	
0001140361-23-030435	1	133	346244920	
0001140361-23-030431	1	2136	2709389762	
0001140361-23-030428	1	2592	14731108524	
0001140361-23-030420	1	120	76995431	
0001140361-23-030419	1	142	293473506	
0001140361-23-030418	1	2247	2201828594	
0001140361-23-030417	1	2710	12237375456	
0001398344-23-012117	0	705	234142077	
0001178913-23-002237	2	513	239937	
0000950123-23-005791	0	1	201272671	N
0000950123-23-005793	0	1	150632888	N
0000950123-23-005792	0	1	170046754	N
0000950123-23-005790	0	1	114027225	N
0001900110-23-000004	0	223	179744639	N
0001172661-23-002382	0	5	958111009	
0001172661-23-002381	0	0	0	
0001172661-23-002380	0	0	0	
0001172661-23-002379	0	1	80602226	
0001172661-23-002378	0	6	573308808	
0001172661-23-002377	0	3	495856757	
0000950123-23-005748	0	1	6767	N
0000947871-23-000679	0	15	741968130	
0000947871-23-000678	0	15	707366596	
0000947871-23-000677	0	17	635518836	
0000947871-23-000676	0	17	856317544	
0000947871-23-000675	0	6	131812420	
0000947871-23-000674	0	9	205843498	
0000947871-23-000673	0	10	226142063	
0000947871-23-000672	0	11	313599499	
0000938076-23-000005	0	2241	43109029758	N
0000938076-23-000004	0	2311	40817766493	N
0001140361-23-029814	1	123	73616679	
0001140361-23-029812	1	141	271375858	
0001140361-23-029806	1	2189	2034748222	
0001140361-23-029803	1	2655	11386164283	
0001140361-23-029797	1	119	76733299	
0001140361-23-029796	1	137	295508521	
0001140361-23-029793	1	2234	2158769304	
0001140361-23-029787	1	2692	12554293923	
0001172661-23-002374	0	24	97025998	
0001420506-23-001227	5	3683	6234327627	N
0001950841-23-000002	0	80	329150128	N
0001950841-23-000001	0	69	289621710	N
0001172661-23-002373	0	23	137028983	
0001682475-23-000007	0	25	80362075	
0001682475-23-000006	0	21	68701	
0001682475-23-000005	0	26	74248	
0001682475-23-000004	0	26	96992	
0001951757-23-000320	0	30	115340404	N
0000887602-23-000005	0	593	151392160	N
0001542166-23-000009	0	184	863797657	N
0001542166-23-000007	0	186	809650262	N
0001398344-23-011995	0	69	41779841	
0001398344-23-011985	0	70	37706272	
0000950123-23-005691	0	1	50602117	N
0001398344-23-011940	0	621	5549327143	
0001035463-23-000003	2	252	1252236792	N
0001908275-23-000004	0	105	98683835	N
0001846333-23-000003	0	43	137870476	N
0001683168-23-004006	0	97	600557	
0001683168-23-004002	0	96	699826	
0001683168-23-003995	0	99	614263	
0001979556-23-000001	0	102	187665751	N
0001214659-23-008329	0	224	178998730	
0001890698-23-000001	0	78	96154823	N
0001398344-23-011701	0	368	165645723	
0001331875-23-000033	0	34	2610029	
0001398344-23-011667	0	228	1618884034	
0001405086-23-000142	4	10	52062870	N
0001062993-23-013019	0	111	153044727	N
0001104659-23-068450	3	19	150735559	
0001968507-23-000004	0	137	141220840	N
0001968507-23-000003	0	133	130437624	N
0001172661-23-002364	0	20	107026208	
0001172661-23-002363	0	25	102717884	
0001172661-23-002362	0	26	108918843	
0001602476-23-000002	0	90	198809062	N
0001062993-23-012947	0	111	151295710	N
0001172661-23-002361	0	87	849918615	
0001172661-23-002360	0	89	776204675	
0001867731-23-000005	0	45	99899833	
0001398344-23-011544	0	658	5814436176	
0001085146-23-002520	0	758	1524558042	N
0001298088-23-000017	2	1138	29772263175	N
0001387131-23-007145	0	1	440019815	
0000945621-23-000294	0	1143	1670709350	
0001845003-23-000002	0	149	410000009	N
0001845003-23-000001	0	214	184793594	N
0000950123-23-005630	9	3423	84185563997	N
0001085146-23-002518	0	148	305602633	N
0001085146-23-002517	0	39	197428952	N
0001085146-23-002516	0	31	192326759	N
0001085146-23-002515	0	34	188275119	N
0001085146-23-002514	0	34	195972507	N
0001085146-23-002513	0	34	174425138	N
0001085146-23-002512	0	44	171766253	N
0001085146-23-002511	0	44	165635459	N
0001085146-23-002510	0	44	159661231	N
0001085146-23-002509	0	43	151308113	N
0001085146-23-002508	0	40	132034526	N
0001085146-23-002507	0	42	139956341	N
0001085146-23-002505	0	47	128511302	N
0001085146-23-002506	0	43	132116083	N
0001951757-23-000319	0	119	163531021	N
0001951757-23-000318	0	116	157050004	N
0001978011-23-000010	0	82	281050294	N
0001978011-23-000009	0	74	188700509	N
0001978011-23-000008	0	79	192587276	N
0001978011-23-000007	0	88	224997003	N
0001978011-23-000006	0	123	283007920	N
0001978011-23-000005	0	117	271576461	N
0001762068-23-000003	0	290	245208	N
0001978011-23-000004	0	114	255367801	N
0001978011-23-000003	0	111	140543208	N
0001978011-23-000002	0	92	114663960	N
0001683754-23-000002	0	87	226339788	N
0001337851-23-000005	0	0	0	N
0001062993-23-012500	0	485	675224547	Y
0001979460-23-000003	0	3	7500	N
0001437749-23-016095	1	660	301178743	N
0001437749-23-016094	1	665	278474229	N
0001754960-23-000172	0	49	55821937	N
0001979460-23-000002	0	3	7500	N
0001822731-23-000003	0	59	185497444	N
0001628280-23-020059	1	68	2474204457	N
0001954551-23-000003	0	65	131342209	N
0001213900-23-043666	0	49	170269295	
0001815183-23-000001	0	124	331470192	N
0001085146-23-002503	0	54	379653138	N
0001085146-23-002502	0	50	372392643	N
0001085146-23-002501	0	51	349804229	N
0001085146-23-002500	0	45	316227074	N
0001085146-23-002499	0	47	303880548	N
0001085146-23-002498	0	43	282018064	N
0001085146-23-002497	0	41	216817909	N
0001085146-23-002496	0	42	235807445	N
0001085146-23-002495	0	39	218302255	N
0001085146-23-002494	0	37	216037452	N
0001085146-23-002493	0	40	205149376	N
0001085146-23-002492	0	41	165528783	N
0001085146-23-002491	0	39	186255421	N
0001085146-23-002490	0	48	174014609	N
0001085146-23-002489	0	52	175312233	N
0001398344-23-010491	0	318	654529460	
0001966116-23-000002	0	72	107112447	N
0001172661-23-002359	0	108	79791429	
0001661222-23-000012	0	47	203693	N
0001661222-23-000011	0	44	250756	N
0001661222-23-000010	0	47	238701	N
0001661222-23-000009	0	43	226569	N
0001661222-23-000008	0	43	237488	N
0001661222-23-000007	0	62	196384	N
0001085146-23-002480	0	1787	32723349298	N
0001085146-23-002479	0	119	289241156	N
0001454937-23-000011	1	42	180411043	
0001454937-23-000008	1	44	173609344	
0001420506-23-001215	0	484	22267755298	N
0001222765-23-000009	0	74	1232814	
0000829108-23-000004	0	704	12387745388	
0001821268-23-000092	0	497	550482724	
0001135428-23-000058	0	227	2408089305	
0001616328-23-000002	0	258	910741	N
0001967157-23-000002	0	1	100	N
0001760444-23-000003	0	456	144467	N
0001172661-23-002358	0	4	353007866	
0001572748-23-000009	1	298	812557336	
0001666606-23-000011	0	290	972034	N
0001597298-23-000002	0	212	167552693	N
0001682475-23-000003	0	27	97993027	
0001213900-23-042583	0	266	182962017	
0000899140-23-000680	0	8	123219996	
0001741129-23-000005	2	38	1742216	N
0000906304-23-000082	0	912	9990803617	
0001420506-23-001213	0	109	31695317	N
0001420506-23-001211	0	177	81508417	N
0001600064-23-000003	3	1422	3038075	
0000709364-23-000009	0	906	9515759548	
0001067324-23-000002	0	130	1411817559	N
0001760444-23-000002	0	455	143933	N
0000950123-23-005586	8	690	26090971323	N
0000887602-23-000004	0	593	151392160	N
0001661222-23-000006	0	73	207441	N
0000950123-23-005579	1	1	5395640	N
0001213900-23-042110	0	141	187617518	
0001729254-23-000003	0	964	208473	N
0001719203-23-000003	0	37	183473	N
0001062993-23-011938	2	2268	62351198536	N
0001894921-23-000003	0	30	180301680	N
0001445893-23-000002	0	335	168529873566	N
0001172661-23-002356	1	163	3246113921	
0001911726-23-000002	0	844	202203271	N
0001566601-23-000005	0	740	2299506	N
0001847772-23-000002	0	294	118936	N
0001600151-23-000003	0	656	1228830	N
0001846677-23-000008	0	16	461180368	N
0000950142-23-001502	0	3	21748592	
0000950142-23-001501	0	2	8332	
0000950123-23-005575	13	11222	304945216045	N
0000918504-23-000002	0	102	250642138	N
0001398344-23-010041	0	157	269910587	
0001019231-23-000004	0	19	260309	N
