ACCESSION_NUMBER	OTHERMANAGER_SK	CIK	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	NAME
0001398344-24-016808	184263		028-00126			The Glenmede Trust Company, N.A.
0001469751-24-000011	184251		028-12230			ALPS Advisors
0001469751-24-000011	184252		028-06487			First Trust Advisors LP
0001469751-24-000010	184260		028-06487			First Trust Advisors LP
0001469751-24-000010	184259		028-12230			ALPS Advisors
0001469751-24-000009	184258		028-06487			First Trust Advisors LP
0001469751-24-000009	184257		028-12230			ALPS Advisors
0001469751-24-000008	184262		028-06487			First Trust Advisors LP
0001469751-24-000008	184261		028-12230			ALPS Advisors
0001469751-24-000007	184250		028-06487			First Trust Advisors LP
0001469751-24-000007	184249		028-12230			ALPS Advisors
0001962449-24-000005	184254	0001830819	028-20379	000283330	801-56126	Kestra Advisory Services, LLC
0001962449-24-000005	184255	0001780607	028-19551			Arden Trust Co
0001420506-24-001814	184253		028-21010			SilverArc Capital Management, LLC
0001348883-24-000015	184256	0000038777	028-00734			FRANKLIN RESOURCES INC
0002034934-24-000001	184248	0001641864	028-16878	000130640	801-62943	Giverny Capital Inc.
0001894749-24-000002	184245	0001589176	028-18920			SPX Gestao de Recursos Ltda
0001894749-24-000003	184247	0001589176				SPX Gestao de Recursos Ltda
0001894749-24-000004	184246	0001589176	028-18920			SPX Gestao de Recursos Ltda
0001085146-24-004168	184227	0001163648	028-10064			CI Investments Inc.
0001085146-24-004168	184228	0001692234	028-17598			Russell Investments Group, Ltd.
0001085146-24-004163	184229	0001163648	028-10064			CI Investments Inc.
0001085146-24-004163	184230	0001692234	028-17598			Russell Investments Group, Ltd.
0001085146-24-004162	184231	0001163648	028-10064			CI Investments Inc.
0001085146-24-004162	184232	0001692234	028-17598			Russell Investments Group, Ltd.
0001398344-24-015107	184233		028-10860	000125523	801-61878	ALGERT GLOBAL LLC
0001398344-24-015107	184238		028-21264	000306128	801-117641	CSM Advisors, LLC
0001398344-24-015107	184236		028-10104	000109678	801-63055	ALTRINSIC GLOBAL ADVISOR, LLC
0001398344-24-015107	184235		028-18686	000170939	801-79728	RED CEDAR INVESTMENT MANAGEMENT, LLC
0001398344-24-015107	184234		028-05637	000108254	801-14172	ADVISORY RESEARCH, INC.
0001398344-24-015107	184237		028-21352	000312148	801-120192	NSI Retail Advisors, LLC
0001398344-24-015107	184240			000120338	801-61115	EVANSTON CAPITAL MANAGEMENT, LLC
0001398344-24-015107	184239		028-03133	000105834	801-15323	KENNEDY CAPITAL MANAGEMENT
0001563660-24-000088	184222	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000088	184221	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000087	184201	0001348883	028-11611			Clearbridge Investments, LLC
0001563660-24-000087	184202	0001899384				Fidelity Investments Canada ULC
0001563660-24-000087	184203	0001505817	028-14036			Fiera Capital Corp
0001563660-24-000087	184205	0001132702				FRANKLIN TEMPLETON INVESTMENTS CORP
0001563660-24-000087	184206	0001584691	028-15606			Global Alpha Capital Management Ltd.
0001563660-24-000087	184207	0001749768	028-18939			Impax Asset Management Group plc
0001563660-24-000087	184208	0001428948	028-13410			Impax Asset Management LTD
0001563660-24-000087	184209	0001131154	028-06137			Invesco Canada Ltd.
0001563660-24-000087	184210	0001123778	028-06075			JARISLOWSKY, FRASER Ltd
0001563660-24-000087	184211	0000019617				JPMORGAN CHASE & CO
0001563660-24-000087	184212	0001207017	028-10469			LAZARD ASSET MANAGEMENT LLC
0001563660-24-000087	184213	0000912938	028-04968			MASSACHUSETTS FINANCIAL SERVICES CO /MA/
0001563660-24-000087	184214	0001767843	028-19315			MIROVA
0001563660-24-000087	184215	0001137774	028-10077			PRUDENTIAL FINANCIAL INC
0001563660-24-000087	184216	0001163368	028-10952			PACIFIC INVESTMENT MANAGEMENT CO LLC
0001563660-24-000087	184217	0001510481	028-14146			Sarasin & Partners LLP
0001563660-24-000087	184218	0000080255				PRICE T ROWE ASSOCIATES INC /MD/
0001563660-24-000087	184219	0000902219	028-04557			WELLINGTON MANAGEMENT GROUP LLP
0001563660-24-000087	184220	0001138897	028-10245			Western Asset Management Company, LLC
0001563660-24-000087	184200	0001163648				CI INVESTMENTS INC.
0001563660-24-000087	184199	0001596800	028-16144			Connor, Clark & Lunn Investment Management Ltd.
0001563660-24-000087	184198	0001361974	028-11939			Beutel, Goodman & Co Ltd.
0001563660-24-000087	184197	0001085972	028-04395			BAILLIE GIFFORD OVERSEAS LTD
0001563660-24-000087	184196	0001330387	028-11416			Amundi
0001563660-24-000087	184195	0001109448				ALLIANCEBERNSTEIN L.P.
0001563660-24-000087	184194	0001569411	028-15211			Addenda Capital Inc.
0001563660-24-000087	184193	0000916542	028-05990			ACADIAN ASSET MANAGEMENT LLC
0001563660-24-000087	184192	0001716774				abrdn plc
0001563660-24-000087	184191	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000087	184204	0001513216	028-14423			First Sentier Investors (Australia) IM Ltd
0001085146-24-004084	184223	0001061186	028-07104	000104702	801-11916	WCM INVESTMENT MANAGEMENT, LLC
0001085146-24-004084	184224	0000932859	028-04558	000114310	801-60485	PARAMETRIC PORTFOLIO ASSOCIATES LLC
0001085146-24-004085	184225	0001061186	028-07104	000104702	801-11916	WCM INVESTMENT MANAGEMENT, LLC
0001085146-24-004085	184226	0000932859	028-04558	000114310	801-60485	PARAMETRIC PORTFOLIO ASSOCIATES LLC
0002030060-24-000004	184183		028-21480			National Bank of Canada
0000902664-24-005203	184185	0001603465	028-16258	000292081		Cubist Systematic Strategies, LLC
0000902664-24-005203	184189	0002006887	028-23927	000329574		Point72 Italy, S.r.l.
0000902664-24-005203	184188	0001666791	028-17282	000292069		Point72 Asia (Singapore) Pte. Ltd.
0000902664-24-005203	184187	0001698051	028-17887	000292074		Point72 Europe (London) LLP
0000902664-24-005203	184184	0001949771	028-23094	000323525		Point72 Middle East FZE
0000902664-24-005203	184190	0002017863	028-24178	000330656		Point72 (DIFC) Ltd
0000902664-24-005203	184186	0001599822	028-16027	000292047		Point72 Hong Kong Ltd
0001085146-24-004073	184182	0001692234	028-17598			Russell Investments Group, Ltd.
0001085146-24-004073	184181	0001163648	028-10064			CI Investments Inc.
0001041062-24-000135	184179		028-5620			Brandes Investment Partners, L.P.
0001041062-24-000134	184180		028-5620			Brandes Investment Partners, L.P.
0001337848-24-000003	184167		028-10952			Pacific Investment Management Co LLC
0000895421-24-000437	184178	0000895421	028-03432			MORGAN STANLEY
0000895421-24-000436	184175	0001916464	028-22389			Cook Street Consulting, Inc.
0000895421-24-000435	184176	0000895421	028-03432			MORGAN STANLEY
0000895421-24-000434	184177	0001916464	028-22389			Cook Street Consulting, Inc.
0001624489-24-000006	184170	0001310051	028-11012			PIER CAPITAL, LLC
0001624489-24-000006	184171	0001591546	028-15835			Pacific Ridge Capital Partners, LLC
0001624489-24-000006	184173	0001538449	028-14623			Mawer Investment Management Ltd.
0001624489-24-000006	184174	0001386060	028-12484			Boston Partners
0001624489-24-000006	184169	0001341401	028-11487			River Road Asset Management, LLC
0001624489-24-000006	184168	0000938206	028-04207			DRIEHAUS CAPITAL MANAGEMENT LLC
0001624489-24-000006	184172	0001364615	028-11964			Aperio Group, LLC
0000926171-24-000013	183413		028-21480			National Bank of Canada
0001563660-24-000086	183410	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000086	183409	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000085	183260	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000085	183259	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000084	183772	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000084	183773	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000083	184104	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000083	184105	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000082	183909	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000082	183908	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000081	183408	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000081	183407	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000080	183352	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000080	183353	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000079	183308	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000079	183307	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000078	183764	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000078	183763	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000077	183474	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000077	183473	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000076	183213	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000076	183214	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000075	183624	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000075	183623	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000074	183953	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000073	183638	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000072	183366	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000071	183201	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000070	183970	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000069	183272	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000068	184066	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000067	183952	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000066	183204	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000065	184045	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000064	183478	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000063	183949	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000062	183203	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000062	183202	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000061	183679	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000061	183680	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000060	183960	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000060	183961	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000059	183963	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000059	183962	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000058	183402	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000058	183401	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000057	183209	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000057	183208	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000056	183452	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000056	183451	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000055	183268	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000055	183267	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000054	183461	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000054	183460	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000053	183658	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000053	183657	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000052	183265	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000052	183266	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000051	183538	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000051	183539	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000050	183263	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000050	183264	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000049	183684	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000049	183685	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000048	183951	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000048	183950	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000047	183311	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000047	183312	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000046	183719	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000046	183718	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000045	183273	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000045	183274	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000044	183770	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000044	183771	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000043	183199	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000043	183200	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000042	183665	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000042	183664	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000042	183666	0001596800	028-16144			Connor, Clark & Lunn Investment Management Ltd.
0001563660-24-000041	183762	0001596800	028-16144			Connor, Clark & Lunn Investment Management Ltd.
0001563660-24-000041	183761	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000041	183760	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000040	184069	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000040	184071	0001596800	028-16144			Connor, Clark & Lunn Investment Management Ltd.
0001563660-24-000040	184070	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000039	183269	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000039	183271	0001596800	028-16144			Connor, Clark & Lunn Investment Management Ltd.
0001563660-24-000039	183270	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000038	183670	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000038	183671	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000037	183420	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000037	183419	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000036	183668	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000036	183667	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000035	183348	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000035	183347	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000034	183911	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000034	183910	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000033	183660	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000033	183659	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000032	183808	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000032	183809	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000031	183356	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000031	183357	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000030	183465	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000030	183464	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000029	183412	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000029	183411	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000028	183400	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000028	183399	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000027	183807	0001563660	028-21533			Desjardins Global Asset Management Inc.
0001563660-24-000027	183806	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000026	183848	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000026	183877	0001138897	028-10245			Western Asset Management Company, LLC
0001563660-24-000026	183850	0000916542	028-05990			ACADIAN ASSET MANAGEMENT LLC
0001563660-24-000026	183851	0001569411	028-15211			Addenda Capital Inc.
0001563660-24-000026	183852	0001109448				ALLIANCEBERNSTEIN L.P.
0001563660-24-000026	183853	0001330387	028-11416			Amundi
0001563660-24-000026	183854	0001085972	028-04395			BAILLIE GIFFORD OVERSEAS LTD
0001563660-24-000026	183855	0001361974	028-11939			Beutel, Goodman & Co Ltd.
0001563660-24-000026	183856	0001596800	028-16144			Connor, Clark & Lunn Investment Management Ltd.
0001563660-24-000026	183857	0001163648				CI INVESTMENTS INC.
0001563660-24-000026	183858	0001348883	028-11611			Clearbridge Investments, LLC
0001563660-24-000026	183859	0001899384				Fidelity Investments Canada ULC
0001563660-24-000026	183860	0001505817	028-14036			Fiera Capital Corp
0001563660-24-000026	183861	0001513216	028-14423			First Sentier Investors (Australia) IM Ltd
0001563660-24-000026	183862	0001132702				FRANKLIN TEMPLETON INVESTMENTS CORP
0001563660-24-000026	183863	0001584691	028-15606			Global Alpha Capital Management Ltd.
0001563660-24-000026	183864	0001749768	028-18939			Impax Asset Management Group plc
0001563660-24-000026	183865	0001428948	028-13410			Impax Asset Management LTD
0001563660-24-000026	183866	0001131154	028-06137			Invesco Canada Ltd.
0001563660-24-000026	183867	0001123778	028-06075			JARISLOWSKY, FRASER Ltd
0001563660-24-000026	183868	0000019617				JPMORGAN CHASE & CO
0001563660-24-000026	183869	0001207017	028-10469			LAZARD ASSET MANAGEMENT LLC
0001563660-24-000026	183870	0000912938	028-04968			MASSACHUSETTS FINANCIAL SERVICES CO /MA/
0001563660-24-000026	183871	0001767843	028-19315			MIROVA
0001563660-24-000026	183872	0001137774	028-10077			PRUDENTIAL FINANCIAL INC
0001563660-24-000026	183873	0001163368	028-10952			PACIFIC INVESTMENT MANAGEMENT CO LLC
0001563660-24-000026	183874	0001510481	028-14146			Sarasin & Partners LLP
0001563660-24-000026	183875	0000080255				PRICE T ROWE ASSOCIATES INC /MD/
0001563660-24-000026	183876	0000902219	028-04557			WELLINGTON MANAGEMENT GROUP LLP
0001563660-24-000026	183849	0001716774				abrdn plc
0001563660-24-000025	184014	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000025	184043	0001138897	028-10245			Western Asset Management Company, LLC
0001563660-24-000025	184016	0000916542	028-05990			ACADIAN ASSET MANAGEMENT LLC
0001563660-24-000025	184017	0001569411	028-15211			Addenda Capital Inc.
0001563660-24-000025	184018	0001109448				ALLIANCEBERNSTEIN L.P.
0001563660-24-000025	184019	0001330387	028-11416			Amundi
0001563660-24-000025	184020	0001085972	028-04395			BAILLIE GIFFORD OVERSEAS LTD
0001563660-24-000025	184021	0001361974	028-11939			Beutel, Goodman & Co Ltd.
0001563660-24-000025	184022	0001596800	028-16144			Connor, Clark & Lunn Investment Management Ltd.
0001563660-24-000025	184023	0001163648				CI INVESTMENTS INC.
0001563660-24-000025	184024	0001348883	028-11611			Clearbridge Investments, LLC
0001563660-24-000025	184025	0001899384				Fidelity Investments Canada ULC
0001563660-24-000025	184026	0001505817	028-14036			Fiera Capital Corp
0001563660-24-000025	184027	0001513216	028-14423			First Sentier Investors (Australia) IM Ltd
0001563660-24-000025	184028	0001132702				FRANKLIN TEMPLETON INVESTMENTS CORP
0001563660-24-000025	184029	0001584691	028-15606			Global Alpha Capital Management Ltd.
0001563660-24-000025	184030	0001749768	028-18939			Impax Asset Management Group plc
0001563660-24-000025	184031	0001428948	028-13410			Impax Asset Management LTD
0001563660-24-000025	184032	0001131154	028-06137			Invesco Canada Ltd.
0001563660-24-000025	184033	0001123778	028-06075			JARISLOWSKY, FRASER Ltd
0001563660-24-000025	184034	0000019617				JPMORGAN CHASE & CO
0001563660-24-000025	184035	0001207017	028-10469			LAZARD ASSET MANAGEMENT LLC
0001563660-24-000025	184036	0000912938	028-04968			MASSACHUSETTS FINANCIAL SERVICES CO /MA/
0001563660-24-000025	184037	0001767843	028-19315			MIROVA
0001563660-24-000025	184038	0001137774	028-10077			PRUDENTIAL FINANCIAL INC
0001563660-24-000025	184039	0001163368	028-10952			PACIFIC INVESTMENT MANAGEMENT CO LLC
0001563660-24-000025	184040	0001510481	028-14146			Sarasin & Partners LLP
0001563660-24-000025	184041	0000080255				PRICE T ROWE ASSOCIATES INC /MD/
0001563660-24-000025	184042	0000902219	028-04557			WELLINGTON MANAGEMENT GROUP LLP
0001563660-24-000025	184015	0001716774				abrdn plc
0001563660-24-000024	183313	0002022297	028-24160			Federation des caisses Desjardins du Quebec
0001563660-24-000024	183342	0001138897	028-10245			Western Asset Management Company, LLC
0001563660-24-000024	183315	0000916542	028-05990			ACADIAN ASSET MANAGEMENT LLC
0001563660-24-000024	183316	0001569411	028-15211			Addenda Capital Inc.
0001563660-24-000024	183317	0001109448				ALLIANCEBERNSTEIN L.P.
0001563660-24-000024	183318	0001330387	028-11416			Amundi
0001563660-24-000024	183319	0001085972	028-04395			BAILLIE GIFFORD OVERSEAS LTD
0001563660-24-000024	183320	0001361974	028-11939			Beutel, Goodman & Co Ltd.
0001563660-24-000024	183321	0001596800	028-16144			Connor, Clark & Lunn Investment Management Ltd.
0001563660-24-000024	183322	0001163648				CI INVESTMENTS INC.
0001563660-24-000024	183323	0001348883	028-11611			Clearbridge Investments, LLC
0001563660-24-000024	183324	0001899384				Fidelity Investments Canada ULC
0001563660-24-000024	183325	0001505817	028-14036			Fiera Capital Corp
0001563660-24-000024	183326	0001513216	028-14423			First Sentier Investors (Australia) IM Ltd
0001563660-24-000024	183327	0001132702				FRANKLIN TEMPLETON INVESTMENTS CORP
0001563660-24-000024	183328	0001584691	028-15606			Global Alpha Capital Management Ltd.
0001563660-24-000024	183329	0001749768	028-18939			Impax Asset Management Group plc
0001563660-24-000024	183330	0001428948	028-13410			Impax Asset Management LTD
0001563660-24-000024	183331	0001131154	028-06137			Invesco Canada Ltd.
0001563660-24-000024	183332	0001123778	028-06075			JARISLOWSKY, FRASER Ltd
0001563660-24-000024	183333	0000019617				JPMORGAN CHASE & CO
0001563660-24-000024	183334	0001207017	028-10469			LAZARD ASSET MANAGEMENT LLC
0001563660-24-000024	183335	0000912938	028-04968			MASSACHUSETTS FINANCIAL SERVICES CO /MA/
0001563660-24-000024	183336	0001767843	028-19315			MIROVA
0001563660-24-000024	183337	0001137774	028-10077			PRUDENTIAL FINANCIAL INC
0001563660-24-000024	183338	0001163368	028-10952			PACIFIC INVESTMENT MANAGEMENT CO LLC
0001563660-24-000024	183339	0001510481	028-14146			Sarasin & Partners LLP
0001563660-24-000024	183340	0000080255				PRICE T ROWE ASSOCIATES INC /MD/
0001563660-24-000024	183341	0000902219	028-04557			WELLINGTON MANAGEMENT GROUP LLP
0001563660-24-000024	183314	0001716774				abrdn plc
0001563660-24-000023	184132	0001163368	028-10952			PACIFIC INVESTMENT MANAGEMENT CO LLC
0001563660-24-000023	184131	0001137774	028-10077			PRUDENTIAL FINANCIAL INC
0001563660-24-000023	184134	0000080255				PRICE T ROWE ASSOCIATES INC /MD/
0001563660-24-000023	184135	0000902219	028-04557			WELLINGTON MANAGEMENT GROUP LLP
0001563660-24-000023	184136	0001138897	028-10245			Western Asset Management Company, LLC
0001563660-24-000023	184107	0002022297	028-24160			Federation des caisses Desjardins du Quebec
