ACCESSION_NUMBER	OTHERMANAGER_SK	CIK	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	NAME
0001567619-22-020251	140899	0001652044	028-22702			Alphabet Inc.
0001567619-22-020304	140916	0001652044	028-22702			Alphabet Inc.
0001567619-22-020308	141701	0001652044	028-22702			Alphabet Inc.
0001298088-22-000027	141702	0001298088				CIBC Private Wealth Group, LLC
0001567619-22-020188	141706	0001652044	028-22702			Alphabet Inc.
0001082045-22-000007	141717	0000003520	028-00869			FRED ALGER MANAGEMENT, LLC
0001567619-22-020290	141721	0001652044	028-22702			Alphabet Inc.
0001567619-22-020287	141743	0001652044	028-22702			Alphabet Inc.
0001567619-22-020247	141758	0001652044	028-22702			Alphabet Inc.
0001567619-22-020231	140962	0001652044	028-22702			Alphabet Inc.
0001567619-22-020318	141598	0001652044	028-22702			Alphabet Inc.
0001908905-22-000006	141615					GeoWealth
0001567619-22-020232	141623	0001652044	028-22702			Alphabet Inc.
0001567619-22-020293	141666	0001652044	028-22702			Alphabet Inc.
0001567619-22-020235	141668	0001652044	028-22702			Alphabet Inc.
0001567619-22-020248	141669	0001652044	028-22702			Alphabet Inc.
0001567619-22-020280	141678	0001652044	028-22702			Alphabet Inc.
0000950123-22-012454	140859		028-05810			UNITED SERVICES AUTOMOBILE ASSOCIATION
0001567619-22-020282	141538	0001652044	028-22702			Alphabet Inc.
0001567619-22-020258	141585	0001652044	028-22702			Alphabet Inc.
0001567619-22-020234	140772	0001652044	028-22702			Alphabet Inc.
0001567619-22-020309	140779	0001652044	028-22702			Alphabet Inc.
0001581079-22-000007	140781		028-16678			Anson Funds Management LP
0001567619-22-020322	140789	0001652044	028-22702			Alphabet Inc.
0000950123-22-012464	140801		028-13925			Meiji Yasuda Asset Management Co Ltd.
0001567619-22-020244	140802	0001652044	028-22702			Alphabet Inc.
0001567619-22-020283	140804	0001652044	028-22702			Alphabet Inc.
0000950123-22-012449	141485		028-13935			Morgan Stanley
0001567619-22-020266	141488	0001652044	028-22702			Alphabet Inc.
0001567619-22-020314	141500	0001652044	028-22702			Alphabet Inc.
0001567619-22-020321	140704	0001652044	028-22702			Alphabet Inc.
0001567619-22-020230	140714	0001652044	028-22702			Alphabet Inc.
0001595888-22-000024	140718	0001595888	028-16162			JANE STREET GROUP, LLC
0001567619-22-020303	140757	0001652044	028-22702			Alphabet Inc.
0001567619-22-020263	141470	0001652044	028-22702			Alphabet Inc.
0001567619-22-020261	141480	0001652044	028-22702			Alphabet Inc.
0001567619-22-020302	141385	0001652044	028-22702			Alphabet Inc.
0001567619-22-020272	140637	0001652044	028-22702			Alphabet Inc.
0001862664-22-000016	140556	0001512805	028-14257			Westchester Capital Management, LLC
0001567619-22-020243	140572	0001652044	028-22702			Alphabet Inc.
0001567619-22-020305	140594	0001652044	028-22702			Alphabet Inc.
0001567619-22-020295	141375	0001652044	028-22702			Alphabet Inc.
0001595888-22-000027	141269	0001595888	028-16162			JANE STREET GROUP, LLC
0001298088-22-000026	141271	0001298088				CIBC Private Wealth Group, LLC
0001567619-22-020277	141280	0001652044	028-22702			Alphabet Inc.
0001567619-22-020250	140528	0001652044	028-22702			Alphabet Inc.
0001567619-22-020323	141133	0001652044	028-22702			Alphabet Inc.
0001567619-22-020315	141135	0001652044	028-22702			Alphabet Inc.
0001567619-22-020306	140179	0001652044	028-22702			Alphabet Inc.
0001567619-22-020297	140191	0001652044	028-22702			Alphabet Inc.
0001567619-22-020185	139680	0001652044	028-22702			Alphabet Inc.
0001567619-22-020319	140143	0001652044	028-22702			Alphabet Inc.
0001567619-22-020311	139531	0001652044	028-22702			Alphabet Inc.
0001567619-22-020289	139539	0001652044	028-22702			Alphabet Inc.
0001567619-22-020268	139542	0001652044	028-22702			Alphabet Inc.
0001567619-22-020324	142020	0001652044	028-22702			Alphabet Inc.
0001567619-22-020259	139443	0001652044	028-22702			Alphabet Inc.
0001567619-22-020260	139449	0001652044	028-22702			Alphabet Inc.
0001796874-22-000004	139454		028-12526			LPL FINANCIAL LLC
0001606587-22-002350	139466	0001848433	028-21108			Coppell Advisory Solutions LLC
0001606587-22-002350	139467	0001551727	028-14993			MacroView Investment Management LLC
0001606587-22-002350	139468	0001843358	028-20742			Mach-1 Financial Group, LLC
0001567619-22-020312	139471	0001652044	028-22702			Alphabet Inc.
0001567619-22-020233	139480	0001652044	028-22702			Alphabet Inc.
0001567619-22-020276	139484	0001652044	028-22702			Alphabet Inc.
0001567619-22-020241	139510	0001652044	028-22702			Alphabet Inc.
0001567619-22-020257	141939	0001652044	028-22702			Alphabet Inc.
0001567619-22-020294	141940	0001652044	028-22702			Alphabet Inc.
0001567619-22-020238	141924	0001652044	028-22702			Alphabet Inc.
0001567619-22-020239	139946	0001652044	028-22702			Alphabet Inc.
0001567619-22-020299	139947	0001652044	028-22702			Alphabet Inc.
0001567619-22-020298	139948	0001652044	028-22702			Alphabet Inc.
0001567619-22-020181	140012	0001652044	028-22702			Alphabet Inc.
0001567619-22-020242	139442	0001652044	028-22702			Alphabet Inc.
0001567619-22-020270	139927	0001652044	028-22702			Alphabet Inc.
0001567619-22-020256	139404	0001652044	028-22702			Alphabet Inc.
0001567619-22-020292	139425	0001652044	028-22702			Alphabet Inc.
0001567619-22-020264	139427	0001652044	028-22702			Alphabet Inc.
0001567619-22-020313	139428	0001652044	028-22702			Alphabet Inc.
0001567619-22-020271	141854	0001652044	028-22702			Alphabet Inc.
0001567619-22-020300	141856	0001652044	028-22702			Alphabet Inc.
0001567619-22-020237	139364	0001652044	028-22702			Alphabet Inc.
0001567619-22-020254	139367	0001652044	028-22702			Alphabet Inc.
0001567619-22-020281	139373	0001652044	028-22702			Alphabet Inc.
0001567619-22-020273	139377	0001652044	028-22702			Alphabet Inc.
0001567619-22-020291	139388	0001652044	028-22702			Alphabet Inc.
0001595888-22-000025	139875	0001595888	028-16162			JANE STREET GROUP, LLC
0001567619-22-020255	139895	0001652044	028-22702			Alphabet Inc.
0001567619-22-020267	139351	0001652044	028-22702			Alphabet Inc.
0001567619-22-020262	139354	0001652044	028-22702			Alphabet Inc.
0001567619-22-020274	139259	0001652044	028-22702			Alphabet Inc.
0001197610-22-000003	139292	0001166588	028-10038			BNP PARIBAS ARBITRAGE, SNC
0001567619-22-020269	139301	0001652044	028-22702			Alphabet Inc.
0000950123-22-012447	140930					Deer Management Co. LLC
0000950123-22-012446	141852					Deer Management Co. LLC
0000950123-22-012445	141048					Deer Management Co. LLC
0000950123-22-012444	139989					Deer Management Co. LLC
0000950123-22-012443	140136					Deer Management Co. LLC
0000950123-22-012442	140818					Deer Management Co. LLC
0000950123-22-012440	140127					Deer Management Co. LLC
0000950123-22-012438	141798					Macquarie Investment Management Australia Limited
0000950123-22-012438	141796		028-14981			Macquarie Investment Management Austria Kapitalanlage AG
0000950123-22-012438	141795		028-05267			Macquarie Investment Management Business Trust
0000950123-22-012438	141794		028-11525			Macquarie Capital Investment Management LLC
0000950123-22-012438	141793		028-13126			Macquarie Investment Management Global Limited
0000950123-22-012438	141792					Macquarie Investment Management Advisers
0000950123-22-012438	141791		028-13122			Macquarie Bank Limited
0000950123-22-012438	141797					Macquarie Investment Management (Europe) Limited
0000950123-22-012438	141799		028-17868			ValueInvest Asset Management S.A.
0000950123-22-012437	141617					Deer Management Co. LLC
0001573679-22-000038	140927	0000928047	028-04428			MANUFACTURERS LIFE INSURANCE COMPANY, THE
0000950123-22-012433	141941		028-13120			Macquarie Group Limited
0001892688-22-000083	140979	0001910456				Lynx1 Capital Management LP
0000950123-22-012432	139652		028-13120			Macquarie Group Limited
0000950123-22-012430	139700		028-13120			Macquarie Group Limited
0000950123-22-012429	141469		028-13120			Macquarie Group Limited
0000950123-22-012425	139250		028-13120			Macquarie Group Limited
0000950123-22-012421	139907		028-13120			Macquarie Group Limited
0001398344-22-022155	140571	0001565951	028-18238			DC Investments Management, LLC
0001140361-22-041472	141716		028-06657			TRUSTCO BANK CORP N Y
0001062993-22-022103	141493	0001538449	028-14623			Mawer Investment Management Ltd.
0001062993-22-022103	141492	0001600999	028-16090			MANAGED ASSET PORTFOLIOS, LLC
0001062993-22-022103	141491	0001006364	028-05210			Hardman Johnston Global Advisors LLC
0001062993-22-022103	141494	0001765768	028-19119			Galibier Capital Management Ltd.
0001398053-22-000008	141047		28-13438			Apollo Management Holdings, L.P.
0001703149-22-000008	141336		28-13438			Apollo Management Holdings, L.P.
0001456421-22-000013	139622		28-13438			Apollo Management Holdings, L.P.
0001104659-22-118722	139501	0000898417	028-03586			PPM AMERICA INC/IL
0001104659-22-118722	139502	0001164772	028-06761			JACKSON NATIONAL ASSET MANAGEMENT LLC
0000902664-22-004897	141329	0001029160	028-06420			SOROS FUND MANAGEMENT LLC
0001140361-22-041437	139740	0000899051	028-14491			ALLSTATE CORP
0001862664-22-000015	139692	0001021223	028-05792			KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC
0001862664-22-000015	139694	0001290668	028-11076			Sustainable Growth Advisers, LP
0001862664-22-000015	139695	0001862664	028-21243			NFJ INVESTMENT GROUP, LLC
0001862664-22-000015	139691	0000765443	028-01420			DUFF & PHELPS INVESTMENT MANAGEMENT CO
0001862664-22-000015	139696	0001512805	028-14257			Westchester Capital Management, LLC
0001862664-22-000015	139693		028-04490			VONTOBEL ASSET MANAGEMENT, INC
0001862664-22-000015	139698	0001068837				VOYA INVESTMENT MANAGEMENT LLC
0001862664-22-000015	139699	0001276918	028-10622			ZEVENBERGEN CAPITAL INVESTMENTS LLC
0001862664-22-000015	139697	0001738728				Silvant Capital Management LLC
0000950123-22-012400	140018		028-14321			Coliseum Capital Management, LLC
0001841077-22-000003	141915	0001549230	028-16782			BOOTHBAY FUND MANAGEMENT, LLC
0001560717-22-000008	140719		028-06487			First Trust Advisors LP
0001140361-22-041428	139578	0000899051	028-14491			ALLSTATE CORP
0000950123-22-012393	141943		028-14321			Coliseum Capital Management, LLC
0001567619-22-020123	140165	0001603465	028-16258			Cubist Systematic Strategies, LLC
0001567619-22-020123	140167	0001698051	028-17887			Point72 Europe (London) LLP
0001567619-22-020123	140166	0001599822	028-16027			Point72 Hong Kong Ltd
0001050471-22-000005	141152	0001207017	028-10469			LAZARD ASSET MANAGEMENT LLC
0000950123-22-012386	140410		028-17864			Dai-Ichi Life Insurance Company, Ltd.
0001345471-22-000091	139573	0001345471	028-12039			Trian Fund Management, L.P.
0000950123-22-012385	140076		028-2813114			Blackstone Inc
0001140361-22-041423	141633	0000035442	028-00471			FIDUCIARY TRUST CO
0001512948-22-000004	139506	0001105838	028-10843			ROBOTTI ROBERT
0001756272-22-000015	140131					Enstar Group LTD
0001567619-22-020116	140858	0001702490	028-18498			Deer Park Road Corp
0000950123-22-012377	141911		028-2813114			Blackstone Inc
0000950123-22-012375	140991		028-13114			Blackstone Inc
0001567619-22-020113	140199	0001791786	028-20282			Elliott Investment Management L.P.
0001567619-22-020112	140046	0001702490	028-18498			Deer Park Road Corp
0000950123-22-012373	140784		028-2813114			Blackstone Inc
0001363829-22-000210	140812					Cavello Bay Reinsurance LTD
0001567619-22-020110	139350	0001702490	028-18498			Deer Park Road Corp
0001345471-22-000090	140645	0001345471	028-12039			TRIAN FUND MANAGEMENT, L.P.
0000950123-22-012372	140205		28-13114			Blackstone Inc
0000950123-22-012368	139782		28-13114			Blackstone Inc
0001493152-22-032155	141997	0001543170	028-16511			SPRUCE HOUSE INVESTMENT MANAGEMENT LLC
0000950123-22-012367	141919		028-2813114			Blackstone Inc
0001012975-22-000508	140348	0001319998	028-11745			Southpoint Capital Advisors LP
0000950123-22-012364	141293		28-13114			Blackstone Inc
0001207017-22-000032	141018	0001692234	028-17598			Russell Investments Group, Ltd.
0001140361-22-041409	140934	0001080117	028-04321			HEITMAN REAL ESTATE SECURITIES LLC
0000927337-22-000019	139512	0000927337	028-17509			WOLVERINE TRADING, LLC
0000927337-22-000019	139513	0001279891	028-10687			WOLVERINE ASSET MANAGEMENT LLC
0001345471-22-000087	140193	0001345471	028-12039			TRIAN FUND MANAGEMENT, L.P.
0001172661-22-002592	141995	0001569532	028-15327			VISTA EQUITY PARTNERS MANAGEMENT, LLC
0001345471-22-000085	140341	0001345471	028-12039			Trian Fund Management, L.P.
0001085146-22-004124	140389	0001004244	028-05194			NEW ENGLAND ASSET MANAGEMENT INC
0000950123-22-012359	140130		28-13114			Blackstone Inc
0001345471-22-000084	141630	0001345471	028-12039			Trian Fund Management, L.P.
0001172661-22-002590	141616	0001312908	028-11102			Gates Capital Management, Inc.
0001085146-22-004123	142023	0001426092	028-12889			Longview Partners (Guernsey) LTD
0001493152-22-032130	141672	0001493215	028-16670			RTW INVESTMENTS, LP
0001104659-22-118638	140540	0001259313	028-12990			ARES MANAGEMENT LLC
0001567619-22-020099	139909	0001496637	028-13977			Norinchukin Bank, The
0001493152-22-032124	140210	0001493215	028-16670			RTW INVESTMENTS, LP
0001012975-22-000506	139331	0001319998	028-11745			Southpoint Capital Advisors LP
0001085146-22-004118	139260	0001167456	028-10114			AQR Arbitrage LLC
0001567619-22-020095	141910	0001496637	028-13977			Norinchukin Bank, The
0001085146-22-004116	141913	0001167557	028-10120			AQR CAPITAL MANAGEMENT LLC
0001085146-22-004116	141914	0001167456	028-10114			AQR Arbitrage LLC
0001172661-22-002586	140764	0001541901	028-15266			Encompass Capital Advisors LLC
0001493152-22-032115	141528	0001493215	028-16670			RTW INVESTMENTS, LP
0001567619-22-020090	140056	0001604873	028-16768			SUMMER ROAD LLC
0001567619-22-020088	140856	0001689134	028-17867			Yorktown IX Co LP
0001567619-22-020088	140855	0001503466	028-17881			Yorktown Energy Partners IX, L.P.
0001418812-22-000068	141592	0001351069	028-12033			ValueAct Capital Management, L.P.
0001512601-22-000009	141292	0001439207	028-21303			Green Alpha Advisors, LLC
0001104659-22-118624	140530	0000842941	028-02396			Haverford Trust Co
0001512601-22-000009	141291	0001815217	028-20459			NIA IMPACT ADVISORS, LLC
0001512601-22-000009	141290	0000884541	028-03125			TRILLIUM ASSET MANAGEMENT, LLC
0001104659-22-118624	140531	0001347683	028-11678			Haverford Financial Services, Inc.
0001567619-22-020087	139669	0001250731	028-17941			CHAI TRUST CO LLC
0000895421-22-000620	140537	0000895421	028-03432			MORGAN STANLEY
0000950123-22-012348	139337		028-22607			GRAYHAWK INVESTMENT STRATEGIES INC.
0000950123-22-012347	140656		028-11968			MYCIO WEALTH PARTNERS, LLC
0000950123-22-012347	140657		028-05022			Parnassus Investments, LLC
0000950123-22-012347	140658		028-04884			RENAISSANCE GROUP LLC
0000950123-22-012347	140659		028-11487			River Road Asset Management, LLC
0000950123-22-012347	140660		028-05015			SYSTEMATIC FINANCIAL MANAGEMENT LP
0000950123-22-012347	140661		028-11289			THIRD AVENUE MANAGEMENT LLC
0000950123-22-012347	140662		028-11092			TimesSquare Capital Management, LLC
0000950123-22-012347	140663		028-01222			Tweedy, Browne Co LLC
0000950123-22-012347	140664		028-10942			Veritable, L.P.
0000950123-22-012347	140665		028-14794			Veritas Asset Management LLP
0000950123-22-012347	140666		028-00262			WELCH & FORBES LLC
0000950123-22-012347	140667		028-03760			YACKTMAN ASSET MANAGEMENT LP
0000950123-22-012347	140652		028-01185			FRONTIER CAPITAL MANAGEMENT CO LLC
0000950123-22-012347	140651		028-11858			Foyston, Gordon, & Payne Inc
0000950123-22-012347	140650		028-05582			FIRST QUADRANT LLC/CA
0000950123-22-012347	140649		028-16284			Artemis Investment Management LLP
0000950123-22-012347	140648		028-11395			AMG Funds LLC
0000950123-22-012346	139976		028-02610			RBS Partners, L.P.
0000950123-22-012347	140653		028-04145			GW&K Investment Management, LLC
0000950123-22-012347	140654		028-10955			Genesis Investment Management, LLP
0000950123-22-012347	140655		028-04434			HARDING LOEVNER LP
0000919574-22-006779	139784	0001056831	028-06994			FAIRHOLME CAPITAL MANAGEMENT LLC
0000921895-22-003039	141235	0001517137	028-14564			Starboard Value LP
0001172661-22-002583	139923	0001541901	028-15266			Encompass Capital Advisors LLC
0001104659-22-118612	140545	0001259313	028-12990			ARES MANAGEMENT LLC
0001567619-22-020081	139426	0001250731	028-17941			CHAI TRUST CO LLC
0000950123-22-012342	141177		028-14342			Mill Road Capital Management LLC
0000895421-22-000619	141534	0000895421	028-03432			MORGAN STANLEY
0001425852-22-000005	140624		28-12836			GUGGENHEIM CAPITAL LLC
0000921895-22-003038	140918	0001517137	028-14564			Starboard Value LP
0001104659-22-118610	139572	0001265131	028-15359			Hilltop Holdings Inc.
0000921895-22-003037	139708	0001867040	028-21274			Gimbel Daniel Scott
0001567619-22-020078	140965	0001035674	028-10010			PAULSON & CO. INC.
0001172661-22-002581	140283	0001281446	028-11743			GREAT POINT PARTNERS LLC
0001012975-22-000505	141495	0001319998	028-11745			Southpoint Capital Advisors LP
0001012975-22-000504	141536	0001512397	028-14346			Knighthead Capital Management, LLC
0000919574-22-006778	140915	0001317588	028-11161			ABRAMS BISON INVESTMENTS, LLC
0001172661-22-002580	140708	0001698819	028-18327			Covalis Capital LLP
0000921895-22-003036	139508	0001517137	028-14564			Starboard Value LP
0001104659-22-118607	141640	0001484256	028-15568			RiverPark Advisors, LLC
0001104659-22-118607	141641	0001614704	028-16203			RIVERPARK CAPITAL MANAGEMENT LLC
0001167376-22-000029	139973	0001469589	028-13619			Q Global Advisors, LLC
0001172661-22-002579	141490	0001352924	028-15101			Caledonia (Private) Investments Pty Ltd
0000921895-22-003035	139957	0001867040	028-21274			Gimbel Daniel Scott
0000895421-22-000618	139609	0000895421	028-03432			MORGAN STANLEY
0001172661-22-002577	140590	0001281446	028-11743			GREAT POINT PARTNERS LLC
0000950123-22-012338	139366		028-14342			Mill Road Capital Management LLC
0001104659-22-118599	140298	0001259313	028-12990			ARES MANAGEMENT LLC
0000921895-22-003034	141629	0001517137	028-14564			Starboard Value LP
0001567619-22-020071	139732	0001843670	028-22065			Global Media & Entertainment Investments Ltd
0000950159-22-000240	139920	0001009258	028-05366			DEERFIELD MANAGEMENT COMPANY, L.P. (SERIES C)
0000895421-22-000617	139956	0000895421	028-03432			MORGAN STANLEY
0001567619-22-020069	139748	0001687163	028-17865			Yorktown XI Associates LLC
0001567619-22-020069	139747	0001667954	028-17860			Yorktown Energy Partners XI, L.P.
0001012975-22-000503	139507	0001512397	028-14346			Knighthead Capital Management, LLC
0001910878-22-000005	139730		28-12836			GUGGENHEIM CAPITAL LLC
0001104659-22-118596	139381	0001265131	028-15359			Hilltop Holdings Inc.
0001172661-22-002574	141593	0001642575	028-16923			Squarepoint Ops LLC
0001567619-22-020068	139996	0001843670	028-22065			Global Media & Entertainment Investments Ltd
0001567619-22-020067	141526	0001512857	028-14379			Brevan Howard Capital Management LP
0001085146-22-004110	140907	0001086318	028-04211			INTECH INVESTMENT MANAGEMENT LLC
0000921895-22-003033	140154	0001517137	028-14564			Starboard Value LP
0001535794-22-000002	142004		028-21213			Optiver Holding B.V.
0001012975-22-000501	141631	0001319998	028-11745			Southpoint Capital Advisors LP
0001567619-22-020063	141369	0001843670	028-22065			Global Media & Entertainment Investments Ltd
0000950123-22-012337	139969		028-16808			C Partners Holding GmbH
0001567619-22-020061	141476	0001698089	028-17928			Yorktown XI Co LP
0001567619-22-020061	141475	0001667954	028-17860			Yorktown Energy Partners XI, L.P.
0001567619-22-020060	141781	0001512857	028-14379			Brevan Howard Capital Management LP
0001167376-22-000027	139915	0001167376	028-10108			Scepter Holdings, Inc.
0001167376-22-000027	139914	0001469589	028-13619			Q Global Advisors, LLC
0001297254-22-000012	140587					WESTWOOD HOLDINGS GROUP INC.
0001172661-22-002571	139343	0001079114	028-07484			GREENLIGHT CAPITAL INC
0001085146-22-004109	140055	0001289643	028-10979			GLG Partners LP
0001085146-22-004109	140054	0001637460	028-18778			Man Group plc
0001012975-22-000500	140010	0001512397	028-14346			Knighthead Capital Management, LLC
0001437749-22-027300	139661		028-14001			Steel Partners Holdings L.P.
0001567619-22-020058	141283	0001687161	028-17863			Yorktown X Associates LLC
0001567619-22-020058	141282	0001577919	028-17861			Yorktown Energy Partners X, L.P.
0001710618-22-000004	140578	0001595951	028-20064			Emso Asset Management Ltd
0001710618-22-000004	140576	0001619390	028-16786			Graticule Asia Macro Advisors LLC
0001710618-22-000004	140573	0001388312	028-12337			Weiss Multi-Strategy Advisers LLC
0001710618-22-000004	140577	0001318757	028-11304			MARSHALL WACE, LLP
0001710618-22-000004	140574	0001109448	028-10562			ALLIANCEBERNSTEIN L.P.
0001710618-22-000004	140575	0001086363	028-04293			BLACKROCK FINANCIAL MANAGEMENT INC/DE
0001710618-22-000004	140579	0001350694	028-11794			Bridgewater Associates, LP
0001085146-22-004107	139903	0001352261	028-11672			GLG LLC
