ACCESSION_NUMBER	OTHERINCLUDEDMANAGERSCOUNT	TABLEENTRYTOTAL	TABLEVALUETOTAL	ISCONFIDENTIALOMITTED
0001420506-22-002353	0	20	49729	N
0001911520-22-000005	0	114	78000	N
0001608046-22-000008	0	533	537294638	N
0001803988-22-000005	0	45	141291	N
0000950123-22-012506	7	11853	22511127	N
0001512805-22-000009	2	1173	3554201	N
0000044365-22-000006	0	1851	2916328	N
0000950123-22-012503	1	3	13047	N
0000919574-22-006830	0	58	56603	
0001343916-22-000004	0	133	144826	Y
0000919574-22-006828	0	68	95284	
0000919574-22-006824	0	71	99416	
0001750924-22-000007	0	96	20820	N
0001606587-22-002371	0	40	86498	N
0001537055-22-000006	0	177	78046	
0001420506-22-002350	0	56	781196	N
0001054646-22-000006	0	304	838731	N
0001569137-22-000006	0	116	1631010	N
0001767040-22-000004	0	82	123623	N
0001569638-22-000005	0	21	23351	N
0001569638-22-000004	1	434	904705	N
0001848237-22-000006	0	586	341981	N
0001104659-22-119589	0	114	159836	
0001398344-22-022290	0	1859	89523	
0001954551-22-000002	0	81	126364	N
0001845199-22-000005	0	389	115919	N
0000924166-22-000015	1	624	1068187	N
0001940660-22-000002	0	48	70626	N
0000924166-22-000013	1	8	111	N
0001437749-22-027533	0	131	294551	N
0001398344-22-022267	0	175	5086894	
0000924166-22-000012	1	8	1132	
0000950123-22-012480	7	585	23474156	Y
0001140361-22-041863	2	916	30151495	
0001140361-22-041861	0	105	305609	
0001580642-22-005802	0	126	185062	
0001140361-22-041838	0	138	227586	
0001567619-22-020435	0	29	268137	N
0001345576-22-000010	0	454	3744012	N
0001398344-22-022246	0	152	607891	
0001140361-22-041817	0	301	240771	
0001053292-22-000009	0	60	201739	N
0001584686-22-000004	0	495	1078267	N
0001537783-22-000004	0	502	2357512	N
0001632253-22-000005	0	56	164888	N
0001834802-22-000005	0	132	361866	N
0001062993-22-022245	0	2068	17176120	N
0001420506-22-002348	0	116	88319	N
0001140361-22-041799	0	931	21500676	
0001398344-22-022219	1	2742	15862266	
0001633046-22-000009	2	1117	5408177	N
0001084683-22-000009	0	93	630003	N
0000897070-22-000011	0	92	655648	N
0001727783-22-000006	0	382	76082	N
0001698093-22-000006	0	2	167883	
0000861787-22-000022	0	371	786632	Y
0001166588-22-000047	2	10365	62499840	
0001062993-22-022224	0	1125	8868365	N
0001104659-22-119268	0	6	301286	
0001729254-22-000004	0	919	193177	N
0001597298-22-000006	0	171	96934	N
0001140361-22-041727	0	50	218507	
0001455495-22-000004	0	402	372253	N
0001398344-22-022206	0	721	155145	
0001104659-22-119195	0	263	636785	
0001681490-22-000004	0	106	116354	N
0001172661-22-002603	0	480	947989	
0001532155-22-000122	3	3296	206523024	N
0001105863-22-000004	0	155	519035	N
0001050442-22-000014	0	72	3601445	N
0000093751-22-000636	10	4934	1581000432	N
0000918893-22-000013	0	73	276592	
0001140361-22-041694	1	12	190755	
0001599863-22-000009	0	337	1365010	N
0001104659-22-119117	0	3	1369431	
0001085146-22-004145	0	19	2019867	N
0001719305-22-000004	0	518	725144	N
0000714395-22-000053	0	151	576423	N
0001140361-22-041672	0	4	1693871	
0000926833-22-000008	0	46	127812	N
0001308331-22-000004	0	109	123026	N
0001427514-22-000006	0	397	1763616	N
0001587192-22-000004	0	319	265510	N
0001140361-22-041669	0	1	77	
0001847772-22-000004	0	280	108025	N
0001398344-22-022196	0	384	243471	
0001091923-22-000006	0	83	156384	N
0001106832-22-000005	0	284	1797014	N
0001310051-22-000008	0	103	581782	N
0001606587-22-002369	0	173	374958	N
0000749044-22-000005	1	492	579532	N
0001606587-22-002367	0	182	560093	N
0001878326-22-000005	0	387	83554	N
0001698219-22-000005	0	204	1164018	N
0001606587-22-002365	0	2757	178902778	N
0001787893-22-000005	0	19	192218	N
0001007280-22-000016	0	2014	22166048	N
0001505791-22-000004	0	39	31035	N
0001740316-22-000005	0	139	404305	N
0001279708-22-000008	0	29	142587	N
0001013234-22-000004	0	76	119558	N
0001437749-22-027438	0	292	236093	N
0001803988-22-000004	0	47	170449	N
0001313893-22-000004	0	90	724050	N
0001085146-22-004144	0	970	12649738	N
0001275218-22-000004	1	1154	1654795	N
0001085146-22-004142	0	177	371770	N
0001085146-22-004141	0	161	325009	N
0001085146-22-004140	0	5	90490	N
0000920441-22-000004	0	253	357881	N
0001606587-22-002362	0	278	266255842	N
0001599620-22-000004	0	106	403843994	N
0001832521-22-000008	0	57	128658	Y
0001315863-22-000791	0	24	554798	N
0001448574-22-000006	0	686	4261232	N
0001085146-22-004139	0	99	399463	N
0001602603-22-000005	0	170	312796	N
0001486180-22-000009	0	172	521632	N
0001104659-22-119059	0	20	139638	
0001493152-22-032447	0	85	345129	
0001104659-22-119058	0	49	267427	
0001159363-22-000005	0	35	23844	N
0001587973-22-000005	0	2615	20631501	N
0001062993-22-022143	0	1	0	N
0001398344-22-022180	0	186	154363	
0000315297-22-000008	0	1954	17349198	N
0000810121-22-000004	0	3019	1445590	N
0001034886-22-000008	0	469	1664799	N
0001398344-22-022177	0	185	147422	
0001658020-22-000010	0	27	4802715	N
0001908275-22-000005	0	103	89534	N
0000950123-22-012472	0	46	2271834	N
0001803397-22-000004	0	115	169365	N
0001398344-22-022174	0	188	135475	
0001667731-22-000422	0	280	428228	
0000904793-22-000013	0	22	133373	N
0001080628-22-000008	0	769	5665249	
0001398344-22-022172	0	191	125481	
0001719203-22-000008	0	27	3410	N
0001398344-22-022170	0	189	108810	
0001398344-22-022168	0	184	100995	
0001398344-22-022166	0	187	103594	
0001757128-22-000005	0	535	401492	Y
0001420506-22-002346	0	8	199010	N
0001104659-22-119033	0	34	363879	
0000853758-22-000009	0	1819	16849954	N
0001085146-22-004138	0	84	452504	N
0001140361-22-041611	0	95	791239	
0001040197-22-000010	0	1004	5323892	N
0001875768-22-000008	0	103359	60	N
0000940445-22-000009	1	628	1811665	N
0001803005-22-000006	0	55	107063	N
0001531879-22-000013	3	42	416710	N
0001332632-22-000010	0	159	3210783	N
0001595521-22-000010	0	159	132783	N
0001776588-22-000004	0	69	305025	N
0001748726-22-000004	0	68	158996	N
0001849776-22-000005	0	10	123275	N
0001356249-22-000008	0	24	827725	N
0001512858-22-000006	0	36	371388	N
0001910900-22-000001	0	171	131464	N
0001939237-22-000004	0	55	144113	N
0001039565-22-000014	0	45	641738075	N
0001275880-22-000009	0	71	159726	N
0001636587-22-000027	0	103	55209	N
0000752798-22-000014	0	22650	1135539	N
0000712050-22-000007	0	258	533347	N
0001308527-22-000005	0	243	3312236	N
0001861159-22-000007	0	37	25235	N
0001575151-22-000009	0	182	154276	N
0001848237-22-000005	0	856	379569	N
0001765536-22-000006	0	253	1055699	N
0001636587-22-000026	0	131	438800	N
0001697274-22-000005	0	671	251974	N
0001633697-22-000005	0	822	2086140	N
0001213900-22-072601	0	6	10786785	
0001846333-22-000003	0	90	108017	N
0001140361-22-041600	0	422	612159	
0001567619-22-020327	6	2117	24451924	N
0001031972-22-000004	0	37	462034	N
0001838289-22-000007	0	19	71421	N
0000908551-22-000009	0	15	12838477	N
0001567619-22-020326	9	3310	95775635	N
0001140361-22-041587	0	143	232147490	
0001566887-22-000008	0	23	42181	N
0000950103-22-019635	0	89	4088792	
0001178913-22-004036	0	95	1204582	
0001178913-22-004034	0	88	432064	
0001680613-22-000005	0	833	511639	N
0001437749-22-027390	0	132	294690	N
0001071061-22-000043	0	13	255596	Y
0001420506-22-002341	0	16	209379	N
0001493152-22-032313	0	15	1147677	
0001567619-22-020207	1	2	292839	N
0000950123-22-012466	1	589	1714259	N
0001567619-22-020198	2	4	304481	N
0001104659-22-118782	0	0	0	
0001567619-22-020205	3	3	209842	N
0001033475-22-000009	0	60	943188	N
0001567619-22-020219	4	27	1653648	N
0001104659-22-118792	0	0	0	
0001056823-22-000018	0	329	4967797	Y
0001166588-22-000046	2	10358	62448989	
0001907054-22-000004	0	162	132189	N
0001567619-22-020217	2	26	5271814	N
0001606587-22-002352	0	286	1072820	N
0001632813-22-000004	2	327	13436038	N
0001842785-22-000008	0	10	487023	N
0001527641-22-000004	0	523	4645966	N
0001859388-22-000004	0	15	229836	N
0001140361-22-041518	0	1	321700	
0000950123-22-012449	4	642	25310701	N
0001750405-22-000006	0	641	158549	N
0001567619-22-020199	3	7	659620	N
0000816788-22-000005	0	48	33512	N
0001567619-22-020225	4	44	4908269	N
0001420506-22-002344	0	308	392824	N
0001862664-22-000018	2	1173	3554201	N
0001420506-22-002343	0	31	19374	N
0001642274-22-000005	0	28	97352	N
0001609251-22-000005	0	14	314064	N
0001027570-22-000006	0	101	110945	N
0000950123-22-012453	3	558	3587886	N
0001719165-22-000011	1	229	4589810	N
0001567619-22-020206	2	2	275189	N
0001698093-22-000005	0	2	29337	
0001085146-22-004134	0	63	129439	N
0001567619-22-020223	3	33	2084295	N
0001567619-22-020227	6	67	4141375	N
0001221073-22-000088	0	454	822192	
0001907820-22-000004	0	82	106176	N
0001298088-22-000025	2	1331	37129545	N
0001567619-22-020203	3	6	326801	N
0001567619-22-020200	3	6	600982	N
0001864910-22-000004	0	585	279692	N
0001754960-22-000312	0	161	105200	N
0001818309-22-000004	0	451	230418	N
0001567619-22-020224	4	37	2480501	N
0000024386-22-000006	0	148	9313006	N
0001739728-22-000007	2	946	1664003	N
0001567619-22-020215	2	18	845801	N
0001567619-22-020194	2	4	365050	N
0001741129-22-000010	0	43	166386	N
0001770525-22-000012	0	15	63095	N
0001567619-22-020213	1	17	1190424	N
0001092351-22-000010	0	286	426925	Y
0001568787-22-000005	4	268	1422009	N
0001567619-22-020209	1	4	347439	N
0001085146-22-004136	0	43	221635	N
0001648711-22-000011	6	3716	33938754	N
0001946654-22-000004	0	36	80414	N
0001567619-22-020196	2	4	383208	N
0001880562-22-000009	0	263	664186	N
0001567619-22-020201	3	7	482249	N
0001754960-22-000315	0	155	113735	N
0001104659-22-118849	4	8	445242	
0001581298-22-000004	0	159	1175196	N
0001567619-22-020212	1	11	614823	N
0000950123-22-012462	1	3297	32595472	N
0001567619-22-020202	3	7	416056	N
0001567619-22-020210	1	4	344038	N
0001606587-22-002350	2	150	120322	N
0001728121-22-000003	0	621	658862	N
0001095449-22-000115	0	46	170315	N
0001567619-22-020214	1	17	1043946	N
0001754960-22-000314	0	165	118606	N
0001567619-22-020175	6	59	1958351	N
0001754960-22-000316	0	24	188549	N
0001724134-22-000003	6	194	184759	N
0001796874-22-000004	1	316	531094	N
0001874761-22-000007	0	11	5216	N
0001567619-22-020195	2	3	381150	N
0001632813-22-000005	1	0	0	N
0001521951-22-000081	0	161	700311	N
0001665590-22-000004	0	44	301114	N
0001067926-22-000006	0	44	1331	N
0001567619-22-020220	4	28	1524193	N
0001754960-22-000311	0	22	61280	N
0000950123-22-012460	2	580	19735760	N
0001730573-22-000006	0	60	296317	N
0001791965-22-000003	1	856	2108232	N
0001595888-22-000029	5	11889	228575188	N
0001567619-22-020204	3	5	242905	N
0001674623-22-000005	0	488	1350777	N
0001567619-22-020216	2	19	1935305	N
0001567619-22-020174	0	6	597456	N
0001698926-22-000004	0	114	139208	N
0001567619-22-020229	6	65	1842489	N
0001567619-22-020211	1	8	368587	N
0001567619-22-020218	2	27	3328600	N
0000842775-22-000004	0	1325	1085429	N
0001567619-22-020228	6	70	3082033	N
0001630365-22-000007	0	106	197617	N
0000902584-22-000009	2	506	1022925	Y
0000950123-22-012464	0	267	4422440	N
0001140361-22-041534	2	236	5516818	
0001732988-22-000005	0	3	118500	N
0001172661-22-002602	1	51	545406	
0001420506-22-002340	0	91	45166	N
0001842785-22-000006	0	10	487023	N
0001491072-22-000007	0	273	846593	N
0001085146-22-004135	0	19	1944384	N
0001567619-22-020222	4	26	2128802	N
0001599217-22-000011	0	141	1084184	N
0001567619-22-020221	4	26	2166736	N
0001323119-22-000005	0	1223	23172260	N
0001754960-22-000313	0	168	109494	N
0001845536-22-000005	0	81	118872	N
0001567619-22-020170	0	200	5645891	N
0001567619-22-020226	4	52	4215098	N
0001567619-22-020177	0	1	336964	N
0001845849-22-000004	1	32	3565000	N
0001567619-22-020208	1	3	316793	N
0001901275-22-000011	0	757	1672933	
0001172661-22-002601	0	13	73935	
0001140361-22-041495	0	138	565452	
0001172661-22-002600	0	1256	1641234	
0001172661-22-002599	0	37	404028	
0001567619-22-020159	0	471	771190	N
0001909089-22-000005	0	41	111708	N
0000950123-22-012438	9	5111	89069000	N
0001717479-22-000007	0	199	475738	N
0001536336-22-000004	0	1	8930	N
0001909089-22-000004	0	16	71822	N
0001567619-22-020157	0	894	8492289	N
0000950123-22-012436	8	19	1372256	N
0001567619-22-020156	0	279	412762	N
0001892688-22-000084	1	12	110867	N
0001567619-22-020155	0	1357	12130477	N
0001062993-22-022106	0	50	93755	N
0001104659-22-118767	0	200	375215	
0001725297-22-000006	0	176	305590	N
0001696778-22-000004	3	183	163255	N
0001858353-22-000009	0	16	331378	N
0001162695-22-000004	0	54	423000	N
0001140361-22-041489	0	19	240759	
0001766806-22-000059	0	940	3627133	N
0001913545-22-000005	0	50	35982	N
0001731927-22-000006	0	115	200405	N
0000950123-22-012427	0	8	431145	N
0001094584-22-000004	0	398	79655	Y
0000950103-22-019625	0	0	0	
0001398344-22-022156	0	129	152461	
0001081668-22-000009	0	37	155304	N
0001762776-22-000006	0	263	553629	N
0001140361-22-041480	0	1	134673	
0000950123-22-012420	0	4	137766	N
0000950123-22-012419	0	7	344856	N
0001398344-22-022155	0	3	6633	
0001085936-22-000024	1	246	2741295	N
0001846310-22-000006	0	78	118148	N
0001786767-22-000005	0	9	1918077	N
0000950123-22-012417	0	5	327709	N
0001104659-22-118751	0	3	310317	
0001172661-22-002598	0	575	6256325	
0001892688-22-000082	0	34	279502	N
0001781882-22-000005	0	31	214649	N
0001140361-22-041470	1	380	1040758	
0001104659-22-118747	0	26	286763	
0001398344-22-022151	1	30	43730	
0001104659-22-118745	0	64	242436960	
0001140361-22-041469	2	236	5516818	
0001403161-22-000078	0	4	103087	N
0001006378-22-000010	1	0	0	N
0001062993-22-022102	0	26	5961372	N
0001847820-22-000005	0	154	121804	N
0001085146-22-004133	2	646	3291040	N
0001062993-22-022101	0	153	800421	N
0001884057-22-000009	0	1	45380	N
0001315863-22-000788	0	197	5764927	N
0001062993-22-022100	0	171	2908178	N
0001567619-22-020148	22	28268	317852075	N
0001630888-22-000003	0	262	727327	Y
0001012975-22-000509	0	57	2003435	N
0001493152-22-032254	0	281	87565	
0001140361-22-041456	0	149	8940141	
0001213900-22-072402	0	240	1310000	
0001802984-22-000006	0	401	962773	N
0001908607-22-000004	0	47	75420	N
0001085146-22-004132	0	571	1106109	N
0001085146-22-004131	0	58	1018534	N
0001420506-22-002333	0	1	0	N
0001398344-22-022148	0	42	76007	
0001493152-22-032245	3	86	4337601	
0001085146-22-004130	0	24	176039	N
0000934866-22-000014	1	155	149273	Y
0001567619-22-020139	2	633	3474660	N
0001104659-22-118723	0	2	128652	
0001892688-22-000081	0	23	182461	N
0001592178-22-000004	0	32	104432	N
0001371726-22-000005	0	46	256373	N
0001056527-22-000006	0	554	7196013	N
0001104659-22-118721	0	2	36583	
0001449434-22-000022	3	241	13021617	N
0001172661-22-002597	0	6	100753	
0001104659-22-118719	0	69	1231638	
0000950123-22-012406	1	481	4057373	N
0001567619-22-020137	1	37	166838	N
0001104659-22-118718	0	1	0	
0001172661-22-002596	0	7	449711	
0000950123-22-012405	0	5	52810299	N
0001832237-22-000005	0	93	589522	N
0001398344-22-022146	0	214	93929	
0000950123-22-012404	0	30	700994	N
0001104659-22-118715	0	1	0	
0000902664-22-004896	1	270	5856482	
0001799544-22-000004	0	323	254550	N
0001567619-22-020134	1	121	81920	N
0001862664-22-000015	0	375	217643	N
0000732847-22-000007	0	84	247229	N
0001825564-22-000007	0	2	420574	N
0001567619-22-020133	0	20	55523	N
0001567619-22-020132	0	9	1822650	N
0001322924-22-000008	0	33	136676	N
0001214659-22-013741	0	204	264556	
0001104659-22-118705	0	12	257845	
0001420506-22-002331	0	21	30554	N
0001493152-22-032203	0	9	4495194	
0001844640-22-000033	0	30	548989	N
0001774207-22-000004	0	64	99700	N
0001841077-22-000003	0	69	186045	N
0001560717-22-000008	1	504	3254703	N
0000950123-22-012398	2	13	1227599	N
0000950123-22-012397	0	116	216745	N
0001811739-22-000008	0	134	271106	N
0001463217-22-000005	3	1083	16932506	N
0001781942-22-000004	1	122	399563	N
0001706511-22-000004	0	152	121086	N
0001646247-22-000004	0	512	4784540	N
0001911348-22-000004	0	12	74444	N
0001575239-22-000007	0	573	1156838	N
0001314273-22-000005	0	31	218675	N
0001834505-22-000003	0	1059	311247	N
0001754960-22-000310	0	183	239809	N
0001420506-22-002330	0	247	511007	N
0001567619-22-020127	0	5	126233	N
0001567619-22-020126	1	1884	2862178	N
0001303159-22-000004	0	58	3385448	N
0000950123-22-012390	0	0	89929	N
0001493152-22-032190	0	22	228331	
0001567619-22-020125	0	45	5793570	N
0001567619-22-020124	0	6	163500	N
0001567619-22-020123	0	1372	25036835	N
0001567619-22-020122	1	4397	17786239	N
0001567619-22-020121	2	916	30151495	N
0001567619-22-020119	1	54	656162	N
0001536630-22-000005	0	51	146411	N
0001420506-22-002329	0	2	66405	N
0001801265-22-000008	0	949	3601135	N
0001283072-22-000004	5	3916	10918519	N
0000950123-22-012388	0	10	1360071	N
0000950123-22-012387	0	10	1709583	N
0001214659-22-013740	0	39	39127	
0000950123-22-012384	0	2	538354	N
0001104659-22-118684	0	0	0	
0001062993-22-022093	0	224	225021	N
0001904323-22-000004	0	87	85822	N
0000927337-22-000020	1	4491	62196570	N
0001567619-22-020115	0	28	287865	N
0001854440-22-000004	0	33	1207518	N
0001172661-22-002595	0	108	255312	
0001606587-22-002348	0	103	83920	N
0001140361-22-041422	1	1087	4621451	
0001769089-22-000006	0	86	334691	N
0001085146-22-004129	0	94	210066	N
0001363829-22-000210	1	14	325401	N
0001564702-22-000009	0	817	660831	N
0001824516-22-000006	0	179	247908	N
0001037389-22-000225	0	3976	70684473	N
0001076809-22-000139	0	710	5458947	
0001904897-22-000006	0	13	402084	N
0001104659-22-118675	0	15	48324	
0001904677-22-000004	0	62	69853	N
0001567619-22-020109	3	66	7779109	N
0001709323-22-000005	0	6	1743552	N
0001080171-22-000008	0	697	5753913	N
0001754960-22-000309	0	23	88555	N
0001345471-22-000089	5	9	3797744	N
0001454027-22-000007	2	3316	8826747	N
0001731509-22-000011	0	10	1359622	N
0001012975-22-000507	0	10	2895	N
0001172661-22-002594	0	1	150837	
0001207017-22-000032	1	3169	68450329	N
0001578621-22-000009	0	43	188427	N
0001493152-22-032149	1	7	554655	
0001567619-22-020108	0	13	60813	Y
0001750312-22-000008	0	24	206899	N
0001019056-22-000644	0	101	454820	
0001019056-22-000643	0	32	154429	
0001104659-22-118654	0	81	4687527	
0001062993-22-022083	0	40	514645	N
0001849517-22-000013	0	205682	1478104	N
0001085146-22-004128	0	61	5534759	N
0001904326-22-000005	0	116	79802	N
0001172661-22-002593	1	33	6231894	
0001085146-22-004127	0	12	455965	N
0001493152-22-032141	0	2192	4005899	
0001600136-22-000007	0	142	836278	N
0001493152-22-032139	0	836	4363987	
0001172661-22-002591	0	13	907386	
0001085146-22-004126	0	10	324589	N
0001567619-22-020105	0	28	556005	N
0001085146-22-004125	2	189	5876593	N
0000950123-22-012360	9	227	26976097	N
0001085146-22-004124	0	0	0	N
0001114928-22-000005	0	52	1545196	N
0001567619-22-020104	4	50	1850735	N
0001213900-22-072302	0	90	955004	
0001085146-22-004123	0	0	0	N
0001172661-22-002589	1	27	2726661	
