REPORTCALENDARORQUARTER,FILINGMANAGER_NAME,VALUE
31-MAR-2024,WEALTHCARE CAPITAL MANAGEMENT LLC,912596
31-MAR-2024,WEATHERLY ASSET MANAGEMENT L. P.,15409765
31-MAR-2024,"WESPAC Advisors SoCal, LLC",19717222
31-MAR-2024,"WEBSTER BANK, N. A.",28312149
31-MAR-2024,"WEBSTERROGERS FINANCIAL ADVISORS, LLC",245768
31-MAR-2024,WEDBUSH SECURITIES INC,99180
31-MAR-2024,WEDGE CAPITAL MANAGEMENT L L P/NC,3149810
31-MAR-2024,WEIK CAPITAL MANAGEMENT,487922
31-MAR-2024,WELCH & FORBES LLC,402980522
31-MAR-2024,WESBANCO BANK INC,357810
31-MAR-2024,Veracity Capital LLC,3375831
31-MAR-2024,"Venturi Wealth Management, LLC",6333957
31-MAR-2024,"Sheaff Brock Investment Advisors, LLC",156951460
31-MAR-2024,USA FINANCIAL FORMULAS,2033010
31-MAR-2024,USS Investment Management Ltd,395448882
31-MAR-2024,"Ulland Investment Advisors, LLC",9786
31-MAR-2024,"Ullmann Wealth Partners Group, LLC",1954555
31-MAR-2024,Umpqua Bank,9144931
31-MAR-2024,"Unconventional Investor, LLC",1013794
31-MAR-2024,UniSuper Management Pty Ltd,547162504
31-MAR-2024,"Union Heritage Capital, LLC",1720378
31-MAR-2024,"Unique Wealth Strategies, LLC",1504306
31-MAR-2024,"United Advisor Group, LLC",9734960
31-MAR-2024,"United Asset Strategies, Inc.",26410605
31-MAR-2024,United Bank,7410999
31-MAR-2024,"United Capital Management of KS, Inc.",18305577
31-MAR-2024,Utah Retirement Systems,372740185
31-MAR-2024,V-Square Quantitative Management LLC,44859947
31-MAR-2024,VALLEY FORGE INVESTMENT CONSULTANTS INC ADV,422866
31-MAR-2024,VALLEY NATIONAL ADVISERS INC,4222
31-MAR-2024,"VALLEY WEALTH MANAGERS, INC.",1497535
31-MAR-2024,"USAdvisors Wealth Management, LLC",260
31-MAR-2024,"US FINANCIAL ADVISORS, LLC",565628
31-MAR-2024,Venture Visionary Partners LLC,15956374
31-MAR-2024,US Asset Management LLC,6600
31-MAR-2024,"Tuttle Capital Management, LLC",311728
31-MAR-2024,"Twele Capital Management, Inc.",361440
31-MAR-2024,"Twin Lakes Capital Management, LLC",788951
31-MAR-2024,"Twin Peaks Wealth Advisors, LLC",3745309
31-MAR-2024,"Twin Tree Management, LP",284097335
31-MAR-2024,Tyche Wealth Partners LLC,7338956
31-MAR-2024,Tyler-Stone Wealth Management,15716704
31-MAR-2024,"U.S. Capital Wealth Advisors, LLC",29805044
31-MAR-2024,UBS ASSET MANAGEMENT AMERICAS LLC,7639400113
31-MAR-2024,"UDINE WEALTH MANAGEMENT, INC.",902656
31-MAR-2024,UG Investment Advisers Ltd.,14307872
31-MAR-2024,"UMB Bank, n.a.",137771215
31-MAR-2024,UNION SAVINGS BANK,839394
31-MAR-2024,"UNIQUE WEALTH, LLC",2232702
31-MAR-2024,UNITED BANK,505090
31-MAR-2024,UNIVERSITY OF TEXAS/TEXAS AM INVESTMENT MANAGEMENT CO,14872004
31-MAR-2024,UP STRATEGIC WEALTH INVESTMENT ADVISORS LLC,2550750
31-MAR-2024,VAN ECK ASSOCIATES CORP,3812854
31-MAR-2024,VAN LANSCHOT KEMPEN INVESTMENT MANAGEMENT N.V.,121355337
31-MAR-2024,"VANCE WEALTH, INC.",1349151
31-MAR-2024,VANGUARD GROUP INC,183122678202
31-MAR-2024,"Valued Retirements, Inc.",665351
31-MAR-2024,Valued Wealth Advisors LLC,172610
31-MAR-2024,Values Added Financial LLC,638818
31-MAR-2024,"Van Cleef Asset Management,Inc",428288
31-MAR-2024,"Van Hulzen Asset Management, LLC",17440
31-MAR-2024,"Van Leeuwen & Company, LLC",6389073
31-MAR-2024,Vancity Investment Management Ltd,287
31-MAR-2024,VanderPol Investments L.L.C.,420155
31-MAR-2024,Vanguard Capital Wealth Advisors,7165258
31-MAR-2024,"Vanguard Personalized Indexing Management, LLC",202492437
31-MAR-2024,"Vantage Financial Partners Ltd., Inc.",520451
31-MAR-2024,"Vantage Financial Partners, LLC",297810
31-MAR-2024,"Vantage Investment Partners, LLC",12139
31-MAR-2024,Varenne Capital Partners,18512137
31-MAR-2024,Varma Mutual Pension Insurance Co,417415806
31-MAR-2024,"Vectors Research Management, LLC",3407
31-MAR-2024,"Veery Capital, LLC",674056
31-MAR-2024,Value Star Asset Management (Hong Kong) Ltd,24296
31-MAR-2024,Valtinson Bruner Financial Planning LLC,417445
31-MAR-2024,"Valmark Advisers, Inc.",10897569
31-MAR-2024,"VICTORY FINANCIAL GROUP, LLC",640624
31-MAR-2024,VAUGHAN DAVID INVESTMENTS LLC/IL,1162
31-MAR-2024,VCI Wealth Management LLC,2202699
31-MAR-2024,"VELA Investment Management, LLC",1224324
31-MAR-2024,"VERUS CAPITAL PARTNERS, LLC",31296756
31-MAR-2024,"VESTOR CAPITAL, LLC",73320
31-MAR-2024,"VIAWEALTH, LLC",5941318
31-MAR-2024,VICTORY CAPITAL MANAGEMENT INC,1931671680
31-MAR-2024,VICUS CAPITAL,6403594
31-MAR-2024,"Valley Brook Capital Group, Inc.",2770317
31-MAR-2024,VIKING FUND MANAGEMENT LLC,6324920
31-MAR-2024,"VISTA CAPITAL PARTNERS, INC.",419253
31-MAR-2024,VISTA INVESTMENT PARTNERS LLC,2650141
31-MAR-2024,"VOISARD ASSET MANAGEMENT GROUP, INC.",538556
31-MAR-2024,"VOLORIDGE INVESTMENT MANAGEMENT, LLC",168645860
31-MAR-2024,"Valeo Financial Advisors, LLC",91550659
31-MAR-2024,"Valiant Capital Management, L.P.",40660200
31-MAR-2024,WINTRUST INVESTMENTS LLC,7303
31-MAR-2024,WISCONSIN CAPITAL MANAGEMENT LLC,16616468
31-MAR-2024,"WJ Wealth Management, LLC",11027102
31-MAR-2024,Whalen Wealth Management Inc.,4096762
31-MAR-2024,Wheelhouse Advisory Group LLC,480240
31-MAR-2024,Whelan Financial,1080005
31-MAR-2024,"Whitaker-Myers Wealth Managers, LTD.",1764479
31-MAR-2024,"White Knight Strategic Wealth Advisors, LLC",4362388
31-MAR-2024,White Wing Wealth Management,1202152
31-MAR-2024,"Wick Capital Partners, LLC",1100768
31-MAR-2024,Wilkinson Global Asset Management LLC,60326183
31-MAR-2024,"Williams Jones Wealth Management, LLC.",181967957
31-MAR-2024,"Williamson Legacy Group, LLC",3069398
31-MAR-2024,Willis Investment Counsel,11184266
31-MAR-2024,"Willis Johnson & Associates, Inc.",4768780
31-MAR-2024,"Wills Financial Group, Inc.",332510
31-MAR-2024,"Winch Advisory Services, LLC",22356934
31-MAR-2024,"Windle Wealth, LLC",7243455
31-MAR-2024,Windmill Hill Asset Management Ltd,248479
31-MAR-2024,"Windsor Advisory Group, LLC",1171961
31-MAR-2024,"Winslow Capital Management, LLC",335424965
31-MAR-2024,"Wharton Business Group, LLC",1270
31-MAR-2024,Whale Rock Capital Management LLC,742668492
31-MAR-2024,"WMG Financial Advisors, LLC",678574
31-MAR-2024,Westwood Wealth Management,68249501
31-MAR-2024,"West Family Investments, Inc.",5923739
31-MAR-2024,"West Oak Capital, LLC",9389
31-MAR-2024,"West Tower Group, LLC",271068
31-MAR-2024,"West Wealth Group, LLC",1660130
31-MAR-2024,"WestEnd Advisors, LLC",36304290
31-MAR-2024,"WestHill Financial Advisors, Inc.",949695
31-MAR-2024,"Westchester Capital Management, Inc.",283718
31-MAR-2024,"Westend Capital Management, LLC",30226793
31-MAR-2024,Western Financial Corp/CA,3502995
31-MAR-2024,"Western Pacific Wealth Management, LP",3656855
31-MAR-2024,"Western Wealth Management, LLC",21830558
31-MAR-2024,"Westfuller Advisors, LLC",1994906
31-MAR-2024,"Westhampton Capital, LLC",4024472
31-MAR-2024,"Westmount Partners, LLC",5559973
31-MAR-2024,"Westover Capital Advisors, LLC",9426841
31-MAR-2024,"Westshore Wealth, LLC",4397215
31-MAR-2024,"Westside Investment Management, Inc.",3172616
31-MAR-2024,Winthrop Advisory Group LLC,2700025
31-MAR-2024,Wiser Advisor Group LLC,436440
31-MAR-2024,Wolf Group Capital Advisors,854923
31-MAR-2024,Woodline Partners LP,5119571
31-MAR-2024,ZACKS INVESTMENT MANAGEMENT,286945646
31-MAR-2024,ZEVENBERGEN CAPITAL INVESTMENTS LLC,252682361
31-MAR-2024,ZEVIN ASSET MANAGEMENT LLC,11951
31-MAR-2024,ZIMMERMANN INVESTMENT MANAGEMENT & PLANNING LLC,8831570
31-MAR-2024,"ZRC WEALTH MANAGEMENT, LLC",1433167
31-MAR-2024,ZWJ INVESTMENT COUNSEL INC,66847801
31-MAR-2024,"Zega Financial, LLC",3782412
31-MAR-2024,Zhang Financial LLC,6582948
31-MAR-2024,"Ziegler Capital Management, LLC",70885362
31-MAR-2024,"Zions Bancorporation, N.A.",23231431
31-MAR-2024,"Zuckerman Investment Group, LLC",407515
31-MAR-2024,"Zullo Investment Group, Inc.",11643291
31-MAR-2024,Zurcher Kantonalbank (Zurich Cantonalbank),1234039781
31-MAR-2024,Zweig-DiMenna Associates LLC,44475030
31-MAR-2024,iA Global Asset Management Inc.,319037
31-MAR-2024,jvl associates llc,826757
31-MAR-2024,"nVerses Capital, LLC",180712
31-MAR-2024,"Your Advocates Ltd., LLP",63249
31-MAR-2024,"Yost Capital Management, LP",1644479
31-MAR-2024,Yong Rong (HK) Asset Management Ltd,50324
31-MAR-2024,"XPONANCE, INC.",521495979
31-MAR-2024,"Worth Asset Management, LLC",3571772
31-MAR-2024,"Worth Financial Advisory Group, LLC",1623698
31-MAR-2024,"WorthPointe, LLC",374977
31-MAR-2024,"Wynn Capital, LLC",215048
31-MAR-2024,"X-Square Capital, LLC",3780
31-MAR-2024,"XML Financial, LLC",4551835
31-MAR-2024,XN LP,46201733
31-MAR-2024,XY Capital Ltd,4156376
31-MAR-2024,"Yoder Wealth Management, Inc.",606289
31-MAR-2024,"Xcel Wealth Management, LLC",8332230
31-MAR-2024,Y.D. More Investments Ltd,11032073
31-MAR-2024,"YARGER WEALTH STRATEGIES, LLC",1146025
31-MAR-2024,"YHB Investment Advisors, Inc.",41110858
31-MAR-2024,"YOUSIF CAPITAL MANAGEMENT, LLC",288378402
31-MAR-2024,"Yarbrough Capital, LLC",295065442
31-MAR-2024,"Yeomans Consulting Group, Inc.",978555
31-MAR-2024,West Branch Capital LLC,23157727
31-MAR-2024,Wesleyan Assurance Society,9928
31-MAR-2024,"Wescott Financial Advisory Group, LLC",719729
31-MAR-2024,"Waverly Advisors, LLC",16834755
31-MAR-2024,"Walker Asset Management, LLC",3267495
31-MAR-2024,Walkner Condon Financial Advisors LLC,4422282
31-MAR-2024,"Wallace Advisory Group, LLC",197098
31-MAR-2024,Wallace Hart LLC,253900
31-MAR-2024,Walleye Capital LLC,2444903247
31-MAR-2024,Walleye Trading LLC,1799891520
31-MAR-2024,"Wallington Asset Management, LLC",1429
31-MAR-2024,"Wambolt & Associates, LLC",8878396
31-MAR-2024,"Warren Street Wealth Advisors, LLC",2983338
31-MAR-2024,"Warther Private Wealth, LLC",7227258
31-MAR-2024,"Warwick Investment Management, Inc.",1218902
31-MAR-2024,"Washington Trust Advisors, Inc.",18490452
31-MAR-2024,Washington Trust Bank,29127160
31-MAR-2024,"Waterford Advisors, LLC",538550
31-MAR-2024,Waterfront Wealth Inc.,683443
31-MAR-2024,"Waterloo Capital, L.P.",5846988
31-MAR-2024,"Waterway Wealth Management, LLC",2953871
31-MAR-2024,Waldron Private Wealth LLC,19763567
31-MAR-2024,"Wagner Wealth Management, LLC",822806
31-MAR-2024,"WULFF, HANSEN & CO.",511415
31-MAR-2024,"WOODWARD DIVERSIFIED CAPITAL, LLC",3858725
31-MAR-2024,"WMS Partners, LLC",2667402
31-MAR-2024,"WNY Asset Management, LLC",2889588
31-MAR-2024,WOLFF WIESE MAGANA LLC,5540511
31-MAR-2024,WOODARD & CO ASSET MANAGEMENT GROUP INC /ADV,4969590
31-MAR-2024,WOODLEY FARRA MANION PORTFOLIO MANAGEMENT INC,2946440
31-MAR-2024,WOODMONT INVESTMENT COUNSEL LLC,1353648
31-MAR-2024,WOODSTOCK CORP,75555687
31-MAR-2024,"WORLD EQUITY GROUP, INC.",4110309
31-MAR-2024,WT Wealth Management,370541
31-MAR-2024,"WP Advisors, LLC",5115929
31-MAR-2024,WPWealth LLP,787001
31-MAR-2024,"WR Wealth Planners, LLC",3282167
31-MAR-2024,WRAPMANAGER INC,6122523
31-MAR-2024,WRIGHT INVESTORS SERVICE INC,10228299
31-MAR-2024,WS MANAGEMENT LLLP,78241068
31-MAR-2024,WT Asset Management Ltd,104718086
31-MAR-2024,"Watts Gwilliam & Co., LLC",22135669
31-MAR-2024,Waverton Investment Management Ltd,2957262
31-MAR-2024,"Werlinich Asset Management, LLC",22820615
31-MAR-2024,"Wayfinding Financial, LLC",7964
31-MAR-2024,Wealthquest Corp,1762845
31-MAR-2024,"Wealthspire Advisors, LLC",9558508
31-MAR-2024,"Wealthstar Advisors, LLC",1744926
31-MAR-2024,"Wealthstream Advisors, Inc.",2003044
31-MAR-2024,Weaver Capital Management LLC,5871434
31-MAR-2024,Weaver Consulting Group,1938136
31-MAR-2024,Wedmont Private Capital,27080335
31-MAR-2024,"Weil Company, Inc.",355615
31-MAR-2024,"Weinberger Asset Management, Inc",1603819
31-MAR-2024,"Welch Group, LLC",18352750
31-MAR-2024,"Well Done, LLC",203301
31-MAR-2024,"Wellington Shields & Co., LLC",15392796
31-MAR-2024,"Wellington Shields Capital Management, LLC",3447116
31-MAR-2024,"Wellington Wealth Strategies, LLC.",2541504
31-MAR-2024,"Wells Trecaso Financial Group, LLC",771640
31-MAR-2024,"Wellspring Financial Advisors, LLC",2872097
31-MAR-2024,Werba Rubin Papier Wealth Management,2068300
31-MAR-2024,Wealthfront Advisers LLC,330418338
31-MAR-2024,Wealthcare Advisory Partners LLC,36936426
31-MAR-2024,WealthTrust Axiom LLC,563497
31-MAR-2024,"Wealth Group, Ltd.",3165
31-MAR-2024,"Waypoint Capital Advisors, LLC",4773173
31-MAR-2024,Waypoint Wealth Partners Inc.,276490
31-MAR-2024,"Wealth Advisors of Iowa, LLC",623781
31-MAR-2024,"Wealth Alliance Advisory Group, LLC",7483222
31-MAR-2024,"Wealth Architects, LLC",2937474
31-MAR-2024,"Wealth Dimensions Group, Ltd.",3660910
31-MAR-2024,Wealth Group Ltd,425123
31-MAR-2024,Wealth High Governance Capital Ltda,4517800
31-MAR-2024,"WealthTrust Asset Management, LLC",3283814
31-MAR-2024,"Wealth Management Partners, LLC",17267984
31-MAR-2024,Wealth Quarterback LLC,1795971
31-MAR-2024,"WealthBridge Capital Management, LLC",3834011
31-MAR-2024,"WealthCare Investment Partners, LLC",496146
31-MAR-2024,"WealthPLAN Partners, LLC",7514306
31-MAR-2024,"WealthPlan Investment Management, LLC",2633009
31-MAR-2024,"WealthShield Partners, LLC",6765784
31-MAR-2024,"Turtle Creek Wealth Advisors, LLC",5979760
31-MAR-2024,Tufton Capital Management,424673
31-MAR-2024,Trybe Capital Management LP,251251122
31-MAR-2024,"Stillwater Capital Advisors, LLC",54979577
31-MAR-2024,"Stokes Family Office, LLC",1461119
31-MAR-2024,"Stone House Investment Management, LLC",618064
31-MAR-2024,"StoneCrest Wealth Management, Inc.",7361303
31-MAR-2024,Stonebridge Capital Advisors LLC,15507848
31-MAR-2024,"Stonebridge Financial Planning Group, LLC",2177580
31-MAR-2024,Stonebrook Private Inc.,3937026
31-MAR-2024,Strait & Sound Wealth Management LLC,5818971
31-MAR-2024,"Strata Wealth Advisors, LLC",1438468
31-MAR-2024,Strategic Advisors LLC,13632634
31-MAR-2024,Strategic Advocates LLC,8826041
31-MAR-2024,"Strategic Blueprint, LLC",19228104
31-MAR-2024,"Strategic Family Wealth Counselors, L.L.C.",2704380
31-MAR-2024,"Strategic Financial Concepts, LLC",3931537
31-MAR-2024,"Strategic Financial Services, Inc,",1072526
31-MAR-2024,"Strategic Global Advisors, LLC",17188422
31-MAR-2024,Strategic Investment Advisors / MI,9531893
31-MAR-2024,Strategic Vision Investment Ltd,29795795
31-MAR-2024,"Stockman Wealth Management, Inc.",7523043
31-MAR-2024,Stiles Financial Services Inc,14701234
31-MAR-2024,"Symphony Financial, Ltd. Co.",13156989
31-MAR-2024,"Steward Partners Investment Advisory, LLC",200646443
31-MAR-2024,"Stablepoint Partners, LLC",3744353
31-MAR-2024,"Stamos Capital Partners, L.P.",478887
31-MAR-2024,Standard Family Office LLC,316246
31-MAR-2024,"Stanley-Laman Group, Ltd.",4919884
31-MAR-2024,"State of Alaska, Department of Revenue",273824
31-MAR-2024,State of New Jersey Common Pension Fund D,1271918823
31-MAR-2024,"State of Tennessee, Treasury Department",885547532
31-MAR-2024,State of Wyoming,4506957
31-MAR-2024,"SteelPeak Wealth, LLC",55268220
31-MAR-2024,"Steele Capital Management, Inc.",9566910
31-MAR-2024,"Steigerwald, Gordon & Koch Inc.",2190711
31-MAR-2024,"Stephens Consulting, LLC",3389254
31-MAR-2024,"Sterling Financial Group, Inc.",1311987
31-MAR-2024,"Sterling Investment Advisors, Ltd.",6366202
31-MAR-2024,"Sterling Investment Counsel, LLC",2117238
31-MAR-2024,"Sterling Wealth Management, Inc.",229504
31-MAR-2024,"Stevard, LLC",10547256
31-MAR-2024,"Strategic Wealth Partners, Ltd.",4769074
31-MAR-2024,"Stratos Investment Management, LLC",6084434
31-MAR-2024,"Stratos Wealth Advisors, LLC",29072704
31-MAR-2024,"Stratos Wealth Partners, LTD.",98684508
31-MAR-2024,"Summit Trail Advisors, LLC",16549406
31-MAR-2024,"Summit Wealth Group, LLC",623
31-MAR-2024,"Summit Wealth Partners, LLC",2115685
31-MAR-2024,"Summit X, LLC",11675853
31-MAR-2024,"Sunbelt Securities, Inc.",32004271
31-MAR-2024,"Sunburst Financial Group, LLC",2970769
31-MAR-2024,Suncoast Equity Management,51821126
31-MAR-2024,"Sunesis Advisors, LLC",1284862
31-MAR-2024,"Sunflower Bank, N.A.",1799892
31-MAR-2024,Supplemental Annuity Collective Trust of NJ,15450876
31-MAR-2024,SurgoCap Partners LP,168123602
31-MAR-2024,"Sustainable Growth Advisers, LP",506683016
31-MAR-2024,Swedbank AB,4511
31-MAR-2024,"Sweet Financial Partners, LLC",3337825
31-MAR-2024,"Swisher Financial Concepts, Inc.",291
31-MAR-2024,Swiss National Bank,6683542964
31-MAR-2024,Symmetry Investments LP,26170
31-MAR-2024,"Summit Rock Advisors, LP",56351423
31-MAR-2024,"Summit Place Financial Advisors, LLC",7000783
31-MAR-2024,"Summit Investment Advisory Services, LLC",218676
31-MAR-2024,"Sugar Maple Asset Management, LLC",898000
31-MAR-2024,"Strengthening Families & Communities, LLC",3685
31-MAR-2024,"Strid Group, LLC",90365
31-MAR-2024,Strong Tower Advisory Services,16014251
31-MAR-2024,"StrongBox Wealth, LLC",2371475
31-MAR-2024,"Stuart Chaussee & Associates, Inc.",17190
31-MAR-2024,"Styrax Capital, LP",146755312
31-MAR-2024,Successful Portfolios LLC,7913179
31-MAR-2024,"Sugarloaf Wealth Management, LLC",1481812
31-MAR-2024,Summit Global Investments,15572
31-MAR-2024,"Sumitomo Mitsui DS Asset Management Company, Ltd",291581523
31-MAR-2024,Summa Corp.,74581650
31-MAR-2024,Summerhill Capital Management lnc.,5532498
31-MAR-2024,"Summit Asset Management, LLC",5094669
31-MAR-2024,"Summit Financial Group, Inc.",815914
31-MAR-2024,"Summit Financial Strategies, Inc.",1442601
31-MAR-2024,"Summit Financial, LLC",21852537
31-MAR-2024,St. Louis Trust Co,361597
31-MAR-2024,"St. Johns Investment Management Company, LLC",3063068
31-MAR-2024,"Squire Investment Management Company, LLC",266032
31-MAR-2024,"Slocum, Gordon & Co LLP",98487
31-MAR-2024,Silvant Capital Management LLC,23210649
31-MAR-2024,Silver Coast Investments LLC,412927
31-MAR-2024,"Silver Lake Advisory, LLC",1254655
31-MAR-2024,SilverOak Wealth Management LLC,923446
31-MAR-2024,Simmons Bank,32414309
31-MAR-2024,"Simplicity Wealth,LLC",64532158
31-MAR-2024,Simplify Asset Management Inc.,932474
31-MAR-2024,"Single Point Partners, LLC",537
31-MAR-2024,Sitrin Capital Management LLC,9091663
31-MAR-2024,"Sivia Capital Partners, LLC",5968073
31-MAR-2024,Skandinaviska Enskilda Banken AB (publ),142555954
31-MAR-2024,Sky Investment Group LLC,26051442
31-MAR-2024,"SkyOak Wealth, LLC",3388414
31-MAR-2024,"SkyView Investment Advisors, LLC",13004
31-MAR-2024,"Skylands Capital, LLC",451780
31-MAR-2024,"Skyline Advisors, Inc.",733300
31-MAR-2024,"Slagle Financial, LLC",5921081
31-MAR-2024,Silicon Valley Community Foundation,954096111
31-MAR-2024,Silicon Valley Capital Partners,24944819
31-MAR-2024,Signify Wealth,2188519
31-MAR-2024,Siemens Fonds Invest GmbH,56244803
31-MAR-2024,Shearwater Capital LLC,1086079
31-MAR-2024,Shepherd Financial Partners LLC,5624453
31-MAR-2024,"Shilanski & Associates, Inc.",4749437
31-MAR-2024,Shira Ridge Wealth Management,481618
31-MAR-2024,"Shoker Investment Counsel, Inc.",1638471
31-MAR-2024,"ShoreHaven Wealth Partners, LLC",412080
31-MAR-2024,Shulman DeMeo Asset Management LLC,645478
31-MAR-2024,Sienna Gestion,98936206
31-MAR-2024,Significant Wealth Partners LLC,1174707
31-MAR-2024,Sierra Capital LLC,2688
31-MAR-2024,Sigma Planning Corp,64202690
31-MAR-2024,"Signal Advisors Wealth, LLC",3533249
31-MAR-2024,"SignalPoint Asset Management, LLC",12581421
31-MAR-2024,"Signature Resources Capital Management, LLC",55511
31-MAR-2024,Signature Wealth Management Group,1182748
31-MAR-2024,"Signature Wealth Management Partners, LLC",831102
31-MAR-2024,"SlateStone Wealth, LLC",29201
31-MAR-2024,"Slow Capital, Inc.",29425326
31-MAR-2024,"Spotlight Asset Group, Inc.",1174628
31-MAR-2024,"Sloy Dahl & Holst, LLC",19058225
31-MAR-2024,"Sound Income Strategies, LLC",2733219
31-MAR-2024,"Sound Stewardship, LLC",351859
31-MAR-2024,"Sound View Wealth Advisors Group, LLC",16617462
31-MAR-2024,Source Financial Advisors LLC,1598083
31-MAR-2024,South Dakota Investment Council,91002
31-MAR-2024,South Street Advisors LLC,48066681
31-MAR-2024,Southeast Asset Advisors Inc.,364253
31-MAR-2024,Southland Equity Partners LLC,1511656
31-MAR-2024,"Sovereign Financial Group, Inc.",4764777
31-MAR-2024,Sowell Financial Services LLC,45763000
31-MAR-2024,"Spectrum Asset Management, Inc. (NB/CA)",476152
31-MAR-2024,"Spectrum Investment Advisors, Inc.",875658
31-MAR-2024,"Spectrum Strategic Capital Management, LLC",3439900
31-MAR-2024,"Spectrum Wealth Counsel, LLC",8005542
31-MAR-2024,"SpiderRock Advisors, LLC",92919324
31-MAR-2024,"Spinnaker Investment Group, LLC",1971730
31-MAR-2024,Spire Wealth Management,95878443
31-MAR-2024,Souders Financial Advisors,1914038
31-MAR-2024,"Sonora Investment Management Group, LLC",9569125
31-MAR-2024,Sonoma Private Wealth LLC,1667585
31-MAR-2024,Smithfield Trust Co,7175
31-MAR-2024,"Smallwood Wealth Investment Management, LLC",1301126
31-MAR-2024,Smart Money Group LLC,1263148
31-MAR-2024,"Smart Portfolios, LLC",220469
31-MAR-2024,"Smith & Howard Wealth Management, LLC",688516
31-MAR-2024,"Smith Anglin Financial, LLC",6338553
31-MAR-2024,"Smith Group Asset Management, LLC",39864164
31-MAR-2024,Smith Salley Wealth Management,51952653
31-MAR-2024,Snider Financial Group,1808033
31-MAR-2024,Sonnipe Ltd,980363
31-MAR-2024,Snowden Capital Advisors LLC,79780830
31-MAR-2024,"Socha Financial Group, LLC",351597
31-MAR-2024,"Solidarity Wealth, LLC",1239684
31-MAR-2024,"Solstein Capital, LLC",1051744
31-MAR-2024,Soltis Investment Advisors LLC,31555784
31-MAR-2024,Somerset Trust Co,788808
31-MAR-2024,"Sompo Asset Management Co., Ltd.",13522678
31-MAR-2024,"Symmetry Partners, LLC",19189
31-MAR-2024,"Synergy Asset Management, LLC",19840371
31-MAR-2024,Truvestments Capital LLC,4214581
31-MAR-2024,Tidal Investments LLC,125339071
31-MAR-2024,"Tiller Private Wealth, Inc.",941255
31-MAR-2024,Tillman Hartley LLC,262032
31-MAR-2024,Timber Creek Capital Management LLC,316246
31-MAR-2024,"Tortoise Investment Management, LLC",637913
31-MAR-2024,"Total Clarity Wealth Management, Inc.",3474297
31-MAR-2024,"Totem Point Management, LLC",10360219
31-MAR-2024,Tower View Wealth Management LLC,5526175
31-MAR-2024,Towercrest Capital Management,1360268
31-MAR-2024,"Towerpoint Wealth, LLC",1746689
31-MAR-2024,"Townsend & Associates, Inc",688397
31-MAR-2024,"Traction Financial Partners, LLC",559940
31-MAR-2024,"Trademark Financial Management, LLC",276489
31-MAR-2024,"Tradewinds Capital Management, LLC",847004
31-MAR-2024,"Tradewinds, LLC.",11820802
31-MAR-2024,"Tradition Wealth Management, LLC",12025665
31-MAR-2024,"Trail Ridge Investment Advisors, LLC",3802180
31-MAR-2024,"Tranquility Partners, LLC",3630501
31-MAR-2024,"Tidemark, LLC",905443
31-MAR-2024,Thrivent Financial for Lutherans,720439
31-MAR-2024,"Synergy Financial Group, LTD",6050316
31-MAR-2024,"Thrive Wealth Management, LLC",3105656
31-MAR-2024,"Team Hewins, LLC",23297447
31-MAR-2024,"Teamwork Financial Advisors, LLC",28450823
31-MAR-2024,Ted Buchan & Co,4043345
31-MAR-2024,"Telemark Asset Management, LLC",126498400
31-MAR-2024,"Telos Capital Management, Inc.",3742934
31-MAR-2024,"Tempus Wealth Planning, LLC",6376430
31-MAR-2024,Tenere Capital LLC,11609842
31-MAR-2024,Tennessee Valley Asset Management Partners,2129153
31-MAR-2024,Terra Nova Asset Management LLC,5130816
31-MAR-2024,Tevis Investment Management,1043708
31-MAR-2024,Texas Capital Bancshares Inc/TX,565628
31-MAR-2024,Texas Capital Bank Wealth Management Services Inc,46901093
31-MAR-2024,Texas Yale Capital Corp.,11283670
31-MAR-2024,Teza Capital Management LLC,3297994
31-MAR-2024,Thomasville National Bank,1169207
31-MAR-2024,"Three Bridge Wealth Advisors, LLC",1953497
31-MAR-2024,"Thrive Capital Management, LLC",1148511
31-MAR-2024,"Transamerica Financial Advisors, Inc.",11117
31-MAR-2024,Transcendent Capital Group LLC,3545126
31-MAR-2024,"Transform Wealth, LLC",15433669
31-MAR-2024,"Traveka Wealth, LLC",3422685
31-MAR-2024,"Trivant Custom Portfolio Group, LLC",6820439
31-MAR-2024,Trivest Advisors Ltd,400973
31-MAR-2024,Troluce Capital Advisors LLC,1897476
31-MAR-2024,"TruNorth Capital Management, LLC",34335
31-MAR-2024,"TruWealth Advisors, LLC",3300430
31-MAR-2024,"True Link Financial Advisors, LLC",321667
31-MAR-2024,"True North Advisors, LLC",1669261
31-MAR-2024,True Vision MN LLC,406213
31-MAR-2024,"True Wealth Design, LLC",140068
31-MAR-2024,"TrueMark Investments, LLC",5460213
31-MAR-2024,"TrueWealth Advisors, LLC",555779
31-MAR-2024,"Trueblood Wealth Management, LLC",1977893
31-MAR-2024,"Truepoint, Inc.",1157460
31-MAR-2024,Trust Asset Management LLC,25649358
31-MAR-2024,Trust Co,1154750
31-MAR-2024,Trust Co of the South,601771
31-MAR-2024,Trust Investment Advisors,3319679
31-MAR-2024,Triumph Capital Management,1755824
31-MAR-2024,"Triton Wealth Management, PLLC",4689731
31-MAR-2024,Triodos Investment Management BV,69688872
31-MAR-2024,TriaGen Wealth Management LLC,8593946
31-MAR-2024,"Traynor Capital Management, Inc.",192240531
31-MAR-2024,Treasurer of the State of North Carolina,995797
