FILINGMANAGER_NAME,SNOW,PLTR,GOOGL,MSFT,ASML,AAPL,AMZN,CRM,TSLA,META,SHOP,NVDA,PANW,AMD
Echo45 Advisors LLC,0.0,0.0,0.0,31.504749470000004,0.0,-51.576394450000016,-183.31906042999998,0.47035405,1.3053922999999998,0.9453881499999999,0.0,1.9729693300000002,0.0,0.0
"EcoR1 Capital, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25717544,0.0,0.0,0.0,0.0
Econ Financial Services Corp,0.50335788,0.0,0.0,0.18276357,0.0,-1.26389813,-5.711895640000001,-16.709385,0.14060448,0.57505485,0.792718,0.45881658999999997,0.0,0.37719314
"Edge Capital Group, LLC",-131.78237464000003,-164.26723692000002,0.0,28.09449496000001,0.5484656800000001,-59.39693015,-191.91126579,-126.24609210000001,-577.0407842700001,-92.27546033000003,0.0,223.23199648,-195.94942401999998,15.098063009999999
Edge Financial Advisors LLC,0.0,0.0,0.0,-0.060036549999999994,0.0,-0.22273976,-0.027061980000000006,0.0,0.08738724,-0.025339599999999997,0.0,-0.33388144,0.0,0.0
Edge Wealth Management LLC,0.5758188799999999,-106.54419620000002,0.0,28.320913640000004,0.231072,-48.28171402,-175.20433290999998,-61.008753540000015,-151.2741155400001,-125.92656827000002,0.71162492,225.94762154999995,0.50706917,1.0322908300000002
EdgeRock Capital LLC,-0.305238,1477.23898325,0.0,205.24167452,-0.09000599999999997,195.99557487,313.01682753999995,0.03318335999999998,284.63616264999996,435.06029666999996,0.0,715.4276665500001,0.0,0.04830399999999996
"Edgemoor Investment Advisors, Inc.",0.0,0.0,0.0,30.70192689,0.0,-54.92311177000001,-197.4084709,0.0,0.0,0.75521637,0.0,250.42355804000005,0.0,0.0
"Edgestream Partners, L.P.",-0.018632000000000037,-0.466584,0.0,5.85880413,0.0,-206.22598931,-475.1510026100001,-100.68481146000002,0.82840837,-80.0293233,0.2083728499999999,3.934058689999999,4.25552526,3.39841601
"Edmonds Duncan Registered Investment Advisors, LLC",0.0,0.0,-71.45552529000003,30.73707597,0.0,-54.31265975,-190.52226725000003,0.0,-248.86759074,-85.79843436,0.0,246.13748640000003,0.05825919,0.0
Efficient Wealth Management LLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egerton Capital (UK) LLP,0.0,0.0,0.0,0.24560522999999998,0.0,0.0,0.42481531000000006,0.16323999999999997,0.0,0.33871999999999997,0.9316264799999998,0.0,0.0,0.0
Eidelman Virant Capital,0.0,0.0,0.0,0.01066466999999999,0.0,0.08288332999999999,0.38025857,0.09160080999999999,0.6946309,-0.84661968,0.0,0.37913180999999996,0.0,0.0
Eisler Capital (UK) Ltd.,0.386628,0.20822800000000002,0.0,-0.25676580000000004,0.15572375,0.5774088699999999,39.08834697000002,-59.16809208000002,-365.6060704000001,-90.58149845999998,-0.4229272499999999,347.92359429000004,-0.6314248299999999,0.40098153999999997
Eisler Capital (US) LLC,0.31839157,-1.0237280000000002,0.0,0.23193165000000002,-4.51940246,0.17358953999999996,0.4400452400000001,0.49015184000000006,0.15225215000000014,-0.3758412100000001,2.3555928799999997,2.02656149,0.04275160000000003,0.25896292
"Eldred Rock Partners, LLC",0.0,0.0,0.0,0.0,0.005970839999999998,-0.072674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eldridge Investment Advisors, Inc.",0.0,0.0,0.0,0.24515146999999998,0.0,0.37756907999999995,0.09501295000000001,0.0,2.0573441699999995,0.5255165599999999,0.0,-0.002991480000000003,0.0,0.0
Elefante Mark B,0.0,0.0,0.0,-0.00040999999999999994,0.0,0.0,0.0035479999999999995,0.00443,0.0,0.0,0.0,0.0021160000000000003,0.0,-0.0052759999999999994
"Element Wealth, LLC",0.0,0.020662000000000003,0.0,29.7653967,0.0,-53.86614995000001,-202.69449169000004,0.17695771,0.0,-102.86746685000001,0.0,0.12098244,0.0,0.0
Elemental Capital Partners LLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021160000000000003,0.0,0.0
"Elequin Capital, LP",1.4620693599999999,0.0,0.0,-0.00040999999999999994,0.0,-0.12535,0.0035479999999999995,0.0,0.0,60.43968726000001,0.44616496,0.026462,-0.026302929999999995,-0.0052759999999999994
"Elequin Securities, LLC",0.0,0.0,0.0,-0.20160599999999998,0.0,0.0,-0.234732,-0.508364,0.0,-0.9565562700000001,0.16225,-0.8966219999999999,0.0,-0.512754
"Elevate Capital Advisors, LLC",0.0,0.0,0.0,-0.00040999999999999994,-0.0033640000000000002,0.0014960000000000002,0.0035479999999999995,0.0,0.0,0.00045599999999999997,0.0,0.0021160000000000003,0.0,0.0
"Elevated Capital Advisors, LLC",0.0,0.0,0.0,42.88894984000001,0.0,-60.36415800000001,-231.12623459,0.13016069999999996,-1299.05100871,-49.5010641,0.0,122.99366748999999,0.0012939999999999998,50.57429257999999
"Elevation Capital Advisory, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0035479999999999995,0.0,-0.140548,0.0,0.0,0.0,0.0,0.0
"Eley Financial Management, Inc",0.0,0.0,0.0,0.12406292999999997,0.0,0.0,0.23519811999999998,0.0,0.0,0.8571000800000002,0.0,1.6303983399999997,0.0,0.0
Elgethun Capital Management,0.0,0.0,0.0,29.860261300000005,0.0,-53.85590108,-190.75969202,0.27369994000000003,0.0,0.29736966,0.0,239.74984060999998,0.0,0.27351369999999997
Elios Financial Group Inc.,0.0,0.0,0.0,-0.0003319000000000001,0.0,0.0078482,0.08528751999999999,0.0,0.68045364,0.0,0.0,0.0108748,0.0,0.0
"Eliot Finkel Investment Counsel, LLC",0.0,0.0,0.0,0.0,0.0,-50.20680127000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elite Life Management LLC,0.0,0.0,0.0,0.032365,0.0,0.09566236000000002,0.12352143999999998,0.0,0.303232,0.20912034000000002,0.0,0.9163706899999999,0.0,0.0
"Elite Wealth Management, Inc.",0.0,1.3785057900000002,0.0,32.277471399999996,423.6106829100001,-54.95139423999999,-193.12831422999997,-72.38600688999999,-338.05450297,-117.13057117000004,0.6258340899999999,262.48423070999996,-0.11369132000000003,26.995561399999996
"Elk Creek Partners, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Elk River Wealth Management, LLC",0.0,0.0,0.0,61.8688088,0.0,-109.58717833,-341.1014554899999,-124.25218167,0.0,0.3298117,0.0,7.96812491,0.07249183999999997,0.0
Ellenbecker Investment Group,0.0,0.0,0.0,139.14081006,0.0,-95.51815162,231.78874144999997,0.0,-189.11783291999998,580.30959578,0.0,1582.4635319299996,0.0,0.0
"Ellevest, Inc.",-125.67174841999997,0.19301225,0.0,51.869831270000006,545.7592463800001,-72.73460607000001,-195.61021779999996,-75.06546121000001,-22.973288870000008,-104.15621756999998,1.02813054,225.77280578999998,-88.81764235000003,25.112490589999997
"Ellis Investment Partners, LLC",-0.48957390999999995,1.19829543,0.0,30.82139295,0.009664969999999995,-55.69342135,-191.71412427,0.34057389999999993,1.2855984200000001,-97.65346206999999,-3.554704470000001,0.86332402,0.0,0.4401754
"Ellsworth Advisors, LLC",0.0,0.0,0.0,29.753101699999995,0.0,-57.9414799,2.7038346999999994,4.299097949999999,-0.31970351999999996,-110.03335663000001,0.0,294.79999791,0.09840386000000001,0.0
Elm Partners Management LLC,0.0,0.0,0.0,-0.009327299999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Elm Ridge Management, LLC",0.0,0.0,0.0,0.0,0.0,0.0,-0.070868,0.0,0.0,0.0,0.0,0.0,0.0,-0.091568
"Elm3 Financial Group, LLC",0.0,0.0,0.0,-0.00040999999999999994,0.0,0.0014960000000000002,0.0035479999999999995,0.0,0.010872,0.00045599999999999997,0.0,0.0021160000000000003,0.0012939999999999998,0.0
"Elmwood Wealth Management, Inc.",0.07656114,0.35821596,0.0,31.169556309999997,0.0,-56.33437731000001,-189.18213629,-71.39083591999999,0.11529378000000014,0.0,0.68315121,0.97450739,-0.7499383299999999,0.06692988
Elo Mutual Pension Insurance Co,443.84782096,85.77749460999999,0.0,237.78339096999997,0.0,147.40057521999998,244.95440730999997,402.73197825,-5.477051079999999,222.15852323000001,0.0,167.16918260000003,341.64099229000004,651.1461171699998
"Elser Financial Planning, Inc",0.0,0.0,0.0,-0.0006230399999999998,0.0,0.021646980000000003,0.04339753999999999,0.0,-0.308814,0.00045599999999999997,0.0,0.026462,0.0,0.0
"Elwood & Goetz Wealth Advisory Group, LLC",0.0,0.0,0.0,30.569517009999995,0.0,-54.55509223,-188.23606203999995,0.0,1.8458054099999999,0.0,-0.375432,0.16656759,0.0,0.0
"Elyxium Wealth, LLC",0.0,0.020662000000000003,0.0,-0.00042005000000000005,0.0,0.04045352,0.11466496000000001,-0.220208,36.464337,0.01966236,0.006536,0.27899315999999996,0.0,-0.18026196
Embree Financial Group,0.0,8.167866010000003,0.0,0.01718664,0.0,0.07708253,0.056371519999999994,0.09625481,0.303232,0.18418233000000003,0.006536,1.3419207899999994,0.0,0.0
"Emerald Advisors, LLC",0.0,0.0,0.0,30.56952686,0.0,-55.20434434,-193.52384459999993,0.0,0.7572530900000001,0.16393012,0.0,2.1261719400000003,0.0,0.0
"Emerson Wealth Management, LLC",0.0,0.0,0.0,0.0,0.0,-0.122788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Emerson Wealth, LLC",0.0,0.0,0.0,0.08986000000000001,0.0,-0.11764042,0.0,0.0,0.0,0.0,0.0,0.44295399999999996,0.0,0.0
"Empery Asset Management, LP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153104,0.0,0.0,0.0,0.0
"Empire Financial Management Company, LLC",0.006886,0.0,0.0,0.08878636999999999,0.25970269,0.11766947000000001,0.6665236199999999,0.0,-0.31968599999999997,0.21620121000000003,0.0,1.2200164699999998,0.08710036,0.08475152
"Empirical Asset Management, LLC",0.0,0.0,0.08992638,29.094290739999998,-0.08614224,-83.46370158999999,-167.87525673000002,0.02902399999999995,0.03288931999999989,4.685054889999999,0.1124368,3.699600439999999,0.042949999999999995,0.19059228
"Empirical Capital Management, LLC",0.0,16.05953294,0.0,0.019753999999999997,0.0,0.0,0.9598156800000002,0.0,0.0,-0.07772572,0.0,-0.10614000000000001,0.0,0.26403
"Empirical Finance, LLC",0.0,0.0,0.0,33.83038931000001,0.0,-59.792940690000016,-208.97609827,-77.93313512999998,-268.9922115700001,-107.84574303000002,0.0,271.08748501,0.15190872,26.19468423
"Empirical Financial Services, LLC d.b.a. Empirical Wealth Management",0.10193799999999997,1.45785391,0.0,30.537186350000002,0.22982266,-53.44782696,-178.16891686999995,-22.286140849999995,-256.03458227000004,-115.83592829999998,297.35453534,203.77860043,-109.14570173000003,21.772835360000002
Employees Retirement System of Texas,141.36216862,0.0,0.0,0.025571360000000043,0.19548162999999988,8.223274830000001,1.8545691499999997,1.3668037899999996,5.77411887,3.5170521499999996,43.56150595,14.844487019999999,0.97514426,0.18523187000000002
"Empower Advisory Group, LLC",0.0,1.45873718,0.0,0.09276226,0.25585101,0.14441063,0.14798883,0.1591115,0.57323093,0.09158026000000001,0.38268978000000003,0.7987338299999999,1.0124217400000002,0.34875118000000005
"Empowered Funds, LLC",1.14735574,-0.59760928,0.0,0.2659733900000001,0.0,-0.19753887000000026,0.7856509400000001,0.27100983000000006,-3489.264292280001,-89.79989643,0.41771764999999994,2.08854735,3.26044482,0.65155923
Emprise Bank,0.0,0.0,0.0,0.008702330000000001,0.0,0.05270272,0.030272909999999993,0.0644003,-0.65252433,0.0195053,0.0,0.14923251,0.0,0.0
"Empyrean Capital Partners, LP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-112.58356787000002,0.0,0.0,-0.09393957999999997,0.0
EnRich Financial Partners LLC,0.0,0.0,0.0,0.02377366,-0.0033640000000000002,0.08529750999999999,0.038917719999999996,0.07756036999999999,0.40923206999999995,0.02599274,0.0,0.0,0.0,0.0
Enclave Advisors LLC,0.0,0.020662000000000003,0.0,0.0005147499999999999,0.0,0.0037940400000000003,-0.010827799999999999,0.0,0.27210132,0.009990599999999999,0.0,0.00824038,0.0,0.0
Encompass More Asset Management,0.0,0.0,0.0,0.0019498099999999995,0.0,0.2653683500000001,0.55900219,0.0,2.72906215,0.38140268000000005,0.0,1.3785473799999999,0.0,0.053385699999999994
"Endowment Wealth Management, Inc.",0.0,-166.52679358000006,0.0,30.7466941,0.0,-56.36527418000001,0.45196342000000006,0.0,-0.012445999999999999,-122.8319967,0.0,0.0,0.0,0.0
"Endurance Wealth Management, Inc.",0.0,0.9924516400000002,0.19451605999999994,0.26880245,0.0,0.37659642,0.94590816,0.41712932999999996,2.2096002599999998,-2.4951092200000002,-0.1065,1.76586427,0.79628087,0.9346264200000001
Engineers Gate Manager LP,0.8561161100000001,-0.3508291200000001,0.0,8.057972209999997,-0.13981792999999998,-88.78793625000002,-2087.1201994299995,-74.31478014000001,-787.4095811600002,-155.85050913,1272.4865509299998,14.12287674,-2294.19919217,2.0525687200000005
"Engle Capital Management, L.P.",0.0,0.0,0.0,-0.177156,0.0,0.0,-0.22926523,0.0,0.0,-0.18529161,0.0,-0.35080799999999995,0.0,0.0
Engrave Wealth Partners LLC,0.0,0.0,0.0,27.16418787,0.0,-59.458445,-605.7499685899999,0.0,1.29602186,-0.36822,0.0,-0.08025832,0.0,-0.1186
Enhancing Capital LLC,0.0,0.0,0.0,-0.11713096999999997,0.0,-0.1121564,-0.01057581000000007,0.0,0.0,0.0,0.0,-0.32444792999999994,0.0,0.0
"Enlightenment Research, LLC",-0.010002229999999987,0.24491719999999997,0.0,-0.092204,0.23022639999999997,0.093878,0.0,0.8102613799999999,1.24198538,0.19898931999999997,0.7128159999999999,-1.8371491700000002,0.250838,-0.94369784
Ennismore Fund Management Ltd,0.0,0.0,0.0,0.0,0.0,0.0,-0.15930828,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ensemble Capital Management, LLC",0.0,0.0,0.0,0.024137000000000006,0.0,0.11669563999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ensign Peak Advisors, Inc",-177.00337256999998,-149.29246211,0.27569464,30.24890574,305.21133427999996,-55.82270878999999,-185.92061043000004,-66.04817564000001,-276.91470045000005,-124.82126805000001,596.8736731299998,266.01128368,-299.62982181999996,36.8271496
Enterprise Bank & Trust Co,0.0,0.0,0.0,32.46726494000001,0.0,-57.63615217,-198.13169834,-70.37426949,0.55258508,-89.74276567999999,0.0,248.46321113,-126.11472108000001,-0.0052759999999999994
Enterprise Financial Services Corp,0.0,0.0,-0.180364,-0.1478,-0.11368400000000001,0.0,-0.1129,-0.15385799999999997,0.0,0.0,-0.31815,-0.49805,-0.153976,-0.19948
Enterprise Trust & Investment Co,0.17505794000000005,0.0,0.0,0.18811145,0.12145,0.13451537999999996,0.06323112000000002,0.124046,0.0,-0.008431700000000014,0.0,0.80786793,0.0010699999999999998,0.0
"Entropy Technologies, LP",-0.2671748300000001,-0.093998,0.0,-0.046793549999999996,-0.0033640000000000002,0.026790960000000003,0.41178704000000005,0.00443,-0.13155,-0.24382360000000003,0.006536,0.26569168,0.0012939999999999998,0.26416019999999996
"Entruity Wealth, LLC",0.0,0.0,0.0,-0.00040999999999999994,0.0,0.0014960000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"EntryPoint Capital, LLC",-0.34645558,-0.04697868000000001,0.0,-0.0620128,0.0,-0.62030486,-0.08879068,-0.95351824,-0.63155801,1.06972263,0.0,-0.24430606,-0.16503805000000002,0.38540256000000006
"Envestnet Portfolio Solutions, Inc.",0.39740456,1.9376709,0.0,0.06889005,0.17698532000000003,0.10828539000000001,0.14135530999999998,0.25384155999999997,0.62757274,0.23104683999999998,0.45798321999999997,1.09559043,0.14291913,0.21949179
Envision Financial LLC,0.0,0.0,0.0,0.0,0.0,0.0014960000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Envision Financial Planning, LLC",0.0,0.0,0.0,0.03613854,0.0,0.08434501999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Envoi LLC,0.0,0.0,0.0,0.44040191,0.0,0.09754240999999997,-0.067556,0.0,1.7272530000000001,-0.030963999999999995,0.0,-0.35080799999999995,0.0,0.0
"Eos Focused Equity Management, L.P.",0.0,0.0,0.0,0.026867669999999986,0.0,0.055577720000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Eos Management, L.P.",0.0,0.0,0.0,0.08181914,0.0,0.21561683999999998,0.36690428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Epic Trust Investment Advisors, LLC",0.0,0.0,0.0,263.07125333,0.0,360.24804775,253.41083833000005,0.0,0.5278390099999999,-0.0015814399999999895,0.509518,1018.9281197899999,0.054978390000000016,0.248168
Epstein & White Financial LLC,0.0,0.0,0.0,-0.005996499999999995,0.0,0.010511060000000003,0.06782631,0.0,-0.1207939,0.0,0.0,-0.025729999999999996,0.0,0.0
"Eqis Capital Management, Inc.",0.0,0.0,0.0,-159.27127275999996,-195.98624970999998,-149.98225839,-242.69345097000001,-183.81673395,-191.03542635000005,-149.28601465999995,1.1760242899999998,-363.60955389000003,-77.86335908,-276.33731632999996
Equinox Partners Investment Management LLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032236969999999976,0.0,0.0,0.0,0.0
"Equita Financial Network, Inc.",0.0,0.0,0.0,-21.066058009999992,0.0,87.70685459,207.36653699999997,0.0,0.010872,23.11021143,0.0,114.68539838999999,0.0,0.0
"Equius Partners, Inc.",0.0,0.0,0.0,0.0,0.0,-50.93212777000001,0.0,0.0,0.0,0.40682489,0.0,0.0,0.0,0.0
"Ergawealth Advisors, Inc.",0.0,0.0,0.0,0.12649121999999996,0.0,0.22811800999999998,0.21845210999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ergoteles LLC,0.09594000000000005,0.24115000000000003,0.0,-0.35271709,0.0,-18.924632470000002,0.59751362,-105.37737879000001,-122.06261941000002,-302.22716149000007,0.38061600000000007,3.95861868,-2.0755648900000003,-5.52980414
"Erickson Financial Group, LLC",0.0,0.0,0.0,0.0,0.0,-55.871754700000004,0.0,0.0,0.0,0.0,0.0,0.01603554,0.0,0.0
Erste Asset Management GmbH,0.7328243899999999,0.0,0.0,0.2980449400000001,0.10041632,0.42467607,0.5590746000000001,1.0983134300000001,3.6902979199999995,3.6625135800000006,2.1083269299999996,1.9585242499999997,0.3237008500000001,1.7667064899999998
"Ervin Investment Management, LLC",0.0,0.0,0.0,-75.27127103999999,-0.28381278000000004,-16.48253809,0.08484555000000003,0.0,0.0,-100.71130576,0.0,0.0,0.0,0.0
Eschler Asset Management LLP,-0.305238,0.0,0.0,-0.18152169,-0.276384,0.0,-213.15865042000001,0.0,-0.39758239999999995,-132.43521282999998,0.16225,-0.8218299999999998,0.0,0.26696869999999995
"Essential Planning, LLC.",0.0,0.0,0.0,39.58611491,0.0,-111.95837147000003,2.1949437599999997,0.00443,0.010872,1.0324474799999999,0.0,1.5304693,0.0,0.0
"Essex Financial Services, Inc.",0.0,0.0,206.75658964,245.75963777999996,304.2572671399999,347.71008915,272.41039352,841.9793676199998,1172.1831479599998,1482.0296150400002,0.36427599000000005,1692.26620512,0.22161680000000006,811.59577683
Essex LLC,0.0,0.0,0.0,33.40499878000001,0.0,-52.619100620000005,-203.37625302,-69.3211213,1.3897378500000002,-95.25175759000001,0.6864233399999999,1370.0072762,0.05494866,27.863007250000003
"Essex Private Wealth Management, LLC",0.0,0.0,0.0,32.942888819999986,0.0,-55.460728660000015,0.38893279000000003,0.0,-247.45147396000004,0.3047816,0.0,243.26258288000002,0.0,0.0
Essex Savings Bank,0.0,0.0,0.0,29.939087280000006,0.42696414999999993,-54.01749354,-188.46638095999995,-74.96249288000003,-201.05788274000008,0.22900399999999996,0.0,391.7407173800001,-127.06154249,0.3675509699999999
Estabrook Capital Management,0.0,0.27445836,0.0,0.21620674000000004,0.0,0.0,0.51247886,0.46383022,0.94643532,1.1329528700000002,0.0,2.1989513699999996,0.0,0.7490080699999999
"Estate Counselors, LLC",0.0,3.70618135,0.0,0.02704925,0.0,0.26211017,0.36959029,0.21200513999999998,0.0,0.35309311999999987,0.0,2.0780975099999996,0.0,0.0
Estuary Capital Management LP,-0.347296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10614000000000001,0.0,0.26403
"Etesian Wealth Advisors, Inc.",0.0,0.0,0.0,0.05282778999999999,0.0,0.27168747,0.11302788000000001,0.34602268,0.0,0.6126614500000002,0.0,0.9283965000000002,0.0,0.0
Ethic Inc.,-111.08645715999998,5.516754370000001,0.0,35.332064030000005,502.43040295000003,-53.07425938,-179.1673901,-54.15988761999999,-245.18152150000006,-97.91281036000001,0.37905855999999993,288.23081619,-101.28447437000001,23.88170682
"Ethos Financial Group, LLC",0.14652,-0.299744,0.0,-36.135901000000004,-158.98999271000002,0.0014960000000000002,-35.41992158,-0.34362700000000007,0.0,163.70269478,0.0,-12.094790410000002,0.0,11.22448569
Eubel Brady & Suttman Asset Management Inc,0.0,0.0,0.0,0.16533399999999998,0.0,0.216666,0.34795400000000004,0.0,0.375494,0.0,0.0,0.44295399999999996,0.0,0.0
Euclidean Capital LLC,-0.24960799999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Euclidean Technologies Management, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33887599999999996,0.0,0.0,0.0,0.0
"Eudaimonia Partners, LLC",0.0,-0.11200707000000001,0.0,30.06249578,0.06616817999999998,-54.16096065,-189.06800205000005,-65.55897285000002,-254.09978399000002,-87.15345134999998,0.80508013,394.17669801000005,-0.2737211,24.855396860000006
Eukles Asset Management,0.0,2.10005536,0.0,242.33842368,0.0,339.81182082000004,273.79838463,0.0,1065.4652329199998,0.0,0.0,1703.88669836,0.0,-0.0052759999999999994
"Euro Pacific Asset Management, LLC",0.0,0.0,0.0,0.0,0.0,0.28279078999999996,0.0,0.0,0.0,0.24594103000000003,0.0,0.0,0.0,0.0
"Evanson Asset Management, LLC",-277.3969359,0.0,0.0,57.62407082000001,0.0,-114.67284983000003,-456.0785544499999,0.30249099,-775.0995198600001,-252.05356762000002,0.57856076,330.5545407,-0.64603,33.763299520000004
"EverSource Wealth Advisors, LLC",-163.88672179999998,-320.32514198,0.0,30.154551020000007,412.59112082000007,-66.56925060999998,-230.97912854,-49.56283782000001,-317.00064783,-155.86886973000006,444.20773258,190.44311983,-218.52680637,13.16877573
"Evercore Wealth Management, LLC",0.9999885499999999,1.7490556300000002,0.0,30.79191485,0.0,-55.35720030000001,-187.85532955,-62.13327366000002,-251.68458836000002,-86.78650870000003,2.8479056,259.04040479,0.5475481600000001,22.880678979999995
Everest Management Corp.,0.0,0.0,0.0,-0.00040999999999999994,0.0,0.0014960000000000002,0.0035479999999999995,0.00443,0.010872,0.00045599999999999997,0.0,0.0021160000000000003,0.0,0.0
"Evergreen Advisors, LLC",0.0,0.0,0.0,-0.00040999999999999994,0.0,-55.82648569000001,-0.033547440000000005,0.0,-320.29274341,0.0,0.0,0.0021160000000000003,0.0,0.0
Evergreen Private Wealth LLC,0.0,0.0,0.0,0.01759274,0.0,0.07490825000000001,-0.0019354500000000156,0.10153153,0.50048326,0.02774618,0.0,0.017778040000000002,0.11587613,0.17243261
"Evergreen Wealth Management, LLC",0.0,0.0,0.0,0.13362049,0.0,0.24075541000000003,0.26340404,0.0,0.0,0.7594496000000001,0.0,0.0021160000000000003,0.0,0.0
"Evergreen Wealth Solutions, LLC",0.0,0.0,0.0,198.81296282,-0.048257999999999995,196.51276842999997,316.38989809000003,0.0,266.34144118999995,429.85277143999997,0.0,712.2948634300001,0.0,0.0
"Everhart Financial Group, Inc.",0.0,2.32374963,0.0,39.39103870999999,0.19589002000000003,-42.00990759,-105.53397196000002,0.23019319,-255.75564207999994,-117.58346571999999,0.56622711,644.2383495999999,0.4825561900000001,24.451927420000004
"Evernest Financial Advisors, LLC",0.0,0.0,0.0,-0.042013290000000016,0.0,0.51791198,0.27998996,0.25605858,0.0,0.58544168,0.0,0.6850853699999998,0.004350089999999999,0.0
"Everstar Asset Management, LLC",0.0,0.0,0.0,0.005485999999999999,0.0,0.013405839999999999,0.00471244,0.0,0.0,0.0,0.0,0.02554926,0.0,0.0
"Evoke Wealth, LLC",1.24110468,0.62248382,0.0,0.046251609999999985,-0.07741791000000003,0.16374181,0.40602912999999996,0.25148085,0.34312058000000006,-0.7681984199999998,0.45015163,0.3844769899999999,0.42820435,0.21653058999999997
"Evolution Advisers, Inc.",0.0,0.0,0.0,0.21113838000000001,-0.276384,0.51089533,0.39181081,0.11972072,1.0582250400000002,0.07081892000000001,0.1597,0.0,0.0,0.0
Evolution Capital Management LLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375494,0.0,0.0,0.0,0.0,0.0
"Evolution Wealth Advisors, LLC",-71.92411940999999,-104.27539768000001,0.0,34.155475909999986,-0.06692799999999999,-59.954839450000016,-197.66611152,2.7487594899999994,-398.6596921700001,-100.62204779999999,208.15992791000002,248.17631694,0.0,10.727648010000003
"Evolutionary Tree Capital Management, LLC",-130.85581139999996,0.0,0.0,36.69837641000001,0.0,0.0,-206.46072231999997,0.21776057,0.0,0.40025637999999997,0.11211559999999998,0.0,-0.07967318000000001,0.0
Ewing Morris & Co. Investment Partners Ltd.,0.0,0.0,0.0,-0.00040999999999999994,0.0,0.0014960000000000002,0.0035479999999999995,0.0,0.010872,0.00045599999999999997,0.0,0.0,0.0,0.0
Exane Asset Management,0.0,0.0,0.0,0.16779265000000013,0.0,0.0,-0.048848319999999945,-0.063098,0.0,0.0,0.0,0.0,0.0,0.0
Exchange Bank,0.0,0.0,0.0,0.03569833,0.0,0.09647378000000002,0.09722468999999997,0.19964624999999997,0.0,0.19607734000000002,0.0,0.6851033200000001,0.0,0.0
"Exchange Capital Management, Inc.",0.0,0.0,0.0,31.11638912,417.7111514900001,-53.67645438000001,-193.61696632,-71.94409292,0.0,0.0,0.0,0.0,0.0,0.0
"Executive Wealth Management, LLC",0.0,0.046873530000000004,0.0,31.58533151000001,1.22456266,-56.67875421000002,-208.81536882,-82.86233995,-156.71433448000002,-85.67885840000001,0.48843068,237.70542012999996,-0.06642555,23.653470289999998
"Exeter Financial, LLC",0.0,0.0,0.0,30.759508779999994,0.0,-55.95609307000001,-189.64214488999997,0.0,0.0,-0.030963999999999995,0.0,0.023614619999999996,0.0,0.0
"ExodusPoint Capital Management, LP",-0.19137067,1.3754131200000002,0.0,36.94056800999999,-1.1904923900000002,2.48116343,5.720449470000001,1.7272182700000003,3.0003799100000004,38.54033448000001,-0.28424,53.558239439999994,7.89853789,2.0721781199999993
Exor Capital LLP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23678116,0.0,0.0,0.0,0.0
Exos Asset Management LLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27867523000000005,0.0,0.0,0.0,0.0
Exos TFP Holdings LLC,0.0,0.20822800000000002,0.0,36.205009460000014,0.0,-55.01701053,-290.42777515999995,0.0,-262.28288478,-0.6976673999999999,0.0,234.15832178,0.0,0.0
Expect Equity LLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045599999999999997,0.0,0.0,0.0,0.0
