FILINGMANAGER_NAME,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4
Eaton Vance Management,,,,,,,,,inf,-100.0,,,,,,,,,,
Eaton-Cambridge Inc.,,,,,,,,,,,,,,,,inf,62.24,42.63,2.79,11.51
Echo Street Capital Management LLC,,inf,-100.0,inf,-28.85,-35.17,-100.0,inf,33.0,-100.0,,inf,-100.0,inf,-14.55,-100.0,,,,
"Echo Wealth Management, LLC",,,,,,,,,,,,,,,,,,inf,24.97,-15.69
Echo45 Advisors LLC,,,,,,,,inf,-16.28,-62.01,-100.0,inf,71.61,12.2,30.69,27.87,77.91,10.7,-8.44,32.8
Econ Financial Services Corp,,,,,,,,inf,-8.33,-100.0,,,,,,,,,,
"Edge Capital Group, LLC",,55.98,48.76,1.5,12.13,51.17,25.24,38.76,50.36,-31.46,-52.92,108345.07,67.48,41.79,21.15,15.99,80.08,36.72,-7.4,26.18
Edge Financial Advisors LLC,,,,,,,,,,,,,,,,,inf,-100.0,inf,16.32
Edge Wealth Management LLC,,-89.76,-44.21,-64.15,47.37,50.0,57.14,363.64,-100.0,inf,17.13,109330.32,75.95,2.96,-31.38,14.86,56.34,-6.12,-9.47,9.28
EdgeRock Capital LLC,,,,,,,,,,,inf,29.1,96.97,136553.53,-26.51,51.89,20.48,55.63,5.17,22.5
"Edgemoor Investment Advisors, Inc.",,,,,,inf,8.65,171.68,-1.3,-44.39,-20.18,120506.32,69.18,6.74,13.6,473.17,273.16,43.02,1.26,10.73
"Edgestream Partners, L.P.",,-100.0,inf,4851.91,-81.13,99.73,-60.16,83.61,49.44,-40.06,-100.0,inf,412.33,68.51,26.55,-11.75,89.9,-62.37,-5.63,-88.22
"Edmonds Duncan Registered Investment Advisors, LLC",,43.95,42.49,-34.72,-10.05,49.22,5.5,21.02,8.83,-44.47,-19.9,119972.39,89.18,-85.43,15.94,13.85,82.46,40.29,970.26,-100.0
Eidelman Virant Capital,,inf,306.63,-78.18,-18.27,15.75,4.18,40.7,-9.05,-57.44,-23.63,-100.0,,,,,,,,
Eisler Capital (UK) Ltd.,,,,,inf,83.61,39848.21,-98.2,9671.5,27.17,-66.01,166138.77,215.11,152.89,-96.11,99.97,-100.0,,inf,-100.0
Eisler Capital (US) LLC,,,,,,,,,,,,,,inf,150.67,-72.86,165.08,222.3,-14.22,-100.0
"Eldridge Investment Advisors, Inc.",,,,,,,,,,,,,,,,,,inf,-1.8,-10.06
Elefante Mark B,,inf,-100.0,,,,,,,,,,,,,,,,,inf
"Element Wealth, LLC",,,,,,,,,,,,,,,,,inf,25.22,11.53,13.06
Elemental Capital Partners LLC,,,,,,,,,,,,,,,,,,,,inf
"Elequin Capital, LP",,,,,,,,,,,,,,,,,,inf,-100.0,inf
"Elequin Securities, LLC",,,,,,,,,,,,inf,-100.0,,,,,,,
"Elevate Capital Advisors, LLC",,,,,,,,,,,,,,,,,,,,inf
"Elevated Capital Advisors, LLC",,inf,-21.51,6.64,21.19,-100.0,inf,-100.0,inf,-100.0,inf,59926.1,82.47,-56.44,1.95,8.6,82.46,30.74,83.91,39.39
"Eley Financial Management, Inc",,,,,,,,,,,,inf,91.44,10.21,-8.21,6.53,75.28,32.51,-25.7,-1.82
Elgethun Capital Management,,inf,49.42,-3.5,0.0,50.0,-15.59,46.5,-10.22,-44.55,-9.17,116867.31,94.78,9.41,-7.59,11.52,-36.05,34.81,1.07,44.03
Elios Financial Group Inc.,,,,,,,,,,,,,,,,,,,inf,10.6
Elite Life Management LLC,,,,,,,,,,,,,,,,inf,89.36,44.53,-0.79,12.33
"Elite Wealth Management, Inc.",,,inf,3.27,13.91,47.96,0.46,34.6,-12.68,-45.2,-21.69,126320.81,89.66,486.41,20.13,15.33,92.55,35.79,-0.52,3.56
"Elk River Wealth Management, LLC",,,,,,,,,,,,,,,,,inf,2161.69,1.11,11.28
Ellenbecker Investment Group,,,inf,-3.57,2.47,49.8,3.49,43.78,-7.21,-42.91,-19.73,37.71,90.15,38.19,5.27,19.35,191673.81,37.14,-4.57,-2.85
"Ellevest, Inc.",,412.5,97.56,34.57,2.75,154.46,7.02,41.97,9.01,-55.3,-5.21,109066.5,91.47,37.31,13.59,31.47,112.18,46.45,7.42,36.57
"Ellis Investment Partners, LLC",,64.29,39.13,0.0,0.0,50.0,18.75,42.11,2.47,-44.58,-19.57,-100.0,,,,,inf,106.17,7.5,-5.62
"Ellsworth Advisors, LLC",,inf,7.25,2.43,2.85,48.66,3.39,40.58,-55.34,-29.81,-20.31,143644.4,57.29,-7.59,-2.47,18.32,68.82,39.51,-2.8,64.42
"Elm3 Financial Group, LLC",,,,,,,,,,,,,,,,,,,,inf
"Elmwood Wealth Management, Inc.",,-99.28,0.0,-100.0,inf,50.0,-100.0,inf,-5.52,-40.35,-100.0,,inf,55.58,2.83,-100.0,inf,39.58,61.04,11.41
Elo Mutual Pension Insurance Co,,,,inf,4.09,45.22,4.01,53.48,-4.26,-43.55,-23.58,23.4,93.69,57.59,4.58,118656.74,98.52,32.9,0.77,6.96
"Elser Financial Planning, Inc",,,,,,,,,,,,,,,,,,inf,-100.0,inf
"Elwood & Goetz Wealth Advisory Group, LLC",,,,,,,,,,,,,,,,,inf,38.13,13.85,11.7
"Elyxium Wealth, LLC",,,,,,,,,,,,,,,,,,,inf,264.02
Embree Financial Group,,,,,,,,,,,,,,,,inf,128.57,73.05,5.75,10.99
"Emerald Advisors, LLC",,,,,,inf,-100.0,inf,2.68,-100.0,,inf,47.85,56.38,-9.65,16.14,99.82,31.38,11.19,14.25
"Emerson Wealth, LLC",,,,,,,,,inf,-100.0,,,,,,,,,,
"Empire Financial Management Company, LLC",,,,,,,,,,,,,inf,37.27,-80.53,15.44,101.83,42.47,-20.58,8.83
"Empirical Asset Management, LLC",,,,,,,,inf,-13.53,-100.0,,,inf,52.29,0.16,32.08,393.52,-100.0,inf,22.48
"Empirical Capital Management, LLC",,,,,,,,,,,,,,,,,,,inf,-100.0
"Empirical Finance, LLC",,67.35,84.38,18.94,0.0,181.62,-28.29,96.7,4.17,-40.9,-2.97,131175.01,98.53,69.9,14.86,14.83,88.8,33.42,0.09,9.27
"Empirical Financial Services, LLC d.b.a. Empirical Wealth Management",,84.05,-68.69,115.04,-64.77,123.75,138.65,24.47,-8.55,-50.78,43.79,98123.37,77.07,259.31,25.99,299.68,51.55,-26.68,-61.5,34.25
Employees Retirement System of Texas,,44.12,42.46,-10.36,-1.66,59.37,2.15,33.99,-7.22,-50.02,-10.19,20.39,165.74,30.87,-3.7,15.86,77.79,33.37,-12.21,11031.38
"Empower Advisory Group, LLC",,,,,,,,,,,,,inf,48.25,-21.78,15.73,49.51,25.23,-1.11,11.04
"Empowered Funds, LLC",,20.92,10.09,10.94,0.0,-100.0,inf,83.96,15.82,-5.2,-5.2,-100.0,inf,-16.78,6.21,38.4,304.02,-30.48,6.77,38.38
Emprise Bank,,,,,,,,,,,,,,,,,inf,34.27,-5.23,5.65
Enclave Advisors LLC,,,,,,,,,,,,,,,,,,,inf,8.11
Encompass More Asset Management,,,,,,,,,,,,,,,,inf,102.14,134.2,57.83,47.68
"Endurance Wealth Management, Inc.",,-23.83,43.57,-2.44,12.94,49.82,4.26,44.85,-7.23,-43.11,-17.11,16.53,89.98,53.02,-100.0,,,,,
Engineers Gate Manager LP,,-32.47,454.39,19.33,-75.5,36.18,1.78,67.0,42.48,-15.82,-82.83,-100.0,inf,2666.85,30.75,-44.67,-43.8,58.46,298.94,-27.19
"Engle Capital Management, L.P.",,,,,,,,,,,,,,,,,inf,-100.0,,
Engrave Wealth Partners LLC,,3234.62,60.5,-89.26,-100.0,inf,-3.1,41.2,-28.05,-100.0,,,,inf,121.94,31.83,-100.0,,,
Enhancing Capital LLC,,,,,,,,inf,-7.21,63.35,-72.92,-100.0,,,,,,,,inf
"Enlightenment Research, LLC",,inf,-82.55,746.77,-100.0,inf,-62.06,-100.0,inf,296.67,-100.0,,,,,,,,,
"Ensign Peak Advisors, Inc",,65.04,43.78,-13.05,0.98,49.82,-9.62,41.35,-18.99,-47.65,-12.59,129238.36,68.75,65.67,2.1,7.58,87.41,34.43,0.88,-0.35
Enterprise Bank & Trust Co,,50.15,36.89,-5.47,9.18,50.6,0.59,38.89,-14.76,-49.5,-19.94,120729.0,81.97,37.52,-6.91,10.74,66.65,26.46,-4.2,11.19
Enterprise Financial Services Corp,,,,,inf,-100.0,,,,,,,,,,,,,,
Enterprise Trust & Investment Co,,31.18,42.38,1.45,-2.94,49.5,3.57,39.15,-10.76,-42.69,-100.0,,,,,,,,,
"Entropy Technologies, LP",,,,,,,,,,,,,,,,,,inf,-62.69,234.11
"EntryPoint Capital, LLC",,,,,,,,,,,,,,,,inf,13.13,-100.0,inf,11.62
"Envestnet Portfolio Solutions, Inc.",,,,,,,,,,,,,,,inf,28.87,111.1,34.02,-2.48,12.79
Envoi LLC,,,,,,,,,,,,,,,,,inf,-100.0,,
"Epic Trust Investment Advisors, LLC",,,,,,,,inf,-13.81,-100.0,inf,15.71,113038.98,-34.88,32.39,16.07,32.13,44.71,-100.0,
Epstein & White Financial LLC,,,,,,inf,-100.0,,,,,,,,,,,,,
"Eqis Capital Management, Inc.",,47.97,63.08,7.08,6.61,25.86,-71.2,75.08,-7.81,82153.08,-13.48,-8.43,57.46,106.44,-100.0,,,,,
"Equita Financial Network, Inc.",,,,,,,,,,,,,,,,,inf,83.15,17.04,108096.78
Ergoteles LLC,,,,inf,-100.0,inf,-100.0,,inf,24.33,10.91,-100.0,inf,832.48,-100.0,,,,,
"Erickson Financial Group, LLC",,,,,,,,,,,,,,,,,,inf,14.73,10.58
Erste Asset Management GmbH,,50.56,65.46,3.3,49.26,62.47,19.92,18.22,2.85,-40.14,-36.71,36.88,54.07,37.16,16.99,22.43,52.69,19.92,18.96,6.94
Eschler Asset Management LLP,,,,,,,,,,,,,,,,inf,-100.0,,,
"Essential Planning, LLC.",,,,,,,,,,,,,,,,,,inf,6.69,1440.7
"Essex Financial Services, Inc.",,46.24,19.45,-0.29,42.09,0.0,99.7,41.91,94.75,-73.07,-21.57,20.81,187686.41,30.53,-3.81,25.43,95.77,57.59,-100.0,
Essex LLC,,,,,,,inf,42.44,38.64,-74.4,-30.19,670823.41,0.0,313.59,-49.23,10.64,-10.65,27.75,-1.19,1.7
"Essex Private Wealth Management, LLC",,,,,,,inf,88.53,-5.13,-36.27,-20.44,118236.36,71.94,29.2,-20.52,-7.14,84.56,61.0,-1.6,-100.0
Essex Savings Bank,,25.0,-100.0,,,,,,inf,14.29,12.5,191496.3,104.56,-2.87,39.64,34.2,0.0,106.63,0.4,-6.92
Estabrook Capital Management,,141.65,-39.38,-15.6,2.25,45.73,1.22,25.73,-8.04,-46.44,-26.8,42.71,90.07,22.31,-6.68,5.46,36.78,69.67,-3.36,9.99
"Estate Counselors, LLC",,4.37,46.1,-83.44,-48.03,50.0,3.03,42.16,-6.9,-44.44,-20.0,-100.0,,inf,2.83,530.29,85.11,36.73,-1.7,10.58
Estuary Capital Management LP,,,,,,,,,,,,,,,,,,,inf,-100.0
"Etesian Wealth Advisors, Inc.",,,,,,,,,,,,inf,76.41,48.31,-4.41,6.93,-21.5,38.9,-0.79,8.89
Ethic Inc.,,82.46,86.56,18.39,45.66,106.05,23.01,76.17,-3.24,-36.11,-20.47,139540.96,139.16,60.73,7.51,20.84,95.3,44.79,-30.93,80.58
"Ethos Financial Group, LLC",,,,,,,,,,,,inf,47.79,0.0,-20.28,-99.85,332.11,2.81,89256.86,37.32
Eubel Brady & Suttman Asset Management Inc,,,,,,,,,inf,-100.0,,,,,,,,,,
"Eudaimonia Partners, LLC",,46.99,268.03,-50.93,-12.41,154.58,3.66,-100.0,inf,-6.52,-15.61,192564.79,108.89,21.51,4.82,-2.18,46.92,-100.0,,
Eukles Asset Management,,34.34,40.53,-26.2,36.65,94.21,22.04,14.87,-7.42,-42.68,-16.82,213.06,188971.54,33.92,3.56,12.89,31.71,36.18,-18.26,5.68
"Evanson Asset Management, LLC",,inf,34.53,4.67,33.12,50.96,292.87,-69.18,-3.66,-41.85,-14.25,161300.82,2.57,83.76,80.99,16.67,83.91,43.85,-0.24,10.34
"EverSource Wealth Advisors, LLC",,,,,,,,inf,-46.89,7.95,74.64,91321.78,256.65,68.59,5.11,24.49,199.56,3.08,6.08,17.21
"Evercore Wealth Management, LLC",,35.79,66.03,-1.96,50.17,49.31,7.86,-4.0,-9.42,1155.3,-12.3,128584.99,84.72,41.13,3.58,19.75,68.93,35.66,-1.69,8.01
Everest Management Corp.,,,,,,,,,,,,,,,,,,,,inf
"Evergreen Advisors, LLC",,,,,,,,,,,,,,,,,,,,inf
Evergreen Private Wealth LLC,,,,,,,,,,,,,,,,,,inf,4.48,10.58
"Evergreen Wealth Management, LLC",,,,,,,,,,,,,,,,,,,,inf
"Evergreen Wealth Solutions, LLC",,,,,,,,inf,-3.77,-43.97,-25.23,21.91,88.26,135839.72,1.98,13.99,79.82,52.46,-2.46,20.15
"Everhart Financial Group, Inc.",,,,inf,5.92,105.28,47.81,63.36,19.49,-42.48,-57.06,314295.33,96.38,63.41,6.03,35.49,101.32,51.0,7.0,20.07
"Evernest Financial Advisors, LLC",,,,,,,,inf,-100.0,,,,,,,inf,72.16,-28.85,-37.75,100.32
"Everstar Asset Management, LLC",,,,,,,,,,,,,,,,,,,inf,24.47
"Evoke Wealth, LLC",,,,,,inf,-0.3,79.24,-6.47,-43.38,-24.34,-100.0,,,,,,,,
"Evolution Wealth Advisors, LLC",,30.52,91.09,-19.35,0.14,27.27,-11.22,43.81,-1.42,-43.87,-64.21,120350.67,133.71,-55.53,2.83,4.7,72.24,168.97,54.23,6.06
Exchange Bank,,,,,,,,,,,,,,inf,22.05,-3.59,66.49,31.0,-1.94,10.31
"Executive Wealth Management, LLC",,23.37,42.67,13.69,19.79,69.28,5.43,25.08,-8.77,-56.92,-5.48,114762.93,230.3,-26.13,8.48,18.64,56.7,162.81,-7.96,-48.59
"Exeter Financial, LLC",,,,,,,,,,,,,,,,,,inf,25.91,19.54
"ExodusPoint Capital Management, LP",,-100.0,,,,,inf,-100.0,inf,-100.0,,inf,4641.33,362.75,-11.67,-69.62,1222.17,-21.69,58.28,-56.52
Exos TFP Holdings LLC,,,,,,,,,,,inf,113779.65,298.49,-100.0,,,,,,
"F&V Capital Management, LLC",,42.86,41.96,-4.72,-48.4,13.74,-8.18,6.36,-70.08,-100.0,,,,,,,,,,inf
F/M Investments LLC,,,,inf,6.1,21.27,2.24,2.36,120851.8,-99.84,-72.49,111817.85,56.81,-19.04,1.64,13.7,82.58,1165.26,-3.49,-3.09
"F3Logic, LLC",,,,,,,,,inf,-100.0,,inf,-100.0,,,,,,,
"FACT Capital, LP",,,,,,,,,,,,,,inf,-100.0,,,,,
FACTORY MUTUAL INSURANCE CO,,36.77,16.56,-1.49,-1.22,39.82,3.64,-12.0,26.6,-44.44,-19.92,120287.7,90.07,43.45,-4.88,13.85,75.39,33.22,1.07,5.81
"FAGAN ASSOCIATES, INC.",,52.87,40.53,-34.76,0.49,50.09,1.84,49.38,8.28,-48.16,-31.02,120620.03,83.89,50.38,2.77,13.78,34.99,36.13,-8.18,7.99
"FAIRFIELD, BUSH & CO.",,44.13,42.48,-3.52,2.24,51.34,7.95,-80.96,-7.22,-72.47,-19.6,79690.74,3015.81,178.34,-98.13,65.35,80.51,36.09,14.81,6.81
"FAIRVIEW CAPITAL INVESTMENT MANAGEMENT, LLC",,,,,,,,,,,,,,,,inf,230.68,38.39,-1.7,29.68
"FALCON POINT CAPITAL, LLC",,44.13,10.37,-29.75,-100.0,,,,,,,,,,,,,,,
FARMERS & MERCHANTS INVESTMENTS INC,,240.48,248.6,-2.51,-2.67,50.32,2.6,49.9,-9.92,-46.09,-16.29,115069.52,81.8,58.84,3.08,14.24,87.13,36.52,0.63,-0.24
FARMERS & MERCHANTS TRUST Co OF LONG BEACH,,,,,,inf,1.05,42.07,-12.62,-100.0,,,,,,,inf,258.03,16.88,22.44
FARMERS TRUST CO,,,,,,,,,,,,inf,133342.75,33.66,-0.27,18.81,-7.09,32.72,-15.51,-0.42
FARR MILLER & WASHINGTON LLC/DC,,inf,42.53,-3.44,3.93,52.79,5.19,-100.0,,,,,,,,,,,,
FAS Wealth Partners,,,,,,,,,,,inf,137355.92,-100.0,,,,,,,
"FAS Wealth Partners, Inc.",,,,,,,,,,,,,inf,59.44,9.91,4.62,82.71,45.34,4.89,11.07
FC Advisory LLC,,,,,,,,,,,,,,,,,,inf,1.54,10.58
FCA CORP /TX,,,,,,,,,,,,,inf,42.96,0.27,14.02,68.9,40.85,-1.68,9.88
FCF Advisors LLC,,,,,,,,inf,-4.72,-46.62,-25.43,117720.62,95.54,51.3,-100.0,,,,,
"FCG ADVISORS, LLC",,-100.0,,,,,,,,,,,,,,,,,,
FCG Investment Co,,,,,,,,,,,,,,,,inf,84.43,53.01,18.09,18.31
"FDx Advisors, Inc.",,76.53,-100.0,inf,208.79,-47.66,-100.0,inf,-32.24,-45.77,-42.21,2.93,0.0,308.01,-45.07,16.21,-18.09,-31.96,1.08,6.2
"FERGUSON WELLMAN CAPITAL MANAGEMENT, INC",,,inf,-12.31,26.81,47.65,-2.95,41.92,7307.26,-47.56,-97.76,23.15,181285.05,3605.41,31.74,45.19,104.29,41.12,74.03,-40.96
"FF Advisors,LLC",,,,,,,,,,,,,,,,,inf,36.73,12.08,-6.56
"FFG Partners, LLC",,,,,,,,,,,,,,,,inf,134.32,36.98,17.94,-32.43
FFT WEALTH MANAGEMENT LLC,,,,,,,,,,,,,,inf,67.08,35.64,123.96,62.35,28.68,28.51
FIDELITY D & D BANCORP INC,,,,,,,,,,,,,inf,-100.0,,,inf,44.48,-1.7,108.99
"FIDUCIARY ADVISORS, INC.",,,,,,,,,,,,,,,,,,,,inf
"FIDUCIARY FAMILY OFFICE, LLC",,,,,,,,,,,,,,,,inf,132.97,7.47,2.04,-65.05
"FIDUCIARY FINANCIAL GROUP, LLC",,,,,,,,,,,,,,,,,,inf,2.09,5.24
FIDUCIARY TRUST CO,,55.52,8.49,32.64,7.14,52.22,3.94,41.44,1.5,-34.41,-20.9,118828.13,83.39,49.9,-100.0,,,,,
FIDUCIARY TRUST INTERNATIONAL LLC,,inf,-100.0,,,,,,,,,,,,,,,,,
FIDUCIENT ADVISORS LLC,,,,,inf,52.03,0.94,35.1,-9.22,34.99,-73.44,552150.6,-100.0,inf,135.45,-23.56,214.49,33.46,-40.83,7.86
FIERA CAPITAL CORP,,44.15,42.44,-82.31,-100.0,inf,-100.0,,,,,,,,,,,,,
"FIFTH LANE CAPITAL, LP",,,,,,,,,,,,,,,,,,,,inf
"FINANCIAL ADVISORY PARTNERS, LLC",,,,,,,,,,,,,,,,,inf,36.64,83.49,8.73
"FINANCIAL CONSULATE, INC",,,,,,,,inf,-100.0,,,,,,,,,,,
FINANCIAL COUNSELORS INC,,63.49,38.94,2.82,5.12,51.92,4.15,32.8,-6.74,-19.64,-15.81,47.06,81.07,46.06,102259.48,13.24,76.23,39.2,0.37,10.07
FINANCIAL MANAGEMENT NETWORK INC,,,,inf,13.51,36.18,-2.4,72.2,-2.01,-53.32,-8.89,104884.31,78.97,56.04,-1.16,24.25,70.84,29.06,1.52,12.32
FINANCIAL PARTNERS CAPITAL MANAGEMENT LLC,,-99.9,142326.32,-3.51,2.25,49.85,3.57,41.97,-7.23,48.84,-19.71,-100.0,,,,,,,,
"FIRETHORN WEALTH PARTNERS, LLC",,,,,,,,,,,,,,,,,inf,35.66,28.47,13.3
FIRETRAIL INVESTMENTS PTY LTD,,,,,,,,,,,,,,,,,,,inf,27.75
FIRST AMERICAN BANK,,,,,,,,,inf,-30.83,4.95,14.08,123.47,81.09,6.93,11.71,90.75,38.27,-1.23,11.28
"FIRST AMERICAN TRUST, FSB",,,inf,-29.31,-100.0,inf,-0.7,43.56,31.16,-54.35,-35.42,-100.0,,inf,126866.32,196.08,1055.62,152.08,-29.66,7.72
"FIRST BUSINESS FINANCIAL SERVICES, INC.",,,,,,inf,3.73,80.56,-10.32,-35.72,-19.94,20.98,189116.69,41.35,7.81,-100.0,,inf,6.39,13.87
FIRST CITIZENS BANK & TRUST CO,,153.58,1.25,-3.91,1.46,-6.61,-11.24,50.23,-36.07,-46.73,-44.6,69.89,44724.88,811.42,4.36,56.96,164.9,38.31,-12.87,15.5
FIRST COMMUNITY TRUST NA,,,,,,,,inf,-99.91,-43.12,-21.77,20.62,142346.15,52.29,-48.59,586.87,290.82,36.73,24.21,8.45
FIRST FINANCIAL BANK - TRUST DIVISION,,,,,,,,,,,,,,,,,,inf,96.91,18.82
FIRST FINANCIAL CORP /IN/,,-12.96,31.21,-100.0,,inf,-3.09,23.0,-15.5,-39.84,-14.41,128677.19,109.97,1.66,0.05,4.97,33.37,17.78,-21.39,7.22
FIRST FINANCIAL CORP/IN/,,,,,inf,-100.0,,,,,,,,,,,,,,
FIRST FINANCIALCORP /IN/,,,,inf,-100.0,,,,,,,,,,,,,,,
FIRST FOUNDATION ADVISORS,,37.05,71.31,378.5,-42.89,48.67,19.24,50.31,7.56,-44.0,-22.03,98444.28,78.28,54.75,-17.56,-19.03,101.66,40.1,-5.85,25.55
FIRST HAWAIIAN BANK,,46.96,50.3,-4.72,9.5,65.66,0.23,42.27,-10.7,-44.01,-28.75,37.22,187803.27,-6.42,1.86,6.89,74.74,22.22,-5.64,-21.73
FIRST INTERSTATE BANK,,-100.0,,,,inf,3.66,42.35,-100.0,inf,-60.58,-92.68,191255.56,17.9,330.6,-28.07,65.22,48.02,-49.71,98.6
FIRST MANHATTAN CO,,12.2,68.0,-2.3,14.46,38.28,1.16,27.23,-17.7,-50.12,-19.45,131010.92,-100.0,,,,,,,
FIRST MANHATTAN CO. LLC.,,,,,,,,,,,,,inf,55.5,3.46,196.87,97.84,174.9,29.89,40.31
FIRST MERCHANTS CORP,,41.35,38.58,-100.0,,inf,-0.12,34.45,-8.88,-43.49,-18.38,146677.53,86.48,39.99,0.79,10.36,109.33,18.3,-3.02,6.99
FIRST MIDWEST BANK TRUST DIVISION,,,inf,-2.58,127.75,78.53,14.19,14.04,-100.0,,,,,,,,,,,
FIRST NATIONAL BANK & TRUST CO OF NEWTOWN,,46.55,42.59,-3.47,6.15,49.92,2.15,41.96,-7.26,-41.61,-9.17,120376.96,90.76,58.39,1.93,13.85,82.78,39.5,-1.85,-1.85
FIRST NATIONAL BANK OF OMAHA,,,,inf,23.0,0.0,55.48,37.01,-30.12,-46.02,-25.36,17.79,183863.95,38.2,-16.58,-3.36,69.69,6.38,-12.29,3.7
FIRST NATIONAL BANK SIOUX FALLS,,,,,,,,,,,,,,,inf,13.85,82.46,36.73,-1.7,10.58
FIRST NATIONAL CORP /MA/ /ADV,,,,,,,inf,52.17,13.33,-26.89,-15.52,118899.66,66.09,39.99,-13.48,18.21,0.0,85.23,1.37,18.17
"FIRST REPUBLIC INVESTMENT MANAGEMENT, INC.",,48.72,83.44,4.13,-5.88,72.47,10.62,49.62,-1.72,-48.29,-19.52,109249.72,109.25,-100.0,,,,,,
FIRST TRUST ADVISORS LP,,5.14,32.28,1.14,7.63,153.87,-42.03,21.89,-2.49,-34.84,-9.95,95623.51,-22.3,37.59,2.47,16.61,64.16,21.87,-9.07,28.62
FIRST UNITED BANK & TRUST,,,,,,,inf,42.17,31.5,-46.05,84.48,105471.5,129.35,59.44,6.17,4.45,73.83,35.5,-6.81,8.35
FIRST WESTERN TRUST BANK,,,,,,,,,inf,-31.45,-100.0,,,,,,,,,
"FISCHER INVESTMENT STRATEGIES, LLC",,,,,,,,,,,,,,,,,,inf,24.09,329.62
FISHMAN JAY A LTD/MI,,,,,,,,,,inf,40.81,68.32,90.07,73.47,-41.09,332.2,130.88,243.78,-37.14,24.9
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,,56.03,47.46,-5.07,3.2,41.49,1.71,34.07,-11.51,53.83,-65.01,86415.14,83.72,-99.85,-1.93,3.6,87.11,-100.0,inf,5.32
"FLAGSHIP HARBOR ADVISORS, LLC",,32.95,48.63,-4.39,9.07,51.06,0.0,211.88,-52.27,-48.38,-18.42,116226.26,93.31,41.91,4.3,18.0,85.85,-100.0,inf,2.51
"FLAGSHIP WEALTH ADVISORS, LLC",,,,,,,,,,,,,,,,,,,,inf
FLC Capital Advisors,,54.17,26.35,-4.46,7.28,49.91,4.87,36.62,-25.34,-41.65,-25.46,81752.87,90.41,32.53,-1.06,48.05,69.8,47.28,5.49,2.95
"FLORIDA FINANCIAL ADVISORS, LLC",,,,,,,,,,,,,,,,inf,124.97,64.7,12.57,41.39
FLOSSBACH VON STORCH AG,,,,,,,inf,41.94,2.04,400.07,-13.45,12276.16,-100.0,,,inf,77.26,152.47,-100.0,
FLOSSBACH VON STORCH SE,,,,,,,,,,,,,,,,,,,inf,-2.24
FLOW TRADERS U.S. LLC,,inf,-100.0,,,,,inf,-100.0,,,,,,inf,-100.0,inf,125.11,-12.48,4378.19
FLOYD FINANCIAL GROUP LLC,,,,,,,,,,,,,,,,,,,,inf
FLPUTNAM INVESTMENT MANAGEMENT CO,,,,inf,-1.42,37.98,89.9,351.47,-47.8,-47.92,-33.33,74364.69,371.09,49.82,63.61,157.94,246.73,130.05,-2.78,12.56
"FLYNN ZITO CAPITAL MANAGEMENT, LLC",,,,,,,,inf,0.36,70.65,-100.0,,inf,50.54,2.83,23.0,747.99,51.88,-3.48,19.12
FMA ADVISORY INC,,,inf,-100.0,inf,49.57,104.03,-100.0,,,,,,,,,,,,
FMB WEALTH MANAGEMENT,,,,,,,,,,,,inf,91.65,56.74,8.66,13.28,80.17,43.46,31.87,5.88
"FNY Investment Advisers, LLC",,,,inf,-100.0,inf,-38.02,-98.94,-100.0,,,,,,,,,,,
FOCUS FINANCIAL NETWORK INC /ADV,,,,,,,,,,,,,,,,inf,-100.0,,,
"FOCUS Wealth Advisors, LLC",,,,,,,,,,,,,inf,52.29,2.83,13.85,82.46,52.81,0.35,133.1
"FOLGER NOLAN FLEMING DOUGLAS CAPITAL MANAGEMENT, INC",,,,,,inf,125.04,48.59,-6.34,-42.43,-13.98,119598.6,90.11,53.22,2.84,15.07,83.59,40.46,-7.07,-12.56
"FORA Capital, LLC",,-100.0,,inf,-100.0,,,inf,-100.0,inf,-100.0,,,inf,2.8,-100.0,inf,-100.0,,
FORBES J M & CO LLP,,,inf,-3.32,3.43,5603.73,4.5,42.34,-6.91,-44.36,-19.31,19.85,89.44,32.45,91026.82,14.64,62.5,38.22,-1.51,2.63
FOREFRONT WEALTH MANAGEMENT INC.,,,,,,,,inf,-63.45,-46.41,-100.0,,,,,,,,,inf
"FORESIGHT CAPITAL MANAGEMENT ADVISORS, INC.",,,,,,,,inf,-20.0,-100.0,,,,,,inf,252.36,35.71,-13.99,11.32
FORMULA GROWTH LTD,,,,,inf,-100.0,,,,,,,,,,,,,,
FORSTA AP-FONDEN,,69.78,265.79,-40.3,6.64,168.51,-34.87,42.22,-10.63,-41.96,-19.57,151729.96,54.17,55.01,3.48,12.77,102.74,26.88,5.79,10.21
"FORT PITT CAPITAL GROUP, LLC",,37.39,-22.16,124.6,-47.11,101.53,-29.31,45.42,-6.2,-42.92,-24.63,127227.87,37.11,51.26,1.58,113.25,-9.64,39.08,-1.62,-100.0
FORT WASHINGTON INVESTMENT ADVISORS INC /OH/,,,inf,-3.48,2.46,49.83,6.93,39.99,13.38,-50.19,-18.69,-82.85,260950.0,61.1,28.39,75.38,184.36,3162.39,28.31,10.65
