ACCESSION_NUMBER,INFOTABLE_SK,NAMEOFISSUER,TITLEOFCLASS,CUSIP,FIGI,VALUE,SSHPRNAMT,SSHPRNAMTTYPE,PUTCALL,INVESTMENTDISCRETION,OTHERMANAGER,VOTING_AUTH_SOLE,VOTING_AUTH_SHARED,VOTING_AUTH_NONE,FILINGMANAGER_NAME,REPORTCALENDARORQUARTER,DATEREPORTED
0001765380-25-000131,111794871,APPLE INC,Common Stock,037833100,,46809569,200899,SH,,SOLE,,0,0,200899,Keystone Financial Group,30-SEP-2024,
0001765380-25-000104,111218635,APPLE INC,Common Stock,037833100,,212819,1053,SH,,SOLE,,0,0,1053,Keystone Financial Group,30-SEP-2024,
0001085146-24-006030,108446833,APPLE INC,COM,037833100,BBG001S5N8V8,64417743,276471,SH,,OTR,,0,0,276471,LOGAN CAPITAL MANAGEMENT INC,30-SEP-2024,
0001085146-24-006030,108446834,APPLE INC,COM,037833100,BBG001S5N8V8,92894053,398687,SH,,SOLE,,398687,0,0,LOGAN CAPITAL MANAGEMENT INC,30-SEP-2024,
0000930413-24-003293,108430741,Apple Inc,COM,037833100,,851,3652,SH,,OTR,,3652,0,0,"LORD, ABBETT & CO. LLC",30-SEP-2024,
0000930413-24-003293,108430742,Apple Inc,COM,037833100,,358471,1538504,SH,,SOLE,,1538504,0,0,"LORD, ABBETT & CO. LLC",30-SEP-2024,
0002053050-25-000004,109308633,APPLE INC.,COM,037833100,,594227,2940,SH,,SOLE,,2940,0,0,LOUISBOURG INVESTMENTS INC.,30-SEP-2024,
0001308377-25-000001,111218973,APPLE INC,COM,037833100,,13583701,58299,SH,,SOLE,Lafayette Investment Inc,0,0,58299,"Lafayette Investments, Inc.",30-SEP-2024,
0001214659-24-020407,108440147,APPLE INC,COM,037833100,,17229185,73945,SH,,SOLE,,0,0,73945,"Legacy Wealth Management, LLC / MS",30-SEP-2024,
0000764068-25-000017,111851871,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,,5941396,400094,SH,,DFND,3,400094,0,0,Legal & General Group Plc,30-SEP-2024,
0000764068-25-000017,111851872,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,,19588845,1319114,SH,,DFND,4,1227261,0,91853,Legal & General Group Plc,30-SEP-2024,
0000764068-25-000017,111851873,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,,318146,21424,SH,,DFND,"4,2",21424,0,0,Legal & General Group Plc,30-SEP-2024,
0000764068-25-000017,111851874,APPLE INC,COM,037833100,,5730045044,24592468,SH,,DFND,3,19854256,0,4738212,Legal & General Group Plc,30-SEP-2024,
0000764068-25-000017,111851875,APPLE INC,COM,037833100,,11471781664,49235130,SH,,DFND,4,42734922,0,6500208,Legal & General Group Plc,30-SEP-2024,
0000764068-25-000017,111851876,APPLE INC,COM,037833100,,9458502423,40594431,SH,,DFND,"4,2",22474097,0,18120334,Legal & General Group Plc,30-SEP-2024,
0000764068-25-000017,111855569,MAUI LD & PINEAPPLE INC,COM,577345101,,19981,890,SH,,DFND,3,890,0,0,Legal & General Group Plc,30-SEP-2024,
0001214659-25-001062,108888056,APPLE INC,COM,037833100,,1994537,8560,SH,,SOLE,,0,0,8560,"LifePlan Investment Advisors, Inc.",30-SEP-2024,
0001437749-25-000682,108640718,APPLE INC,COM,037833100,,17755631,76204,SH,,SOLE,0,17539,0,58665,"MBL Wealth, LLC",30-SEP-2024,
0001437749-25-000682,108640719,APPLE INC,COM,037833100,,3368947,14459,SH,,DFND,"1,2,4",14459,0,0,"MBL Wealth, LLC",30-SEP-2024,
0000950123-25-000958,109710554,APPLE INC,COM,037833100,,2642422,13084,SH,,SOLE,,0,0,6512,MMA ASSET MANAGEMENT LLC,30-SEP-2024,
0000895421-25-000275,111415695,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,,2297097,154686,SH,,DFND,09,0,0,154686,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111415700,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,,610097,41084,SH,,DFND,07,0,0,41084,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111392885,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,,5444701,366646,SH,,DFND,17,366646,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111392888,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,,59400,4000,SH,,DFND,18,4000,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111401244,APPLE INC,COM,037833100,,3789279,16263,SH,,DFND,05,0,0,16263,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111401246,APPLE INC,COM,037833100,,258727860,1110420,SH,,DFND,08,0,0,1110420,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111396093,APPLE INC,COM,037833100,,1377327075,5911275,SH,,DFND,18,5911275,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111396095,APPLE INC,COM,037833100,,534073280,2292160,SH,,DFND,19,2292160,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111396097,APPLE INC,COM,037833100,,36581,157,SH,,DFND,12,157,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111396100,APPLE INC,COM,037833100,,13154325367,56456332,SH,,DFND,17,56456332,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111401248,APPLE INC,COM,037833100,,22534313890,96713793,SH,,DFND,09,0,0,96713793,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111401249,APPLE INC,COM,037833100,,339668464,1457804,SH,,DFND,07,0,0,1457804,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111396117,APPLE INC,COM,037833100,,1656164,7108,SH,,DFND,24,7108,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111396118,APPLE INC,COM,037833100,,3419588851,14676347,SH,,DFND,21,14676347,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111396120,APPLE INC,COM,037833100,,163660831,702407,SH,,DFND,22,702407,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111388991,PINEAPPLE ENERGY INC,COM NEW,72303P305,,111,826,SH,,DFND,09,0,0,826,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111392133,APPLE INC,COM,037833100,,4395071544,18862968,SH,,DFND,04,18862968,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111392134,APPLE INC,COM,037833100,,47880801,205497,SH,,DFND,01,205497,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111392136,APPLE INC,COM,037833100,,4541518801,19491497,SH,,DFND,02,19491497,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111392137,APPLE INC,COM,037833100,,163038022,699734,SH,,DFND,07,699734,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111392140,APPLE INC,COM,037833100,,22663677,97269,SH,,DFND,08,97269,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111392141,APPLE INC,COM,037833100,,4937736,21192,SH,,DFND,05,21192,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111392143,APPLE INC,COM,037833100,,18098324,77675,SH,,DFND,09,77675,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111407792,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,,1292,87,SH,,DFND,07,87,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111407795,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,,35,2,SH,,DFND,09,2,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111407797,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,,17715233,1192945,SH,,DFND,04,1192945,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111407800,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,,18963,1277,SH,,DFND,01,1277,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111407801,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,,9260430,623598,SH,,DFND,02,623598,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111375602,MAUI LD & PINEAPPLE INC,COM,577345101,,30016,1337,SH,,DFND,09,0,0,1337,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111379850,PINEAPPLE FINANCIAL INC,COM,72303K207,,7374,10782,SH,,DFND,02,10782,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111416197,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,,1728613,116404,SH,,DFND,17,0,0,116404,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111378904,MAUI LD & PINEAPPLE INC,COM,577345101,,5141,229,SH,,DFND,04,229,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111378907,MAUI LD & PINEAPPLE INC,COM,577345101,,430681,19184,SH,,DFND,02,19184,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111378908,MAUI LD & PINEAPPLE INC,COM,577345101,,314,14,SH,,DFND,01,14,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111405949,MAUI LD & PINEAPPLE INC,COM,577345101,,34191,1523,SH,,DFND,17,1523,0,0,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111385288,APPLE INC,COM,037833100,,1366312,5864,SH,,DFND,13,0,0,5864,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111385289,APPLE INC,COM,037833100,,8224434,35298,SH,,DFND,14,0,0,35298,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111385291,APPLE INC,COM,037833100,,2928664288,12569374,SH,,DFND,17,0,0,12569374,MORGAN STANLEY,30-SEP-2024,
0000895421-25-000275,111385293,APPLE INC,COM,037833100,,11764413,50491,SH,,DFND,19,0,0,50491,MORGAN STANLEY,30-SEP-2024,
0001420506-25-000421,111169804,APPLE INC,COM,037833100,,10248434,43985,SH,,SOLE,,0,0,43985,MSH Capital Advisors LLC,30-SEP-2024,
0002037009-25-000004,110719813,APPLE INC,COM,037833100,,2539941,10901,SH,,SOLE,0,0,0,10901,"Maiden Cove Capital, LLC",30-SEP-2024,
0001085146-25-001288,111229415,APPLE INC,COM,037833100,BBG001S5N8V8,9321721,40008,SH,,SOLE,,0,0,40008,"NFP Retirement, Inc.",30-SEP-2024,
0000905148-25-000084,108924518,APPLE INC,COM,037833100,,131148943,562871,SH,,DFND,1,562871,0,0,NOMURA HOLDINGS INC,30-SEP-2024,
0000905148-25-000084,108924519,APPLE INC,COM,037833100,,7586014,32558,SH,,DFND,2,32558,0,0,NOMURA HOLDINGS INC,30-SEP-2024,
0000905148-25-000084,108924520,APPLE INC,COM,037833100,,92723748,397956,SH,,DFND,4,397956,0,0,NOMURA HOLDINGS INC,30-SEP-2024,
0000905148-25-000084,108924521,APPLE INC,COM,037833100,,495055100,2124700,SH,Call,DFND,1,2124700,0,0,NOMURA HOLDINGS INC,30-SEP-2024,
0000905148-25-000084,108924522,APPLE INC,COM,037833100,,10531600,45200,SH,Call,DFND,4,45200,0,0,NOMURA HOLDINGS INC,30-SEP-2024,
0000905148-25-000084,108924523,APPLE INC,COM,037833100,,157834200,677400,SH,Put,DFND,1,677400,0,0,NOMURA HOLDINGS INC,30-SEP-2024,
0000905148-25-000084,108924524,APPLE INC,COM,037833100,,48044600,206200,SH,Put,DFND,4,206200,0,0,NOMURA HOLDINGS INC,30-SEP-2024,
0001178913-24-003902,108448725,APPLE INC,COM,037833100,BBG000B9XRY4,31507658,135226,SH,,SOLE,,135226,0,0,ODDO BHF ASSET MANAGEMENT SAS,30-SEP-2024,
0002046333-24-000001,108422658,APPLE INC,COM,037833100,,89178171,375756,SH,,SOLE,,1,0,0,Oriental Harbor Investment Fund,30-SEP-2024,
0001172661-25-000622,110288119,APPLE INC,COM,037833100,,1569521285,6736143,SH,,SOLE,,6736143,0,0,POLEN CAPITAL MANAGEMENT LLC,30-SEP-2024,
0002054264-25-000003,111837293,APPLE INC,COM,037833100,,1580103,6782,SH,,SOLE,,0,0,6782,Partners in Financial Planning,30-SEP-2024,
0001085146-24-006105,108461549,APPLE INC,COM,037833100,,1829430,7852,SH,,SOLE,,0,0,7852,"Penney Financial, LLC",30-SEP-2024,
0001740063-25-000001,108845882,APPLE INC,COM,037833100,,12346223,52988,SH,,SOLE,,52988,0,0,"Pflug Koory, LLC",30-SEP-2024,
0002056037-25-000004,111131937,APPLE INC,COM,037833100,,1665366,7147,SH,,SOLE,,0,0,7147,Prepared Retirement Institute LLC,30-SEP-2024,
0001214659-25-001428,109128031,APPLE INC,COM,037833100,,9204250,39891,SH,,SOLE,,39891,0,0,QUATTRO FINANCIAL ADVISORS LLC,30-SEP-2024,
0002048581-25-000004,111864243,APPLE INC,COM,037833100,,11091757,47604,SH,,SOLE,,0,0,47604,"REAP Financial Group, LLC",30-SEP-2024,
0001172661-25-000461,109463473,APPLE INC,COM,037833100,,3297183,14151,SH,,OTR,1,0,160,13991,"Rather & Kittrell, Inc.",30-SEP-2024,
0001104659-25-015402,111810009,APPLE INC,COM,037833100,,1042365986,4486935,SH,,OTR,"1, 2",4486935,0,0,"Resona Asset Management Co.,Ltd.",30-SEP-2024,
0001104659-25-015402,111810010,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,,1312120,86846,SH,,OTR,"1, 2",86846,0,0,"Resona Asset Management Co.,Ltd.",30-SEP-2024,
0001140361-24-048588,108447596,APPLE INC,COM,037833100,,1250355822,5366334,SH,,SOLE,,5366334,0,0,Retirement Systems of Alabama,30-SEP-2024,
0001840888-25-000002,108844242,APPLE INC,COM,037833100,,2694645,11565,SH,,SOLE,,0,0,11565,Roth Financial Partners LLC,30-SEP-2024,
0001867958-24-000002,108562154,APPLE INC,COM,037833100,,3304002,12927,SH,,SOLE,0,0,0,12927,"SK Wealth Management, LLC",30-SEP-2024,
0001214659-24-020525,108425308,APPLE INC,COM,037833100,,3397193,14580,SH,,SOLE,,0,0,14580,SMART Wealth LLC,30-SEP-2024,
0001589176-24-000011,108448307,APPLE INC,COM,037833100,,71065,305,SH,,SOLE,0,305,0,0,SPX Gestao de Recursos Ltda,30-SEP-2024,
0001951757-25-000253,110856154,APPLE INC,COM,037833100,,1421219,6100,SH,,SOLE,,0,0,6100,"STEPHEN J. GARRY & ASSOCIATES, LLC",30-SEP-2024,
0001398344-24-023327,108456711,APPLE INC,COM,037833100,,6816226,29254,SH,,SOLE,,0,0,29254,"SYNTAX RESEARCH, INC.",30-SEP-2024,
0001085146-25-000600,109394710,APPLE INC,COM,037833100,,3058851,13128,SH,,SOLE,,0,0,13128,"Sage Private Wealth Group, LLC",30-SEP-2024,
0001221073-25-000030,110469163,APPLE INC,COM,037833100,BBG001S5N8V8,2462044,97817,SH,,SOLE,,89778,0,8039,"Saiph Capital, LLC",30-SEP-2024,
0001803397-25-000003,111836543,APPLE INC,COM,037833100,,13910402,59701,SH,,SOLE,,59701,0,0,"Sculati Wealth Management, LLC",30-SEP-2024,
0000919574-25-000739,109418488,APPLE INC,COM,037833100,,2844930,12210,SH,,DFND,2,12210,0,0,Silphium Asset Management Ltd,30-SEP-2024,
0001802530-25-000001,108629688,APPLE INC,COM,037833100,,48712260,209065,SH,,SOLE,,183496,0,25570,Soltis Investment Advisors LLC,30-SEP-2024,
0001172661-25-000283,108726160,APPLE INC,COM,037833100,,26253779,112677,SH,,SOLE,,310,0,112367,"TTP Investments, Inc.",30-SEP-2024,
0001398344-25-001689,109542197,APPLE INC,COM,037833100,,3409445,14633,SH,,SOLE,,0,0,14633,TUCKER ASSET MANAGEMENT LLC,30-SEP-2024,
0001730765-25-000002,111368900,APPLE INC,COM,037833100,,3683467,15809,SH,,SOLE,,0,0,15809,Triumph Capital Management,30-SEP-2024,
0001376474-25-000062,108717611,APPLE INC,COM,037833100,,19394454,83238,SH,,SOLE,,83238,0,0,"Union Heritage Capital, LLC",30-SEP-2024,
0001349353-25-000003,111001761,APPLE INC,COM,037833100,,21354683,91651,SH,,SOLE,,0,91651,0,United American Securities Inc. (d/b/a UAS Asset Management),30-SEP-2024,
0001062993-25-003136,111814306,APPLE INC,COM,037833100,,1002207,4294,SH,,SOLE,,4294,0,0,Value Partners Investments Inc.,30-SEP-2024,
0001068837-25-000019,109791607,APPLE INC,COM,037833100,BBG000B9XRY4,2225248812,9561887,SH,,DFND,"1,5",0,3010632,6551256,Voya Investment Management LLC,30-SEP-2024,
0001068837-25-000019,109791608,APPLE INC,COM,037833100,BBG000B9XRY4,1461319148,6271756,SH,,DFND,"1,5,3",0,1132764,5138992,Voya Investment Management LLC,30-SEP-2024,
0001068837-25-000019,109791609,APPLE INC,COM,037833100,BBG000B9XRY4,30760194,132018,SH,,DFND,"2,1,5",0,132018,0,Voya Investment Management LLC,30-SEP-2024,
0001068837-25-000019,109791611,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,BBG006473QX9,8806,593,SH,,DFND,"1,5",0,593,0,Voya Investment Management LLC,30-SEP-2024,
0001068837-25-000019,109791612,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,BBG006473QX9,2385237,160622,SH,,DFND,"1,5,3",0,87719,72903,Voya Investment Management LLC,30-SEP-2024,
0002051288-25-000005,111816745,APPLE INC,COM,037833100,,6314120,27175,SH,,SOLE,,27175,0,0,WORMSER FRERES GESTION,30-SEP-2024,
0001085146-25-000760,109558344,APPLE INC,COM,037833100,,2819445,12101,SH,,SOLE,,0,0,12101,"Weinberger Asset Management, Inc",30-SEP-2024,
0002051491-25-000001,108790887,APPLE INC,COM,037833100,BBG001S5N8V8,38364135,164653,SH,,SOLE,,159013,0,5640,"Westmount Partners, LLC",30-SEP-2024,
0002047860-25-000004,108619282,APPLE INC,COM,037833100,,34242,200,SH,,SOLE,Arcadia Investment Advisors LLC,0,0,200,ARCADIA INVESTMENT ADVISORS LLC,30-SEP-2023,
0000919574-25-001293,110891577,APPLE INC,COM,037833100,,3878476,22653,SH,,SOLE,,22653,0,0,"Ategra Capital Management, LLC",30-SEP-2023,
0002053305-25-000015,110453995,APPLE INC,COM,037833100,,429052,2506,SH,,SOLE,,0,0,2506,BIT Capital GmbH,30-SEP-2023,
0001840084-25-000006,110578274,APPLE INC,COM,037833100,,19596520,114458,SH,,SOLE,,110884,0,3574,"Brown Miller Wealth Management, LLC",30-SEP-2023,
0001214659-24-019872,108411226,APPLE INC,COM,037833100,,29523448,172440,SH,,SOLE,,172440,0,0,"CONWAY CAPITAL MANAGEMENT, INC.",30-SEP-2023,
0001667731-25-000308,111816298,APPLE INC,COM,037833100,,45446646,265444,SH,,SOLE,,265444,0,0,Clare Market Investments LLC,30-SEP-2023,
0001729939-24-000011,108402567,APPLE INC,COM,037833100,,2327638,13595,SH,,DFND,1,0,0,13595,"Cypress Capital, LLC",30-SEP-2023,
0001697478-24-000011,108422303,APPLE INC COM,Stock,037833100,,1206462,7047,SH,,SOLE,,0,0,7046,"Fortis Advisors, LLC",30-SEP-2023,
0002043130-25-000006,109485065,APPLE INC,COM,037833100,,3668082,19052,SH,,SOLE,,19052,0,0,Generali Investments Towarzystwo Funduszy Inwestycyjnych,30-SEP-2023,
0002042955-25-000012,109511705,APPLE INC,COM,037833100,,3444403,20118,SH,,SOLE,,20118,0,0,Generali Powszechne Towarzystwo Emerytalne,30-SEP-2023,
0001213900-25-003637,108877625,APPLE INC,COM,037833100,,3157132,18440,SH,,SOLE,,0,0,18440,"Goldstone Financial Group, LLC",30-SEP-2023,
0001591122-24-000011,108434996,Apple Computer Inc,COM,037833100,,49300315,287952,SH,,SOLE,,106692,0,181260,Heritage Wealth Advisors,30-SEP-2023,
0001085146-24-006070,108454811,APPLE INC,COM,037833100,,10927754,63827,SH,,SOLE,,0,0,63827,"Independent Solutions Wealth Management, LLC",30-SEP-2023,
0001214659-24-020384,108436825,APPLE INC,COM,037833100,,12142898,70924,SH,,SOLE,,0,0,70924,"Legacy Wealth Management, LLC / MS",30-SEP-2023,
0001214659-25-001058,108897119,APPLE INC,COM,037833100,,1280480,7479,SH,,SOLE,,0,0,7479,"LifePlan Investment Advisors, Inc.",30-SEP-2023,
0000950123-25-000930,109533486,APPLE INC,Common Stock,037833100,,1501361,8770,SH,,SOLE,,0,0,8770,MMA ASSET MANAGEMENT LLC,30-SEP-2023,
0001420506-25-000413,110830116,APPLE INC,COM,037833100,,6991984,40839,SH,,SOLE,,0,0,40839,MSH Capital Advisors LLC,30-SEP-2023,
0001085146-25-001284,111278149,APPLE INC,COM,037833100,BBG001S5N8V8,6215735,36305,SH,,SOLE,,0,0,36305,"NFP Retirement, Inc.",30-SEP-2023,
0001214659-24-020521,108441034,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,,303835,19807,SH,,SOLE,,0,0,19807,SMART Wealth LLC,30-SEP-2023,
0001214659-24-020521,108441035,APPLE INC,COM,037833100,,1778715,10389,SH,,SOLE,,0,0,10389,SMART Wealth LLC,30-SEP-2023,
0001085146-25-000596,109407515,APPLE INC,COM,037833100,,1194089,6974,SH,,SOLE,,0,0,6974,"Sage Private Wealth Group, LLC",30-SEP-2023,
0001221073-25-000026,110701756,APPLE INC,COM,037833100,BBG001S5N8V8,1519891,8877,SH,,SOLE,,689,0,8188,"Saiph Capital, LLC",30-SEP-2023,
0000946431-24-000023,108424691,APPLE INC,COM,037833100,,2364003306,13807624,SH,,DFND,1,13807624,0,0,Swedbank AB,30-SEP-2023,
0000946431-24-000023,108424692,APPLE INC,COM,037833100,,2525347500,14750000,SH,Put,DFND,1,14750000,0,0,Swedbank AB,30-SEP-2023,
0000946431-24-000023,108424693,APPLE INC,COM,037833100,,3209674,18747,SH,,SOLE,0,18747,0,0,Swedbank AB,30-SEP-2023,
0001376474-25-000035,108635351,APPLE INC COM,Common Stock,037833100,,12327120,72000,SH,,SOLE,,72000,0,0,"Union Heritage Capital, LLC",30-SEP-2023,
0001068837-25-000011,109836023,APPLE INC,COM,037833100,BBG000B9XRY4,1459791695,8533145,SH,,DFND,"1,5",0,2550647,5982498,Voya Investment Management LLC,30-SEP-2023,
0001068837-25-000011,109836024,APPLE INC,COM,037833100,BBG000B9XRY4,1340965857,7832287,SH,,DFND,"1,5,3",0,281972,7550315,Voya Investment Management LLC,30-SEP-2023,
0001068837-25-000011,109836025,APPLE INC,COM,037833100,BBG000B9XRY4,23346367,136361,SH,,DFND,"2,1,5",0,136361,0,Voya Investment Management LLC,30-SEP-2023,
0001068837-25-000011,109836027,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,BBG006473QX9,7777,507,SH,,DFND,"1,5",0,507,0,Voya Investment Management LLC,30-SEP-2023,
0001068837-25-000011,109836028,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,BBG006473QX9,2533938,165185,SH,,DFND,"1,5,3",0,79442,85743,Voya Investment Management LLC,30-SEP-2023,
0001085146-25-000756,109484760,APPLE INC,COM,037833100,,1637093,9562,SH,,SOLE,,0,0,9562,"Weinberger Asset Management, Inc",30-SEP-2023,
0002051491-25-000006,109199979,APPLE INC,COM,037833100,BBG001S5N8V8,28664255,167422,SH,,SOLE,,165697,0,1725,"Westmount Partners, LLC",30-SEP-2023,
0000919574-25-001286,110856445,APPLE INC,COM,037833100,,3396142,24574,SH,,SOLE,,24574,0,0,"Ategra Capital Management, LLC",30-SEP-2022,
0001214659-24-019868,108417533,APPLE INC,COM,037833100,,24359543,176263,SH,,SOLE,,176263,0,0,"CONWAY CAPITAL MANAGEMENT, INC.",30-SEP-2022,
0001667731-25-000304,111809051,APPLE INC,COM,037833100,,41071313,297188,SH,,SOLE,,297188,0,0,Clare Market Investments LLC,30-SEP-2022,
0001729939-24-000015,108461507,APPLE INC,COM,037833100,,2118740,15331,SH,,DFND,1.0,0,0,15331,"Cypress Capital, LLC",30-SEP-2022,
0002043130-25-000010,109568332,APPLE INC,COM,037833100,,2531548,18318,SH,,SOLE,,18318,0,0,Generali Investments Towarzystwo Funduszy Inwestycyjnych,30-SEP-2022,
0002042955-25-000016,109508660,APPLE INC,COM,037833100,,2780308,20118,SH,,SOLE,,20118,0,0,Generali Powszechne Towarzystwo Emerytalne,30-SEP-2022,
0001591122-24-000008,108426146,Apple Computer Inc,COM,037833100,,40243834,291200,SH,,SOLE,,120759,0,170441,Heritage Wealth Advisors,30-SEP-2022,
0001085146-24-006066,108455664,APPLE INC,COM,037833100,,9564975,69211,SH,,SOLE,,0,0,69211,"Independent Solutions Wealth Management, LLC",30-SEP-2022,
0001214659-24-020380,108438401,APPLE INC,COM,037833100,,9955928,72040,SH,,SOLE,,0,0,72040,"Legacy Wealth Management, LLC / MS",30-SEP-2022,
0001420506-25-000405,110824661,APPLE INC,COM,037833100,,7147424,51718,SH,,SOLE,,0,0,51718,MSH Capital Advisors LLC,30-SEP-2022,
0001085146-25-001279,110892388,APPLE INC,COM,037833100,,4525673,32747,SH,,SOLE,,0,0,32747,"NFP Retirement, Inc.",30-SEP-2022,
0001140361-25-000816,108656552,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,,2924480,208000,SH,,SOLE,,208000,0,0,NOMURA ASSET MANAGEMENT CO LTD,30-SEP-2022,
0001140361-25-000816,108656553,APPLE INC,COM,037833100,,47565400,344178,SH,,SOLE,6,0,0,344178,NOMURA ASSET MANAGEMENT CO LTD,30-SEP-2022,
0001140361-25-000816,108656554,APPLE INC,COM,037833100,,12186340,88179,SH,,SOLE,5,88179,0,0,NOMURA ASSET MANAGEMENT CO LTD,30-SEP-2022,
0001140361-25-000816,108656555,APPLE INC,COM,037833100,,57297029,414595,SH,,SOLE,4,0,0,414595,NOMURA ASSET MANAGEMENT CO LTD,30-SEP-2022,
0001140361-25-000816,108656556,APPLE INC,COM,037833100,,9986470,72261,SH,,SOLE,2,72261,0,0,NOMURA ASSET MANAGEMENT CO LTD,30-SEP-2022,
0001140361-25-000816,108656557,APPLE INC,COM,037833100,,26974567,195185,SH,,SOLE,1,740,3100,191345,NOMURA ASSET MANAGEMENT CO LTD,30-SEP-2022,
0001140361-25-000816,108656558,APPLE INC,COM,037833100,,638639199,4621123,SH,,SOLE,,4797858,0,0,NOMURA ASSET MANAGEMENT CO LTD,30-SEP-2022,
0001221073-25-000022,110107586,APPLE INC,COM,037833100,,1536348,11117,SH,,SOLE,,826,0,10291,"Saiph Capital, LLC",30-SEP-2022,
0000946431-24-000019,108423013,APPLE INC,COM,037833100,,1860667309,13463584,SH,,DFND,1,13463584,0,0,Swedbank AB,30-SEP-2022,
0000946431-24-000019,108423014,APPLE INC,COM,037833100,,3194493,23115,SH,,SOLE,0,23115,0,0,Swedbank AB,30-SEP-2022,
0001068837-25-000002,109829211,APPLE INC,COM,037833100,BBG000B9XRY4,1838126889,13300484,SH,,DFND,"1,5",0,4956759,8343725,Voya Investment Management LLC,30-SEP-2022,
0001068837-25-000002,109829212,APPLE INC,COM,037833100,BBG000B9XRY4,1359796788,9839340,SH,,DFND,"1,5,3",0,1282550,8556790,Voya Investment Management LLC,30-SEP-2022,
0001068837-25-000002,109829213,APPLE INC,COM,037833100,BBG000B9XRY4,64891119,469545,SH,,DFND,"2,1,5",0,469545,0,Voya Investment Management LLC,30-SEP-2022,
0001068837-25-000002,109829218,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,BBG006473QX9,1163395,82745,SH,,DFND,"1,5,3",0,0,82745,Voya Investment Management LLC,30-SEP-2022,
0001085146-25-000751,109503705,APPLE INC,COM,037833100,,1069254,7737,SH,,SOLE,,0,0,7737,"Weinberger Asset Management, Inc",30-SEP-2022,
