ACCESSION_NUMBER,INFOTABLE_SK,NAMEOFISSUER,TITLEOFCLASS,CUSIP,FIGI,VALUE,SSHPRNAMT,SSHPRNAMTTYPE,PUTCALL,INVESTMENTDISCRETION,OTHERMANAGER,VOTING_AUTH_SOLE,VOTING_AUTH_SHARED,VOTING_AUTH_NONE,FILINGMANAGER_NAME,REPORTCALENDARORQUARTER,DATEREPORTED
0001035463-25-000001,109054086,Apple Inc,COM,037833100,,65385914,261105,SH,,DFND,"1,2",254589,0,6516,BAR HARBOR WEALTH MANAGEMENT,31-DEC-2024,
0000312069-25-000112,111066710,MAUI LD &amp PINEAPPLE INC,COM,577345101,,264,12004,SH,,SOLE,1,12004,0,0,BARCLAYS PLC,31-DEC-2024,
0000312069-25-000112,111061921,APPLE HOSPITALITY REIT INC,TRUS,03784Y200,,6398,416829,SH,,SOLE,1,416829,0,0,BARCLAYS PLC,31-DEC-2024,
0000312069-25-000112,111061922,APPLE HOSPITALITY REIT INC,TRUS,03784Y200,,155,10103,SH,,SOLE,9,10103,0,0,BARCLAYS PLC,31-DEC-2024,
0000312069-25-000112,111061923,APPLE INC,OPT,037833100,,514538,2054700,SH,Put,SOLE,1,2054700,0,0,BARCLAYS PLC,31-DEC-2024,
0000312069-25-000112,111061924,APPLE INC,OPT,037833100,,581700,2322900,SH,Call,SOLE,1,2322900,0,0,BARCLAYS PLC,31-DEC-2024,
0000312069-25-000112,111061925,APPLE INC,COM,037833100,,15700,62695,SH,,DFND,1,0,0,62695,BARCLAYS PLC,31-DEC-2024,
0000312069-25-000112,111061926,APPLE INC,COM,037833100,,6579062,26272118,SH,,SOLE,1,22987872,3284246,0,BARCLAYS PLC,31-DEC-2024,
0000312069-25-000112,111061927,APPLE INC,COM,037833100,,13758,54943,SH,,SOLE,8,54943,0,0,BARCLAYS PLC,31-DEC-2024,
0000312069-25-000112,111061928,APPLE INC,OPT,037833100,,530214,2117300,SH,Put,SOLE,8,2117300,0,0,BARCLAYS PLC,31-DEC-2024,
0000312069-25-000112,111061929,APPLE INC,OPT,037833100,,29525,117900,SH,Call,SOLE,8,117900,0,0,BARCLAYS PLC,31-DEC-2024,
0000312069-25-000112,111061930,APPLE INC,COM,037833100,,1773658,7082731,SH,,SOLE,9,7082731,0,0,BARCLAYS PLC,31-DEC-2024,
0000312069-25-000112,111061931,APPLE INC,COM,037833100,,10509,41965,SH,,DFND,20,0,0,41965,BARCLAYS PLC,31-DEC-2024,
0000312069-25-000112,111061932,APPLE INC,COM,037833100,,95344,380738,SH,,SOLE,20,0,380738,0,BARCLAYS PLC,31-DEC-2024,
0000312069-25-000112,111061933,APPLE INC,COM,037833100,,1054752,4211932,SH,,SOLE,58,4211932,0,0,BARCLAYS PLC,31-DEC-2024,
0000312069-25-000112,111061934,APPLE INC,COM,037833100,,46090,184051,SH,,SOLE,82,0,184051,0,BARCLAYS PLC,31-DEC-2024,
0000312069-25-000112,111061935,APPLE INC,COM,037833100,,93992,375338,SH,,SOLE,99,128022,247316,0,BARCLAYS PLC,31-DEC-2024,
0000009015-25-000006,109769522,APPLE INC,COM,037833100,,4370330,17452,SH,,DFND,3,17452,0,0,BARINGS LLC,31-DEC-2024,
0001951757-25-000056,108844354,APPLE INC,COM,037833100,,28404837,119414,SH,,SOLE,,116128,0,3286,"BARLOW WEALTH PARTNERS, INC.",31-DEC-2024,
0001908288-25-000001,109192939,APPLE INC,COM,037833100,,1785962,7132,SH,,SOLE,,0,0,7132,"BARNES PETTEY FINANCIAL ADVISORS, LLC",31-DEC-2024,
0001104659-25-012671,110575150,Apple Inc,Common,88557W101,,538778,14038,SH,,SOLE,,14038,0,0,BAROMETER CAPITAL MANAGEMENT INC.,31-DEC-2024,
0001172661-25-000267,108898277,APPLE INC,COM,037833100,,10975610,43829,SH,,SOLE,,0,0,43829,"BARON SILVER STEVENS FINANCIAL ADVISORS, LLC",31-DEC-2024,
0001040210-25-000002,110989791,APPLE INC,COM,037833100,,43814845,174965,SH,,SOLE,,174965,0,0,BARR E S & CO,31-DEC-2024,
0000887602-25-000001,109191920,APPLE INC,COM,037833100,,7180151,28672,SH,,SOLE,,0,0,28672,"BARRETT & COMPANY, INC.",31-DEC-2024,
0000313028-25-000029,111780744,Apple Hospitality REIT Inc,COM,03784Y200,,16471,1073,SH,,DFND,01,1073,0,0,BARROW HANLEY MEWHINNEY & STRAUSS LLC,31-DEC-2024,
0000313028-25-000001,110093466,Apple Hospitality REIT Inc,COM,03784Y200,,16471,1073,SH,,DFND,01,1073,0,0,BARROW HANLEY MEWHINNEY & STRAUSS LLC,31-DEC-2024,
0002010186-25-000001,108951795,Apple Inc,COM,037833100,,440779571,1760160,SH,,SOLE,,1390069,0,370091,BARTLETT & CO. WEALTH MANAGEMENT LLC,31-DEC-2024,
0001096783-25-000001,110696540,APPLE INC,COM,037833100,,6796399,27140,SH,,SOLE,,0,0,0,BAXTER BROS INC,31-DEC-2024,
0001725547-25-000129,109043333,APPLE INC,COM,037833100,,1797338,7177,SH,,SOLE,,0,0,7177,"BAYSHORE ASSET MANAGEMENT, LLC",31-DEC-2024,
0001352467-25-000001,109685010,APPLE INC,COM,037833100,,55342343,220998,SH,,SOLE,,220998,0,0,"BBR PARTNERS, LLC",31-DEC-2024,
0001765380-25-000033,109625932,APPLE INC,COM,037833100,,4648895,18564,SH,,SOLE,0,0,0,18564,"BCGM Wealth Management, LLC",31-DEC-2024,
0001085146-25-001745,111778167,APPLE INC,COM,037833100,BBG001S5N8V8,1692338,6758,SH,,SOLE,,6758,0,0,BCK Capital Management LP,31-DEC-2024,
0001667731-25-000172,109328557,APPLE INC,COM,037833100,,1061030,4237,SH,,SOLE,,0,0,4237,"BCK Partners, Inc.",31-DEC-2024,
0001373017-25-000002,109757439,Apple Inc,Equities,037833100,,1998830,8598,SH,,SOLE,,0,0,8598,"BCM ADVISORS, LLC",31-DEC-2024,
0001667731-25-000239,110308266,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,,210449,13710,SH,,SOLE,,0,0,13710,BCO Wealth Management LLC,31-DEC-2024,
0001667731-25-000239,110308267,APPLE INC,COM,037833100,,212857,850,SH,,SOLE,,0,0,850,BCO Wealth Management LLC,31-DEC-2024,
0001907157-25-000006,109413162,APPLE INC,COM,037833100,,391,1562,SH,,SOLE,,0,0,1562,"BCR Wealth Strategies, LLC",31-DEC-2024,
0001798172-25-000001,108910232,APPLE INC,COM,037833100,,8541,34108,SH,,SOLE,,0,0,34108,BCS Wealth Management,31-DEC-2024,
0001667731-25-000174,109326579,APPLE INC,COM,037833100,,827900,3306,SH,,DFND,1,0,0,3306,"BCU Wealth Advisors, LLC",31-DEC-2024,
0001542165-25-000001,110679450,APPLE INC,COM,037833100,,7742181,30917,SH,,SOLE,,30917,0,0,"BCWM, LLC",31-DEC-2024,
0001632812-25-000002,109059183,APPLE INC,COM,037833100,,95641158,381923,SH,,SOLE,,381923,0,0,BDF-GESTION,31-DEC-2024,
0001632812-25-000001,109071015,APPLE INC,COM,037833100,,2101017,431516,SH,,SOLE,,431516,0,0,BDF-GESTION,31-DEC-2024,
0001058800-25-000001,109140972,Apple Computer,COM,037833100,,13382,53440,SH,,SOLE,,0,0,53440,BEACH INVESTMENT COUNSEL INC/PA,31-DEC-2024,
0001667731-25-000159,109348440,APPLE INC,COM,037833100,,39310,4,SH,,SOLE,,0,0,0,BEACON FINANCIAL GROUP,31-DEC-2024,
0001667731-25-000159,109348441,APPLE INC,COM,037833100,,10786410,43073,SH,,SOLE,,43073,0,0,BEACON FINANCIAL GROUP,31-DEC-2024,
0001951757-25-000132,109188002,APPLE INC,COM,037833100,,1311968,5239,SH,,SOLE,,0,0,5239,"BEACON FINANCIAL PLANNING, INC",31-DEC-2024,
0001172661-25-000870,111183961,APPLE INC,COM,037833100,,9471420,37822,SH,,SOLE,,0,0,37822,BEACON INVESTMENT ADVISORS LLC,31-DEC-2024,
0001172661-25-000266,108768823,APPLE INC,COM,037833100,,80683407,322192,SH,,SOLE,,292071,0,30121,"BEACON INVESTMENT ADVISORY SERVICES, INC.",31-DEC-2024,
0001803426-25-000001,109880803,APPLE INC,COM,037833100,,7883460,31481,SH,,SOLE,0,31481,0,0,"BEAM WEALTH ADVISORS, INC.",31-DEC-2024,
0001765380-25-000111,110947851,APPLE INC COM,Stock,037833100,,25133654,100366,SH,,SOLE,0,100366,0,0,"BEARING POINT CAPITAL, LLC",31-DEC-2024,
0001214659-25-002648,111120065,APPLE INC,Equity,037833100,,10398945,41526,SH,,SOLE,,0,0,41526,"BECK CAPITAL MANAGEMENT, LLC",31-DEC-2024,
0000010742-25-000002,111291188,APPLE INC COM,COM,037833100,,27820231,111094,SH,,SOLE,,109572,0,1522,BECK MACK & OLIVER LLC,31-DEC-2024,
0001941040-25-000171,111446833,APPLE INC,COM,037833100,,166014430,662944,SH,,SOLE,,655263,0,7681,BECKER CAPITAL MANAGEMENT INC,31-DEC-2024,
0001278641-25-000001,110536560,Apple Inc.,COM,037833100,,651,2600,SH,,SOLE,,2600,0,0,BEDDOW CAPITAL MANAGEMENT INC,31-DEC-2024,
0001274196-25-000001,109063545,APPLE COMPUTER INC,COM,037833100,,66601,275400,SH,,SOLE,,275400,0,0,BEDRIJFSTAKPENSIOENFONDS VOOR DE MEDIA PNO,31-DEC-2024,
0000911274-25-000001,109225129,APPLE INC COM,Stock,037833100,,77361524,308927,SH,,SOLE,0,308927,0,0,"BEESE FULMER INVESTMENT MANAGEMENT, INC.",31-DEC-2024,
0001801619-25-000001,109684320,APPLE INC,COM,037833100,,14252476,56914,SH,,OTR,3,0,190,56724,"BELLEVUE ASSET MANAGEMENT, LLC",31-DEC-2024,
0001085146-25-000903,110009778,APPLE INC,COM,037833100,BBG001S5N8V8,65710223,262400,SH,,SOLE,,190,99,262111,BENDER ROBERT & ASSOCIATES,31-DEC-2024,
0001398344-25-001240,109251811,APPLE INC,COM,037833100,,24648335,98428,SH,,SOLE,,98428,0,0,BENEDICT FINANCIAL ADVISORS INC,31-DEC-2024,
0001451623-25-000001,111771827,APPLE INC,COM,037833100,,182925129,730390,SH,,DFND,2,730390,0,0,BENJAMIN EDWARDS INC,31-DEC-2024,
0001451623-25-000001,111771828,APPLE INC,COM,037833100,,21512553,85713,SH,,DFND,3,85713,0,0,BENJAMIN EDWARDS INC,31-DEC-2024,
0001840740-25-000002,108763443,APPLE INC,COM,037833100,,37361150,149194,SH,,SOLE,,0,0,0,BENNETT SELBY INVESTMENTS LP,31-DEC-2024,
0000899140-25-000325,111526108,APPLE INC,COM,037833100,,86945824,347200,SH,,SOLE,,347200,0,0,BERKLEY W R CORP,31-DEC-2024,
0000899140-25-000325,111526109,APPLE INC,COM,037833100,,86945824,347200,SH,Put,SOLE,,347200,0,0,BERKLEY W R CORP,31-DEC-2024,
0001398344-25-002126,109881112,APPLE INC,COM,037833100,,60829658,273048,SH,,SOLE,,3586,0,269462,BERKSHIRE ASSET MANAGEMENT LLC/PA,31-DEC-2024,
0001162044-25-000134,110717504,"Apple, Inc.",AAPL,037833100,,2504,10,SH,,SOLE,,10,0,0,BERKSHIRE CAPITAL HOLDINGS INC,31-DEC-2024,
0001085146-25-000195,109042978,APPLE INC,COM,037833100,BBG001S5N8V8,326548,1304,SH,,SOLE,,1304,0,0,BERNZOTT CAPITAL ADVISORS,31-DEC-2024,
0000930413-25-000561,110168814,MAUI LD&PINEAPPLE INC COM,SC,577345101,,63,2875,SH,,DFND,8,2875,0,0,BESSEMER GROUP INC,31-DEC-2024,
0000930413-25-000561,110165185,APPLE HOSPITALITY REIT INC,SRE,03784Y200,,6,371,SH,,DFND,5,371,0,0,BESSEMER GROUP INC,31-DEC-2024,
0000930413-25-000561,110165186,APPLE INC,SC,037833100,,168710,673709,SH,,DFND,1,673709,0,0,BESSEMER GROUP INC,31-DEC-2024,
0000930413-25-000561,110165187,APPLE INC,SC,037833100,,51949,207448,SH,,DFND,4,207448,0,0,BESSEMER GROUP INC,31-DEC-2024,
0000930413-25-000561,110165188,APPLE INC,SC,037833100,,2319648,9263031,SH,,DFND,5,9249177,0,13854,BESSEMER GROUP INC,31-DEC-2024,
0000930413-25-000561,110165189,APPLE INC,SC,037833100,,1676,6691,SH,,DFND,6,6691,0,0,BESSEMER GROUP INC,31-DEC-2024,
0000930413-25-000561,110165190,APPLE INC,SC,037833100,,83784,334574,SH,,DFND,7,328468,0,6106,BESSEMER GROUP INC,31-DEC-2024,
0000930413-25-000561,110165191,APPLE INC,SC,037833100,,306770,1225021,SH,,DFND,8,1221991,0,3030,BESSEMER GROUP INC,31-DEC-2024,
0000930413-25-000561,110165192,APPLE INC,SC,037833100,,120,481,SH,,DFND,9,481,0,0,BESSEMER GROUP INC,31-DEC-2024,
0000930413-25-000561,110165193,APPLE INC,SC,037833100,,25148,100422,SH,,OTR,4,100422,0,0,BESSEMER GROUP INC,31-DEC-2024,
0000930413-25-000561,110165194,APPLE INC,SC,037833100,,34472,137655,SH,,OTR,5,133688,0,3967,BESSEMER GROUP INC,31-DEC-2024,
0000930413-25-000561,110165195,APPLE INC,SC,037833100,,818,3268,SH,,OTR,6,3268,0,0,BESSEMER GROUP INC,31-DEC-2024,
0000930413-25-000561,110165196,APPLE INC,SC,037833100,,78539,313630,SH,,OTR,7,295160,0,18470,BESSEMER GROUP INC,31-DEC-2024,
0000930413-25-000561,110165197,APPLE INC,SC,037833100,,33748,134767,SH,,OTR,8,134767,0,0,BESSEMER GROUP INC,31-DEC-2024,
0000930413-25-000561,110165198,APPLE INC,SC,037833100,,332,1326,SH,,OTR,9,1326,0,0,BESSEMER GROUP INC,31-DEC-2024,
0001085146-25-000188,108876420,APPLE INC,COM,037833100,BBG001S5N8V8,515865,2060,SH,,SOLE,,2060,0,0,BFI Infinity Ltd.,31-DEC-2024,
0001706836-25-000002,109450320,MAUI LD & PINEAPPLE INC,COM,577345101,,63237,2877,SH,,SOLE,,2540,0,337,"BFSG, LLC",31-DEC-2024,
0001706836-25-000002,109450473,APPLE INC,COM,037833100,,23338468,93197,SH,,SOLE,,27029,0,66168,"BFSG, LLC",31-DEC-2024,
0001085146-25-001028,110443223,APPLE INC,COM,037833100,BBG001S5N8V8,853306,3408,SH,,SOLE,,0,0,3408,"BG Investment Services, Inc.",31-DEC-2024,
0001062993-25-001577,109623016,APPLE INC,COM,037833100,,9157638,36569,SH,,SOLE,,0,0,36569,"BHK Investment Advisors, LLC",31-DEC-2024,
0001778131-25-000001,110104671,APPLE INC COM,COM,037833100,,595356,2377429,SH,,DFND,,1897273,0,480156,BI Asset Management Fondsmaeglerselskab A/S,31-DEC-2024,
0002056367-25-000001,111777681,APPLE INC,COM,037833100,,2850690,11384,SH,,SOLE,,0,0,11384,"BIP Alliance, LLC",31-DEC-2024,
0001590214-25-000001,111753112,APPLE INC,COM,037833100,,15513554,61950,SH,,SOLE,,0,0,61950,"BIP Wealth, LLC",31-DEC-2024,
0001079738-25-000002,109623411,Apple Inc,Common Stock,037833100,,86152856,344033,SH,,SOLE,,0,0,344033,BIRINYI ASSOCIATES INC,31-DEC-2024,
0002053305-25-000020,110682111,APPLE INC,COM,037833100,,202089,807,SH,,SOLE,,0,0,807,BIT Capital GmbH,31-DEC-2024,
0002007263-25-000003,109451969,APPLE INC,COM,037833100,,12493257,49889,SH,,SOLE,,0,0,49889,"BKM Wealth Management, LLC",31-DEC-2024,
0001085146-25-000317,108759672,APPLE INC,COM,037833100,BBG001S5N8V8,1418713,5665,SH,,SOLE,,0,0,5665,BLACK POINT WEALTH MANAGEMENT,31-DEC-2024,
0000872162-25-000002,110806089,APPLE INC COM,COM,037833100,,65459788,261400,SH,,SOLE,,261400,0,0,BLACKHILL CAPITAL INC,31-DEC-2024,
0001104659-25-011872,110209054,APPLE INC,COM,037833100,,1571937734,6277205,SH,,SOLE,,4773329,0,1503877,BLAIR WILLIAM & CO/IL,31-DEC-2024,
0001085146-25-000522,109273173,APPLE INC,COM,037833100,BBG001S5N8V8,76947287,307273,SH,,SOLE,,0,0,307273,"BLB&B Advisors, LLC",31-DEC-2024,
0002052594-25-000001,111146304,APPLE INC,COM,037833100,,120925188,479662,SH,,DFND,"1,2,8",472130,0,7532,BLI - Banque de Luxembourg Investments,31-DEC-2024,
0001085146-25-000469,109143823,APPLE INC,COM,037833100,BBG001S5N8V8,17193025,68657,SH,,SOLE,,0,0,68657,"BLODGETT WEALTH ADVISORS, LLC",31-DEC-2024,
0001352860-25-000001,109765340,APPLE INC COM,Stock,037833100,,5056805,20193,SH,,SOLE,,19181,0,1011,"BLUE BELL PRIVATE WEALTH MANAGEMENT, LLC",31-DEC-2024,
0001769578-25-000002,108950712,APPLE INC COM,Exchange-Traded Equity Securities,037833100,,5755403,22983,SH,,SOLE,,22983,0,0,"BLUE SQUARE ASSET MANAGEMENT, LLC",31-DEC-2024,
0001214659-25-001571,109417377,APPLE INC,COM,037833100,,776564,3101,SH,,SOLE,,3101,0,0,"BLUESTEM FINANCIAL ADVISORS, LLC",31-DEC-2024,
0001812178-25-000002,108784703,APPLE INC,COM,037833100,,22397000,89438,SH,,SOLE,,28,0,89410,"BNC WEALTH MANAGEMENT, LLC",31-DEC-2024,
0000872786-25-000007,111374057,APPLE INC COM,Equity,037833100,,53931053,215046,SH,,DFND,0,0,0,215046,BNP PARIBAS,31-DEC-2024,
0000872786-25-000007,111374145,APPLE INC COM,Equity,037833100,,25000681,99835,SH,,DFND,2,0,0,99835,BNP PARIBAS,31-DEC-2024,
0000872786-25-000007,111374288,APPLE INC COM,Equity,038222105,,3224406,19393,SH,,DFND,0,0,0,19393,BNP PARIBAS,31-DEC-2024,
0000872786-25-000007,111374335,APPLE INC COM,Equity,037833100,,18729856,74487,SH,,DFND,3,0,0,74487,BNP PARIBAS,31-DEC-2024,
0000872786-25-000007,111374564,APPLE INC COM,Equity,037833100,,22414401,89073,SH,,DFND,1,0,0,89073,BNP PARIBAS,31-DEC-2024,
0001520354-25-000002,110520951,APPLE INC,COM,037833100,,26328,105135,SH,,DFND,06,0,89204,0,BNP PARIBAS ASSET MANAGEMENT Holding S.A.,31-DEC-2024,
0001520354-25-000002,110520952,APPLE INC,COM,037833100,,24791,98998,SH,,DFND,02,0,98998,0,BNP PARIBAS ASSET MANAGEMENT Holding S.A.,31-DEC-2024,
0001520354-25-000002,110520953,APPLE INC,COM,037833100,,1258875,5027056,SH,,DFND,01,0,4508505,0,BNP PARIBAS ASSET MANAGEMENT Holding S.A.,31-DEC-2024,
0001520354-25-000002,110520954,APPLE INC,COM,037833100,,503336,2009967,SH,,DFND,05,0,1659458,0,BNP PARIBAS ASSET MANAGEMENT Holding S.A.,31-DEC-2024,
0001166588-25-000025,110837802,Apple Inc,Option,037833100,,77880620,3110,SH,Put,DFND,0,0,311000,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837803,Apple Inc,Option,037833100,,52588200,2100,SH,Put,DFND,0,0,210000,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837804,Apple Inc,Option,037833100,,6260500,250,SH,Put,DFND,0,0,25000,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837805,Apple Inc,Option,037833100,,50084000,2000,SH,Put,DFND,0,0,200000,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837806,Apple Inc,Option,037833100,,25668050,1025,SH,Put,DFND,0,0,102500,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837807,Apple Inc,Option,037833100,,1627730,65,SH,Put,DFND,0,0,6500,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837808,Apple Inc,Option,037833100,,5008400,200,SH,Put,DFND,0,0,20000,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837809,Apple Inc,Option,037833100,,3530922,141,SH,Put,DFND,0,0,14100,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837810,Apple Inc,Option,037833100,,7863188,314,SH,Put,DFND,0,0,31400,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837811,Apple Inc,Option,037833100,,10066884,402,SH,Put,DFND,0,0,40200,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837812,Apple Inc,Option,037833100,,157614348,6294,SH,Put,DFND,0,0,629400,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837813,Apple Inc,Option,037833100,,7612768,304,SH,Put,DFND,0,0,30400,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837814,Apple Inc,Option,037833100,,7512600,300,SH,Put,DFND,0,0,30000,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837815,Apple Inc,Option,037833100,,7763020,310,SH,Put,DFND,0,0,31000,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837816,Apple Inc,Option,037833100,,8814784,352,SH,Put,DFND,0,0,35200,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837817,Apple Inc,Option,037833100,,2003360,80,SH,Put,DFND,0,0,8000,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837818,Apple Inc,Option,037833100,,7512600,300,SH,Put,DFND,0,0,30000,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837819,Apple Inc,Option,037833100,,2654452,106,SH,Put,DFND,0,0,10600,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837820,Apple Inc,Option,037833100,,2554284,102,SH,Put,DFND,0,0,10200,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837821,Apple Inc,Option,037833100,,7512600,300,SH,Put,DFND,0,0,30000,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837822,Apple Inc,Option,037833100,,7963356,318,SH,Put,DFND,0,0,31800,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837823,Apple Inc,Option,037833100,,2504200,100,SH,Put,DFND,0,0,10000,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837824,Apple Inc,Option,037833100,,375630,15,SH,Put,DFND,0,0,1500,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837825,Apple Inc,Option,037833100,,10868228,434,SH,Put,DFND,0,0,43400,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837826,Apple Inc,Option,037833100,,4382350,175,SH,Put,DFND,0,0,17500,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837827,Apple Inc,Option,037833100,,350588,14,SH,Put,DFND,0,0,1400,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837828,Apple Inc,Option,037833100,,525882,21,SH,Put,DFND,0,0,2100,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837829,Apple Inc,Option,037833100,,2178654,87,SH,Put,DFND,0,0,8700,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837830,Apple Inc,Option,037833100,,1101848,44,SH,Put,DFND,0,0,4400,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837831,Apple Inc,Option,037833100,,1252100,50,SH,Put,DFND,0,0,5000,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837832,Apple Inc,Option,037833100,,5409072,216,SH,Put,DFND,0,0,21600,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837833,Apple Inc,Option,037833100,,1126890,45,SH,Put,DFND,0,0,4500,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837834,Apple Inc,Option,037833100,,1202016,48,SH,Put,DFND,0,0,4800,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837835,Apple Inc,Option,037833100,,1527562,61,SH,Put,DFND,0,0,6100,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837836,Apple Inc,Option,037833100,,3781342,151,SH,Put,DFND,0,0,15100,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837837,Apple Inc,Option,037833100,,3255460,130,SH,Put,DFND,0,0,13000,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837838,Apple Inc,Option,037833100,,8864868,354,SH,Put,DFND,0,0,35400,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837839,Apple Inc,Option,037833100,,25042,1,SH,Put,DFND,0,0,100,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837840,Apple Inc,Option,037833100,,1853108,74,SH,Put,DFND,0,0,7400,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837841,Apple Inc,Option,037833100,,776302,31,SH,Put,DFND,0,0,3100,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837842,Apple Inc,Option,037833100,,1953276,78,SH,Put,DFND,0,0,7800,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837843,Apple Inc,Option,037833100,,626050,25,SH,Put,DFND,0,0,2500,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837844,Apple Inc,Option,037833100,,2178654,87,SH,Put,DFND,0,0,8700,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837845,Apple Inc,Option,037833100,,1652772,66,SH,Put,DFND,0,0,6600,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837846,Apple Inc,Option,037833100,,53990552,2156,SH,Put,DFND,0,0,215600,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837847,Apple Inc,Option,037833100,,425714,17,SH,Put,DFND,0,0,1700,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837848,Apple Inc,Option,037833100,,300504,12,SH,Put,DFND,0,0,1200,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837849,Apple Inc,Option,037833100,,3380670,135,SH,Put,DFND,0,0,13500,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837850,Apple Inc,Option,037833100,,1001680,40,SH,Put,DFND,0,0,4000,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837851,Apple Inc,Option,037833100,,6561004,262,SH,Put,DFND,0,0,26200,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837852,Apple Inc,Option,037833100,,75126,3,SH,Put,DFND,0,0,300,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837853,Apple Inc,Option,037833100,,12521000,500,SH,Put,DFND,0,0,50000,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
0001166588-25-000025,110837854,Apple Inc,Option,037833100,,1928234,77,SH,Put,DFND,0,0,7700,0,BNP PARIBAS FINANCIAL MARKETS,31-DEC-2024,
