ACCESSION_NUMBER	OTHERMANAGER_SK	CIK	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	NAME
0001508097-22-000023	134042	0001692234	028-17598			Russell Investments Group, Ltd.
0001508097-22-000022	134069	0001692234	028-17598			Russell Investments Group, Ltd.
0001508097-22-000021	134054	0001692234	028-17598			Russell Investments Group, Ltd.
0001508097-22-000020	134064	0001692234	028-17598			Russell Investments Group, Ltd.
0001508097-22-000019	134051	0001692234	028-17598			Russell Investments Group, Ltd.
0001508097-22-000018	134068	0001692234	028-17598			Russell Investments Group, Ltd.
0001508097-22-000017	134047	0001692234	028-17598			Russell Investments Group, Ltd.
0001508097-22-000016	134065	0001692234	028-17598			Russell Investments Group, Ltd.
0001569638-22-000001	134066	0001730083	028-18427			M Financial Asset Management, Inc.
0001508097-22-000015	134045	0001692234	028-17598			Russell Investments Group, Ltd.
0001508097-22-000014	134049	0001692234	028-17598			Russell Investments Group, Ltd.
0001508097-22-000013	134053	0001692234	028-17598			Russell Investments Group, Ltd.
0001508097-22-000012	134062	0001692234	028-17598			Russell Investments Group, Ltd.
0001508097-22-000011	134043	0001692234	028-17598			Russell Investments Group, Ltd.
0001508097-22-000010	134056	0001692234	028-17598			Russell Investments Group, Ltd.
0001508097-22-000009	134052	0001692234	028-17598			Russell Investments Group, Ltd.
0001508097-22-000008	134019	0001692234	028-17598			Russell Investments Group, Ltd.
0001567619-22-011478	133984	0001024896	028-22122			CANTOR FITZGERALD, L. P.
0001567619-22-011477	133983	0001024896	028-22122			CANTOR FITZGERALD, L. P.
0001567619-22-011476	133982	0001024896	028-22122			CANTOR FITZGERALD, L. P.
0001567619-22-011475	134022	0001893134	028-21401			Smith Group Asset Management, LLC
0001567619-22-011475	134021	0001690680	028-22125			NEWMARK GROUP, INC.
0001567619-22-011475	134023	0001710477	028-18098			CANTOR FITZGERALD INVESTMENT ADVISOR L.P
0000950123-22-006670	134025		028-13627			Sculptor Capital II LP
0001508097-22-000006	134029		028-17598			Russell Investments Group, Ltd.
0001770632-22-000007	134007	0001770632	028-19928			Quilter Plc
0001770632-22-000006	133987	0001770632	028-19928			Quilter Plc
0001770632-22-000005	134012	0001770632	028-19928			Quilter Plc
0001573679-22-000013	133985	0000928047	028-04428			MANUFACTURERS LIFE INSURANCE COMPANY, THE
0001573679-22-000016	133988	0000928047	028-04428			MANUFACTURERS LIFE INSURANCE COMPANY, THE
0001573679-22-000017	133989	0000928047	028-04428			MANUFACTURERS LIFE INSURANCE COMPANY, THE
0001573679-22-000018	134017	0000928047	028-04428			MANUFACTURERS LIFE INSURANCE COMPANY, THE
0001573679-22-000012	134010	0000928047	028-04428			MANUFACTURERS LIFE INSURANCE COMPANY, THE
0001573679-22-000015	134009	0000928047	028-04428			MANUFACTURERS LIFE INSURANCE COMPANY, THE
0001573679-22-000014	134028	0000928047	028-04428			MANUFACTURERS LIFE INSURANCE COMPANY, THE
0001573679-22-000011	133986	0000928047	028-04428			MANUFACTURERS LIFE INSURANCE COMPANY, THE
0001821268-22-000121	133992	0001423065	028-13337			Ativo Capital Management LLC
0001821268-22-000121	133991	0001821051	028-20325			APPLIED RESEARCH INVESTMENTS, LLC
0001821268-22-000121	133994	0000874791	028-02903			CAMPBELL NEWMAN ASSET MANAGEMENT INC
0001821268-22-000121	133995	0001002152	028-05098			COMPASS CAPITAL MANAGEMENT, INC
0001821268-22-000121	133996	0001455468	028-13367			Dean Capital Management
0001821268-22-000121	133997	0000201772	028-00878			ESSEX INVESTMENT MANAGEMENT CO LLC
0001821268-22-000121	133998	0001584691	028-15606			Global Alpha Capital Management Ltd.
0001821268-22-000121	133999	0001280051	028-10740			HIGH POINTE CAPITAL MANAGEMENT LLC
0001821268-22-000121	134000	0001424467	028-12654			Lisanti Capital Growth, LLC
0001821268-22-000121	134001	0001389574	028-12426			Nicholas Investment Partners, LP
0001821268-22-000121	134002	0001657111	028-17035			NS Partners Ltd
0001821268-22-000121	134003	0001036248	028-06280			QUEST INVESTMENT MANAGEMENT LLC
0001821268-22-000121	134004	0001230765	028-10467			RICE HALL JAMES & ASSOCIATES, LLC
0001821268-22-000121	134005	0001134283	028-10043			SEIZERT CAPITAL PARTNERS, LLC
0001821268-22-000121	134006	0001716984	028-18598			Slow Capital, Inc.
0001821268-22-000121	133993	0001713521	028-18105			Bridge City Capital, LLC
0001821268-22-000121	133990	0001275218	028-10860			ALGERT GLOBAL LLC
0001567619-22-011133	134020	0001163653	028-10594			NOMURA HOLDINGS INC
0001567619-22-011137	134030	0001163653	028-10594			NOMURA HOLDINGS INC
0001567619-22-011134	134018	0001163653	028-10594			NOMURA HOLDINGS INC
0001567619-22-011136	134016	0001163653	028-10594			NOMURA HOLDINGS INC
0001567619-22-011124	134027					Ardian France SA
0001567619-22-011118	134011					Ardian France SA
0000072971-22-000141	134024	0000072971	028-00165			WELLS FARGO & COMPANY/MN
0000950123-22-006623	134014		028-16913			Voya Financial Advisors, Inc
0000950123-22-006623	134013		028-07292			Voya Investment Management LLC
0000950123-22-006616	134026		028-14589			Liberty Mutual Group Asset Management Inc.
0001337848-22-000003	134008		028-04558			Parametric Portfolio Associates LLC
0000950123-22-006609	131831		028-21340			Oaktree Fund Advisors, LLC
0000950123-22-006609	131830		028-05050			Oaktree Capital Management, L.P.
0000950123-22-006608	133217		028-21340			Oaktree Fund Advisors, LLC
0000950123-22-006608	133216		028-05050			Oaktree Capital Management, L.P.
0000950123-22-006605	133536		028-05050			Oaktree Capital Management, L.P.
0000950123-22-006605	133537		028-21340			Oaktree Fund Advisors, LLC
0000950123-22-006604	133865		028-05050			Oaktree Capital Management, L.P.
0000950123-22-006604	133866		028-21340			Oaktree Fund Advisors, LLC
0000950123-22-006602	133802		028-05050			Oaktree Capital Management, L.P.
0000950123-22-006602	133803		028-21340			Oaktree Fund Advisors, LLC
0000950123-22-006599	132998		028-21340			Oaktree Fund Advisors, LLC
0000950123-22-006599	132997		028-05050			Oaktree Capital Management, L.P.
0000950123-22-006597	132507		028-05050			Oaktree Capital Management, L.P.
0000950123-22-006597	132508		028-21340			Oaktree Fund Advisors, LLC
0000950123-22-006595	132894		028-05050			Oaktree Capital Management, L.P.
0000950123-22-006595	132895		028-21340			Oaktree Fund Advisors, LLC
0001172661-22-001498	132932	0001454027	028-13309			Verition Fund Management LLC
0001172661-22-001498	132933	0001595932	028-17294			GUARDIAN POINT CAPITAL, LP
0001172661-22-001498	132931	0001393825	028-12909			Hudson Bay Capital Management LP
0001541597-22-000002	132893	0001132597	028-17515			Itau Unibanco Holding S.A.
0001172661-22-001495	131501	0001557017	028-17203			Capula Management Ltd
0001172661-22-001494	132992	0001557017	028-17203			Capula Management Ltd
0001595888-22-000012	132485	0001595888	028-16162			JANE STREET GROUP, LLC
0001595888-22-000009	131334	0001595888	028-16162			JANE STREET GROUP, LLC
0001591068-22-000001	131316	0001021223	028-05792			KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC
0001595888-22-000011	132241	0001595888	028-16162			JANE STREET GROUP, LLC
0001792635-22-000004	132089	0001103882	028-05431			Paloma Partners Management Co
0001731393-22-000002	132130	0001719087	028-18524			Diametric Capital, LP
0001591068-22-000001	131315	0000765443	028-01420			DUFF & PHELPS INVESTMENT MANAGEMENT CO
0001606588-22-000006	132541	0001050463	028-06620			MORGAN DEMPSEY CAPITAL MANAGEMENT LLC
0001606588-22-000006	132540	0001477872	028-13757			Saratoga Research & Investment Management
0001606588-22-000006	132539	0001419999	028-13243			MAR VISTA INVESTMENT PARTNERS LLC
0001606588-22-000006	132538	0001034524	028-03687			POLEN CAPITAL MANAGEMENT LLC
0000072971-22-000139	134015	0000072971	028-00165			WELLS FARGO & COMPANY/MN
0001405086-22-000168	133467	0001259927	028-10797			LASRY MARC
0001166588-22-000008	133621	0001166588	028-10038			BNP PARIBAS ARBITRAGE, SA
0001595888-22-000010	131972	0001595888	028-16162			JANE STREET GROUP, LLC
0000950123-22-006567	131858		028-13925			Meiji Yasuda Asset Management Co Ltd.
0001595888-22-000013	132804	0001595888	028-16162			JANE STREET GROUP, LLC
0001772938-22-000003	133620	0001772937	028-19460			Tolleson Wealth Management, Inc.
0001166588-22-000009	133904	0001166588	028-10038			BNP PARIBAS ARBITRAGE, SA
0001845849-22-000002	131548	0001629271	028-16378			PALLADIEM, LLC
0001606588-22-000006	132537	0001508822	028-14059			ACR Alpine Capital Research, LLC
0001405086-22-000167	133333	0001259927	028-10797			LASRY MARC
0001082045-22-000003	132975	0000003520	028-00869			FRED ALGER MANAGEMENT, LLC
0001104659-22-061516	133557	0001731118	028-19626			Bpifrance SA
0001567619-22-011047	131889	0001399770	028-12880			Kohlberg Kravis Roberts & Co. L.P.
0001405086-22-000164	132604	0001749824	028-19277			INHERENT GROUP, LP
0000950123-22-006561	131522		028-14589			Liberty Mutual Group Asset Management Inc.
0000950123-22-006559	132139		028-14349			Brookfield Asset Management Inc.
0000950123-22-006558	132982		028-14589			Liberty Mutual Group Asset Management Inc.
0001512948-22-000002	131257	0001105838	028-10843			ROBOTTI ROBERT
0000950123-22-006553	131694		028-14349			Brookfield Asset Management Inc.
0000950123-22-006555	133928		028-14349			Brookfield Asset Management Inc.
0001567619-22-011043	132577	0001399770	028-12880			Kohlberg Kravis Roberts & Co. L.P.
0000950123-22-006552	133414		028-14589			Liberty Mutual Group Asset Management Inc.
0001398053-22-000004	132519		28-13438			Apollo Management Holdings, L.P.
0000950123-22-006550	131512		028-14349			Brookfield Asset Management Inc.
0000950123-22-006548	133214		028-14589			Liberty Mutual Group Asset Management Inc.
0001456421-22-000006	131751		28-13438			Apollo Management Holdings, L.P.
0000950123-22-006546	132556		028-14349			Brookfield Asset Management Inc.
0000950123-22-006542	132189		028-14589			Liberty Mutual Group Asset Management Inc.
0000950123-22-006541	133857		028-14589			Liberty Mutual Group Asset Management Inc.
0000950123-22-006538	131963		028-14349			Brookfield Asset Management Inc.
0000950123-22-006535	132930		028-14589			Liberty Mutual Group Asset Management Inc.
0000950123-22-006534	132798		028-14349			Brookfield Asset Management Inc.
0000950123-22-006531	132825		028-21340			Oaktree Fund Advisors, LLC
0000950123-22-006531	132824		028-05050			Oaktree Capital Management, L.P.
0001567619-22-011039	132090	0000899051	028-14491			ALLSTATE CORP
0001567619-22-011036	132450	0000899051	028-14491			ALLSTATE CORP
0001567619-22-011033	131511					Tortoise Capital Advisors, L.L.C.
0001104659-22-061474	131902	0000898417	028-03586			PPM America Inc/IL
0001104659-22-061474	131903	0001164772	028-06761			Jackson National Asset Management LLC
0000769993-22-000290	133298	0000886982	028-04981			GOLDMAN SACHS GROUP INC
0000769993-22-000289	131802	0000886982	028-04981			GOLDMAN SACHS GROUP INC
0000769993-22-000288	133310	0000886982	028-04981			GOLDMAN SACHS GROUP INC
0000769993-22-000287	132239	0000886982	028-04981			GOLDMAN SACHS GROUP INC
0000769993-22-000286	133842	0000886982	028-04981			GOLDMAN SACHS GROUP INC
0000769993-22-000285	133063	0000886982	028-04981			GOLDMAN SACHS GROUP INC
0001567619-22-011025	132442	0001915565	028-22361			Wealthsimple Inc.
0000769993-22-000284	132888	0000886982	028-04981			GOLDMAN SACHS GROUP INC
0000769993-22-000283	133876	0001463217	028-13508			UNITED CAPITAL FINANCIAL ADVISERS, LLC
0000950159-22-000124	132208	0001009258	028-05366			DEERFIELD MANAGEMENT COMPANY, L.P. (SERIES C)
0000919574-22-003524	131969	0001358253	028-11896			TIG Advisors, LLC
0001567619-22-011023	133454	0001035674	028-10010			PAULSON & CO. INC.
0000919574-22-003522	133722	0001358253	028-11896			TIG Advisors, LLC
0000950123-22-006524	131867		028-13114			Blackstone Inc
0001844704-22-000002	131813		028-20525			HoldCo Asset Management, L.P.
0000950123-22-006523	131345		028-13114			Blackstone Inc
0000902664-22-002997	132877	0001622346	028-16701			SHANDA ASSET MANAGEMENT HOLDINGS Ltd
0000950123-22-006522	131976		028-2813114			Blackstone Inc
0000902664-22-002996	131572	0001622346	028-16701			SHANDA ASSET MANAGEMENT HOLDINGS Ltd
0000950123-22-006518	132010		028-13114			Blackstone Inc
0000950123-22-006517	131471		028-13114			Blackstone Inc
0000950123-22-006516	132184		028-13114			Blackstone Inc
0000950123-22-006513	133105		028-13114			Blackstone Inc
0000950123-22-006511	131971		028-13114			Blackstone Inc
0001567619-22-011000	133427	0001250731	028-17941			CHAI TRUST CO LLC
0001213900-22-027185	132424		028-16782			BOOTHBAY FUND MANAGEMENT, LLC
0001172661-22-001487	131264	0001352924	028-15101			Caledonia (Private) Investments Pty Ltd
0000719220-22-000033	132576		028-06460			S&T Bank
0001567619-22-010996	133169	0001791786	028-20282			Elliott Investment Management L.P.
0001493152-22-013894	131986	0001543170	028-16511			SPRUCE HOUSE INVESTMENT MANAGEMENT LLC
0001567619-22-010995	132258	0001702490	028-18498			Deer Park Road Corp
0000919574-22-003520	133093	0001478735	028-14367			TWO SIGMA ADVISERS, LP
0001567619-22-010994	132002	0001702490	028-18498			Deer Park Road Corp
0001567619-22-010993	132874	0001791786	028-20282			Elliott Investment Management L.P.
0001172661-22-001484	132024	0001569532	028-15327			VISTA EQUITY PARTNERS MANAGEMENT, LLC
0001012975-22-000245	132255	0001319998	028-11745			Southpoint Capital Advisors LP
0000919574-22-003519	133815	0001056831	028-06994			FAIRHOLME CAPITAL MANAGEMENT LLC
0001567619-22-010992	131693	0001250731	028-17941			CHAI TRUST CO LLC
0001567619-22-010991	133590	0001702490	028-18498			Deer Park Road Corp
0001172661-22-001482	133911	0001312908	028-11102			Gates Capital Management, Inc.
0001567619-22-010987	133188	0001250731	028-17941			CHAI TRUST CO LLC
0001012975-22-000244	132001	0001319998	028-11745			Southpoint Capital Advisors LP
0001085146-22-002201	133950	0001167557	028-10120			AQR CAPITAL MANAGEMENT LLC
0001085146-22-002201	133951	0001167456	028-10114			AQR Arbitrage LLC
0001172661-22-001478	132996	0001079114	028-07484			GREENLIGHT CAPITAL INC
0001567619-22-010981	133948	0001024896	028-22122			CANTOR FITZGERALD, L. P.
0001085146-22-002199	132793	0001167456	028-10114			AQR Arbitrage LLC
0000950142-22-001656	132414	0001670185	028-19403			HPS Investment Partners, LLC
0001172661-22-001476	132505	0001079114	028-07484			GREENLIGHT CAPITAL INC
0001012975-22-000243	132747	0001319998	028-11745			Southpoint Capital Advisors LP
0001418812-22-000034	132477	0001351069	028-12033			ValueAct Capital Management, L.P.
0001172661-22-001475	132777	0001079114	028-07484			GREENLIGHT CAPITAL INC
0000950142-22-001655	132490	0001670185	028-19403			HPS Investment Partners, LLC
0001567619-22-010977	132936	0001024896	028-22122			CANTOR FITZGERALD, L. P.
0000950142-22-001652	132462	0001670185	028-19403			HPS Investment Partners, LLC
0001012975-22-000242	132469	0001319998	028-11745			Southpoint Capital Advisors LP
0001567619-22-010974	132991	0001024896	028-22122			CANTOR FITZGERALD, L. P.
0001085146-22-002195	133117	0001004244	028-05194			NEW ENGLAND ASSET MANAGEMENT INC
0001567619-22-010970	131597	0001024896	028-22122			CANTOR FITZGERALD, L. P.
0000950123-22-006500	132542		028-02610			RBS Partners, L.P.
0001172661-22-001471	132917	0001698819	028-18327			Covalis Capital LLP
0001172661-22-001470	133622	0001642575	028-16923			Squarepoint Ops LLC
0001567619-22-010965	132140	0001690680	028-22125			NEWMARK GROUP, INC.
0001567619-22-010965	132141	0001893134	028-21401			Smith Group Asset Management, LLC
0001567619-22-010965	132142	0001710477	028-18098			CANTOR FITZGERALD INVESTMENT ADVISOR L.P
0001178913-22-002018	132268	0001603837	028-16590			Ion Asset Management Ltd.
0001178913-22-002016	133289	0001603837	028-16590			Ion Asset Management Ltd.
0000919574-22-003515	132231	0001478735	028-14367			TWO SIGMA ADVISERS, LP
0000072971-22-000137	131310	0000072971	028-00165			WELLS FARGO & COMPANY/MN
0001104659-22-061364	133741	0001265131	028-15359			Hilltop Holdings Inc.
0001172661-22-001467	133708	0001281446	028-11743			GREAT POINT PARTNERS LLC
0001172661-22-001466	131643	0001281446	028-11743			GREAT POINT PARTNERS LLC
0001104659-22-061363	132131	0001265131	028-15359			Hilltop Holdings Inc.
0001012975-22-000239	132546	0001586986	028-16049			Electron Capital Partners, LLC
0000072971-22-000136	133734	0000072971	028-00165			WELLS FARGO & COMPANY/MN
0000949509-22-000005	131301	0001822973	028-21340			Oaktree Fund Advisors, LLC
0000949509-22-000005	131300	0000949509	028-05050			OAKTREE CAPITAL MANAGEMENT LP
0001012975-22-000238	131252	0001586986	028-16049			Electron Capital Partners, LLC
0001104659-22-061358	132878	0001265131	028-15359			Hilltop Holdings Inc.
0001012975-22-000237	132929	0001512397	028-14346			Knighthead Capital Management, LLC
0001104659-22-061348	131462	0001265131	028-15359			Hilltop Holdings Inc.
0000949509-22-000004	132411	0001692234	028-17598			Russell Investments Group, Ltd.
0000919574-22-003511	132735	0001478735	028-14367			TWO SIGMA ADVISERS, LP
0001749768-22-000015	133228	0001634155				Impax Asset Management (AIFM) Ltd
0001749768-22-000015	133226	0001749768				Impax Asset Management Group plc
0001749768-22-000015	133227	0001428948				Impax Asset Management LTD
0000950123-22-006488	133306		028-14321			Coliseum Capital Management, LLC
0001085146-22-002192	132550	0001692234	028-17598			Russell Investments Group, Ltd.
0001085146-22-002192	132549	0001637460	028-18778			Man Group plc
0000921895-22-001681	133198	0001056807	028-06800			BVF INC/IL
0001085146-22-002191	132150	0001637460	028-18778			Man Group plc
0001085146-22-002191	132151	0001352261	028-11672			GLG LLC
0001085146-22-002190	133098	0001637460	028-18778			Man Group plc
0001085146-22-002190	133099	0001289643	028-10979			GLG Partners LP
0001085146-22-002189	132461	0001637460	028-18778			Man Group plc
0001172661-22-001457	131249	0001055951	028-06774			ORBIMED ADVISORS LLC
0001426818-22-000002	132889	0001273087	028-10684			MILLENNIUM MANAGEMENT LLC
0001085146-22-002188	132966	0001692234	028-17598			Russell Investments Group, Ltd.
0001567619-22-010947	133316	0001599822	028-16027			Point72 Hong Kong Ltd
0001567619-22-010947	133317	0001698051	028-17887			Point72 Europe (London) LLP
0001567619-22-010947	133315	0001603465	028-16258			Cubist Systematic Strategies, LLC
0000950123-22-006486	131557		028-14321			Coliseum Capital Management, LLC
0000919574-22-003509	131585	0001317588	028-11161			ABRAMS BISON INVESTMENTS, LLC
0001172661-22-001455	132230	0001728850				LSP Investment Advisors, LLC
0000950123-22-006478	132186		28-17342			Aviva Holdings Ltd.
0000950123-22-006477	132270		28-17342			Aviva Holdings Ltd.
0000950123-22-006475	132820		028-17342			Aviva Holdings Ltd.
0001418812-22-000032	132970	0001418814	028-13172			ValueAct Holdings, L.P.
0000949509-22-000003	133854	0001692234	028-17598			Russell Investments Group, Ltd.
0000949509-22-000003	133855	0001597857	028-17875			Hartree Partners, LP
0001172661-22-001453	133852	0001541901	028-15266			Encompass Capital Advisors LLC
0001172661-22-001452	133707	0001541901	028-15266			Encompass Capital Advisors LLC
0001104659-22-061320	132870	0001009207	028-05396			D. E. Shaw & Co., Inc.
0001567619-22-010943	132013	0001127799	028-17038			Zurich Insurance Group Ltd/FI
0000921895-22-001678	132586	0001334429	028-15403			BIGLARI CAPITAL CORP.
0001892688-22-000044	131487	0001910456				Lynx1 Capital Management LP
0001426821-22-000002	131689	0001273087	028-10684			MILLENNIUM MANAGEMENT LLC
0001104659-22-061317	133434	0001009207	028-05396			D. E. Shaw & Co., Inc.
0001104659-22-061313	132503	0001009207	028-05396			D. E. Shaw & Co., Inc.
0001104659-22-061309	132949	0001009207	028-05396			D. E. Shaw & Co., Inc.
0000921895-22-001677	132995	0001334429	028-15403			BIGLARI CAPITAL CORP.
0000921895-22-001676	132289	0001867040	028-21274			Gimbel Daniel Scott
0001012975-22-000233	131225	0001512397	028-14346			Knighthead Capital Management, LLC
0000919574-22-003504	131307	0001478735	028-14367			TWO SIGMA ADVISERS, LP
0001012975-22-000232	133221	0001586986	028-16049			Electron Capital Partners, LLC
0001493152-22-013780	131588	0001418329	028-12634			Ninety One UK Ltd
0000921895-22-001675	132084	0001867040	028-21274			Gimbel Daniel Scott
0000950123-22-006469	133254		28-4545			Berkshire Hathaway Inc
0000950123-22-006468	131829		28-4545			Berkshire Hathaway Inc
0000950123-22-006466	132102		28-4545			Berkshire Hathaway Inc
0000950123-22-006467	132099		28-4545			Berkshire Hathaway Inc
0000950123-22-006465	132237		28-4545			Berkshire Hathaway Inc
0000950123-22-006464	133623		28-4545			Berkshire Hathaway Inc
0000950123-22-006462	132915		28-4545			Berkshire Hathaway Inc
0000950123-22-006463	133887		28-4545			Berkshire Hathaway Inc
0000950123-22-006460	132945		28-4545			Berkshire Hathaway Inc
0000950123-22-006459	132951		28-4545			Berkshire Hathaway Inc
0000950123-22-006458	132755		28-4545			Berkshire Hathaway Inc
0000950123-22-006461	132357		28-4545			Berkshire Hathaway Inc
0000950123-22-006456	132355		28-4545			Berkshire Hathaway Inc
0000950123-22-006457	132582		28-4545			Berkshire Hathaway Inc
0000921895-22-001674	133195	0001334429	028-15403			BIGLARI CAPITAL CORP.
0000902664-22-002983	133194	0001762304	028-19395			HHLR ADVISORS, LTD.
0001012975-22-000230	132350	0001512397	028-14346			Knighthead Capital Management, LLC
0000950123-22-006455	132732					Deer Management Co. LLC
0000950123-22-006450	132123					Deer Management Co. LLC
0000950123-22-006451	133966					Deer Management Co. LLC
0000950123-22-006454	131556					Deer Management Co. LLC
0000950123-22-006452	133256					Deer Management Co. LLC
0000950123-22-006453	133551					Deer Management Co. LLC
0000950123-22-006449	132864					Deer Management Co. LLC
0000950123-22-006448	132714					Deer Management Co. LLC
0001567619-22-010933	133419	0000824468	028-11379			CREDIT SUISSE AG/
0000950123-22-006447	131458		028-19201			VK Services, LLC
0000950123-22-006445	131472		028-19201			VK Services, LLC
0000950123-22-006446	133956		028-19201			VK Services, LLC
0000950123-22-006439	133909		028-19201			VK Services, LLC
0000950123-22-006441	132133		028-19201			VK Services, LLC
0000950123-22-006438	133385		028-13183			Citadel Advisors LLC
0000950123-22-006442	133405		28-5194			New England Asset Management Inc
0001315863-22-000387	131678	0001299434	028-11157			DSC Advisors, L.P.
0000902664-22-002978	133873	0001515070	028-15287			TFG Asset Management GP Ltd
0001172661-22-001440	133090	0001388391	028-12094			Walleye Trading LLC
0001273087-22-000070	133404	0001745981	028-18889			WORLDQUANT MILLENNIUM ADVISORS LLC
0001104659-22-061268	133771	0001423994	028-12856			Ridgeback Capital Investments L.P.
0000902664-22-002976	131905	0001515070	028-15287			TFG Asset Management GP Ltd
0001104659-22-061264	133357	0001423994	028-12856			Ridgeback Capital Investments L.P.
0000902664-22-002975	133875	0001515070	028-15287			TFG Asset Management GP Ltd
0000950123-22-006436	133455		28-13588			Bain Capital Venture Investors, LLC
0000950123-22-006434	133311		28-11185			Bain Capital Investors, LLC
0000950123-22-006431	133457		28-21913			Bain Capital Venture Partners 2009, L.P.
0000950123-22-006432	133543		28-13588			Bain Capital Venture Investors, LLC
0000950123-22-006431	133456		28-13588			Bain Capital Venture Investors, LLC
0000950123-22-006432	133544		28-19238			Bain Capital Venture Coinvestment Partners,  LP
0000950123-22-006430	132464		28-11185			Bain Capital Investors, LLC
0000950123-22-006430	132466		28-16158			Bain Capital Fund XI, L.P.
0000950123-22-006425	131674		28-21922			Bain Capital Partners XI, L.P.
0000950123-22-006429	131504		28-11185			Bain Capital Investors, LLC
0000950123-22-006430	132465		28-21922			Bain Capital Partners XI, L.P.
0000950123-22-006425	131673		28-11185			Bain Capital Investors, LLC
0000950123-22-006428	131527		28-22031			BCPE Diamond GP, LLC
0000950123-22-006428	131526		28-16158			Bain Capital Fund XI, L.P.
0000950123-22-006428	131525		28-21922			Bain Capital Partners XI, L.P.
0000950123-22-006428	131524		28-11185			Bain Capital Investors, LLC
0000950123-22-006429	131506		28-16158			Bain Capital Fund XI, L.P.
0000950123-22-006427	131712		28-13588			Bain Capital Venture Investors, LLC
0000950123-22-006429	131505		28-21922			Bain Capital Partners XI, L.P.
0000950123-22-006426	133545		28-13588			Bain Capital Venture Investors, LLC
0000950123-22-006423	131646		28-21923			Bain Capital Venture Partners 2012, L.P.
0000950123-22-006423	131645		28-13588			Bain Capital Venture Investors, LLC
0000950123-22-006424	132482		28-13588			Bain Capital Venture Investors, LLC
0000950123-22-006422	132431		28-11185			Bain Capital Investors, LLC
0000950123-22-006421	132986		28-21920			Bain Capital Venture Investors 2019, LLC
0000950123-22-006421	132985		28-13588			Bain Capital Venture Investors, LLC
0000950123-22-006420	133663		28-11185			Bain Capital Investors, LLC
0000950123-22-006420	133666		28-22026			BCPE Eagle GP, LLC
0000950123-22-006420	133665		28-16158			Bain Capital Fund XI, L.P.
0000950123-22-006420	133664		28-21922			Bain Capital Partners XI, L.P.
0000950123-22-006417	132288		28-18477			Bain Capital Life Sciences Investors, LLC
0000950123-22-006418	131916		28-18477			Bain Capital Life Sciences Investors, LLC
0000950123-22-006418	131917		28-20816			Bain Capital Life Sciences Investors II, LLC
