ACCESSION_NUMBER	OTHERMANAGER_SK	CIK	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	NAME
0001567619-22-005063	129604	0001911876	028-22275			BSN Capital Partners Ltd
0001567619-22-005028	129710	0001305473	028-12516			Insight Holdings Group, LLC
0001567619-22-005027	129649	0001305473	028-12516			Insight Holdings Group, LLC
0001567619-22-005008	129732	0001911876	028-22275			BSN Capital Partners Ltd
0001567619-22-004961	129832	0001911876	028-22275			BSN Capital Partners Ltd
0001567619-22-005005	129815	0001911876	028-22275			BSN Capital Partners Ltd
0001567619-22-005003	129966	0001911876	028-22275			BSN Capital Partners Ltd
0001567619-22-005002	130045	0001911876	028-22275			BSN Capital Partners Ltd
0001567619-22-004966	129738	0001911876	028-22275			BSN Capital Partners Ltd
0001567619-22-004984	130031	0001911876	028-22275			BSN Capital Partners Ltd
0001567619-22-005004	129246	0001911876	028-22275			BSN Capital Partners Ltd
0001567619-22-004970	129535	0001911876	028-22275			BSN Capital Partners Ltd
0001567619-22-004990	129693	0001911876	028-22275			BSN Capital Partners Ltd
0001567619-22-004978	129646	0001911876	028-22275			BSN Capital Partners Ltd
0001567619-22-004995	130037	0001911876	028-22275			BSN Capital Partners Ltd
0001567619-22-004938	129976	0001911876	028-22275			BSN Capital Partners Ltd
0000769993-22-000241	129915	0001463217	028-13508			UNITED CAPITAL FINANCIAL ADVISERS, LLC
0001457716-22-000004	130003	0001533964	028-14585			Virtu Financial LLC
0001451086-22-000001	129560		028-10043			Seizert Capital Partners
0001451086-22-000001	129561		028-10622			Zevenbergen Capital Investments LLC
0001451086-22-000001	129562		028-11090			Channing Capital Management, LLC
0001451086-22-000001	129563		028-14467			Affinity Investment Advisors, LLC
0001451086-22-000001	129564		028-13243			Mar Vista Investment Partners, LLC
0001451086-22-000001	129565		028-19839			Heard Capital LLC
0001451086-22-000001	129566		028-12179			Phocas Financial
0001451086-22-000001	129567		028-10130			Denali Advisors
0001451086-22-000001	129568		028-12654			Lisanti Capital Growth LLC
0001451086-22-000001	129569		028-14043			Decatur Capital Management, Inc.
0001451086-22-000001	129570		028-05782			DL Carlson Investment Group
0001451086-22-000001	129571		028-10871			Profit Investment Management, LLC
0001451086-22-000001	129572		028-11507			Summit Creek Advisors LLC
0001451086-22-000001	129573		028-15835			Pacific Ridge Capital Partners, LLC
0001451086-22-000001	129574		028-13672			Walthausen & Co
0001451086-22-000001	129559		028-06194			Paradigm Asset Management, LLC
0001451086-22-000001	129558		028-04886			GlobeFlex Capital, LP
0001451086-22-000001	129556		028-13337			Ativo Capital Management, LLC
0001451086-22-000001	129557		028-05496			The Edgar Lomax Company
0000902664-22-001789	129522	0001484836	028-13856			Centerbridge Partners, L.P.
0000902664-22-001788	129878	0001484836	028-13856			Centerbridge Partners, L.P.
0000950123-22-003183	130060		028-15014			Allianz Asset Management GmbH
0000312069-22-000054	130023	0000312069	028-00826			BARCLAYS PLC
0000312069-22-000053	129811	0000312069	028-00826			BARCLAYS PLC
0000312069-22-000052	129590	0000312069	028-00826			BARCLAYS PLC
0000312069-22-000050	129250	0000312069	028-00826			BARCLAYS PLC
0000312069-22-000049	129551	0000312069	028-00826			BARCLAYS PLC
0000312069-22-000043	129705		028-826			Barclays PLC
0000312069-22-000045	129555		028-826			Barclays PLC
0000312069-22-000044	129846		028-826			Barclays PLC
0000948046-22-000057	129920	0001692234	028-17598			Russell Investments Group, Ltd.
0000949509-22-000002	129495	0001692234	028-17598			Russell Investments Group, Ltd.
0000949509-22-000002	129496	0001597857	028-17875			Hartree Partners, LP
0000919574-22-001681	129243	0001421306	028-12820			BRIGADE CAPITAL MANAGEMENT, LP
0000950123-22-003169	129314		28-00545			Thrivent Financial for Lutherans
0000950123-22-003167	130013		28-00545			Thrivent Financial for Lutherans
0000950123-22-003166	130006		28-00545			Thrivent Financial for Lutherans
0000950123-22-003164	129914		28-00545			Thrivent Financial for Lutherans
0000950123-22-003159	129824		28-00545			Thrivent Financial for Lutherans
0000950123-22-003149	130024		028-05810			UNITED SERVICES AUTOMOBILE ASSOCIATION
0001336488-22-000002	129844	0000927971				BANK OF MONTREAL /CAN/
0001336488-22-000001	129616	0000927971				BANK OF MONTREAL /CAN/
0001085146-22-001181	129702	0001535110	028-14604			Parametrica Management Ltd
0001628280-22-002697	129261					028-18628 MetLife Investment Management, LLC
0001628280-22-002697	129260					028-00491 Metropolitan Life Insurance Co/NY
0001628280-22-002697	129262					028-16107 Provida Pension Fund Administrator
0001839882-22-002988	129861	0001356783	028-12179			Phocas Financial Corp.
0001839882-22-002988	129860	0001634047	028-16741			Vident Investment Advisory, LLC
0001839882-22-002988	129859	0000872259	028-02825			BAHL & GAYNOR INC
0001567619-22-004575	129266	0001305473	028-12516			Insight Holdings Group, LLC
0001567619-22-004574	130001	0001305473	028-12516			Insight Holdings Group, LLC
0001567619-22-004573	129662	0001305473	028-12516			Insight Holdings Group, LLC
0001567619-22-004572	129511	0001305473	028-12516			Insight Holdings Group, LLC
0001567619-22-004571	129367	0001305473	028-12516			Insight Holdings Group, LLC
0001567619-22-004570	129764	0001305473	028-12516			Insight Holdings Group, LLC
0001567619-22-004569	129679	0001305473	028-12516			Insight Holdings Group, LLC
0001567619-22-004568	129830	0001305473	028-12516			Insight Holdings Group, LLC
0001567619-22-004567	129900	0001305473	028-12516			Insight Holdings Group, LLC
0001567619-22-004566	129767	0001305473	028-12516			Insight Holdings Group, LLC
0001567619-22-004565	129381	0001305473	028-12516			Insight Holdings Group, LLC
0001567619-22-004564	129517	0001305473	028-12516			Insight Holdings Group, LLC
0001567619-22-004520	129977	0000899051	028-14491			ALLSTATE CORP
0001595888-22-000005	129989	0001595888	028-16162			JANE STREET GROUP, LLC
0001135986-22-000001	129694	0000720672				STIFEL FINANCIAL CORP
0001567619-22-004546	129926	0001512944	028-14368			Hall Kathryn A.
0001907807-22-000001	129932	0001595888	028-16162			JANE STREET GROUP, LLC
0001167376-22-000010	129937	0001469589	028-13619			Q Global Advisors, LLC
0001567619-22-004547	129858	0001512944	028-14368			Hall Kathryn A.
0001595888-22-000004	129769	0001595888	028-16162			JANE STREET GROUP, LLC
0001592412-22-000001	129654	0000720672				STIFEL FINANCIAL CORP
0001213900-22-007713	129807					LL Funds, LLC
0001567619-22-004512	129765	0000899051	028-14491			ALLSTATE CORP
0001167376-22-000009	130063	0001167376	028-10108			Scepter Holdings, Inc.
0001595888-22-000003	130059	0001595888	028-16162			JANE STREET GROUP, LLC
0001507115-22-000003	130036		028-10986			MADISON ASSET MANAGEMENT, LLC
0001560717-22-000002	129695		028-06487			First Trust Advisors LP
0001167376-22-000008	129548	0001469589	028-13619			Q Global Advisors, LLC
0001167376-22-000008	129549	0001167376	028-10108			Scepter Holdings, Inc.
0001172661-22-000939	129269	0001569532	028-15327			VISTA EQUITY PARTNERS MANAGEMENT, LLC
0001172661-22-000930	129373	0001352924	028-15101			Caledonia (Private) Investments Pty Ltd
0001172661-22-000946	129409	0001642575	028-16923			Squarepoint Ops LLC
0001595888-22-000006	129348	0001595888	028-16162			JANE STREET GROUP, LLC
0001809494-22-000001	129950		028-00551			US Bancorp
0001809494-22-000001	129953		028-18538			Ironvine Capital Partners, LLC
0001809494-22-000001	129952		028-05792			Kayne Anderson Rudnick Investment Management LLC
0001809494-22-000001	129951		028-07104			WCM Investment Management LLC
0001105838-22-000002	129350	0001105838	028-10843			ROBOTTI ROBERT
0001172661-22-000906	129229	0000859139	028-15443			DELPHI FINANCIAL GROUP, INC.
0001172661-22-000906	129230	0000098561	028-15859			TOKIO MARINE & NICHIDO FIRE INSURANCE CO., LTD
0001172661-22-000906	129228	0001504169	028-14025			TOKIO MARINE ASSET MANAGEMENT CO LTD
0000950123-22-003089	129401		028-13183			Citadel Advisors LLC
0001172661-22-000902	129855	0001600344				Lighthouse Investment Partners, LLC
0001213900-22-007661	129507	0001519611	028-14480			ARGI Investment Services, LLC
0001213900-22-007661	129505	0001566728	028-15439			Capital Wealth Planning, LLC
0001213900-22-007661	129506	0001593324	028-17117			Penserra Capital Management LLC
0001213900-22-007661	129508	0001600064	028-19397			Toroso Investments, LLC
0001398344-22-003366	129643	0001695078	028-19635			Ambassador Advisors, LLC
0001104659-22-023194	129755	0001009207	028-05396			D. E. Shaw & Co., Inc.
0001104659-22-023192	129512	0001009207	028-05396			D. E. Shaw & Co., Inc.
0001446114-22-000011	129347	0001446114	028-13214			Ancora Advisors, LLC
0001104659-22-023189	129917	0001009207	028-05396			D. E. Shaw & Co., Inc.
0001104659-22-023187	129635	0001009207	028-05396			D. E. Shaw & Co., Inc.
0001405086-22-000083	129690	0001749824	028-19277			INHERENT GROUP, LP
0001172661-22-000888	129311	0001079114	028-07484			GREENLIGHT CAPITAL INC
0001172661-22-000887	129464	0001079114	028-07484			GREENLIGHT CAPITAL INC
0001172661-22-000885	129242	0001079114	028-07484			GREENLIGHT CAPITAL INC
0001714670-22-000003	129678					Kemper Corp
0001446114-22-000009	129326	0001446114	028-13214			Ancora Advisors, LLC
0001044207-22-000006	130057	0001621802	028-17986			INFRASTRUCTURE CAPITAL ADVISORS, LLC
0001044207-22-000006	130056	0000740913	028-01347			REAVES W H & CO INC
0001172661-22-000878	129619	0001276525	028-10830			DIKER MANAGEMENT LLC
0000101285-22-000004	129369					KEMPER Corp
0001044207-22-000004	129290	0000765443	028-01420			DUFF & PHELPS INVESTMENT MANAGEMENT CO
0001044207-22-000004	129291	0001021223	028-05792			KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC
0000950159-22-000076	129982	0001009258	028-05366			DEERFIELD MANAGEMENT COMPANY, L.P. (SERIES C)
0000764116-22-000003	129226	0000092230				TRUIST FINANCIAL CORP
0001044207-22-000003	129383	0001021223	028-05792			KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC
0001044207-22-000003	129387	0001862664	028-21243			NFJ INVESTMENT GROUP, LLC
0001044207-22-000003	129388		028-13991			Allianz Global Investors U.S., LLC
0001044207-22-000003	129389	0001512805	028-14257			Westchester Capital Management, LLC
0001044207-22-000003	129384		028-04490			VONTOBEL ASSET MANAGEMENT, INC
0001044207-22-000003	129382	0000765443	028-01420			DUFF & PHELPS INVESTMENT MANAGEMENT CO
0001044207-22-000003	129385	0001290668	028-11076			Sustainable Growth Advisers, LP
0001044207-22-000003	129386	0001044207	028-06450			Newfleet Asset Management, LLC
0001104659-22-023102	129719	0001766574	028-22117			Kinnevik AB (publ)
0001104659-22-023097	129302	0000813917	028-02013			HARRIS ASSOCIATES L P
0001104659-22-023097	129299	0001126116	028-05395			SELECT EQUITY GROUP INC
0001104659-22-023097	129300	0001328062	028-11408			Cornerstone Investment Partners, LLC
0001104659-22-023097	129301	0001308523	028-12146			CARL DOMINO INC
0001104659-22-023097	129303	0001387615	028-12068			Aull & Monroe Investment Management Corp
0001104659-22-023097	129304	0000276101	028-00030			BRISTOL JOHN W & CO INC /NY/
0001104659-22-023097	129305	0000807985	028-01399			SOUTHEASTERN ASSET MANAGEMENT INC/TN/
0001104659-22-023097	129306	0001568891	028-15776			Covey Capital Advisors, LLC
0001104659-22-023097	129308	0001105467	028-05505			SAWGRASS ASSET MANAGEMENT LLC
0001104659-22-023097	129307	0000932859	028-04558			PARAMETRIC PORTFOLIO ASSOCIATES LLC
0000950123-22-003073	129463		028-13114			Blackstone Inc
0000950123-22-003076	130047		028-13114			Blackstone Inc
0000950123-22-003075	129329		028-13114			Blackstone Inc
0000950123-22-003072	129886		028-13114			Blackstone Inc
0000950123-22-003068	129760		028-13114			Blackstone Inc
0000950123-22-003070	129396		028-13114			Blackstone Inc
0000950123-22-003071	130035		028-13114			Blackstone Inc
0000950123-22-003067	130034		028-13114			Blackstone Inc
0000902664-22-001758	129295	0001484836	028-13856			Centerbridge Partners, L.P.
0001178913-22-000636	129985	0001603837	028-16590			Ion Asset Management Ltd.
0000902664-22-001757	129683	0001484836	028-13856			Centerbridge Partners, L.P.
0001731572-22-000003	129637	0001785546	028-19578			CMT Investments LLC
0001731572-22-000003	129636	0001632813	028-16985			CMT Capital Markets Trading GmbH
0000902664-22-001756	129298	0001484836	028-13856			Centerbridge Partners, L.P.
0001172661-22-000843	129270	0001312908	028-11102			Gates Capital Management, Inc.
0000902664-22-001755	130012	0001484836	028-13856			Centerbridge Partners, L.P.
0001567619-22-004430	129515	0001702490	028-18498			Deer Park Road Corp
0001172661-22-000841	129594	0001544731	028-15970			First Reserve GP XII Ltd
0001567619-22-004429	129624	0001127799	028-17038			Zurich Insurance Group Ltd/FI
0001178913-22-000634	129753	0001603837	028-16590			Ion Asset Management Ltd.
0000902664-22-001754	129514	0001484836	028-13856			Centerbridge Partners, L.P.
0001567619-22-004426	129648	0001702490	028-18498			Deer Park Road Corp
0000902664-22-001753	129591	0001484836	028-13856			Centerbridge Partners, L.P.
0001567619-22-004424	129687	0001702490	028-18498			Deer Park Road Corp
0001085146-22-001114	129621	0001274173	028-10904			JANUS HENDERSON GROUP PLC
0000902664-22-001752	129734	0001484836	028-13856			Centerbridge Partners, L.P.
0000919574-22-001619	129931	0001317588	028-11161			ABRAMS BISON INVESTMENTS, LLC
0001425852-22-000001	130019		28-12836			GUGGENHEIM CAPITAL LLC
0001172661-22-000833	129596	0001477477	028-14890			First Reserve GP XI, Inc.
0000902664-22-001751	129253	0001484836	028-13856			Centerbridge Partners, L.P.
0001319111-22-000001	129994		028-10622			Zevenbergen Capital Investments LLC
0001319111-22-000001	129992		028-18745			Ceredex Value Advisors LLC
0001319111-22-000001	129993		028-18744			Silvant Capital Management LLC
0001319111-22-000001	129997		028-13991			Allianz Global Investors U.S., LLC
0001319111-22-000001	129995		028-11076			Sustainable Growth Advisers, LP
0001319111-22-000001	129996		028-21243			NFJ Investment Group, LLC
0000902664-22-001750	129944	0001484836	028-13856			Centerbridge Partners, L.P.
0001104659-22-023040	129395	0001259313	028-12990			Ares Management LLC
0000022356-22-000010	129720	0001009076	028-05260			COMMERCE BANK
0001104659-22-023037	129343	0001259313	028-12990			Ares Management LLC
0001756272-22-000005	129577					Enstar Group LTD
0001567619-22-004419	129275	0001599822	028-16027			Point72 Hong Kong Ltd
0001567619-22-004419	129276	0001698051	028-17887			Point72 Europe (London) LLP
0001567619-22-004419	129274	0001603465	028-16258			Cubist Systematic Strategies, LLC
0000947871-22-000249	129504	0001687163	028-17865			Yorktown XI Associates LLC
0000947871-22-000249	129503	0001667954	028-17860			Yorktown Energy Partners XI, L.P.
0001172661-22-000829	129814	0001390777	028-12592			Bank of New York Mellon Corp
0001104659-22-023034	129297	0001259313	028-12990			Ares Management LLC
0001104659-22-023031	129768	0001259313	028-12990			Ares Management LLC
0001731572-22-000002	130048	0001632813	028-16985			CMT Capital Markets Trading GmbH
0001104659-22-023027	130044	0001259313	028-12990			Ares Management LLC
0001104659-22-023025	129360	0001259313	028-12990			Ares Management LLC
0001104659-22-023022	129672	0001259313	028-12990			Ares Management LLC
0000919574-22-001612	129361	0001549230	028-16782			BOOTHBAY FUND MANAGEMENT, LLC
0000947871-22-000248	129334	0001698089	028-17928			Yorktown XI Co LP
0000947871-22-000248	129333	0001667954	028-17860			Yorktown Energy Partners XI, L.P.
0001567619-22-004412	129930	0001035674	028-10010			PAULSON & CO. INC.
0000947871-22-000247	129668	0001577919	028-17861			Yorktown Energy Partners X, L.P.
0000947871-22-000247	129669	0001687161	028-17863			Yorktown X Associates LLC
0001363829-22-000036	129372					Cavello Bay Reinsurance LTD
0001012975-22-000098	129975	0001512397	028-14346			Knighthead Capital Management, LLC
0001731572-22-000001	129553	0001719165	028-18638			Capital Markets Trading UK LLP
0000947871-22-000246	129874	0001688467	028-17862			Yorktown X Co LP
0000947871-22-000246	129873	0001577919	028-17861			Yorktown Energy Partners X, L.P.
0001012975-22-000097	129925	0001512397	028-14346			Knighthead Capital Management, LLC
0000947871-22-000245	129344	0001503466	028-17881			Yorktown Energy Partners IX, L.P.
0000947871-22-000245	129345	0001526187	028-17866			Yorktown IX Associates LLC
0001012975-22-000096	129965	0001512397	028-14346			Knighthead Capital Management, LLC
0001418812-22-000008	129523	0001351069	028-12033			ValueAct Capital Management, L.P.
0001580642-22-000848	129528	0001373442	028-13550			Mariner, LLC
0000947871-22-000244	129315	0001503466	028-17881			Yorktown Energy Partners IX, L.P.
0000947871-22-000244	129316	0001689134	028-17867			Yorktown IX Co LP
0001493152-22-004478	129986	0001543170	028-16511			SPRUCE HOUSE INVESTMENT MANAGEMENT LLC
0001910878-22-000002	129853		28-12836			GUGGENHEIM CAPITAL LLC
0001172661-22-000816	129806	0001767559	028-19372			London & Capital Asset Management Ltd
0000947871-22-000242	129397	0001473116	028-17371			Yorktown Energy Partners VIII, L.P.
0000947871-22-000242	129398	0001473117	028-17367			Yorktown VIII Associates LLC
0000902664-22-001748	129938	0001622346	028-16701			SHANDA ASSET MANAGEMENT HOLDINGS Ltd
0000921895-22-000571	129402	0001334429	028-15403			BIGLARI CAPITAL CORP.
0000947871-22-000241	129320	0001473116	028-17371			Yorktown Energy Partners VIII, L.P.
0000947871-22-000241	129321	0001473118	028-17372			Yorktown VIII Co LP
0001567619-22-004406	129403	0001791786	028-20282			Elliott Investment Management L.P.
0001085146-22-001103	129894	0001004244	028-05194			NEW ENGLAND ASSET MANAGEMENT INC
0000947871-22-000240	129285	0001423080	028-17368			Yorktown Energy Partners VII, L.P.
0000947871-22-000240	129286	0001423201	028-17370			Yorktown VII Associates LLC
0001085146-22-001102	129501	0001692234	028-17598			Russell Investments Group, Ltd.
0001085146-22-001102	129500	0001637460	028-18778			Man Group plc
0001085146-22-001101	130008	0001692234	028-17598			Russell Investments Group, Ltd.
0001362556-22-000002	129240		028-05151			First Commonwealth Financial Corp /PA/
0001085146-22-001100	129700	0001637460	028-18778			Man Group plc
0001085146-22-001100	129701	0001352261	028-11672			GLG LLC
0000902664-22-001747	129284	0001622346	028-16701			SHANDA ASSET MANAGEMENT HOLDINGS Ltd
0001567619-22-004403	130014	0001791786	028-20282			Elliott Investment Management L.P.
0001085146-22-001098	129866	0001289643	028-10979			GLG Partners LP
0001085146-22-001098	129865	0001637460	028-18778			Man Group plc
0001085146-22-001099	129597	0001637460	028-18778			Man Group plc
0000947871-22-000239	129542	0001423080	028-17368			Yorktown Energy Partners VII, L.P.
0000947871-22-000239	129543	0001423200	028-17365			Yorktown VII CO LP
0000921895-22-000570	129836	0001334429	028-15403			BIGLARI CAPITAL CORP.
0001012975-22-000094	129957	0001319998	028-11745			Southpoint Capital Advisors LP
0001539497-22-000396	130005	0000921669	028-04333			ICAHN CARL C
0001082045-22-000001	129239	0000003520	028-00869			FRED ALGER MANAGEMENT, LLC
0001539497-22-000395	129728	0000921669	028-04333			ICAHN CARL C
0001172661-22-000805	130040	0001674114	028-17627			Glen Point Capital LLP
0001539497-22-000394	130054	0000921669	028-04333			ICAHN CARL C
0001012975-22-000093	130043	0001319998	028-11745			Southpoint Capital Advisors LP
0001539497-22-000393	129611	0000921669	028-04333			ICAHN CARL C
0001892688-22-000022	130053	0001910456				Lynx1 Capital Management LP
0000947871-22-000237	129703	0001210407				YORKTOWN ENERGY PARTNERS V LP
0001418812-22-000007	129319	0001418814				ValueAct Holdings, L.P.
0001539497-22-000392	129294	0000921669	028-04333			ICAHN CARL C
0000921895-22-000569	129666	0001334429	028-15403			BIGLARI CAPITAL CORP.
0001085146-22-001097	129371	0001167456	028-10114			AQR Arbitrage LLC
0001539497-22-000391	129667	0000921669	028-04333			ICAHN CARL C
0001085146-22-001096	129282	0001167456	028-10114			AQR Arbitrage LLC
0001085146-22-001096	129281	0001167557	028-10120			AQR CAPITAL MANAGEMENT LLC
0001539497-22-000390	129708	0000921669	028-04333			ICAHN CARL C
0000950123-22-003045	129682		028-02610			RBS Partners, L.P.
0001172661-22-000800	130052	0001140315	028-06505			HARVEST MANAGEMENT LLC
0001580642-22-000847	129622	0001846208	028-21357			Mariner Platform Solutions, LLC
0001580642-22-000847	129623	0001634228	028-18755			AdvicePeriod, LLC
0001172661-22-000799	129876	0001055951	028-06774			ORBIMED ADVISORS LLC
0001172661-22-000798	129322	0001140315	028-06505			HARVEST MANAGEMENT LLC
0001766904-22-000001	129939					CARY STREET PARTNERS ASSET MANAGEMENT LLC
0001766904-22-000001	129940					GW HENSSLER & ASSOCIATES LTD
0001766904-22-000001	129941					SALOMON LUDWIN
0001766904-22-000001	129942					SCHAFER CULLEN CAPITAL MANAGEMENT
0001012975-22-000091	129863	0001319998	028-11745			Southpoint Capital Advisors LP
0001012975-22-000090	129339	0001319998	028-11745			Southpoint Capital Advisors LP
0001456421-22-000003	129586		28-13438			Apollo Management Holdings, L.P.
0000919574-22-001597	129697	0001358253	028-11896			TIG Advisors, LLC
0001580642-22-000846	129879	0001373442	028-13550			Mariner, LLC
0001398053-22-000002	129991		28-13438			Apollo Management Holdings, L.P.
0001567619-22-004385	129928	0001250731	028-17941			CHAI TRUST CO LLC
0001573679-22-000009	129961	0000928047	028-04428			MANUFACTURERS LIFE INSURANCE COMPANY, THE
0001085146-22-001092	129336	0001380393	028-12421			Fortress Investment Group LLC
0001085146-22-001090	129589	0001380393	028-12421			Fortress Investment Group LLC
0001172661-22-000786	129222	0001728850				LSP Investment Advisors, LLC
0001085146-22-001089	129247	0001380393	028-12421			Fortress Investment Group LLC
0001567619-22-004384	129610	0001250731	028-17941			CHAI TRUST CO LLC
0001582681-22-000001	129418		028-10309			DSM CAPITAL PARTNERS LLC
0001582681-22-000001	129419		028-1666			EAGLE ASSET MANAGEMENT INC
0001582681-22-000001	129420		028-05210			HARDMAN JOHNSTON GLOBAL ADVISORS LLC
0001582681-22-000001	129421		028-74			JENNISON ASSOCIATES LLC
0001582681-22-000001	129422		028-11937			J.P. MORGAN INVESTMENT MANAGEMENT INC.
0001582681-22-000001	129423		028-10469			LAZARD ASSET MANAGEMENT LLC
0001582681-22-000001	129424		028-12889			LONGVIEW PARTNERS (GUERNSEY) LTD
0001582681-22-000001	129425		028-06580			LSV ASSET MANAGEMENT
0001582681-22-000001	129426		028-14843			LYRICAL ASSET MANAGEMENT LP
0001582681-22-000001	129427		028-13120			MACQUARIE GROUP LTD
0001582681-22-000001	129428		028-3719			MCKINLEY CAPITAL MANAGEMENT, LLC
0001582681-22-000001	129429		028-02900			MELLON INVESTMENTS CORP
0001582681-22-000001	129451		028-00165			WELLS FARGO & COMPANY/MN
0001582681-22-000001	129452		028-17022			WILLIAM BLAIR INVESTMENT MANAGEMENT, LLC
0001582681-22-000001	129430		028-05210			HARDMAN JOHNSTON GLOBAL ADVISORS LLC
0001582681-22-000001	129431		028-74			JENNISON ASSOCIATES LLC
0001582681-22-000001	129432		028-11937			J.P. MORGAN INVESTMENT MANAGEMENT INC.
