ACCESSION_NUMBER	OTHERINCLUDEDMANAGERSCOUNT	TABLEENTRYTOTAL	TABLEVALUETOTAL	ISCONFIDENTIALOMITTED
0001214659-20-002352	0	175	69491	
0001074027-20-000002	0	84	701560	
0001719305-20-000009	0	305	355857	N
0000950123-20-002760	6	7	182902	N
0001785717-20-000004	0	82	103145	N
0000919574-20-002120	0	1	15078	
0001398344-20-005220	0	125	3202262	
0001398344-20-005209	0	123	2998704	
0000873759-20-000005	0	76	116508	N
0000909012-20-000054	0	1841	320770	N
0000909012-20-000053	0	1881	314257	N
0001104659-20-028981	0	20	173685	
0001104659-20-028956	0	194	448727	
0001803848-20-000002	0	424	103807	N
0001374170-20-000022	0	2074	358377758	
0001214659-20-002058	0	64	292936	
0000919574-20-002090	2	188	366974	
0001583000-20-000001	0	303	1000	N
0001719305-20-000007	0	269	369233	N
0001596800-20-000011	0	6	13220	
0001719305-20-000008	0	290	348068	N
0001085146-20-000973	0	190	338171	
0001085146-20-000972	0	65	135605	
0001683168-20-000628	0	1673	145167	
0001628280-20-002563	1	71	2499629	N
0000884589-20-000021	0	683	4092915	N
0001760304-20-000001	0	44	161714	N
0001804717-20-000001	0	22	104232	
0000950123-20-002712	11	3616	70030754	N
0000056822-20-000001	0	0	0	N
0001803386-20-000002	0	1170	115167	
0001085146-20-000970	0	144	148542	
0001802224-20-000005	0	62	91891	N
0001802224-20-000004	0	63	92055	N
0001796874-20-000003	0	1614	305710	N
0001802224-20-000003	0	59	90514	N
0001802224-20-000002	0	57	97647	N
0001606587-20-000345	0	692	133275	N
0001062993-20-001180	0	116	133712	N
0001607045-20-000038	0	51	195694	N
0001085146-20-000968	0	696	442849	
0001062993-20-001167	0	629	949950	N
0000905729-20-000050	0	100	109008	
0001420506-20-000331	0	179	74583	N
0001326918-20-000003	0	81	170951	N
0001085146-20-000967	0	26	99586	
0001085146-20-000966	0	68	97756	
0001172661-20-000941	0	187	1691859	
0001567619-20-004845	0	18	97716	N
0000820434-20-000002	0	61	71719	N
0001719305-20-000006	0	240	357162	N
0001719305-20-000005	0	264	403097	N
0001754960-20-000014	0	605	2051343	Y
0001085146-20-000965	0	111	99667	
0001085146-20-000964	0	120	154641	
0001606587-20-000343	0	111	180986	N
0001535811-20-000002	0	172	266846	N
0001567619-20-004756	1	88	327928	N
0001697539-20-000001	0	69	106252	Y
0001213900-20-004679	0	49	1372681	
0001361974-20-000003	0	70	17425343	N
0001214816-20-000008	0	2	135854	N
0001652035-20-000002	0	221	197468	N
0001455495-20-000004	0	285	269437	N
0001080369-20-000002	1	205	1209354	N
0000941519-20-000007	0	256	117391	N
0001592178-20-000002	0	31	103970	N
0001578242-20-000001	0	189	577497	N
0001104659-20-024012	0	65	110823	
0001804256-20-000001	0	476	141882	N
0001804329-20-000001	0	1115	163692	N
0001606587-20-000341	0	197	147341	N
0001085146-20-000963	0	121	166049	
0001280511-20-000002	0	323	207450	Y
0001388167-20-000002	1	679	4452921	N
0001602476-20-000001	0	80	193588	N
0001105863-20-000001	0	165	537175	N
0001085146-20-000962	0	196	472283	
0001595961-20-000007	0	24	17516	N
0001595961-20-000006	0	24	17516	N
0001420506-20-000329	0	4	99301	N
0001566887-20-000005	0	29	165087	N
0001085146-20-000961	0	114	233693	
0001624865-20-000003	0	151	493616	N
0001760444-20-000002	0	342	185407	N
0000779519-20-000001	0	61	89036	N
0001717825-20-000001	0	4	95073570	N
0001804116-20-000002	0	109	118384	
0001172661-20-000939	0	7	336656	
0001567619-20-004538	1	149	15739610	N
0001608046-20-000002	0	486	36451336	N
0001315863-20-000214	0	25	1056564	
0001781948-20-000001	0	30	117108	
0001085146-20-000958	0	8	127676	
0001085146-20-000957	0	2	15752	
0001172661-20-000938	3	5	151496	
0001105344-20-000002	0	77	587290	N
0001172661-20-000937	3	4	205908	
0001172661-20-000936	3	3	179468	
0001085146-20-000956	0	1	15823	
0001085146-20-000955	1	350	617216	
0001104659-20-023298	0	4	34748	
0001104659-20-023276	0	61	59710	
0001104659-20-023244	0	51	143335	
0001162044-20-000090	0	636	189399	
0001214717-20-000005	1	5225	478467996	
0001803988-20-000001	0	41	170647	N
0000909012-20-000052	0	136	150258168	N
0001104659-20-023191	1	4	1660268	N
0001133219-20-000001	0	37	228820	N
0000040417-20-000026	0	73	1091281	N
0000931097-20-000001	0	69	642509	N
0001737109-20-000002	18	471	1185207	N
0001283072-20-000004	5	4184	12513318	N
0001283072-20-000003	5	4107	13315084	N
0001776082-20-000002	16	211	371296	N
0001012975-20-000250	0	114	5034133	N
0001104659-20-022863	0	104	588224	
0001167711-20-000001	1	1516	5126736	N
0001104659-20-022772	0	78	609977	
0001567619-20-004280	0	38	261276	N
0001567619-20-004277	0	35	366417	Y
0001767602-20-000003	0	85	222066	
0001085146-20-000954	3	134	2682209	
0001567619-20-004265	1	149	16253378	N
0001738071-20-000002	0	14	75311	N
0001132236-20-000001	0	5	296813	N
0001675088-20-000001	0	2	559669	N
0001632968-20-000001	0	133	349184	N
0000950123-20-002626	0	8	88178	N
0001213900-20-004147	0	52	919924	
0001085146-20-000952	0	111	2413146	
0001085146-20-000951	0	73	251972	
0001584686-20-000002	0	452	624823	N
0001567619-20-004215	0	44	1109471	N
0001537783-20-000002	0	503	1373725	N
0001597089-20-000002	0	85	128414	
0001567619-20-004172	2	353	26189052	N
0001104659-20-022421	0	950	3232678	
0001802084-20-000003	0	80	108502	Y
0001532155-20-000116	2	646	19181017	N
0000732812-20-000013	3	725	7715173	N
0000928052-20-000001	0	965	3113301	N
0000732812-20-000012	3	137	949376	N
0000732812-20-000011	3	230	7191882	N
0001178913-20-000589	1	240	2392338	
0000732812-20-000010	3	176	644576	N
0000732812-20-000009	2	392	294417499	N
0001109228-20-000002	0	340	1840547	N
0000732812-20-000008	2	405	333481291	N
0001567619-20-004152	0	31	177901	N
0000732812-20-000007	2	515	447391768	N
0001007295-20-000001	0	653	2700710	N
0001480532-20-000006	1	69	1749830	N
0000950123-20-002614	17	7803	67037034	N
0001104659-20-022343	0	19	205018	N
0001567619-20-004146	0	107	730623	N
0000909012-20-000051	0	15	1974502	N
0001666256-20-000005	0	28	81415247	N
0000033250-20-000001	0	283	1023700	N
0000846633-20-000002	0	19	538832	N
0001513779-20-000003	0	77	103377	N
0001085146-20-000950	0	1264	2296694	
0001654954-20-001681	0	166	1764490	
0001062993-20-001044	0	230	2945536	N
0001591692-20-000001	0	3	1075	N
0001732007-20-000001	0	105	99748	N
0001721242-20-000002	0	780	788022	N
0001531809-20-000003	0	101	794631	Y
0001619779-20-000003	0	62	115956	N
0001172661-20-000934	0	14	193444	
0001567619-20-004138	3	70	1005951	N
0001275218-20-000001	1	371	334818	N
0001104659-20-022305	4	245	1202281	
0001104659-20-022297	0	620	844542	
0001767472-20-000001	0	19	118418	N
0000950123-20-002609	0	17	1913433	N
0001483339-20-000002	0	139	763425	N
0001104659-20-022287	0	41	614806	
0001607045-20-000035	0	206	325299	N
0001728866-20-000001	0	84	170998	N
0001606587-20-000337	0	365	107172	N
0001642274-20-000001	0	22	84067	N
0001178913-20-000525	3	439	2956564	
0001104659-20-022192	0	41	4487802000	N
0001104659-20-022156	0	34	378108	N
0001085146-20-000946	0	11	1964836	
0001512601-20-000002	0	129	293527	N
0000732847-20-000001	0	97	266448	N
0001750312-20-000006	0	13	62922	N
0000950123-20-002602	4	27	11686914	N
0001172661-20-000933	0	824	1157844	
0001438574-20-000002	0	87	132057	N
0001532155-20-000112	2	3142	175972987	N
0000714395-20-000006	0	138	409137	N
0001085146-20-000938	1	7	98306	
0001085146-20-000921	0	26	2547276	
0001719814-20-000002	0	147	142405	N
0001221073-20-000046	0	202	316987	N
0001532155-20-000085	6	2558	24560019	N
0001420506-20-000327	0	85	64572	N
0001085146-20-000944	7	1427	195316077	
0001731191-20-000001	1	8	83230	N
0000938165-20-000003	0	841	476795	N
0001085146-20-000926	0	36	4290242	
0000905718-20-000260	0	3	814462	
0001080628-20-000002	0	737	3962469	
0001609251-20-000001	0	12	293048	N
0001080171-20-000002	0	54	1513249	N
0001178913-20-000474	0	58	89106	
0001085146-20-000929	0	16	173979	
0001803386-20-000001	0	86	9676	N
0001512901-20-000001	0	73	351809	N
0001178913-20-000476	0	58	89106	
0001085146-20-000933	11	2601	41383823	
0001106832-20-000002	0	38	152914	N
0001323119-20-000001	0	884	1899345	N
0001197853-20-000003	0	2	203528	N
0001085146-20-000917	4	3248	30406887	
0001580642-20-000722	0	2065	1272870	
0001352900-20-000002	0	40	216641	N
0001104659-20-022061	0	141	3071411	
0000860748-20-000037	2	52	615715	N
0000919574-20-001707	2	48	1719401	
0001420506-20-000325	0	34	154692	N
0001104659-20-022043	0	2	400103	
0001567619-20-004103	2	4	19886	N
0001214659-20-001536	1	14	223839	
0001567619-20-004102	2	2	57393	N
0001567619-20-004100	0	6	116466	N
0001567619-20-004097	2	5	6497	N
0001567619-20-004096	2	1	43122	N
0001567619-20-004095	2	2	55863	N
0001106832-20-000001	0	341	2498906	N
0001567619-20-004094	2	2	29137	N
0000950123-20-002588	0	1	0	N
0001606587-20-000336	1	366	315489	N
0001567619-20-004093	1	130	92322	N
0001645721-20-000010	0	30	354841	N
0000950123-20-002585	2	2	22874	N
0001213900-20-004009	0	521	667052	
0000859804-20-000004	2	83	986963	Y
0001606587-20-000335	0	161	177039	N
0001567619-20-004092	2	3	64313	N
0000950123-20-002580	0	4	199302	N
0001315863-20-000207	1	4	108307	N
0001165002-20-000022	4	525	9362244	N
0000950123-20-002576	3	2	110624	N
0001596901-20-000001	0	141	175021	N
0000950123-20-002574	2	24	117850	N
0001085146-20-000905	0	13	344325	
0001420506-20-000323	0	147	663796	N
0001104659-20-022015	0	18	135430	
0001085146-20-000903	2	459	5922678	
0001443689-20-000003	0	39	3651496	Y
0001104659-20-022011	0	1	220628	
0001387131-20-001852	2	2	2803093	
0001104659-20-022008	0	3	465847	
0001085146-20-000902	3	2404	87955991	
0001493152-20-002568	0	5	148683	
0001104659-20-022007	0	41	13928	
0001104659-20-022006	0	1	85793	
0001104659-20-022005	0	61	2099463	
0001576762-20-000001	0	750	411154821	N
0000892712-20-000098	0	5	157347	N
0001418812-20-000017	1	22	9880646	N
0001595888-20-000007	4	6621	71714775	N
0001062993-20-001026	0	50	103968	N
0001493152-20-002566	0	2	41564	
0001085146-20-000898	0	25	96479	N
0001569139-20-000001	0	97	355769	N
0000902664-20-001200	0	4	31239	
0001415345-20-000001	1	58	656929	N
0001104659-20-021990	0	20	211795	
0001140361-20-003400	0	700	41122381	N
0001567619-20-004073	2	291	1237193	N
0001493152-20-002562	0	3	47954	
0001085146-20-000893	0	20	532644	
0001315863-20-000206	0	19	63974	N
0001085146-20-000892	0	43	165854	
0001727827-20-000002	0	765	877765	N
0001085146-20-000891	0	909	463053	
0000950123-20-002563	2	77	380580	Y
0001085146-20-000890	0	1466	22023014	
0001085146-20-000889	0	1279	4103695	
0001493152-20-002557	0	2	78280	
0001703147-20-000002	0	16	114869	N
0000903423-20-000020	0	31	346636	
0001085146-20-000888	2	170	6131343	
0001062993-20-001016	0	1008	6337924	N
0001315863-20-000205	0	0	0	N
0001796651-20-000012	0	41	276656	N
0001665590-20-000002	0	39	256446	N
0001085146-20-000885	0	11	219531	
0001446114-20-000007	1	1876	2687479	
0001493152-20-002554	0	2	57588	
0001085146-20-000882	0	627	1504907	
0001567619-20-004067	0	387	729259	N
0001605826-20-000002	0	30	144121	
0001632368-20-000002	0	22	163029	N
0001567619-20-004066	1	1132	423332	N
0001085146-20-000881	0	40	128409	
0001104659-20-021951	0	16	21354166	N
0001567619-20-004064	1	2392	5458498	N
0001493152-20-002551	3	1	20485	
0001085146-20-000880	0	91	192107	
0001398344-20-003613	0	1019	95958	
0001567619-20-004063	0	917	19018144	N
0001469589-20-000004	2	27	165046	N
0001085146-20-000878	0	21	43679	
0000891092-20-001783	0	1556	11298228	
0000950103-20-002821	3	31	514657	
0001567619-20-004062	0	21	2409844	N
0001567619-20-004061	0	3	43678	N
0001012975-20-000144	0	114	6194133	N
0000921895-20-000569	1	57	1318974	
0001567619-20-004060	1	16	113050	N
0001606587-20-000328	0	183	244060	N
0001631943-20-000002	0	20	633168	N
0001172661-20-000913	2	63	1496583	
0001172661-20-000869	0	19	543115	
0001398344-20-003608	0	170	336187	
0000950123-20-002544	4	72	15395843	N
0000950123-20-002543	1	287	9497453	N
0001104659-20-021936	0	9	170539	
0001387131-20-001834	0	369	983532	
0001012975-20-000143	0	20	128603	N
0001490429-20-000001	0	75	893181	N
0001104659-20-021928	0	34	3297714	
0001167376-20-000002	0	3	6826	N
0000950123-20-002539	1	3	202878	N
0001567619-20-004055	0	1102	15458449	N
0001178913-20-000463	2	32	536721	
0001315863-20-000203	0	1	169000	N
0001398344-20-003605	0	235	1269662	
0001534261-20-000005	0	32	1087417	
0000950123-20-002537	2	11	375674	N
0001567619-20-004053	0	198	864543	N
0001104659-20-021913	0	97	906229	
0001315863-20-000202	0	0	0	Y
0001172661-20-000868	0	12	154541	
0001567619-20-004050	0	8	44116	N
0001062993-20-001006	0	91	2107520	N
0001615774-20-001833	0	10	66712	
0001628280-20-001606	1	1	0	Y
0001104659-20-021891	0	1	25	
0001567619-20-004048	0	907	12522113	N
0001567619-20-004047	0	12	80937	N
0000712537-20-000004	1	215	185614	N
0001493152-20-002539	0	78	46327	
0000950123-20-002534	0	14	454935	N
0001398344-20-003601	0	7737	189454	
0001104659-20-021879	4	644	534977	N
0001104659-20-021877	3	14	586529	
0001172661-20-000866	0	98	1897206	
0001405086-20-000057	1	7	116253	N
0001387131-20-001812	0	69	782343	
0001104659-20-021874	1	9	3744596	N
0001214659-20-001524	0	8	1123552	
0001214659-20-001525	0	75	2374719	
0001356783-20-000001	0	195	832085	N
0001567619-20-004042	0	442	986886	N
0000919574-20-001682	1	8	689642	
0001172661-20-000865	1	28	2189271	
0000950123-20-002532	0	51	1768107	N
0001493152-20-002529	0	47	509649	
0001567619-20-004041	0	151	6112967	N
0001104659-20-021871	0	1	87706	
0001567619-20-004040	0	31	177901	N
0001345471-20-000007	4	8	9484455	N
0001567619-20-004038	0	1	4422	N
0001567619-20-004037	2	56	11834569	N
0001567619-20-004036	3	22	1773954	N
0001315863-20-000201	0	0	0	N
0001567619-20-004035	0	5	888251	N
0001033475-20-000003	0	73	983855	N
0001567619-20-004033	0	23	2473863	N
0001133521-20-000005	0	47	1134582	
0001172661-20-000860	0	77	1056814	
0000950123-20-002527	0	20	4792434	N
0001172661-20-000859	1	136	7004336	
0001567619-20-004032	0	20	109947	N
0001567619-20-004030	0	100	492728	Y
0001591986-20-000007	0	12	266237	N
0001315863-20-000200	0	82	7228668	N
0001635236-20-000001	0	12	400483	N
0001104659-20-021838	0	99	18809854	
0001567619-20-004026	1	37	4632863	N
0001387131-20-001804	0	119	867997	
0001172661-20-000857	0	25	1846341	
0001447228-20-000003	0	17	1138907	
0001628280-20-001604	1	2383	5936634	N
0001567619-20-004022	0	8	305192	N
0000919185-20-000006	0	63	904300	Y
0001315863-20-000198	0	0	0	N
0000897070-20-000003	0	88	748686	N
0001172661-20-000855	0	66	490325	
0001600136-20-000003	0	55	232945	N
0001567619-20-004017	0	43	18860782	N
0001479847-20-000002	0	170	1726601	
0001567619-20-004014	4	29	1199660	N
0001012975-20-000138	4	28	2777334	N
0001628280-20-001602	1	2182	16276883	N
0001567619-20-004008	0	375	1548776	N
0001493152-20-002516	1	7	3062921	
0001172661-20-000854	0	22	516917	
0001568621-20-000005	0	22	2293021	N
0001698926-20-000001	0	118	158957	N
0001172661-20-000837	0	11	1500076	
0001567619-20-004006	1	246	5531227	N
0000950123-20-002516	1	447	40286314	N
0001104659-20-021791	0	42	512553	
0001567619-20-004005	0	20	2360150	N
0001695459-20-000001	0	1	1045817	N
0000950123-20-002513	1	1	206205	N
0001619083-20-000003	0	14	267692	
0001012975-20-000134	3	8	469603	N
0000950123-20-002511	1	1	55417	N
0001172661-20-000836	0	1	141935	
0001076809-20-000018	0	180	803667	
0001567619-20-004003	0	50	11424422	N
0001104659-20-021789	0	1440	50912878	
0001172661-20-000834	0	0	0	
0001398344-20-003589	0	12	105014	
0001315863-20-000197	0	26	194925	N
0001103882-20-000002	5	4444	6658276	N
0001398344-20-003588	0	3	240371	
0001316580-20-000002	0	58	3804353	N
0001776090-20-000002	0	13	401272	N
0001172661-20-000831	0	1	221715	
0001387131-20-001797	0	9	77346	
0001104659-20-021784	0	17	43568	
0001306923-20-000013	0	37	1816265	N
0001172661-20-000830	2	37	1148462	
0001315863-20-000196	0	34	327963	N
0001172661-20-000829	0	791	2045014	
0001567619-20-004001	0	51	309926	N
0001803648-20-000002	0	133	120836	N
0001567619-20-004000	0	21	183602	N
0001315863-20-000195	0	20	1200314	N
0001398344-20-003586	0	16	157353	
0001172661-20-000826	2	40	1570881	
0001012975-20-000130	3	20	836931	N
0001567619-20-003999	0	13	1204783	N
0001104659-20-021778	0	7	1228862	N
0000950123-20-002489	0	18	945452	N
0001493152-20-002502	8	18603	15884569	
0001619083-20-000002	0	7	149886	
0001567619-20-003998	0	9	1599819	N
0001315863-20-000194	0	24	979902	N
0001286478-20-000002	0	273	577245	Y
0001759654-20-000002	0	392	158906	N
0001172661-20-000823	1	12	5598125	
0000921895-20-000561	5	16	3454698	
0001172661-20-000821	0	8	6552857	
0001315863-20-000193	0	3	178816	N
0001398344-20-003585	0	21	972317	
0000950123-20-002484	0	19	232292	N
0000950123-20-002483	0	2	251428	N
0001765774-20-000002	0	35	913765	
0001567619-20-003994	0	14	1084070	N
0001048703-20-000063	0	177	2992001	N
0001353316-20-000003	3	31	1442339	N
0001172661-20-000819	0	10	252376	
0001172661-20-000818	0	21	3218896	
0001315863-20-000192	0	149	402220	N
0000919574-20-001674	0	11	150727	
0000950123-20-002481	2	5	613334	Y
0001315863-20-000191	0	1	0	Y
0001567619-20-003991	0	44	1091527	N
0001062993-20-001000	0	2375	253524011	N
0001172661-20-000815	0	52	123935	
0001387131-20-001788	0	44	6782582	
0001104659-20-021746	1	53	1123319	N
0001315863-20-000190	0	33	545360	N
0001441843-20-000003	0	29	1231897	
0000950123-20-002478	0	1	26333	N
0001315863-20-000189	0	1	0	Y
0001104659-20-021740	1	71	360706	
0001524493-20-000002	0	17	484656	N
0001308555-20-000001	0	17	132385	
0001697868-20-000003	0	9	514512	N
0001104659-20-021735	0	64	4180807	
0000950123-20-002473	2	15	362404	N
0001172661-20-000810	1	2439	16811954	
0001387131-20-001783	0	51	6787662	
0001548997-20-000001	2	25	336564	N
0001085146-20-000861	0	65	236538	
0001567619-20-003988	0	146	194635	N
0000905718-20-000216	0	2	2321	Y
0001104659-20-021731	4	5207	87452846	
0000902664-20-001182	1	54	8026499	
0001172661-20-000807	3	51	1347682	
0001570598-20-000001	0	56	58734	
0001567619-20-003985	0	28	1672210	N
0001671754-20-000003	0	132	796260	N
0000905718-20-000214	0	7	402308	
0001398344-20-003579	0	1087	5446529	
0000919574-20-001672	1	3	527507	
0001166309-20-000002	0	35	1386302	N
0000905718-20-000212	0	46	1082537	
0001019056-20-000156	0	93	456870	
0001104659-20-021719	0	3	305958	N
0001012975-20-000129	0	51	639059	N
0001648711-20-000003	4	2146	27857669	N
0000905718-20-000211	0	94	12183846	
0000950123-20-002469	0	13	2046104	N
0001214659-20-001510	0	2	8440	
0001104659-20-021715	0	27	4475004	
0001688382-20-000002	0	22	141109	
0000902664-20-001181	0	57	1520998	
0001315863-20-000188	0	2	70397	N
0001019056-20-000154	0	32	178377	
0001214659-20-001509	1	17	836969	
0001420506-20-000313	0	48	682909	N
0001567619-20-003979	0	908	11837932	N
0000950103-20-002813	0	2	98146	
0000905718-20-000208	0	9	187357	
0001172661-20-000803	0	21	657043	
0001172661-20-000802	0	82	309859	
0001085146-20-000860	1	106	5509255	
0001750312-20-000005	0	13	62922	N
0000950123-20-002466	14	171	242050717	N
0000905718-20-000207	0	27	102787	
0000950103-20-002812	0	3	275332	
0001315863-20-000187	0	48	302729	N
0000950123-20-002465	0	3	488756	N
0001633055-20-000001	0	54	317448	
0000905718-20-000205	0	8	468017	
0000950123-20-002464	1	4	102761	N
0001104659-20-021690	0	0	0	N
0000950123-20-002463	0	47	1049919	N
0001410833-20-000001	0	27	347695	N
0000950123-20-002462	0	3	82621	Y
0001172661-20-000799	0	24	2109771	
0000905718-20-000203	0	27	621065	
0000902664-20-001179	0	12	1273835	
0001567619-20-003969	0	2	948984	N
0000950123-20-002459	0	18	454454	N
0000905718-20-000201	0	6	2097059	
0001694620-20-000002	0	15	76271	
0001567619-20-003967	0	11	1197501	N
0001172661-20-000797	1	11	414536	
0001085146-20-000858	0	92	304239	
0000891092-20-001780	0	23	1290180	
0001315863-20-000184	1	88	208680	N
0000905718-20-000200	0	34	175959	
0001567619-20-003965	9	37	26177139	Y
0001104659-20-021658	2	1	0	Y
0001340807-20-000002	0	23	3565734	N
0001567619-20-003964	0	4	64617	N
0001085146-20-000857	0	62	232506	
0000905718-20-000198	0	31	284976	
0001172661-20-000793	0	40	1918668	
0000950123-20-002457	1	11269	230470163	N
0000807985-20-000003	2	55	6000259	N
0000950159-20-000051	1	76	3134215	
0001567619-20-003963	0	3	66885	N
0001315863-20-000183	0	34	858898	N
0000905718-20-000197	0	3	37369	
0001567619-20-003961	0	69	871335	N
0001172661-20-000791	0	37	1179366	
0001172661-20-000789	2	228	517934	
0001567619-20-003960	0	3	291714	N
0001085146-20-000856	0	148	259053	
0001567619-20-003958	0	12	1458548	N
0001542952-20-000001	0	13	29573	
0001315863-20-000182	3	133	1844727	N
0001172661-20-000788	1	27	2280018	
0000905718-20-000196	0	65	1906334	
0001104659-20-021656	0	25	149849	
0001172661-20-000787	1	20	253221	
0001104659-20-021654	0	4	94785	N
0001717479-20-000002	0	227	403931	N
0000902664-20-001178	0	15	832087	
0001214659-20-001504	0	50	576468	
0001214659-20-001500	0	28	88060	
0000905718-20-000195	0	14	337770	
0001104659-20-021651	0	10	1197664	
0001567619-20-003955	2	54	20455805	N
0001656456-20-000001	0	23	3980548	
0001567619-20-003954	1	173	3090045	N
0001062993-20-000996	0	418	5152999	N
0001273087-20-000009	1	313	5223675	N
0001389933-20-000004	1	81	291332	N
0000905718-20-000194	0	14	1585445	
0000950123-20-002454	1	1	152919	N
0001592643-20-000002	0	105	15854690	N
0001567619-20-003952	0	12	149151	N
0001567619-20-003951	0	23	2168358	N
0001315863-20-000181	0	17	672463	N
0001794293-20-000003	0	57	647721	N
0001273087-20-000008	2	4140	79928100	N
0001214659-20-001487	0	1044	5129078	
0001214659-20-001493	4	34	485849	
0001214659-20-001492	0	41	276136	
0001214659-20-001490	0	85	658105	
0001214659-20-001491	0	12	139044	
0001214659-20-001497	0	188	218527	
0001214659-20-001496	1	7	103794	
0001214659-20-001486	0	10	160882	
0001214659-20-001481	0	365	345362	
0001214659-20-001488	0	31	124053	
0001214659-20-001494	0	20	780604	
0001214659-20-001485	0	7	1921373	
0001214659-20-001489	0	21	220106	
0001214659-20-001495	1	7	52634	
0001214659-20-001484	0	17	167121	
0000905718-20-000193	0	8	672037	
0000950123-20-002438	0	292	112566	N
0001172661-20-000783	0	12	1616893	
0001172661-20-000782	0	48	435734	
0001172661-20-000781	0	6	1228980	
0001214659-20-001473	0	69	419840	
0001172661-20-000780	0	10	374174	
0001621855-20-000002	0	24	504107	
0001085146-20-000849	0	47	107436	
0001085146-20-000848	0	271	542938	
0001420506-20-000310	0	36	337389	N
0001085146-20-000846	0	217	322638	
0001085146-20-000845	0	12	132570	
0001214822-20-000002	1	73	9133186	N
0000919574-20-001662	0	2290	14833713	
0001085146-20-000844	1	1	173669	
0001104659-20-021624	0	10	126124	
0001527641-20-000001	0	170	1593954	N
0000919574-20-001661	7	2336	43096673	
0001172661-20-000779	0	2	107112	
0001700286-20-000003	0	28	197996	N
0001104659-20-021617	0	10	2225850	
0001104659-20-021616	0	4	488087	
0001635925-20-000002	0	20	154346	N
0001606587-20-000324	1	222	323425	N
0000902664-20-001177	0	50	147198	
0001026710-20-000002	0	182	2173220	N
0001536630-20-000002	0	44	181446	N
0000902664-20-001176	0	2	608462	
0001667731-20-000018	0	115	258485	
0000945631-20-000012	0	58	31335315	N
0000919574-20-001659	2	92	1343541	
0001104659-20-021605	0	3	156834	
0000919574-20-001658	6	3595	33241163	
0001104659-20-021600	0	8	291338	
0000950123-20-002431	1	114	1171646	N
0000902664-20-001174	0	22	4176742	
0001085146-20-000841	0	91	216800	
0000884548-20-000001	0	150	787193	N
0001172661-20-000777	0	4	394356	
0001104659-20-021596	0	94	2401833	
0001567619-20-003946	1	68	60046	N
0001085146-20-000837	2	3	771215	
0001315863-20-000177	0	20	127334	N
0001310051-20-000002	0	107	611700	N
0001104659-20-021583	2	115	5960137	
0000921895-20-000550	5	1	154752	
0001583977-20-000001	1	67	2505998	N
0001567619-20-003939	0	16	246965	N
0001140771-20-000001	0	101	1028317	N
0001567619-20-003938	0	21	5328848	N
0001172661-20-000774	0	82	715243	
0001697478-20-000002	0	320	165386	N
0000921895-20-000549	0	14	182552	
0000909012-20-000049	0	151	214346	N
