,0
ABNER HERRMAN & BROCK LLC,0.0052348361309183
ADELL HARRIMAN & CARPENTER INC,0.002503487269660325
AM INVESTMENT STRATEGIES LLC,0.0081723542652243
AMICA MUTUAL INSURANCE CO,0.00256865579644985
APPLETON PARTNERS INC/MA,0.0031107276474456502
AR ASSET MANAGEMENT INC,0.0101656170062982
ASSET PLANNING SERVICES INC /LA/ /ADV,0.0033095835994079
AZZAD ASSET MANAGEMENT INC /ADV,0.00191723192450485
"AllGen Financial Advisors, Inc.",0.0010551318201275
Amica Retiree Medical Trust,0.002463006291033833
"Anchor Investment Management, LLC",0.00162559248324635
"Annandale Capital, LLC",0.00190052969480515
Ashburton (Jersey) Ltd,0.0038059179373712
Aspen Investment Management Inc,0.0013068550340845
"Aurora Investment Managers, LLC.",0.0038079716541028
"Aurora Private Wealth, Inc.",0.0022227897013339
Avalon Global Asset Management LLC,0.0031234391573226
BARTLETT & CO. WEALTH MANAGEMENT LLC,0.0034036105042008
BEDRIJFSTAKPENSIOENFONDS VOOR DE MEDIA PNO,0.0018883807976459999
BOSTON FAMILY OFFICE LLC,0.002115925764156133
BOSTON RESEARCH & MANAGEMENT INC,0.00168551260921055
Baldrige Asset Management LLC,0.0032066399537663
"Banco de Sabadell, S.A",0.0019706798830563
Banque Cantonale Vaudoise,0.0021118745091826497
Bartlett & Co. LLC,0.0034037463250887502
Baskin Financial Services Inc.,0.0016090148207995
Beaton Management Co. Inc.,0.0012136198132918
Biechele Royce Advisors,0.0055650785698709
Border to Coast Pensions Partnership Ltd,0.0010960494599284
"Bull Street Advisors, LLC",0.0020197192783477
"Bulltick Wealth Management, LLC",0.0012929861455510498
CI INVESTMENTS INC.,0.00160278870279545
CLARET ASSET MANAGEMENT Corp,0.0017350260534888
COLONY GROUP LLC,0.0014395312163113
"COMMONWEALTH EQUITY SERVICES, LLC",0.0040905372400195
"CONWAY CAPITAL MANAGEMENT, INC.",0.009003807058717249
"CSM Advisors, LLC",0.00214931719619135
Canal Insurance CO,0.0021320056998596
"Canton Hathaway, LLC",0.0015618917508028
"Centerpoint Advisors, LLC",0.0012237547588968
"Centre Asset Management, LLC",0.002573673047776
"Citadel Investment Advisory, Inc.",0.0022788250025482
"Cito Capital Group, LLC",0.01087593732506545
Clare Market Investments LLC,0.006975437801040367
Close Asset Management Ltd,0.0065112117730855
"Colorado Capital Management, Inc.",0.0023132809048976
"Community Bank & Trust, Waco, Texas",0.005556172028222849
Consolidated Investment Group LLC,0.0012956348367556
Cordatus Wealth Management LLC,0.0014719214609681
"Crossmark Global Holdings, Inc.",0.0013993796833925
DEROY & DEVEREAUX PRIVATE INVESTMENT COUNSEL INC,0.0011644747497766
Dixon Mitchell Investment Counsel Inc.,0.00162960532885055
E. Ohman J:or Asset Management AB,0.0030203388337069
EVERENCE CAPITAL MANAGEMENT INC,0.0017800453343085
"Endurance Wealth Management, Inc.",0.0035089465028611
Erste Asset Management GmbH,0.001580939148613
Estabrook Capital Management,0.0043817693347234
FRONT BARNETT ASSOCIATES LLC,0.0014987277627822502
Farmers & Merchants Trust Co of Chambersburg PA,0.0018161639085276
"First Fiduciary Investment Counsel, Inc.",0.0023220005851196
"Focus Financial Network, Inc.",0.0013169995834531
"Frisch Financial Group, Inc.",0.0028034750618610503
Fruth Investment Management,0.0010947054101187
GFI Investment Counsel Ltd.,0.002557137439465
GROESBECK INVESTMENT MANAGEMENT CORP /NJ/,0.0010011976054692
Gifford Fong Associates,0.0038902886839842997
"Glen Eagle Advisors, LLC",0.00222346080285765
"Global Financial Private Client, LLC",0.0027857839022344
Grandview Asset Management LLC,0.0057114397931273
Grassi Investment Management,0.0020596898955504
Greenwich Wealth Management LLC,0.0037745020974754
Gulf International Bank (UK) Ltd,0.00180287626546515
HALL LAURIE J TRUSTEE,0.0031770241959788
"HANTZ FINANCIAL SERVICES, INC.",0.0011716191713294498
HBW Advisory Services LLC,0.0016384143455509
HENDLEY & CO INC,0.00338923372485315
HERITAGE INVESTORS MANAGEMENT CORP,0.0025452860128646246
HUNTER ASSOCIATES INVESTMENT MANAGEMENT LLC,0.0042205863232101
Hanson & Doremus Investment Management,0.0011182031060144
Hayek Kallen Investment Management,0.00514493955719455
Hemington Wealth Management,0.0045231449618416
Hudson Canyon Capital Management,0.0023561879653286
Ilmarinen Mutual Pension Insurance Co,0.0012855185763325
"Independent Solutions Wealth Management, LLC",0.0022097353335222
JACOBS & CO/CA,0.0025554523982
"Jarislowsky, Fraser Ltd",0.0011674034493333
King Wealth,0.0023792158891150997
LATHROP INVESTMENT MANAGEMENT CORP,0.001878775411107
LEDERER & ASSOCIATES INVESTMENT COUNSEL/CA,0.0040055345850458
LVM CAPITAL MANAGEMENT LTD/MI,0.0030828877246437
Lakehouse Capital Pty Ltd,0.0016225435809815
"Legacy Wealth Management, LLC / MS",0.00353998374683445
Lesa Sroufe & Co,0.0034575750366772
Lester Murray Antman dba SimplyRich,0.0029532431223884504
Lipe & Dalton,0.0051861363001991
MCDANIEL TERRY & CO,0.0040340095165963
MENLO ADVISORS LLC,0.0018920527802126002
MOUNT VERNON ASSOCIATES INC /MD/,0.004510751284880534
"Mathes Company, Inc.",0.0024200127415411
Meridian Financial Partners LLC,
Mn Services Vermogensbeheer B.V.,0.00127284191835
NEVILLE RODIE & SHAW INC,0.00429123138610585
