,0
SHIKIAR ASSET MANAGEMENT INC,0.00290283306238735
SILVERLAKE WEALTH MANAGEMENT LLC,0.00263854971824695
SIT INVESTMENT ASSOCIATES INC,0.0014617332505269
SONATA CAPITAL GROUP INC,0.0016862597498300332
STONEBRIDGE CAPITAL MANAGEMENT INC,0.0024971163273474
STONERIDGE INVESTMENT PARTNERS LLC,0.0021515141656985
"Scott & Selber, Inc.",0.0017227714296410002
South Dakota Investment Council,0.0017023962598103333
Southland Equity Partners LLC,0.003947211506441
"Sowa Financial Group, Inc.",0.0076694664486915
"State of Alaska, Department of Revenue",0.0020040502021585337
Sutton Wealth Advisors Inc.,0.0034362735744513
"TAGStone Capital, Inc.",0.0047875192075025
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,0.0019807173535919
THOMAS STORY & SON LLC,0.0018775114549714
"THOROUGHBRED FINANCIAL SERVICES, LLC",0.0025428528217052
TOWER BRIDGE ADVISORS,0.0023446737103178
TRUST CO OF OKLAHOMA,0.0018704132216733498
"TSFG, LLC",0.0017993532766062
Te Ahumairangi Investment Management Ltd,0.00182307023894125
Treasurer of the State of North Carolina,0.0020376243171152
Triple Frond Partners LLC,0.002327593689774
"Ulland Investment Advisors, LLC",0.0034433406800918
VALICENTI ADVISORY SERVICES INC,0.003095575341938267
VALLEY NATIONAL ADVISERS INC,0.0019074263365459999
Vestcor Inc,0.0013218917488322002
"Vigilant Capital Management, LLC",
"Violich Capital Management, Inc.",0.0036508559409984
"Vishria Bird Financial Group, LLC",0.0038882022638967
WADE G W & INC,0.0017509919440726498
WEDBUSH SECURITIES INC,0.0025760357965207664
WESTWOOD MANAGEMENT CORP /IL/,0.0056710183368140505
WFA Asset Management Corp,0.0019404477797989
"Wallington Asset Management, LLC",0.0015281126738814
"Wayfinding Financial, LLC",0.0039556499666265
"Werlinich Asset Management, LLC",0.0088392382627221
Wesleyan Assurance Society,0.0024223201826932
"Westbourne Investment Advisors, Inc.",0.004815113473662567
"Whetstone Capital Advisors, LLC",0.0047508866210093
White Pine Investment CO,0.0017117632385282
ZEVIN ASSET MANAGEMENT LLC,0.0020927924564574
