,0
SIT INVESTMENT ASSOCIATES INC,0.0010705965437538
SONATA CAPITAL GROUP INC,0.0014345095339949668
STONEBRIDGE CAPITAL MANAGEMENT INC,0.0019095364647856
STONERIDGE INVESTMENT PARTNERS LLC,0.0016059518816052
"Scott & Selber, Inc.",0.0015687134381555002
South Dakota Investment Council,0.0013496084348679667
Southland Equity Partners LLC,0.0028429236524996
"Sowa Financial Group, Inc.",0.0058355551006677
"State of Alaska, Department of Revenue",0.0015998395598621998
Sutton Wealth Advisors Inc.,
"TAGStone Capital, Inc.",0.0044675507331295
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,0.0016050742876695
THOMAS STORY & SON LLC,0.0011734131921232
"THOROUGHBRED FINANCIAL SERVICES, LLC",0.0018741201848843667
TOWER BRIDGE ADVISORS,0.0016831278645758
TRUST CO OF OKLAHOMA,0.0016152182944853
"TSFG, LLC",0.0014178065899165
Te Ahumairangi Investment Management Ltd,0.0014240890257761498
Treasurer of the State of North Carolina,0.0014947358594289
Triple Frond Partners LLC,0.001692646285625
"Ulland Investment Advisors, LLC",0.0029770959273593
VALICENTI ADVISORY SERVICES INC,0.0027732999320488334
VALLEY NATIONAL ADVISERS INC,0.0019448733400246
Vestcor Inc,0.0010797419634324
"Violich Capital Management, Inc.",0.0025892075950073503
"Vishria Bird Financial Group, LLC",0.002812001864686867
WADE G W & INC,0.0017280713146534
WEDBUSH SECURITIES INC,0.00271879432388065
WESTWOOD MANAGEMENT CORP /IL/,0.004717734790221
WFA Asset Management Corp,0.0013752673298749
"Wallington Asset Management, LLC",0.00107227765861715
"Wayfinding Financial, LLC",0.0030672394156353
"Werlinich Asset Management, LLC",0.0075245290967804
Wesleyan Assurance Society,0.00175776536615675
"Westbourne Investment Advisors, Inc.",0.003927415953166833
"Whetstone Capital Advisors, LLC",0.0041005252735203
White Pine Investment CO,0.0015026341354934
ZEVIN ASSET MANAGEMENT LLC,0.0020537512033193
