,0
ABNER HERRMAN & BROCK LLC,0.0046152534804146
ADELL HARRIMAN & CARPENTER INC,0.0020848750872433
AM INVESTMENT STRATEGIES LLC,0.00871754902260755
AMICA MUTUAL INSURANCE CO,0.001413725542668
APPLETON PARTNERS INC/MA,0.0022237353282097503
AR ASSET MANAGEMENT INC,0.0047479642812376
ASSET PLANNING SERVICES INC /LA/ /ADV,0.0021184165743143
AZZAD ASSET MANAGEMENT INC /ADV,0.0015180001041779
Amica Retiree Medical Trust,
"Anchor Investment Management, LLC",0.0010100281164743
Ardevora Asset Management LLP,0.0015967205234931
Ashburton (Jersey) Ltd,0.0027064521493596
"Aurora Investment Managers, LLC.",0.0013875287750937
"Aurora Private Wealth, Inc.",0.0018049683031822498
BARTLETT & CO. WEALTH MANAGEMENT LLC,0.0018776888524147
BEDRIJFSTAKPENSIOENFONDS VOOR DE MEDIA PNO,0.0019938341647711003
BOSTON FAMILY OFFICE LLC,0.0018605710400796333
"BROWN, LISLE/CUMMINGS, INC.",0.0014966408268325998
Banque Cantonale Vaudoise,0.0015145115573474664
Bartlett & Co. LLC,0.00187774871597565
Baskin Financial Services Inc.,0.0010121441700259
Beaton Management Co. Inc.,0.00201789126110125
"Bensler, LLC",0.00131230858764295
Biechele Royce Advisors,0.002265443556469
Border to Coast Pensions Partnership Ltd,0.0013478716549486
"Bull Street Advisors, LLC",0.0010073371522205
CI INVESTMENTS INC.,0.002472663580971
COLONY GROUP LLC,
"COMMONWEALTH EQUITY SERVICES, LLC",0.001455549627425
"CONWAY CAPITAL MANAGEMENT, INC.",0.00832419290161715
"Cambridge Investment Research Advisors, Inc.",0.0012496645565985
Canal Insurance CO,0.0012731600987867
"Centre Asset Management, LLC",0.0013248547898325
"Citadel Investment Advisory, Inc.",0.0013314761851713
"Cito Capital Group, LLC",0.0101050288384579
Clare Market Investments LLC,0.006527072913589067
Close Asset Management Ltd,0.0016524195648787
"Colorado Capital Management, Inc.",0.001495168042727
"Community Bank & Trust, Waco, Texas",0.0029037625873866
"Crossmark Global Holdings, Inc.",0.0016413880868926
E. Ohman J:or Asset Management AB,0.0021544399608622
EVERENCE CAPITAL MANAGEMENT INC,0.0016412113298986
Erste Asset Management GmbH,0.0010383175640108
Estabrook Capital Management,0.0028051998713403
FRONT BARNETT ASSOCIATES LLC,
Farmers & Merchants Trust Co of Chambersburg PA,0.0012274722750888
"Financial Connections Group, Inc.",0.0016598861617526
"First Fiduciary Investment Counsel, Inc.",0.0014295878491853
"Frisch Financial Group, Inc.",0.0024591900301613
GFI Investment Counsel Ltd.,0.00163524145725185
Gifford Fong Associates,0.002996941292125367
"Glen Eagle Advisors, LLC",0.0012359577906838998
"Global Financial Private Client, LLC",0.0023573570284432
Grandview Asset Management LLC,0.0032758704544646
Grassi Investment Management,0.0013526027162158
Greenwich Wealth Management LLC,0.0012963556858325
Gulf International Bank (UK) Ltd,0.0018118781272629999
HALL LAURIE J TRUSTEE,0.0019817334730295
HENDLEY & CO INC,0.0016442799277444
HERITAGE INVESTORS MANAGEMENT CORP,0.0019302929673765204
HUNTER ASSOCIATES INVESTMENT MANAGEMENT LLC,0.0015433006483004
Hayek Kallen Investment Management,0.0030723073309900997
Hemington Wealth Management,0.0043532417004518
Hudson Canyon Capital Management,0.0014089166503774499
Intermede Investment Partners Ltd,0.001454711888491
"Iyo Bank, Ltd.",0.001750828091332725
JACOBS & CO/CA,0.0018117182973934
Janney Montgomery Scott LLC,0.00110081599460975
King Wealth,
LATHROP INVESTMENT MANAGEMENT CORP,0.0010298163343761
LEDERER & ASSOCIATES INVESTMENT COUNSEL/CA,0.0019386756517059333
LVM CAPITAL MANAGEMENT LTD/MI,0.0020226609148577
Lakehouse Capital Pty Ltd,0.0061466835332565
"Legacy Wealth Management, LLC / MS",0.0015302364603826332
Lesa Sroufe & Co,0.0019562153663753
Lester Murray Antman dba SimplyRich,0.0033733465503101
Lipe & Dalton,0.0029601304031573
MCDANIEL TERRY & CO,0.0023924631130965
MENLO ADVISORS LLC,0.0012012269932868
MOUNT VERNON ASSOCIATES INC /MD/,0.003345120163429667
"Mathes Company, Inc.",0.00226654497692855
Meridian Financial Partners LLC,0.001657862019212
Mn Services Vermogensbeheer B.V.,0.0010188605168755
Morton Capital Management LLC/CA,0.00116418908102805
NEVILLE RODIE & SHAW INC,0.0024653977889679997
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,0.0022838077441570334
NKCFO LLC,0.0036231720843993664
NORTHSTAR ASSET MANAGEMENT INC,0.0015300818141051
"Nicollet Investment Management, Inc.",0.0031345006925106
"Norman Fields, Gottscho Capital Management, LLC",0.0039141227129521
"Old North State Wealth Management, LLC",0.0028554077563277
PHILADELPHIA TRUST CO,0.00170518056753365
"PHYSICIANS FINANCIAL SERVICES, INC.",0.0023810671964264
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,0.0026682758840301333
Pensionfund Sabic,0.00131947638272865
"Plotkin Financial Advisors, LLC",0.001291520140224
"Reynders McVeigh Capital Management, LLC",0.0022138346037465
"Riverview Capital Advisers, LLC",0.0026989004707416
S&CO INC,0.0016483942466165
SENTRY INVESTMENT MANAGEMENT LLC,0.0024078281271360667
SHIKIAR ASSET MANAGEMENT INC,0.0045603106193828
SILVERLAKE WEALTH MANAGEMENT LLC,0.00198065343191345
