,0
ROWLAND & CO INVESTMENT COUNSEL/ADV,0.0011301778956278
"Reynders McVeigh Capital Management, LLC",0.002770686061667
"Riverview Capital Advisers, LLC",0.0052000907598179
S&CO INC,0.0022138847067820003
SENTRY INVESTMENT MANAGEMENT LLC,0.003293756929267933
SHIKIAR ASSET MANAGEMENT INC,0.00378562540198745
SILVERLAKE WEALTH MANAGEMENT LLC,0.00307159621138855
SIT INVESTMENT ASSOCIATES INC,0.00161664927928775
SONATA CAPITAL GROUP INC,0.0018134723166199664
STONEBRIDGE CAPITAL MANAGEMENT INC,0.0032377408092664
STONERIDGE INVESTMENT PARTNERS LLC,0.0026504523156782
"Scott & Selber, Inc.",0.00186815008494325
South Dakota Investment Council,0.0017340318969503333
Southland Equity Partners LLC,0.0060840271403826
"Sowa Financial Group, Inc.",0.0081867652213201
"State of Alaska, Department of Revenue",0.0022082750699213335
"Stephens Consulting, LLC",0.0011833848485494
Sutton Wealth Advisors Inc.,0.0032394736734779
"TAGStone Capital, Inc.",0.0046938200686497
THOMAS STORY & SON LLC,0.0022787833765592
"THOROUGHBRED FINANCIAL SERVICES, LLC",0.0031605820738567665
TOWER BRIDGE ADVISORS,0.0028798860597680003
TRAPHAGEN INVESTMENT ADVISORS LLC,0.0010758908761073
TRUST CO OF OKLAHOMA,0.00243379892795735
"TSFG, LLC",0.0023342012736857
Te Ahumairangi Investment Management Ltd,0.0024435339014966
Thrivent Financial for Lutherans,0.0012060801341853
Tower View Investment Management & Research LLC,0.00132470233346495
Treasurer of the State of North Carolina,0.0023187733090077
"Ulland Investment Advisors, LLC",0.0033442707896390996
VALICENTI ADVISORY SERVICES INC,0.0029260403186725
VALLEY NATIONAL ADVISERS INC,0.0027374742940477
Vestcor Inc,0.00144680237266305
"Vigilant Capital Management, LLC",0.0020645523404734
"Violich Capital Management, Inc.",0.00429932816247935
"Vishria Bird Financial Group, LLC",0.003946222733475133
WADE G W & INC,0.00226724264518505
WEDBUSH SECURITIES INC,0.0029149084694810663
WEST PACES ADVISORS INC.,0.0011892235833265
WESTWOOD MANAGEMENT CORP /IL/,0.0058102333310987
WFA Asset Management Corp,0.0022500836809562
"Wallington Asset Management, LLC",0.0016585776797853002
"Wayfinding Financial, LLC",0.0049991874870972
"Werlinich Asset Management, LLC",0.0074796432475207
Wesleyan Assurance Society,0.0032907871022738
"Westbourne Investment Advisors, Inc.",0.00412846430772385
"Whetstone Capital Advisors, LLC",0.0053658753796969
