,0
"TAGStone Capital, Inc.",0.0044135326743951
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,0.00162132076275535
"THOROUGHBRED FINANCIAL SERVICES, LLC",0.0019111553048833
TOWER BRIDGE ADVISORS,0.00127485862786985
TRUST CO OF OKLAHOMA,0.0012557951521871
"TSFG, LLC",0.0015847355941168
Te Ahumairangi Investment Management Ltd,0.0010853892617282
Treasurer of the State of North Carolina,0.0010815202936003
"Ulland Investment Advisors, LLC",0.00272546877713255
VALICENTI ADVISORY SERVICES INC,0.0032838866982552997
VALLEY NATIONAL ADVISERS INC,0.001527871733857
"Violich Capital Management, Inc.",0.00201712518956105
"Vishria Bird Financial Group, LLC",0.0028586381193474
WADE G W & INC,
WEDBUSH SECURITIES INC,0.0024767132035044
WESTWOOD MANAGEMENT CORP /IL/,
WFA Asset Management Corp,0.00106457218922
"Wayfinding Financial, LLC",0.0022213283023826
"Werlinich Asset Management, LLC",0.0106346646653576
Wesleyan Assurance Society,0.00129583242850055
"Westbourne Investment Advisors, Inc.",0.0036093934068029336
"Whetstone Capital Advisors, LLC",0.0038437374834855
White Pine Investment CO,0.0015680452768121
ZEVIN ASSET MANAGEMENT LLC,0.0021004107678541
