,0
ABNER HERRMAN & BROCK LLC,0.0061358754760438
ADELL HARRIMAN & CARPENTER INC,0.0023399097521535003
AM INVESTMENT STRATEGIES LLC,0.0054136405160546495
APPLETON PARTNERS INC/MA,0.001545052983989
AR ASSET MANAGEMENT INC,0.0017975079707483
Amica Retiree Medical Trust,0.0015270148460479
"Aurora Private Wealth, Inc.",0.001173926812139
BEDRIJFSTAKPENSIOENFONDS VOOR DE MEDIA PNO,0.0021928202519503
BOSTON FAMILY OFFICE LLC,0.00176086600425305
"BROWN, LISLE/CUMMINGS, INC.",0.0015258259976037
Banque Cantonale Vaudoise,
Beaton Management Co. Inc.,0.0026421195835007
Biechele Royce Advisors,
CI INVESTMENTS INC.,0.0023713593483131
"CONWAY CAPITAL MANAGEMENT, INC.",0.0045725521402089995
Clare Market Investments LLC,0.00502280484335325
"Community Bank & Trust, Waco, Texas",0.00130039101433395
Consolidated Investment Group LLC,0.0010838791762004
"Crossmark Global Holdings, Inc.",0.0012352474178924
EVERENCE CAPITAL MANAGEMENT INC,0.001300697317128
Gifford Fong Associates,0.0033557206611135003
"Glen Eagle Advisors, LLC",0.001153109743914
Grandview Asset Management LLC,0.0014400569118907
Gulf International Bank (UK) Ltd,0.0017964131685862
HERITAGE INVESTORS MANAGEMENT CORP,0.0024062608829615337
Handelsbanken Fonder AB,0.0012852578927449
Hayek Kallen Investment Management,0.0015535699208818
Hemington Wealth Management,0.0013036845901708
Intermede Investment Partners Ltd,0.001605111737592
"Iyo Bank, Ltd.",0.0014825076525128
JACOBS & CO/CA,0.0013307656634948
LEDERER & ASSOCIATES INVESTMENT COUNSEL/CA,0.0012032212548649499
Lakehouse Capital Pty Ltd,0.0050578128707687
"Legacy Wealth Management, LLC / MS",0.0032870372979556
Lipe & Dalton,0.0011807790088367
MOUNT VERNON ASSOCIATES INC /MD/,0.00234231200123345
"Mathes Company, Inc.",0.0019132691262361
NEVILLE RODIE & SHAW INC,0.0014360738612911
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,0.0021855731056735
NKCFO LLC,0.0071012874525841
"Nicollet Investment Management, Inc.",0.0036520840374598
"Norman Fields, Gottscho Capital Management, LLC",0.0013667911157026
"Old North State Wealth Management, LLC",0.0020375661910784
"PHYSICIANS FINANCIAL SERVICES, INC.",0.0029897275404864
PROFESSIONAL ADVISORY SERVICES INC,0.0010743436465283
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,0.0029698776198119
SENTRY INVESTMENT MANAGEMENT LLC,0.0022202989844585
SHIKIAR ASSET MANAGEMENT INC,0.0027824041082574
SONATA CAPITAL GROUP INC,0.0016933127220807
"Scott & Selber, Inc.",0.001670202711465
South Dakota Investment Council,0.00143174599805
"Sowa Financial Group, Inc.",0.0021070014558753
"State of Alaska, Department of Revenue",0.0016527990059793
"TAGStone Capital, Inc.",0.0034118398344817
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,0.0017507942712461
"THOROUGHBRED FINANCIAL SERVICES, LLC",0.0015594271827579
"TSFG, LLC",0.0010124338987846
Triple Frond Partners LLC,0.0024893673105325
"Ulland Investment Advisors, LLC",0.0024867352612804
VALICENTI ADVISORY SERVICES INC,0.0032822161756883
"Violich Capital Management, Inc.",0.0010248048263545
"Vishria Bird Financial Group, LLC",0.00199899173107285
WEDBUSH SECURITIES INC,0.0016258125074623498
"Werlinich Asset Management, LLC",0.0082075018533248
"Westbourne Investment Advisors, Inc.",0.0091718472843767
"Whetstone Capital Advisors, LLC",0.0039522576289895
White Pine Investment CO,0.0024844063918681
ZEVIN ASSET MANAGEMENT LLC,0.0016088653257118
