,0
Clare Market Investments LLC,0.010469526162222166
Close Asset Management Ltd,0.0078362743839761
"Colorado Capital Management, Inc.",0.0026970020007367
"Community Bank & Trust, Waco, Texas",0.004069761539896066
Consolidated Investment Group LLC,0.0012790011290588
Cordatus Wealth Management LLC,
"Crossmark Global Holdings, Inc.",0.0017307506457645001
Dixon Mitchell Investment Counsel Inc.,0.001303350552936
E. Ohman J:or Asset Management AB,0.0036981591253216
EVERENCE CAPITAL MANAGEMENT INC,0.00224146867783515
"Eagle Capital Management, LLC",0.0020708834227842
"Endurance Wealth Management, Inc.",0.0034588138091123
Erste Asset Management GmbH,0.0017797565784754
Estabrook Capital Management,0.0045617551655343
FRONT BARNETT ASSOCIATES LLC,0.00217091091704355
Farmers & Merchants Trust Co of Chambersburg PA,0.0016421566791426998
"Financial Connections Group, Inc.",0.001252890288117
"First Fiduciary Investment Counsel, Inc.",0.0024052254949516
"Frisch Financial Group, Inc.",0.0025215168156181
GFI Investment Counsel Ltd.,0.0030206115997692
GROESBECK INVESTMENT MANAGEMENT CORP /NJ/,0.0011818312098821
Gifford Fong Associates,0.004767248781447701
"Glen Eagle Advisors, LLC",0.0019532561676098
"Global Financial Private Client, LLC",0.0043936990037677
Grandview Asset Management LLC,0.006588079766118
Grassi Investment Management,0.0024367426452916
Greenwich Wealth Management LLC,0.0038750099653062
Gulf International Bank (UK) Ltd,0.0030419355931456003
HALL LAURIE J TRUSTEE,0.0034685355550586
"HANTZ FINANCIAL SERVICES, INC.",0.0011985865155594
HBW Advisory Services LLC,0.0011564050080806
HENDLEY & CO INC,0.0031967297524017
HERITAGE INVESTORS MANAGEMENT CORP,0.0025901115924294
HUNTER ASSOCIATES INVESTMENT MANAGEMENT LLC,0.0028817619280127
Hanson & Doremus Investment Management,0.0011878464870443
Hayek Kallen Investment Management,0.0051227826382181495
Hemington Wealth Management,0.0066310674265086
Hudson Canyon Capital Management,0.002234070296264733
Ilmarinen Mutual Pension Insurance Co,0.0015116175787477
"Independent Solutions Wealth Management, LLC",0.0021452882723633
Intermede Investment Partners Ltd,0.0021020725175361
"Iyo Bank, Ltd.",0.0017631781322448332
JACOBS & CO/CA,0.0024666508832541663
JTC Employer Solutions Trustee Ltd,0.0016912332799662
Janney Montgomery Scott LLC,0.0017382129001949002
"Jarislowsky, Fraser Ltd",0.0013688709066715
King Wealth,0.00255882479117295
LATHROP INVESTMENT MANAGEMENT CORP,0.0017368623616489
LEDERER & ASSOCIATES INVESTMENT COUNSEL/CA,0.003437248496784567
LVM CAPITAL MANAGEMENT LTD/MI,0.0030029373012788
Lakehouse Capital Pty Ltd,0.0096854279546607
"Legacy Wealth Management, LLC / MS",0.00368577721900755
Lesa Sroufe & Co,0.0030987577423058
Lester Murray Antman dba SimplyRich,0.00312026838824
Lipe & Dalton,0.0053025148547047
Lumina Fund Management LLC,0.0010767170571651
MCDANIEL TERRY & CO,0.0043150869579399
MENLO ADVISORS LLC,0.001906179085051
MOUNT VERNON ASSOCIATES INC /MD/,0.0062120237817282
MSH Capital Advisors LLC,0.0024177045293084
"Mathes Company, Inc.",0.0037856332497094
Morton Capital Management LLC/CA,0.0021508725471049003
NEVILLE RODIE & SHAW INC,0.0044964466647265
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,0.0037275929304983664
NKCFO LLC,0.003288164379316033
NORTHSTAR ASSET MANAGEMENT INC,0.002851817711727
"New England Research & Management, Inc.",0.0010137393199552
"Nicollet Investment Management, Inc.",0.0049994354316358
"Norman Fields, Gottscho Capital Management, LLC",0.0047326848888194
"Old North State Wealth Management, LLC",0.0034359472120873
"PFS Partners, LLC",0.0012504072461872
PHILADELPHIA TRUST CO,0.0033906517331231
"PHYSICIANS FINANCIAL SERVICES, INC.",0.0033104302256314498
PROFESSIONAL ADVISORY SERVICES INC,0.0014311246627242
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,0.004436985145965467
Pensionfund Sabic,0.0022277179951109
"Plotkin Financial Advisors, LLC",0.0025455510501656
ROANOKE ASSET MANAGEMENT CORP/ NY,0.0011928055938076
ROWLAND & CO INVESTMENT COUNSEL/ADV,0.0011998320029172
"Reynders McVeigh Capital Management, LLC",0.0023996485176203002
"Riverview Capital Advisers, LLC",0.0064682975222342
S&CO INC,0.0023879309536551
SENTRY INVESTMENT MANAGEMENT LLC,0.003953481551093867
SHIKIAR ASSET MANAGEMENT INC,
SILVERLAKE WEALTH MANAGEMENT LLC,0.00338490622857555
SIT INVESTMENT ASSOCIATES INC,0.00163766137866935
SONATA CAPITAL GROUP INC,0.0020669387596422336
STONEBRIDGE CAPITAL MANAGEMENT INC,0.0034417221538895
STONERIDGE INVESTMENT PARTNERS LLC,0.0029255129655092
"Scott & Selber, Inc.",0.0020230238480706997
South Dakota Investment Council,0.0020754481767889335
Southland Equity Partners LLC,0.0067046593464567
"Sowa Financial Group, Inc.",0.0102467729169182
"State of Alaska, Department of Revenue",0.0026971554063571334
"Stephens Consulting, LLC",0.0013714334736829
Sutton Wealth Advisors Inc.,0.0036347203177990997
"TAGStone Capital, Inc.",0.005916012123277
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,0.0025589962122505665
THOMAS STORY & SON LLC,0.0023924883912894
"THOROUGHBRED FINANCIAL SERVICES, LLC",0.0035948674829307
TOWER BRIDGE ADVISORS,0.0032803405536655
TRAPHAGEN INVESTMENT ADVISORS LLC,0.0011625724830466
TRUST CO OF OKLAHOMA,0.0027252605998291496
"TSFG, LLC",0.00250786957437335
Te Ahumairangi Investment Management Ltd,0.00262673382486775
Thrivent Financial for Lutherans,0.0012877698512654
Tower View Investment Management & Research LLC,0.0016518996650590999
Treasurer of the State of North Carolina,0.002542147180284
"Ulland Investment Advisors, LLC",0.0041744443113675995
VALICENTI ADVISORY SERVICES INC,0.003806023531704134
VALLEY NATIONAL ADVISERS INC,0.002236109354352833
VAUGHAN DAVID INVESTMENTS LLC/IL,0.001081282308019
Vestcor Inc,0.00159386831827385
"Vigilant Capital Management, LLC",0.0026397563551874
"Violich Capital Management, Inc.",0.00486667274822505
"Vishria Bird Financial Group, LLC",0.004516237659033133
WADE G W & INC,0.0020757495755428664
WEDBUSH SECURITIES INC,0.0035623223790286
WEST PACES ADVISORS INC.,0.0013148347937454
WESTWOOD MANAGEMENT CORP /IL/,0.00708603621101495
WFA Asset Management Corp,0.0025238912403256
"Wallington Asset Management, LLC",0.0017938424612928333
"Wayfinding Financial, LLC",0.0055718506559292
"Werlinich Asset Management, LLC",0.0035990393044657
Wesleyan Assurance Society,0.0037773517674898997
"Westbourne Investment Advisors, Inc.",0.003994559005082533
"Whetstone Capital Advisors, LLC",0.0083092232246882
White Pine Investment CO,0.0010380687638659
ZEVIN ASSET MANAGEMENT LLC,0.0015082174965939
