ACCESSION_NUMBER	OTHERINCLUDEDMANAGERSCOUNT	TABLEENTRYTOTAL	TABLEVALUETOTAL	ISCONFIDENTIALOMITTED
0001580642-24-001265	0	801	737070879	
0002013334-24-000004	0	16	379505361	N
0001809187-24-000003	0	44	783269	N
0001815355-24-000008	0	736	485709034	N
0002013334-24-000003	0	14	411697642	N
0001213900-24-018271	0	9	101419395	
0001977290-24-000001	0	196	1605203734	N
0001761961-24-000006	0	250	224775110	N
0001761961-24-000003	0	223	195070504	N
0001761961-24-000001	0	235	200361952	N
0001761961-24-000007	0	240	256126990	N
0001761961-24-000005	0	261	208944360	N
0001761961-24-000004	0	287	203658796	N
0001761961-24-000002	0	228	194557389	N
0001966040-24-000001	0	126	287920909	N
0001104659-24-028769	3	3047	24267415379	
0002008648-24-000001	0	53	127657740	N
0002013339-24-000001	0	122	117147990	N
0001398344-24-004748	0	814	7840373097	
0001019231-24-000008	0	45	242511	N
0001908938-24-000001	0	602	953084598	N
0001986389-24-000001	0	125	174705931	N
0002013334-24-000001	0	1	411697642	N
0001766561-24-000001	0	40	87044	N
0001062993-24-004514	0	61	110030946	N
0001085146-24-001543	0	239	1025572983	N
0001085146-24-001542	0	66	168035278	N
0001951757-24-000257	0	32	187325520	N
0000891943-24-000002	0	774	1316248000	N
0001765380-24-000157	0	448	976821492	
0001754960-24-000101	0	114	358975635	N
0001533964-24-000004	3	1537	1263614	N
0001085146-24-001541	0	661	1768999724	N
0001536592-24-000004	0	102	2397930341	N
0000714142-24-000001	23	3659	10711050	N
0001727783-24-000002	0	276	44740	N
0001012975-24-000112	0	101	4479991736	N
0001104659-24-027067	1	6	2130266965	
0001104659-24-027066	1	8	3202964100	
0001104659-24-027060	1	8	2535026429	
0001104659-24-027058	1	10	1618720142	
0001104659-24-027055	1	10	1522957959	
0001104659-24-027054	1	9	2828457655	
0001104659-24-027053	1	11	3168711422	
0001104659-24-027048	1	1	8433000	
0001771673-24-000003	0	9	79255900	N
0001172661-24-001668	0	56	241028609	
0001656537-24-000002	0	43	162113711	N
0000764611-24-000001	0	67	540887711	N
0000900169-24-000001	0	41	487728	N
0001518235-24-000002	0	52	2111105695	N
0000909012-24-000042	0	87	818961077	N
0000909012-24-000040	0	87	818961077	N
0001364725-24-000002	0	151	642067735	N
0001591379-24-000002	0	311	819952288	
0001563525-24-000001	0	701	2162861571	N
0001843275-24-000003	0	97	167628128	N
0001995674-24-000003	0	22	194869815	N
0001214659-24-003363	0	486	463515175	
0001869164-24-000002	0	132	110770317	N
0001214659-24-003364	0	547	616133196	
0001214659-24-003365	0	572	615027099	
0002011335-24-000002	0	36	549070751	N
0001105863-24-000001	0	173	618114925	N
0001104659-24-026494	0	198	342804671	
0001941040-24-000150	0	120	470000757	
0001172661-24-001666	0	52	111087812	
0001999898-24-000002	0	68	116772285	N
0001633903-24-000003	0	25	380054364	N
0002012065-24-000001	0	53	169026736	
