ACCESSION_NUMBER	OTHERINCLUDEDMANAGERSCOUNT	TABLEENTRYTOTAL	TABLEVALUETOTAL	ISCONFIDENTIALOMITTED
0001104659-22-092245	0	2	84995	
0001754960-22-000232	0	39	34226	N
0001907054-22-000003	0	173	142742	N
0001420506-22-001810	0	46	417413	N
0001737088-22-000012	0	763	125732	N
0001172661-22-002026	0	1641	4210833	
0001493152-22-023311	0	54	229273	
0001567619-22-016397	6	2327	29033306	N
0001104659-22-092131	0	15	384119	
0001808748-22-000003	0	83	211787	N
0001741129-22-000007	0	51	194659	N
0001700286-22-000009	0	35	288418	N
0001420506-22-001809	0	467	1116049	N
0000902584-22-000008	1	480	1024250	N
0001801241-22-000007	0	319	148766	N
0001665518-22-000003	0	115	224734	N
0001214659-22-010320	1	13	104861	
0001420506-22-001805	0	35	378634604	N
0001420506-22-001803	0	61	46387	N
0001606587-22-001816	0	184	169737	N
0001608046-22-000006	0	530	48514435	N
0001067926-22-000005	0	43	1662	N
0001172661-22-002025	0	2886	105099655	
0001042063-22-000006	0	35	325144	N
0001420506-22-001801	0	1130	2193308	N
0000950123-22-009596	11	5111	89069000	N
0001892688-22-000066	0	15	479748	N
0001830942-22-000003	0	58	143111	N
0000921895-22-002483	0	1	10946	
0001137429-22-000003	3	214	255245	N
0001172661-22-002024	0	466	2905676	
0001085146-22-003154	0	664	23875619	N
0001085146-22-003155	0	669	23617411	N
0001085146-22-003153	0	666	25943311	N
0001085146-22-003152	0	649	21750825	N
0001080628-22-000006	0	815	5812451	
0001894206-22-000003	0	23	149601	N
0000950123-22-009592	0	112	280634	N
0001667731-22-000315	0	271	442341	
0001801145-22-000008	0	132	113557	N
0001940660-22-000001	0	51	72268	N
0001527641-22-000003	0	327	4380251	N
0000884548-22-000004	0	160	794418	N
0001309148-22-000008	0	402	701810	N
0001085146-22-003151	0	48	242455	N
0001047859-22-000003	0	11	51206	N
0001928999-22-000004	0	1487	150100	N
0001845199-22-000004	0	396	126613	N
0001138486-22-000005	0	476	710124	N
0001513227-22-000004	0	41	47896	N
0001062993-22-018088	0	692	691854	N
0001845688-22-000003	0	206	653559	N
0001749585-22-000004	0	8	95563	N
0000905729-22-000180	0	397	93480	
0001749585-22-000003	0	7	120307	N
0001749585-22-000002	0	7	138243	N
0001398344-22-015761	0	9601	129764	
0001420506-22-001799	0	653	1642978	N
0001632253-22-000004	0	58	178348	N
0001771673-22-000005	0	14	198471	N
0001420506-22-001798	0	26	706009	N
0000950123-22-009585	0	78	9586461	N
0001084683-22-000007	0	92	629170	N
0000950123-22-009579	5	3933	37543464	N
0001633674-22-000003	0	533	146965	N
0001683689-22-000004	0	14	142357	N
0001580642-22-004123	0	123	539114	
0000950123-22-009571	1	79	805910	N
0001398344-22-015746	0	923	402574	
0001597823-22-000005	0	155	560930	N
0000950123-22-009569	0	754	1148592	N
0001566887-22-000006	0	32	118933	N
0001398344-22-015743	0	702	171505	
0001080171-22-000006	0	692	5580856	N
0001730754-22-000003	0	53	124196	N
0001085146-22-003150	0	1917	39120372	N
0001809187-22-000003	0	39	1149	N
0001178913-22-003131	0	4	94912	
0000950123-22-009561	0	286	5885716	N
0001340807-22-000010	0	37	2734597	N
0001567619-22-016329	0	1	0	N
0001709323-22-000004	0	6	1873698	N
0001213900-22-048269	0	85	209343	
0001332632-22-000008	0	158	3586080	N
0001085146-22-003144	0	66	125146	N
0001737088-22-000011	0	831	139321	N
0001595888-22-000021	5	11659	235965816	N
0000950123-22-009562	1	620	1722605	N
0001106832-22-000004	0	306	1868604	N
0001178913-22-003123	2	57	669329	
0001095449-22-000091	0	328	142368	N
0001449434-22-000019	3	262	14164069	N
0001740842-22-000003	0	64	38488	N
0001699092-22-000004	0	10	155104	N
0001104659-22-091500	0	57	123035	
0001732371-22-000002	0	28	12952	N
0001085146-22-003148	0	5	236705	N
0001095449-22-000090	0	158	123331	N
0001730083-22-000005	1	22	23811	N
0001667553-22-000008	0	70	139087	N
0000950123-22-009551	3	553	3829355	N
0001569638-22-000002	1	439	987574	N
0001398344-22-015685	0	96	160262	
0001626116-22-000012	4	1501	6502717	N
0001832237-22-000004	0	99	662962	N
0001858353-22-000006	0	16	476014	N
0001606587-22-001814	0	17	387329	N
0001420506-22-001795	0	33	771478	N
0001103887-22-000005	0	56	1232918	
0001434165-22-000006	0	981	590215107	N
0001420506-22-001783	0	1	2791	N
0001642274-22-000004	0	28	101666	N
0001074272-22-000006	0	1185	2284427	N
0001085146-22-003147	0	984	6245973	
0001932342-22-000002	0	120	210203	N
0001791965-22-000002	1	846	2090547	N
0001303159-22-000003	0	58	3620153	N
0001609251-22-000004	0	14	302495	N
0001665590-22-000003	0	46	246948	N
0001859677-22-000006	0	101	134871	N
0001085146-22-003146	0	21	494745	N
0001686242-22-000002	0	155	434230	N
0001904323-22-000003	0	95	92189	N
0001095449-22-000089	0	41	172845	N
0001420506-22-001796	0	306	404178	N
0001911348-22-000003	0	19	77609	N
0001085146-22-003145	0	17	1780286	N
0001062993-22-018070	0	6198	13779896	N
0001178913-22-003129	0	5	97136	
0001844830-22-000003	0	14	102529	N
0001727783-22-000005	0	391	74834	N
0001420506-22-001794	0	11	199934	N
0001420506-22-001787	0	17	443560	N
0001133521-22-000009	0	40	1165716	
0001592613-22-000003	0	319	430587	N
0001214659-22-010253	0	98	173135	
0001904677-22-000003	0	63	72380	N
0000950123-22-009539	12	5111	89069000	N
0001564702-22-000007	0	927	1133943	N
0001067926-22-000004	0	43	1662	N
0000902664-22-003992	0	23	5103240	
0001131181-22-000004	0	89	362790	N
0001725297-22-000005	0	189	373453	N
0001172661-22-002023	0	2776	83495222	
0001904326-22-000004	0	126	84637	N
0001908904-22-000003	0	170	110712	Y
0001104659-22-091415	0	43	179499	
0001405086-22-000249	1	29	633863	N
0001904388-22-000003	0	50	143270	N
0001548997-22-000004	2	4	134267	N
0001849561-22-000003	0	168	252428	N
0001600136-22-000006	0	141	773919	N
0000950123-22-009535	0	2	610505	N
0001398344-22-015682	0	215	234150	
0001420506-22-001781	0	226	108211	N
0001731530-22-000007	0	26	256009	N
0001512404-22-000007	0	99	81501	N
0000950123-22-009533	5	11	670744	N
0001793399-22-000003	0	52	91011000	N
0001871000-22-000004	0	0	0	N
0001085146-22-003143	0	49	236754	N
0001493152-22-023023	1	15	207272	
0001892688-22-000065	0	33	351592	N
0001512805-22-000006	2	1106	3581886	N
0001398344-22-015680	0	189	231440	
0001104659-22-091393	0	124	1994187	
0001398344-22-015679	0	170	1799988	
0001730859-22-000007	0	9	2111873	N
0001512404-22-000006	0	66	155162	N
0001398344-22-015678	0	58	151072	
0001567619-22-016278	0	25	3484314	N
0001420506-22-001780	0	118	26807	N
0001730859-22-000006	1	14	12584750	N
0001420506-22-001779	0	8	97836	N
0001909393-22-000006	0	90	299724	N
0001172661-22-002019	3	140	1286131	
0001512404-22-000005	0	121	230250	N
0001420506-22-001777	0	17	606344	N
0001085146-22-003142	0	62	1261399	N
0001606587-22-001813	0	1	11538	N
0000950123-22-009519	0	0	104586	N
0001606587-22-001812	0	268	227605	N
0001512404-22-000004	0	64	234827	N
0001932342-22-000001	0	118	147048	N
0001418812-22-000053	1	16	6274883	N
0000950123-22-009518	2	14	1131802	N
0001104659-22-091370	0	22	324752	
0001567619-22-016272	0	13	507448	N
0001531879-22-000007	1	2	8188	N
0001567619-22-016271	1	1866	2715121	N
0001567619-22-016270	1	4333	16354077	N
0001592178-22-000003	0	30	111976	N
0001567619-22-016269	1	47	472511	N
0001567619-22-016268	0	6	223608	N
0001567619-22-016267	0	6	63634	N
0000897070-22-000008	0	92	703714	N
0001567619-22-016266	0	1378	23701540	N
0001567619-22-016264	0	5	64708	N
0000919574-22-005106	1	11	884461	
0001172661-22-002016	2	53	1484116	
0001632118-22-000004	0	30	161708	N
0000934999-22-000003	0	233	7090944	N
0001306923-22-000015	0	33	1147302	N
0001172661-22-002015	0	1	155434	
0001880666-22-000005	0	47	119804	N
0001398344-22-015667	0	57	201709	
0001420506-22-001773	0	30	381702	N
0000921895-22-002474	0	6	19744	Y
0001694080-22-000003	0	888	1510429	N
0001062993-22-018012	0	18	526765	N
0001901865-22-000008	0	43	148644	N
0001214659-22-010232	0	64	130508	
0000093751-22-000593	10	4947	1668874300	N
0001172661-22-002014	0	19	1316112	
0001567619-22-016261	0	15	2760065	N
0001104659-22-091344	0	6	301558	
0001567619-22-016260	2	42	8672992	N
0001398344-22-015666	0	819	2468456	
0001567619-22-016259	0	11	993487	N
0001531879-22-000005	3	53	667181	N
0001493152-22-022980	0	21	741280	
0001420506-22-001768	0	11	525502	N
0001398344-22-015665	0	4	322732	
0001754960-22-000231	0	203	500483	N
0001567619-22-016257	0	32	542776	N
0001567619-22-016258	0	9	1343817	N
0001104659-22-091338	0	27	436929	
0001104659-22-091328	0	156	1815153	
0001104659-22-091331	0	88	3750533	
0001104659-22-091337	0	5	939396	
0001104659-22-091321	0	2	76709	
0001104659-22-091330	0	80	2621402	
0001104659-22-091336	0	63	2668335	
0001104659-22-091335	2	0	0	Y
0001104659-22-091319	4	6343	85300866	
0001104659-22-091320	0	11	1533773	
0001104659-22-091332	0	41	175205	
0001104659-22-091323	0	6	103006	
0001104659-22-091334	0	71	2618868	
0001104659-22-091318	0	18	308584	
0001104659-22-091333	1	124	4310638	
0001104659-22-091327	0	8	53023	
0001104659-22-091322	0	7	646309	
0001104659-22-091326	0	8	77616	
0001104659-22-091325	0	12	1456686	
0001104659-22-091329	0	20	197891	
0001104659-22-091324	0	20	244669	
0001632368-22-000004	0	53	197223	N
0001567619-22-016256	0	119	108771	N
0001104186-22-000005	0	64	2138964	N
0001786767-22-000004	0	9	2214356	N
0001754001-22-000006	0	5	40740	N
0001880562-22-000007	0	302	726119	N
0000921895-22-002473	0	8	1760604	
0001398344-22-015663	0	317	660977	
0001568787-22-000004	5	308	1092794	N
0001849753-22-000006	0	11	1562564	N
0001420506-22-001766	0	26	706009	N
0001315863-22-000593	0	2	43205	N
0001085146-22-003139	0	208	1362226	N
0001567619-22-016247	0	0	0	N
0001567619-22-016246	2	28	745688	N
0001315863-22-000592	0	3	7079	N
0001398344-22-015662	0	18	236105	
0001085146-22-003138	2	1506	4436088	N
0001398344-22-015661	0	1104	3113470	
0001567619-22-016245	5	816	5151234	N
0001315863-22-000591	0	3	12378	N
0001085146-22-003137	3	2475	44248750	N
0001567619-22-016243	0	5	2636518	N
0001420506-22-001763	0	1103	1218873	N
0001085146-22-003136	0	0	0	N
0001315863-22-000590	0	0	0	N
0001172661-22-002012	0	20	4412443	
0001085146-22-003135	0	596	904355	N
0001742654-22-000004	0	12	175900	N
0001567619-22-016240	1	1	23898	Y
0001315863-22-000589	0	0	0	N
0001040463-22-000005	0	22	83324	N
0000902664-22-003989	0	14	222222	
0000919574-22-005100	2	210	2418368	
0001085146-22-003134	0	16	173462	N
0000902664-22-003988	0	3	302913	
0001567619-22-016239	0	8	1484239	N
0001172661-22-002011	0	95	3930779	
0001539497-22-001439	7	20	20857602	Y
0001567619-22-016238	1	32	2027785	N
0001567619-22-016237	0	8	1498666	N
0001085146-22-003133	2	185	5922770	N
0001567619-22-016236	0	553	2015844	N
0000902664-22-003987	0	70	575238	
0001315863-22-000588	0	0	0	N
0001085146-22-003132	0	0	0	N
0001172661-22-002010	0	20	2212920	
0001777141-22-000006	0	47	181797	N
0001567619-22-016235	0	12	66714	Y
0001567619-22-016234	0	3	10904	N
0001315863-22-000587	0	3	34221	N
0001085146-22-003131	0	12	887691	N
0001165002-22-000094	3	448	9169988	N
0000902664-22-003986	0	10	420538	
0001104659-22-091299	1	10	3304200	
0000902664-22-003985	0	14	1066360	
0001567619-22-016233	0	542	1029280	N
0001567619-22-016232	0	28	287865	N
0001104659-22-091295	0	6	711185	
0000950123-22-009504	1	1	0	N
0001085146-22-003130	0	58	4224808	N
0001172661-22-002009	1	2807	17978606	
0001831942-22-000006	0	24	472974	N
0000950123-22-009501	9	260	30053524	N
0001606587-22-001806	0	235	207745039	N
0001567619-22-016231	0	176	8511246	N
0000902664-22-003984	0	1	0	Y
0001214659-22-010224	0	70	1768501	
0001214659-22-010225	0	9	788220	
0001315863-22-000586	0	11	512578	N
0001493152-22-022950	0	33	245168	
0001398344-22-015659	0	29	46696	
0001567619-22-016230	0	9	349458	N
0001315863-22-000585	0	17	27924	N
0001363829-22-000174	1	14	379683	N
0001567619-22-016229	0	1261	13963076	N
0001172661-22-002008	0	23	2912966	
0001879202-22-000019	1	21	343250	
0001911807-22-000010	1	208	1480008	N
0001315863-22-000584	0	24	48756	N
0001103882-22-000006	5	1348	2842863	N
0001567619-22-016228	0	23	496275	N
0001567619-22-016227	0	9	351225	N
0001172661-22-002007	0	7	7462417	
0001012975-22-000370	0	5	939	N
0001012975-22-000369	7	14	5402472	N
0001315863-22-000583	0	1	10169	N
0001567619-22-016226	1	10	392362	N
0001567619-22-016225	0	191	2586023	N
0001104659-22-091286	0	117	17626987	
0001398344-22-015656	0	12	5190524	
0001085146-22-003129	0	27	329167	N
0001172661-22-002006	0	76	314110	
0001776090-22-000005	0	14	715856	N
0001315863-22-000582	0	21	650203	N
0001879202-22-000018	0	29	630918	
0001567619-22-016222	7	4239	39327498	N
0001085146-22-003128	0	0	0	N
0001085146-22-003127	4	3841	23597697	N
0001567619-22-016220	0	11	237754	N
0001567619-22-016219	0	41	108020	N
0001843019-22-000004	0	39	338705	N
0001085146-22-003126	0	0	0	N
0000950159-22-000199	1	127	4848381	
0001085146-22-003125	0	0	0	N
0001567619-22-016216	1	231	6747842	N
0001591986-22-000017	0	13	293036	N
0001420506-22-001754	0	452	357247	N
0001085146-22-003124	0	0	0	N
0001811739-22-000006	0	127	252613	N
0001567619-22-016215	0	11	80523	N
0001777813-22-000006	0	42	2690954	N
0001532155-22-000114	2	3281	218942639	N
0001172661-22-002005	0	16	1144730	
0001766357-22-000004	0	32	164909	N
0001616034-22-000001	0	542	914324	N
0001567619-22-016213	0	23	999825	N
0001315863-22-000580	1	113	100070	N
0000919574-22-005098	1	15	1208917	
0001076809-22-000132	0	727	4022221	
0001012975-22-000365	0	111	3192812	N
0001879202-22-000017	0	11	69736	
0001567619-22-016210	0	13	1014041	N
0001315863-22-000579	0	9	91658	N
0001103804-22-000004	0	82	21862785	N
0001420506-22-001751	0	745	537038	N
0001567619-22-016209	3	58	12576196	N
0001172661-22-002004	0	506	2857958	
0001567619-22-016208	0	13	94627	N
0000921895-22-002471	3	11	420968	Y
0001879202-22-000016	0	48	254781	
0001012975-22-000364	0	14	568845	N
0001315863-22-000578	0	154	478672	N
0000921895-22-002470	1	79	2070617	
0001546172-22-000008	0	45	123276	N
0001420506-22-001750	0	88	455927	N
0001567619-22-016207	0	5	497778	N
0001567619-22-016206	0	53	40816837	N
0001172661-22-002003	0	22	86813	
0001750183-22-000007	0	33	1293254	N
0001166309-22-000006	0	43	443623	N
0001104659-22-091264	4	809	755415	N
0001104659-22-091260	0	20	17683289	
0001398344-22-015652	0	33	1832149	
0001050464-22-000005	0	58	1363514	N
0000950123-22-009489	0	76	1578912	N
0001315863-22-000577	0	26	164681	N
0000950123-22-009487	0	27	14304695	N
0001387322-22-000009	0	35	1748830	
0000902664-22-003983	0	10	372647	
0000950123-22-009482	0	7	302508	N
0000950123-22-009480	0	20	97587	N
0001567619-22-016204	0	48	2429512	N
0001172661-22-002002	0	789	16557305	
0000950123-22-009476	8	18	1549470	N
0000950123-22-009473	3	7	277825	Y
0001172661-22-002001	0	1	1224720	
0001754960-22-000230	0	201	667504	N
0001874761-22-000006	0	12	5989	N
0001315863-22-000576	0	43	241300	N
0001580642-22-004115	0	2412	60706322	
0001387322-22-000008	0	34	3367180	
0001541617-22-000019	0	16	4377234	N
0001590144-22-000023	0	203	1721845	N
0001387131-22-008789	0	17	937334	
0001524493-22-000008	0	10	430107	N
0001567619-22-016203	0	11	184371	N
0001567619-22-016202	0	41	90056	N
0001645721-22-000011	0	31	308826	N
0001817681-22-000004	0	2	717479	N
0001315863-22-000575	0	0	0	N
0001308555-22-000004	0	26	116856	
0001697868-22-000004	0	10	2236324	N
0001172661-22-002000	0	22	1276303	
0001783139-22-000005	0	170	1080771	N
0001315863-22-000574	0	24	511291	N
0000950123-22-009469	0	7	349810	N
0000950123-22-009465	0	5	312658	N
0000950123-22-009466	0	8	531130	N
0000950123-22-009464	0	4	178136	N
0000950123-22-009467	2	563	21413699	N
0001172661-22-001998	1	145	5518815	
0000919574-22-005095	0	12	348973	
0000902664-22-003982	0	1	1092688	
0001420506-22-001747	0	16	16070	N
0001892688-22-000064	0	18	83256	N
0001567619-22-016199	0	3	65940	N
0001560207-22-000005	0	19	385051	
0001315863-22-000573	0	42	1966821	N
0000902664-22-003981	0	19	403432	
0000902664-22-003980	0	10	895387	
0001172661-22-001995	1	27	5809010	
0000919574-22-005094	0	44	11575351	
0001540531-22-000007	0	22	1173724	N
0001257391-22-000006	0	913	3242952	N
0001012975-22-000360	0	23	93577	N
0001085146-22-003123	0	64	55725	N
0001315863-22-000572	0	20	90969	N
0001420506-22-001745	0	1	188241	N
0001172661-22-001993	2	35	416964	
0001519924-22-000018	0	145	1651729	N
0001562453-22-000005	0	6	64798	
0001172661-22-001991	0	17	116454	
0001012975-22-000359	3	50	2129909	N
0001283072-22-000003	5	4155	12667992	N
0001085146-22-003122	0	28	69769	N
0001567619-22-016197	0	120	598848	N
0001172661-22-001989	0	156	1124087	
0001397290-22-000004	0	192	506011	N
0001172661-22-001988	1	17	3824669	
0001567619-22-016196	0	2	4715	N
0001085146-22-003121	0	1	0	N
0000902664-22-003977	2	10	3267546	
0001172661-22-001987	1	32	253376	
0001688382-22-000016	0	114	633370	
0001012975-22-000358	0	10	117575	N
0001104659-22-091231	0	28	554068	
0001904897-22-000004	0	8	350807	N
0001085146-22-003120	0	2469	10304567	N
0001172661-22-001986	0	32	337512	
0000902664-22-003976	0	22	1147661	
0000919574-22-005093	0	248	605098	
0001062993-22-017986	0	1106	8570814	N
0000909012-22-000104	0	53	155292	N
0001315863-22-000571	0	66	224368	N
0001316580-22-000005	0	120	2289294	N
0001012975-22-000357	4	44	3525310	N
0001172661-22-001984	1	26	2856724	
0000902664-22-003974	0	30	10609466	
0001085146-22-003119	0	23	476522	N
0001172661-22-001983	0	26	1594090	
0001172661-22-001982	0	325	8739495	
0001172661-22-001981	0	28	401167	
0001493152-22-022886	0	0	0	Y
0001567619-22-016193	0	29	685469	N
0001493152-22-022889	0	33	454831	
0001493152-22-022885	0	5	60418	
0001493152-22-022888	0	380	145336	
0001493152-22-022883	0	0	0	Y
