ACCESSION_NUMBER	OTHERINCLUDEDMANAGERSCOUNT	TABLEENTRYTOTAL	TABLEVALUETOTAL	ISCONFIDENTIALOMITTED
0001104659-21-076151	0	2	206029	
0001104659-21-076148	0	6	74157	
0001104659-21-076145	0	5	1249344	
0001213900-21-030595	0	2	747964	
0001281761-21-000047	1	1566	11040041	N
0001062993-21-005275	0	689	694990	N
0001716485-21-000007	0	8	106517	N
0001456114-21-000004	0	809	1396547	N
0001628280-21-011420	0	68	2860717	N
0001633901-21-000007	0	133	26558370	N
0001834499-21-000005	0	85	126609	N
0001085146-21-001825	0	94	156008	
0001085146-21-001824	0	93	156289	
0000883933-21-000013	0	111089	26	N
0001777813-21-000006	0	53	4433012	N
0001062993-21-005116	0	502	307597	N
0001765893-21-000002	0	0	0	N
0000950123-21-007401	1	2	3937825	N
0001585047-21-000002	0	181	551227	N
0001787274-21-000003	0	533129	478	N
0001767841-21-000002	0	142	337346	N
0001172661-21-001378	3	526	1387178	
0001085146-21-001822	0	137	104935	N
0001085146-21-001821	0	47	154624	N
0001085146-21-001820	0	97	161364	N
0001085146-21-001819	0	74	131209	N
0001567619-21-011331	13	3238	77083112	N
0001062993-21-005086	0	424	507670	N
0001831003-21-000002	0	319	288422	N
0001606587-21-000749	0	6	8619	N
0000902664-21-002941	0	114	1683005	
0001567619-21-011237	0	18	832006	N
0001595082-21-000041	0	1	64317	N
0001567619-21-011234	0	3	132877	N
0001567619-21-011233	0	5	254956	N
0001567619-21-011231	0	4	462803	N
0001613331-21-000002	0	139	711844	N
0000921895-21-001505	2	18	254406	
0001315863-21-000482	0	5	295228	N
0001437749-21-013467	5	157	286692	N
0001437749-21-013425	2	549	285582	N
0001053292-21-000007	0	46	203502	N
0001633037-21-000002	0	514	977908795	N
0001378559-21-000003	0	46	117570	N
0001606587-21-000746	0	6	65786	N
0001667731-21-000178	0	14	235896	
0001667731-21-000177	0	137	2958044	
0001044797-21-000004	1	88	3408586	N
0001567619-21-011158	0	221	1008736	N
0000860828-21-000002	0	239	3053729	N
0001567619-21-011156	0	85	626932	N
0001172661-21-001377	0	12	72928	
0001085146-21-001817	0	344	403313	N
0001085146-21-001816	0	78	316422	N
0000936938-21-000002	0	129	140828	N
0000909012-21-000087	0	15	471791	N
0001849614-21-000003	0	357	392183	N
0001531612-21-000023	0	120	697640	
0001282189-21-000002	0	30	176583	N
0001863894-21-000001	0	179	95037	N
0001691982-21-000006	0	1	4704	N
0001613939-21-000004	0	970	1135565	N
0001613939-21-000003	0	901	1083187	N
0001791965-21-000003	1	953	1726090	N
0001573876-21-000004	33	2816	2691849	
0001764968-21-000002	0	114	214076	N
0001792851-21-000003	0	277	66185	N
0001841433-21-000030	0	65	257112	
0001841433-21-000029	0	51	238321	
0001841433-21-000028	0	49	192345	
0001841433-21-000027	0	51	251461	
0001841433-21-000026	0	50	236163	
0001841433-21-000025	0	48	230946	
0001841433-21-000024	0	47	224598	
0001841433-21-000023	0	44	202169	
0001841433-21-000022	0	47	258744	
0001841433-21-000021	0	44	267724	
0001841433-21-000020	0	44	285152	
0001841433-21-000019	0	39	294506	
0001841433-21-000018	0	36	283447	
0001841433-21-000017	0	36	278010	
0001841433-21-000016	0	36	271587	
0001841433-21-000015	0	36	257587	
0001841433-21-000014	0	35	243058	
0001841433-21-000013	0	35	218030	
0001841433-21-000012	0	34	194777	
0001841433-21-000011	0	31	175148	
0001841433-21-000010	0	31	158982	
0001841433-21-000009	0	33	167075	
0001841433-21-000008	0	32	155048	
0001841433-21-000007	0	32	144137	
0000944361-21-000005	0	166	2117436	N
0001841433-21-000006	0	32	144137	
0001841433-21-000005	0	33	148398	
0001841433-21-000004	0	32	143517	
0001841433-21-000003	0	32	141097	
0001616328-21-000002	0	260	865139	N
0001720777-21-000002	0	190	250619	N
0001802437-21-000005	0	1	375	N
0001126328-21-000154	4	36	378657	
0001768041-21-000005	0	14	918635	N
0001085146-21-001814	0	75	135369	N
0001104659-21-070882	1	655	10192094	N
0001568787-21-000003	0	174	1012252	N
0001613939-21-000002	0	970	1135565	N
0001858740-21-000002	0	2972	3758973	N
0001567619-21-010963	0	24	954545	N
0000950123-21-007263	1	3	6962	N
0000950123-21-007261	1	16138	407634321	N
0001104659-21-070456	0	20	221347	
0001691982-21-000005	0	1	15645	N
0001714678-21-000003	0	128	144789	
0001819919-21-000002	0	158	217750	N
0001420506-21-000807	0	9	238596	N
0001172661-21-001374	2	2	65551	
0001566887-21-000008	0	138	911278	N
0001104659-21-070352	0	2	411131	
0001754960-21-000098	0	250	412731	N
0001080628-21-000004	0	755	4760362	
0001214659-21-005793	0	47	162836	
0001665518-21-000002	0	116	233383	N
0001172661-21-001373	0	16	524910	
0001853019-21-000002	0	91	233253	N
0001732687-21-000004	0	101	142403410	
0001172661-21-001372	0	295	2290193	
0001863523-21-000001	0	89	710956	N
0001754960-21-000097	0	22	123093	N
0001785445-21-000006	0	165	117991	N
0001821984-21-000002	0	725	528480	N
0001085146-21-001813	0	26	115251	N
0001785445-21-000004	0	295	528464	N
0001085146-21-001812	0	156	197174	N
0001420506-21-000805	0	17	159903	N
0001754960-21-000096	0	46	121487	N
0001859606-21-000008	3	209	61779127	N
0001630243-21-000008	0	1	67500	
0001062993-21-004880	0	298	317573	N
0001792851-21-000002	0	260	70963	N
0001085146-21-001811	0	71	415043	N
0000947871-21-000620	2	933	6088594	
0001606587-21-000742	0	172	460827	N
0001415345-21-000003	1	59	856928	N
0001398344-21-011097	0	2220	122833	
0000950123-21-007183	8	498	47553817	N
0001214659-21-005717	0	58	156368	
0001831263-21-000006	0	139	168165	N
0001732988-21-000005	0	32	2221413	N
0001533964-21-000004	3	1543	1412392	N
0001862145-21-000002	0	127	493664	
0001862145-21-000001	0	82	418332	
0001732687-21-000003	0	101	142403410	N
0001831263-21-000005	0	104	126440	N
0001831263-21-000004	0	92	104900	N
0001843867-21-000006	0	78	213711	N
0001831263-21-000003	0	116	115008	N
0001831263-21-000002	0	78	140755	N
0001843867-21-000004	0	58	139199	N
0000714142-21-000002	21	2332	10717210	N
0001420506-21-000803	0	27	388496	N
0001567619-21-010690	2	395	40566474	N
0001567619-21-010689	1	1052	4928269	N
0000949509-21-000015	2	185	7183308	N
0000949509-21-000014	2	185	7178607	N
0001567619-21-010662	0	30	549628	N
0001764754-21-000001	0	2779	2491680	N
0001642274-21-000003	0	23	142301	N
0000905718-21-000710	0	10	323250	
0001493152-21-012163	0	39	37689	
0001846677-21-000004	0	21	116887	N
0001493152-21-012152	1	8	3486713	
0000902664-21-002832	0	1	54000	
0001621225-21-000004	0	234	955854	N
0001456227-21-000003	0	398	2457400	
0001845743-21-000003	0	165	261924	N
0001845743-21-000002	0	134	107448	N
0001172661-21-001371	0	210	3719755	
0001420506-21-000802	0	101	1200458	N
0001717479-21-000005	0	244	526699	N
0001750557-21-000004	0	448	363015	N
0001621855-21-000005	0	32	969635	
0001802984-21-000004	0	316	950600	N
0001540866-21-000003	0	10	473281	N
0001849518-21-000002	0	95	105494	N
0001567619-21-010595	0	40	136856	N
0001861244-21-000016	0	8	712252	N
0001861244-21-000015	0	7	586079	N
0001861244-21-000014	0	7	497924	N
0001830922-21-000002	0	72	117835	N
0001861244-21-000013	0	7	391696	N
0001861244-21-000012	0	6	313837	N
0001861244-21-000011	0	7	227572	N
0001861244-21-000010	0	7	808811	N
0001861244-21-000009	0	9	957444	N
0001861244-21-000008	0	11	1179245	N
0001845199-21-000002	0	445	145595	N
0001861244-21-000005	0	7	613664	N
0001861244-21-000004	0	9	742455	N
0001861244-21-000003	0	11	1025017	N
0001831187-21-000003	0	155	238921	N
0000919574-21-003778	0	55	4169797	
0000949509-21-000013	2	8	483612	
0001172661-21-001370	0	118	1454282	
0001104659-21-068586	0	829	1390349	
0001398344-21-011013	1	2563	18552150	
0001822534-21-000002	0	0	0	N
0001822534-21-000001	0	12	193674	N
0001085146-21-001809	0	10	271579	N
0001398344-21-011010	0	238	1665117	
0001420506-21-000800	0	270	413152	N
0001178913-21-001779	3	367	4455173	
0001420506-21-000799	0	109	285627	N
0001761269-21-000004	0	33	105812	N
0001085146-21-001807	0	70	118828	
0001095449-21-000049	0	220	162351	N
0001567619-21-010580	0	38	27531132	N
0001214659-21-005633	0	16	111921	
0001750405-21-000002	0	828	176969	N
0001513137-21-000003	0	8	240995	N
0001846532-21-000006	0	146	159435	N
0001848704-21-000001	0	131	182013	N
0000938165-21-000007	0	2236	1156568735	N
0001849055-21-000002	0	110	129124	N
0001843527-21-000004	0	29	344466	N
0000949509-21-000011	2	177	6697679	N
0001085146-21-001808	0	31	876346	N
0001085146-21-001806	0	25	3870657	N
0001846532-21-000014	0	136	119441	N
0001104659-21-068346	0	44	542203	N
0001665590-21-000003	0	34	313223	N
0001846532-21-000008	0	129	149447	N
0001609251-21-000004	0	12	288899	N
0001756485-21-000002	0	66	254672	N
0001767868-21-000003	0	197	292909	N
0001420506-21-000796	1	91	183333	N
0001172661-21-001369	0	128	459042	
0001846532-21-000017	0	141	100765	N
0001081019-21-000006	0	3105	75691420	N
0001844424-21-000003	0	54	142181	N
0000950123-21-007129	0	6	5869987	N
0001844567-21-000002	0	28	216677	N
0001840561-21-000003	0	45	78840	N
0001214659-21-005646	0	112	131010	
0001398344-21-011000	0	165	290594	
0000944733-21-000002	0	46	152475	N
0001555829-21-000004	0	216	1729341	N
0001595888-21-000015	4	10889	201346969	N
0001793904-21-000003	2	433	356977	N
0001569137-21-000003	0	121	1835137	N
0001846532-21-000007	0	137	148505	N
0001848237-21-000002	0	296	225764	N
0001846532-21-000010	0	128	133806	N
0001398344-21-011004	0	164	57937	
0001846532-21-000012	0	156	150378	N
0001131181-21-000002	0	95	313498	N
0001077583-21-000007	0	148	3129057	
0001642274-21-000002	0	23	142301	N
0001733356-21-000003	0	101	302873	N
0001846532-21-000009	0	134	145662	N
0001493152-21-012017	0	58	680802	
0001086763-21-000005	1	451	2332121	
0001846532-21-000015	0	168	130494	N
0001846532-21-000016	0	151	114092	N
0001698926-21-000002	0	125	173348	N
0001846532-21-000018	0	114	83302	N
0001420506-21-000797	0	0	0	N
0000919574-21-003768	2	421	2659905	
0001846532-21-000011	0	157	136120	N
0001085146-21-001805	0	526	1627390	N
0001621855-21-000004	0	32	969635	
0001762776-21-000002	0	369	741021	N
0001221073-21-000068	0	379	1270219	
0001469026-21-000008	0	11	2803998	N
0001743413-21-000002	1	294	855177	N
0001844495-21-000002	0	313	369170	
0001846532-21-000013	0	146	136522	N
0001398344-21-011002	1	285	402467	
0001454027-21-000002	2	1672	8864972	N
0001777141-21-000008	0	5	24937	
0001046192-21-000009	4	2827	41145830	N
0001846532-21-000005	0	150	182736	N
0001717479-21-000004	0	200	484263	N
0001846532-21-000004	0	155	219764	N
0001104659-21-068327	0	2	20486	N
0001801101-21-000002	0	57	148721	N
0001619083-21-000003	0	8	303958	
0001846532-21-000003	0	140	172055	N
0001725547-21-000059	0	207	169980	N
0001104659-21-068315	5	42	2616836	N
0001719087-21-000007	1	146	130743	N
0001398344-21-010990	0	712	1250425	
0001567619-21-010576	0	2	319171	N
0001651336-21-000004	0	346	770982	
0001167376-21-000009	2	1	0	N
0001398344-21-010989	0	658	1083167	
0001214659-21-005623	0	60	328864	
0001167376-21-000008	2	137	393859	N
0001398344-21-010988	1	268	365889	
0000902664-21-002812	0	42	1343001	
0001567619-21-010573	1	29	158416	N
0001567619-21-010572	1	1759	2965501	N
0001567619-21-010571	0	927	21405226	N
0001567619-21-010570	0	2	66144	N
0001567619-21-010569	1	2804	7812711	N
0001567619-21-010568	0	196	183365	N
0001567619-21-010567	0	4	175286	N
0001804256-21-000002	0	44	149488	N
0001606587-21-000739	0	93	295122	N
0000950159-21-000158	0	8	186186	
0001085146-21-001803	2	176	5101544	N
0001447387-21-000004	0	69	446703	
0001085146-21-001801	0	1	0	N
0001214659-21-005617	0	273	1095382	
0001567619-21-010564	0	10	3111528	N
0000902664-21-002807	0	10	14793555	
0001085146-21-001800	0	5	292230	N
0001214659-21-005616	0	74	123836	
0001642351-21-000004	0	76	488307	N
0001085146-21-001799	0	22	689203	N
0000919574-21-003762	1	12	1108906	
0001214659-21-005614	0	386	629267	
0001682021-21-000004	0	359	505522	
0001085146-21-001798	0	91	2520999	N
0001085146-21-001797	0	766	2142425	N
0001085146-21-001796	2	972	2782766	N
0001085146-21-001795	3	2539	61135921	N
0001214659-21-005611	0	241	442827	
0001085146-21-001794	0	0	0	N
0000902664-21-002802	10	109	1075667	
0001809043-21-000002	0	1955	481594	N
0001104659-21-068263	0	5	144787	
0001420506-21-000793	0	52	270824	N
0001567619-21-010558	0	14	1043262	N
0001725297-21-000002	0	157	260858	N
0001731509-21-000003	1	12	57761181	N
0000950123-21-007113	8	500	47760830	N
0001104659-21-068255	0	1	84710	
0001587281-21-000007	0	355	236760	N
0000312348-21-000027	1	1216	77246291	N
0001104659-21-068254	0	42	317876	
0001606587-21-000737	2	1536	2571621	N
0001104659-21-068249	0	1	111582	
0001104659-21-068248	0	203	843584	
0001104659-21-068240	0	4	432749	
0001104659-21-068241	1	11	4708232	N
0001172661-21-001368	0	20	470821	
0001104659-21-068239	0	3	95473	
0001104659-21-068238	0	0	0	
0001104659-21-068237	0	4	724788	
0001104659-21-068236	0	49	116326	
0001104659-21-068235	0	44	234612	
0001564702-21-000004	0	758	1391626	N
0001104659-21-068233	0	0	0	
0001104659-21-068231	0	5	2224640	
0001104659-21-068226	0	1295	77106823	
0001535695-21-000004	0	115	1286792	N
0001104659-21-068224	0	2	773724	
0001420506-21-000791	0	46	164550	N
0000895421-21-000363	16	26544	680764312	N
0001587281-21-000005	0	1	0	N
0001862787-21-000001	0	6	114438	N
0001104659-21-068218	0	72	153594	
0001761044-21-000003	0	70	160530	N
0001080171-21-000004	0	435	5135946	N
0000919574-21-003759	0	31	29042	
0001102578-21-000057	0	1195	16740306	N
0001420506-21-000790	0	38	379013	N
0001567619-21-010555	0	0	0	N
0001420506-21-000788	0	32	621231	N
0001420506-21-000787	0	12	510680	N
0000902664-21-002800	0	88	253426	
0000936936-21-000003	0	101	147517	N
0001729939-21-000004	0	120	245131	N
0000950123-21-007097	0	5	170018	N
0001575239-21-000002	0	491	980480	N
0000950123-21-007096	0	6	1043714	N
0000950123-21-007095	0	5	130572	N
0001067926-21-000004	0	35	1592	N
0000902664-21-002798	0	16	1186664	
0001404599-21-000004	0	12	191414	N
0001845859-21-000002	0	134	123899	N
0000919574-21-003757	0	35	620185	
0001214659-21-005603	1	26	274482	
0001567619-21-010549	0	5	3542668	N
0001696778-21-000002	2	101	206304	N
0000902664-21-002795	2	52	1213110	
0001567619-21-010548	2	102	19849035	N
0001567619-21-010547	0	7	864506	N
0001387131-21-005753	0	13	2041857	
0001420506-21-000786	0	180	322408	N
0001567619-21-010546	0	17	400863	N
0001398344-21-010981	0	458	1666972	
0001567619-21-010543	3	175	5977829	N
0001172661-21-001367	0	7	10460896	
0001306923-21-000022	0	42	1755095	N
0001012975-21-000229	0	138	7913148	N
0001567619-21-010542	0	31	254155	N
0001567619-21-010541	0	88	416281	N
0001172661-21-001366	0	19	494561	
0001398344-21-010979	0	492	3145449	
0001104659-21-068168	0	52	520034	
0001104659-21-068167	4	791	774846	N
0001567619-21-010540	0	7	683633	N
0001536630-21-000003	0	106	417783	N
0000950123-21-007091	2	476	38221410	N
0001172661-21-001365	0	431	2504282	
0001085146-21-001793	0	328	638153	N
0001567619-21-010537	1	5	246933	N
0001178913-21-001773	0	2	116608	
0001172661-21-001364	0	30	8660250	
0000902664-21-002794	0	12	1345656	
0001852808-21-000002	0	49	77579	N
0001387131-21-005746	0	77	1508210	
0001172661-21-001363	1	58	227518	
0001541617-21-000003	0	32	13984376	N
0001062993-21-004752	0	431	3121835	N
0001567619-21-010535	0	24	954545	N
0001172661-21-001362	0	15	1939634	
0001085146-21-001792	0	15	246375	N
0001493152-21-011885	1	8	3486713	
0001567619-21-010534	0	9	1475497	N
0001420506-21-000784	0	60	489103	N
0001104659-21-068149	0	82	6631817	
0001104659-21-068150	0	687	2505809	
0001567619-21-010532	2	61	13449827	N
0001387131-21-005744	0	13	5927360	
0001104659-21-068140	0	7	1919207	N
0001624758-21-000004	1	1320	1447129	N
0001567619-21-010531	0	8	1672908	N
0001178913-21-001771	2	53	868787	
0001214659-21-005595	0	172	3303428	
0001214659-21-005594	0	7	1611182	
0001398344-21-010976	0	19	100452	
0001794293-21-000004	0	45	561872	N
0000950123-21-007081	1	2	149285	N
0001567619-21-010530	0	339	10481037	N
0001172661-21-001361	0	1	1589321	
0000950123-21-007079	7	33	6244355	N
0001567619-21-010529	0	1	0	Y
0001085146-21-001791	4	3556	22743384	N
0001085146-21-001790	0	0	0	N
0001567619-21-010528	0	336	867647	N
0001213900-21-027030	0	432	855638	
0001085146-21-001789	0	0	0	N
0001315863-21-000461	0	13	409719	N
0001085146-21-001788	0	0	0	N
0001012975-21-000224	4	61	6018696	N
0001418812-21-000031	1	13	8568315	N
0001085146-21-001787	0	0	0	N
0001535457-21-000005	0	0	0	N
0001172661-21-001360	0	174	383134	
0001315863-21-000460	0	30	235230	N
0001172661-21-001359	0	16	146687	
0001214659-21-005592	0	557	1718416	
0001172661-21-001358	0	47	13511293	
0000950159-21-000154	1	133	4758345	
0001315863-21-000459	0	19	135728	N
0001567619-21-010522	1	208	6979208	N
0001777813-21-000005	0	53	4454500	N
0001397290-21-000003	0	193	483613	N
0001315863-21-000458	0	27	1463856	N
0001172661-21-001357	0	86	826748	
0001172661-21-001356	0	28	1874957	
0001567619-21-010514	0	26	260191	N
0001172661-21-001355	0	57	953233	
0001104186-21-000005	0	75	2997416	N
0001398344-21-010973	0	3	361835	
0001315863-21-000457	0	35	1530106	N
0001567619-21-010513	1	22	11109	N
0001567619-21-010511	0	414	1102535	N
0001466697-21-000010	0	801	1847565	N
0001172661-21-001354	0	53	1024667	
0001567619-21-010508	0	8	1052382	N
0001353316-21-000004	4	253	2117675	N
0001172661-21-001353	0	415	3865572	
0001315863-21-000456	0	41	931796	N
0001340807-21-000006	0	26	5348408	N
0000902664-21-002793	1	32	15526739	
0001172661-21-001352	0	20	1507246	
0001567619-21-010506	4	38	978931	N
0001567619-21-010505	0	31	10075644	N
0001315863-21-000455	0	5	295228	N
0001567619-21-010504	3	75	356684	N
0001632368-21-000002	0	59	227236	N
0001172661-21-001351	0	101	4560862	
0001567619-21-010503	0	46	235370	N
0001103882-21-000004	5	3770	4741577	N
0001315863-21-000454	0	1	0	Y
0001273087-21-000007	1	342	4709478	N
0001398344-21-010971	0	242	1631137	
0001420506-21-000782	0	137	1932899	N
0001012975-21-000220	3	14	649432	N
0001315863-21-000453	0	3	37110	N
0001172661-21-001350	0	5	1016514	
0001671754-21-000006	0	217	1469664	N
0001398344-21-010970	0	19	224784	
0001085146-21-001786	0	0	0	N
0001567619-21-010500	1	239	407826	N
0001567619-21-010499	0	179	793028	N
0001315863-21-000452	0	2	148686	N
0000940394-21-000993	0	2925	67435365	
0000902664-21-002792	0	15	341818	
0001567619-21-010497	0	10	214110	N
0000903423-21-000041	0	25	818830	
0001447228-21-000008	0	26	2204750	
0000950142-21-001640	0	50	230369	
0001315863-21-000451	0	6	1896802	N
0001172661-21-001347	0	53	3784405	
0001172661-21-001346	0	16	103025	
0001273087-21-000006	2	5831	139754346	N
0001567619-21-010495	0	314	1384702	N
0001172661-21-001345	1	159	10694926	
0001085146-21-001785	0	99	290834	N
0001315863-21-000450	0	2	342346	N
0001172661-21-001343	0	17	139695	
0001387322-21-000011	0	49	12161110	
0001114739-21-000004	0	80	565	N
0001600136-21-000003	0	120	770882	N
0000950123-21-007062	2	7	1335164	N
0000950123-21-007061	0	85	2948610	N
0001567619-21-010493	0	5	212178	N
0000950123-21-007060	2	4	752388	Y
0001050442-21-000013	0	80	4933132	N
0001172661-21-001342	1	8	129642	
0001567619-21-010492	0	4	522860	N
0001172661-21-001341	0	139	1490419	
0001315863-21-000449	0	1	515195	N
0001540531-21-000004	0	14	2098287	N
0001172661-21-001340	0	96	951254	
0001172661-21-001339	0	2	153869	
0001398344-21-010967	0	29	2595028	
0001104659-21-068085	0	83	1766318	
0001172661-21-001338	0	17	2682021	
0001479847-21-000003	0	7	160076	
0001567619-21-010490	0	22	553772	N
0001567619-21-010489	0	4	197779	N
0001493152-21-011852	0	678	3882531	
0001172661-21-001336	0	1	229483	
0000919574-21-003750	1	15	1211528	
0001315863-21-000448	0	1	496134	N
0000921895-21-001378	0	2	9649	
0001567619-21-010488	0	10	421237	N
0001693838-21-000003	0	20	92161	
0001567619-21-010486	0	11	806973	N
0001012975-21-000218	0	13	298875	N
0001172661-21-001333	0	78	1607208	
0001172661-21-001332	1	3039	17062402	
0001567619-21-010485	0	57	384733	N
0001567619-21-010483	0	12	948447	N
0001315863-21-000447	0	38	333288	N
0001172661-21-001331	0	9	2258893	
0001635999-21-000002	0	25	588651	
0001846175-21-000002	0	167	160045	N
0001742435-21-000004	0	728	304521000	N
0000950123-21-007058	0	3	148227	N
0001172661-21-001328	1	33	6869823	
0001524493-21-000006	0	17	539252	N
0001104659-21-068078	0	17	200680	
0000950123-21-007057	0	3	447779	N
0001567619-21-010481	0	22	2583046	N
0001420506-21-000780	0	6	142562	N
0000921895-21-001377	3	16	699212	
0001315863-21-000446	0	164	3487405	N
0001315863-21-000445	0	1	0	Y
0001172661-21-001326	0	23	131883	
0001567619-21-010480	3	34	2799366	N
0000905718-21-000707	0	68	1068232	
0001172661-21-001325	3	183	1436637	
0001765774-21-000007	0	41	774562	
0001591986-21-000008	0	17	553387	N
0000905718-21-000706	0	3	979250	
0001104659-21-068066	0	3	4051899	
0001172661-21-001322	0	779	15943950	
0001085146-21-001784	68	3712	6452666	N
0000905718-21-000705	0	36	200406	
0000950123-21-007053	0	2	95135	N
0001172661-21-001321	0	129	2071852	
0001104659-21-068064	4	5015	103590566	
0001398344-21-010965	0	979	2241899	
0001315863-21-000444	0	30	72301	N
0001308555-21-000002	0	28	178605	
0001363829-21-000101	0	12	327377	N
0001104659-21-068062	0	1	0	
0001172661-21-001320	2	51	1279356	
0000905718-21-000704	0	39	144895	
0000905718-21-000703	0	4	3614916	
0001085146-21-001783	0	28	667755	N
0000950123-21-007051	0	169	90826	N
0001172661-21-001318	0	90	629502	
0001172661-21-001317	1	20	1761649	
0001012975-21-000215	0	60	808990	N
0001562453-21-000003	0	8	104208	
0001104659-21-068057	0	42	478201	
0000921895-21-001376	0	4	162247	
0000905718-21-000702	0	102	370441	
0001072613-21-000423	0	304	3309321	
0001315863-21-000443	3	115	894110	N
0001592643-21-000004	0	153	27513975	N
0000905718-21-000701	0	0	0	Y
0001776090-21-000006	0	18	1128004	N
0001012975-21-000214	3	44	144493	N
0001567619-21-010477	0	7	738621	N
0001104659-21-068050	0	70	3307765	
0000950123-21-007049	0	3	83372	Y
0001567619-21-010475	0	63	5902367	N
0001567619-21-010476	0	37	8911362	N
0000950123-21-007048	0	17	2124770	N
0001172661-21-001314	1	704	7510922	Y
0000905718-21-000700	0	82	17503497	
0000950123-21-007046	0	81	1412546	N
0001172661-21-001313	2	28	483855	
0000950123-21-007045	0	5	199494	N
0001104659-21-068041	0	8	785117	N
0000950123-21-007044	1	2	28776	N
0001172661-21-001310	0	345	13373583	
0001688382-21-000003	0	88	364641	
